equipmentID,zoneID,equipmentType,status,powerRating
E1432,Z260,CoffeeMachine,Running,804.0
E1433,Z261,FireSafety,Running,274.0
E1434,Z261,Lighting,Maintenance,138.0
E1435,Z261,AirPurifier,Off,123.0
E1436,Z261,SecurityCam,Off,39.0
E1437,Z262,AirPurifier,Running,140.0
E1438,Z262,SmartThermostat,Off,7.0
E1439,Z262,CoffeeMachine,Running,1063.0
E1440,Z262,AccessControl,Off,98.0
E1441,Z262,FireSafety,Running,210.0
E1442,Z262,SoundSystem,Running,89.0
E1443,Z262,SecurityCam,Running,27.0
E1444,Z263,AccessControl,Running,74.0
E1445,Z263,AccessControl,Running,48.0
E1446,Z263,AirPurifier,Running,171.0
E1447,Z263,SmartThermostat,Off,11.0
E1448,Z263,CoffeeMachine,Running,827.0
E1449,Z264,SoundSystem,Running,201.0
E1450,Z264,SmartThermostat,Running,10.0
E1451,Z264,NetworkSwitch,Running,132.0
E1452,Z264,UPS,Running,905.0
E1453,Z264,UPS,Running,1242.0
E1454,Z264,NetworkSwitch,Maintenance,30.0
E1455,Z265,NetworkSwitch,Running,99.0
E1456,Z265,SecurityCam,Running,22.0
E1457,Z265,SoundSystem,Off,94.0
E1458,Z265,NetworkSwitch,Running,82.0
E1459,Z265,FireSafety,Running,135.0
E1460,Z266,SoundSystem,Off,68.0
E1461,Z266,CoffeeMachine,Running,1268.0
E1462,Z266,SoundSystem,Running,201.0
E1463,Z266,FireSafety,Running,143.0
E1464,Z266,HVACUnit,Running,4003.0
E1465,Z266,HVACUnit,Running,6274.0
E1466,Z266,HVACUnit,Running,5992.0
E1467,Z267,SoundSystem,Running,251.0
E1468,Z267,Lighting,Running,147.0
E1469,Z267,UPS,Running,813.0
E1470,Z268,SoundSystem,Running,216.0
E1471,Z268,FireSafety,Running,128.0
E1472,Z268,SoundSystem,Off,170.0
E1473,Z268,SmartThermostat,Running,14.0
E1474,Z268,HVACUnit,Running,3075.0
E1475,Z268,HVACUnit,Running,6256.0
E1476,Z268,CoffeeMachine,Running,899.0
E1477,Z269,SmartThermostat,Maintenance,13.0
E1478,Z269,SoundSystem,Running,256.0
E1479,Z269,SoundSystem,Maintenance,118.0
E1480,Z270,SoundSystem,Running,145.0
E1481,Z270,CoffeeMachine,Off,984.0
E1482,Z270,AccessControl,Off,28.0
E1483,Z270,SoundSystem,Running,291.0
E1484,Z270,AccessControl,Running,77.0
E1485,Z270,SecurityCam,Running,43.0
E1486,Z270,SoundSystem,Running,258.0
E1487,Z270,NetworkSwitch,Running,50.0
E1488,Z271,AirPurifier,Running,111.0
E1489,Z271,AccessControl,Running,61.0
E1490,Z271,SecurityCam,Running,36.0
E1491,Z271,UPS,Running,754.0
E1492,Z271,NetworkSwitch,Maintenance,78.0
E1493,Z271,UPS,Off,1990.0
E1494,Z272,UPS,Running,1105.0
E1495,Z272,CoffeeMachine,Running,1135.0
E1496,Z272,SoundSystem,Off,133.0
E1497,Z272,CoffeeMachine,Running,1283.0
E1498,Z272,SecurityCam,Running,42.0
E1499,Z272,ProjectorSystem,Running,645.0
E1500,Z272,SecurityCam,Running,20.0
E1501,Z272,SecurityCam,Running,18.0
E1502,Z273,AccessControl,Maintenance,38.0
E1503,Z273,AccessControl,Running,96.0
E1504,Z273,SoundSystem,Maintenance,165.0
E1505,Z273,ProjectorSystem,Running,533.0
E1506,Z273,AirPurifier,Running,162.0
E1507,Z273,SecurityCam,Running,34.0
E1508,Z274,AccessControl,Running,34.0
E1509,Z274,SoundSystem,Running,277.0
E1510,Z274,AccessControl,Off,66.0
E1511,Z274,UPS,Maintenance,1327.0
E1512,Z274,CoffeeMachine,Running,1246.0
E1513,Z274,SecurityCam,Running,18.0
E1514,Z275,AirPurifier,Running,139.0
E1515,Z275,ProjectorSystem,Running,307.0
E1516,Z275,AirPurifier,Running,86.0
E1517,Z276,ProjectorSystem,Running,613.0
E1518,Z276,Lighting,Running,354.0
E1519,Z276,Lighting,Running,103.0
E1520,Z276,SoundSystem,Running,99.0
E1521,Z276,Lighting,Running,453.0
E1522,Z276,CoffeeMachine,Running,1142.0
E1523,Z276,NetworkSwitch,Running,109.0
E1524,Z277,AirPurifier,Running,115.0
E1525,Z277,AccessControl,Running,44.0
E1526,Z277,HVACUnit,Running,3119.0
E1527,Z277,NetworkSwitch,Running,130.0
E1528,Z277,ProjectorSystem,Running,669.0
E1529,Z277,FireSafety,Running,142.0
E1530,Z277,NetworkSwitch,Off,112.0
E1531,Z277,CoffeeMachine,Running,1241.0
E1532,Z278,SoundSystem,Running,246.0
E1533,Z278,SmartThermostat,Running,13.0
E1534,Z278,UPS,Running,583.0
E1535,Z278,SoundSystem,Running,50.0
E1536,Z279,SmartThermostat,Running,12.0
E1537,Z279,SecurityCam,Running,22.0
E1538,Z279,ProjectorSystem,Off,697.0
E1539,Z279,HVACUnit,Running,3003.0
E1540,Z279,CoffeeMachine,Running,1456.0
E1541,Z280,CoffeeMachine,Running,841.0
E1542,Z280,CoffeeMachine,Running,1327.0
E1543,Z280,SoundSystem,Running,273.0
E1544,Z280,ProjectorSystem,Off,431.0
E1545,Z280,Lighting,Running,362.0
E1546,Z281,SoundSystem,Running,162.0
E1547,Z281,SmartThermostat,Running,15.0
E1548,Z281,Lighting,Maintenance,491.0
E1549,Z281,NetworkSwitch,Running,109.0
E1550,Z282,HVACUnit,Off,6439.0
E1551,Z282,SmartThermostat,Running,8.0
E1552,Z282,HVACUnit,Running,6616.0
E1553,Z282,AirPurifier,Maintenance,139.0
E1554,Z282,SmartThermostat,Off,13.0
E1555,Z282,HVACUnit,Running,5567.0
E1556,Z283,Lighting,Off,212.0
E1557,Z283,ProjectorSystem,Running,211.0
E1558,Z283,HVACUnit,Off,4326.0
E1559,Z283,AirPurifier,Running,84.0
E1560,Z283,Lighting,Running,412.0
E1561,Z283,UPS,Off,1836.0
E1562,Z284,HVACUnit,Running,6048.0
E1563,Z284,CoffeeMachine,Running,840.0
E1564,Z284,SoundSystem,Running,110.0
E1565,Z284,CoffeeMachine,Running,1480.0
E1566,Z284,AccessControl,Off,28.0
E1567,Z284,FireSafety,Running,182.0
E1568,Z284,ProjectorSystem,Maintenance,394.0
E1569,Z284,UPS,Running,1402.0
E1570,Z285,AccessControl,Off,69.0
E1571,Z285,AirPurifier,Running,136.0
E1572,Z285,AccessControl,Running,70.0
E1573,Z285,NetworkSwitch,Running,104.0
E1574,Z285,HVACUnit,Off,4829.0
E1575,Z285,SmartThermostat,Off,10.0
E1576,Z286,NetworkSwitch,Running,105.0
E1577,Z286,ProjectorSystem,Running,356.0
E1578,Z286,Lighting,Maintenance,373.0
E1579,Z286,SoundSystem,Running,159.0
E1580,Z286,AccessControl,Running,83.0
E1581,Z287,AccessControl,Running,76.0
E1582,Z287,SmartThermostat,Running,12.0
E1583,Z287,CoffeeMachine,Off,1133.0
E1584,Z287,AirPurifier,Running,100.0
E1585,Z287,FireSafety,Running,287.0
E1586,Z287,ProjectorSystem,Running,218.0
E1587,Z288,AirPurifier,Running,106.0
E1588,Z288,Lighting,Running,183.0
E1589,Z288,NetworkSwitch,Running,59.0
E1590,Z288,ProjectorSystem,Running,279.0
E1591,Z288,Lighting,Running,320.0
E1592,Z288,Lighting,Running,256.0
E1593,Z288,SoundSystem,Running,244.0
E1594,Z289,UPS,Running,1156.0
E1595,Z289,UPS,Running,1140.0
E1596,Z289,SoundSystem,Running,172.0
E1597,Z289,Lighting,Running,203.0
E1598,Z289,ProjectorSystem,Off,581.0
E1599,Z289,UPS,Running,1084.0
E1600,Z289,UPS,Running,767.0
E1601,Z290,ProjectorSystem,Running,448.0
E1602,Z290,Lighting,Running,127.0
E1603,Z290,AccessControl,Off,91.0
E1604,Z290,NetworkSwitch,Running,92.0
E1605,Z290,Lighting,Running,127.0
E1606,Z291,SmartThermostat,Running,14.0
E1607,Z291,SoundSystem,Off,150.0
E1608,Z291,AirPurifier,Off,173.0
E1609,Z291,SecurityCam,Off,48.0
E1610,Z291,ProjectorSystem,Running,467.0
E1611,Z291,FireSafety,Running,168.0
E1612,Z292,UPS,Running,1722.0
E1613,Z292,Lighting,Running,241.0
E1614,Z292,AccessControl,Maintenance,46.0
E1615,Z292,SecurityCam,Running,32.0
E1616,Z293,FireSafety,Running,194.0
E1617,Z293,HVACUnit,Maintenance,5421.0
E1618,Z293,NetworkSwitch,Off,65.0
E1619,Z293,ProjectorSystem,Running,405.0
E1620,Z293,FireSafety,Running,259.0
E1621,Z293,ProjectorSystem,Off,422.0
E1622,Z294,SoundSystem,Running,131.0
E1623,Z294,HVACUnit,Running,4988.0
E1624,Z294,Lighting,Running,372.0
E1625,Z294,FireSafety,Running,179.0
E1626,Z295,SecurityCam,Running,23.0
E1627,Z295,ProjectorSystem,Running,391.0
E1628,Z295,SoundSystem,Running,230.0
E1629,Z295,UPS,Running,1507.0
E1630,Z295,Lighting,Running,454.0
E1631,Z296,AccessControl,Running,55.0
E1632,Z296,AirPurifier,Off,123.0
E1633,Z296,NetworkSwitch,Running,32.0
E1634,Z297,UPS,Running,1977.0
E1635,Z297,HVACUnit,Off,4565.0
E1636,Z297,SecurityCam,Running,26.0
E1637,Z297,ProjectorSystem,Running,466.0
E1638,Z297,AirPurifier,Running,122.0
E1639,Z298,NetworkSwitch,Off,103.0
E1640,Z298,SecurityCam,Running,45.0
E1641,Z298,SmartThermostat,Running,6.0
E1642,Z299,AccessControl,Running,91.0
E1643,Z299,CoffeeMachine,Running,949.0
E1644,Z299,FireSafety,Off,179.0
E1645,Z299,SmartThermostat,Running,15.0
E1646,Z300,SecurityCam,Running,22.0
E1647,Z300,SoundSystem,Running,193.0
E1648,Z300,AccessControl,Running,51.0
E1649,Z300,CoffeeMachine,Running,1174.0
E1650,Z300,HVACUnit,Running,5510.0
E1651,Z300,Lighting,Running,469.0
E1652,Z301,FireSafety,Running,209.0
E1653,Z301,Lighting,Running,392.0
E1654,Z301,CoffeeMachine,Maintenance,1199.0
E1655,Z302,AirPurifier,Maintenance,80.0
E1656,Z302,Lighting,Running,339.0
E1657,Z302,AirPurifier,Off,196.0
E1658,Z302,SmartThermostat,Running,13.0
E1659,Z302,Lighting,Running,204.0
E1660,Z302,NetworkSwitch,Running,54.0
E1661,Z303,SecurityCam,Running,31.0
E1662,Z303,SecurityCam,Running,46.0
E1663,Z303,Lighting,Maintenance,310.0
E1664,Z304,AccessControl,Maintenance,25.0
E1665,Z304,UPS,Off,1906.0
E1666,Z304,SecurityCam,Maintenance,37.0
E1667,Z304,AccessControl,Off,82.0
E1668,Z304,FireSafety,Maintenance,104.0
E1669,Z304,AirPurifier,Off,196.0
E1670,Z304,Lighting,Running,455.0
E1671,Z304,SoundSystem,Maintenance,116.0
E1672,Z305,NetworkSwitch,Running,54.0
E1673,Z305,FireSafety,Running,240.0
E1674,Z305,HVACUnit,Off,3780.0
E1675,Z305,UPS,Running,1405.0
E1676,Z305,ProjectorSystem,Off,690.0
E1677,Z306,FireSafety,Maintenance,283.0
E1678,Z306,NetworkSwitch,Off,57.0
E1679,Z306,CoffeeMachine,Running,1136.0
E1680,Z306,Lighting,Running,469.0
E1681,Z306,AirPurifier,Running,185.0
E1682,Z306,SmartThermostat,Maintenance,14.0
E1683,Z306,FireSafety,Running,233.0
E1684,Z306,AccessControl,Off,43.0
E1685,Z307,CoffeeMachine,Running,1273.0
E1686,Z307,UPS,Running,1652.0
E1687,Z307,AirPurifier,Running,159.0
E1688,Z307,Lighting,Running,267.0
E1689,Z307,CoffeeMachine,Running,1487.0
E1690,Z308,SecurityCam,Running,25.0
E1691,Z308,HVACUnit,Running,5959.0
E1692,Z308,HVACUnit,Running,4625.0
E1693,Z308,Lighting,Running,172.0
E1694,Z309,HVACUnit,Running,7066.0
E1695,Z309,SecurityCam,Maintenance,29.0
E1696,Z309,AirPurifier,Off,152.0
E1697,Z309,HVACUnit,Running,6737.0
E1698,Z309,ProjectorSystem,Off,701.0
E1699,Z309,SoundSystem,Running,97.0
E1700,Z309,HVACUnit,Running,3972.0
E1701,Z310,Lighting,Maintenance,67.0
E1702,Z310,FireSafety,Running,130.0
E1703,Z310,UPS,Off,1238.0
E1704,Z310,AirPurifier,Maintenance,99.0
E1705,Z310,SoundSystem,Running,216.0
E1706,Z310,NetworkSwitch,Running,51.0
E1707,Z310,SecurityCam,Running,22.0
E1708,Z310,FireSafety,Running,118.0
E1709,Z311,NetworkSwitch,Running,60.0
E1710,Z311,SecurityCam,Running,49.0
E1711,Z311,CoffeeMachine,Running,1154.0
E1712,Z311,AccessControl,Maintenance,39.0
E1713,Z311,Lighting,Running,261.0
E1714,Z311,AirPurifier,Maintenance,98.0
E1715,Z311,SecurityCam,Running,29.0
E1716,Z311,SecurityCam,Running,29.0
E1717,Z312,SoundSystem,Running,277.0
E1718,Z312,AccessControl,Maintenance,51.0
E1719,Z312,SoundSystem,Running,174.0
E1720,Z312,UPS,Off,638.0
E1721,Z312,FireSafety,Running,267.0
E1722,Z312,ProjectorSystem,Off,292.0
E1723,Z312,AirPurifier,Running,183.0
E1724,Z313,NetworkSwitch,Running,33.0
E1725,Z313,Lighting,Running,469.0
E1726,Z313,HVACUnit,Running,7266.0
E1727,Z314,FireSafety,Running,273.0
E1728,Z314,SmartThermostat,Running,14.0
E1729,Z314,UPS,Running,1859.0
E1730,Z314,AccessControl,Running,38.0
E1731,Z314,Lighting,Maintenance,267.0
E1732,Z314,SmartThermostat,Running,15.0
E1733,Z314,AccessControl,Off,82.0
E1734,Z315,SoundSystem,Maintenance,170.0
E1735,Z315,AirPurifier,Running,88.0
E1736,Z315,ProjectorSystem,Running,539.0
E1737,Z315,AccessControl,Maintenance,85.0
E1738,Z315,SmartThermostat,Running,5.0
E1739,Z315,AirPurifier,Running,149.0
E1740,Z316,NetworkSwitch,Running,90.0
E1741,Z316,AccessControl,Running,47.0
E1742,Z316,Lighting,Running,438.0
E1743,Z316,NetworkSwitch,Maintenance,58.0
E1744,Z316,AccessControl,Maintenance,51.0
E1745,Z316,UPS,Running,1414.0
E1746,Z317,CoffeeMachine,Running,1470.0
E1747,Z317,FireSafety,Running,228.0
E1748,Z317,UPS,Running,551.0
E1749,Z317,ProjectorSystem,Off,617.0
E1750,Z317,NetworkSwitch,Running,85.0
E1751,Z317,SoundSystem,Running,101.0
E1752,Z317,UPS,Running,747.0
E1753,Z317,AirPurifier,Running,147.0
E1754,Z318,UPS,Running,1601.0
E1755,Z318,SmartThermostat,Running,10.0
E1756,Z318,AirPurifier,Running,114.0
E1757,Z318,Lighting,Running,343.0
E1758,Z318,HVACUnit,Running,4863.0
E1759,Z318,HVACUnit,Running,3655.0
E1760,Z319,Lighting,Running,249.0
E1761,Z319,SecurityCam,Off,27.0
E1762,Z319,FireSafety,Running,176.0
E1763,Z319,SoundSystem,Running,228.0
E1764,Z319,AccessControl,Off,45.0
E1765,Z319,SmartThermostat,Maintenance,7.0
E1766,Z319,NetworkSwitch,Running,136.0
E1767,Z320,NetworkSwitch,Running,134.0
E1768,Z320,SoundSystem,Maintenance,277.0
E1769,Z320,SecurityCam,Running,33.0
E1770,Z320,SecurityCam,Running,26.0
E1771,Z321,FireSafety,Running,291.0
E1772,Z321,SecurityCam,Running,26.0
E1773,Z321,Lighting,Maintenance,334.0
E1774,Z321,NetworkSwitch,Off,97.0
E1775,Z321,SoundSystem,Off,233.0
E1776,Z322,SmartThermostat,Off,13.0
E1777,Z322,AirPurifier,Off,188.0
E1778,Z322,UPS,Running,1471.0
E1779,Z322,NetworkSwitch,Running,128.0
E1780,Z323,SmartThermostat,Running,5.0
E1781,Z323,UPS,Off,837.0
E1782,Z323,SmartThermostat,Maintenance,12.0
E1783,Z324,ProjectorSystem,Running,360.0
E1784,Z324,UPS,Maintenance,1976.0
E1785,Z324,Lighting,Running,484.0
E1786,Z324,UPS,Off,560.0
E1787,Z324,FireSafety,Running,116.0
E1788,Z325,SecurityCam,Running,36.0
E1789,Z325,FireSafety,Running,149.0
E1790,Z325,CoffeeMachine,Off,880.0
E1791,Z325,AccessControl,Running,34.0
E1792,Z325,AccessControl,Running,51.0
E1793,Z325,FireSafety,Running,156.0
E1794,Z325,SoundSystem,Maintenance,264.0
E1795,Z326,CoffeeMachine,Maintenance,1328.0
E1796,Z326,Lighting,Running,141.0
E1797,Z326,HVACUnit,Off,3315.0
E1798,Z326,AccessControl,Running,51.0
E1799,Z326,SoundSystem,Maintenance,99.0
E1800,Z326,UPS,Off,1847.0
E1801,Z327,SoundSystem,Running,200.0
E1802,Z327,HVACUnit,Off,4482.0
E1803,Z327,CoffeeMachine,Running,1479.0
E1804,Z327,FireSafety,Running,214.0
E1805,Z327,CoffeeMachine,Off,1390.0
E1806,Z327,SoundSystem,Running,274.0
E1807,Z327,SoundSystem,Running,261.0
E1808,Z327,SecurityCam,Running,43.0
E1809,Z328,ProjectorSystem,Running,490.0
E1810,Z328,SoundSystem,Off,147.0
E1811,Z328,SoundSystem,Running,277.0
E1812,Z328,AirPurifier,Running,129.0
E1813,Z328,SecurityCam,Running,28.0
E1814,Z328,AccessControl,Maintenance,80.0
E1815,Z328,SecurityCam,Running,30.0
E1816,Z328,CoffeeMachine,Running,1024.0
E1817,Z329,NetworkSwitch,Running,97.0
E1818,Z329,UPS,Off,1221.0
E1819,Z329,SecurityCam,Running,26.0
E1820,Z329,FireSafety,Running,162.0
E1821,Z329,CoffeeMachine,Running,948.0
E1822,Z330,NetworkSwitch,Running,113.0
E1823,Z330,NetworkSwitch,Running,119.0
E1824,Z330,HVACUnit,Running,5396.0
E1825,Z330,AccessControl,Maintenance,83.0
E1826,Z330,HVACUnit,Running,5655.0
E1827,Z330,AirPurifier,Running,120.0
E1828,Z330,SecurityCam,Running,17.0
E1829,Z331,CoffeeMachine,Maintenance,1010.0
E1830,Z331,UPS,Maintenance,894.0
E1831,Z331,UPS,Off,679.0
E1832,Z331,SmartThermostat,Running,9.0
E1833,Z331,AccessControl,Running,84.0
E1834,Z331,SecurityCam,Off,32.0
E1835,Z331,SoundSystem,Running,97.0
E1836,Z331,ProjectorSystem,Off,691.0
E1837,Z332,SmartThermostat,Running,7.0
E1838,Z332,SmartThermostat,Running,10.0
E1839,Z332,CoffeeMachine,Maintenance,1463.0
E1840,Z332,ProjectorSystem,Running,570.0
E1841,Z332,Lighting,Running,215.0
E1842,Z332,SmartThermostat,Running,14.0
E1843,Z332,ProjectorSystem,Running,221.0
E1844,Z333,CoffeeMachine,Running,1098.0
E1845,Z333,CoffeeMachine,Maintenance,926.0
E1846,Z333,NetworkSwitch,Running,40.0
E1847,Z333,SoundSystem,Running,123.0
E1848,Z333,ProjectorSystem,Maintenance,666.0
E1849,Z333,SmartThermostat,Off,12.0
E1850,Z333,ProjectorSystem,Running,477.0
E1851,Z333,UPS,Running,1688.0
E1852,Z334,SoundSystem,Off,195.0
E1853,Z334,CoffeeMachine,Maintenance,886.0
E1854,Z334,AirPurifier,Running,105.0
E1855,Z334,Lighting,Off,72.0
E1856,Z334,ProjectorSystem,Running,761.0
E1857,Z334,HVACUnit,Maintenance,7385.0
E1858,Z334,FireSafety,Maintenance,293.0
E1859,Z335,CoffeeMachine,Running,1475.0
E1860,Z335,FireSafety,Running,149.0
E1861,Z335,NetworkSwitch,Running,114.0
E1862,Z336,SoundSystem,Running,198.0
E1863,Z336,AirPurifier,Running,96.0
E1864,Z336,Lighting,Maintenance,251.0
E1865,Z337,UPS,Running,1879.0
E1866,Z337,SoundSystem,Maintenance,208.0
E1867,Z337,HVACUnit,Running,7945.0
E1868,Z338,FireSafety,Running,283.0
E1869,Z338,AccessControl,Running,75.0
E1870,Z338,SecurityCam,Off,20.0
E1871,Z338,CoffeeMachine,Running,1249.0
E1872,Z339,UPS,Running,1118.0
E1873,Z339,HVACUnit,Running,5168.0
E1874,Z339,Lighting,Running,102.0
E1875,Z339,AirPurifier,Running,164.0
E1876,Z339,UPS,Running,1936.0
E1877,Z339,SoundSystem,Running,67.0
E1878,Z340,CoffeeMachine,Running,1279.0
E1879,Z340,ProjectorSystem,Running,236.0
E1880,Z340,AccessControl,Running,27.0
E1881,Z340,Lighting,Running,138.0
E1882,Z340,SoundSystem,Running,212.0
E1883,Z340,AccessControl,Running,74.0
E1884,Z340,NetworkSwitch,Running,110.0
E1885,Z341,FireSafety,Running,147.0
E1886,Z341,SoundSystem,Running,252.0
E1887,Z341,SoundSystem,Running,84.0
E1888,Z342,FireSafety,Running,275.0
E1889,Z342,SecurityCam,Running,38.0
E1890,Z342,NetworkSwitch,Running,114.0
E1891,Z342,AirPurifier,Off,151.0
E1892,Z342,Lighting,Running,68.0
E1893,Z343,SmartThermostat,Off,14.0
E1894,Z343,HVACUnit,Running,7765.0
E1895,Z343,FireSafety,Running,154.0
E1896,Z343,Lighting,Running,123.0
E1897,Z344,CoffeeMachine,Off,1354.0
E1898,Z344,CoffeeMachine,Running,1453.0
E1899,Z344,SecurityCam,Off,40.0
E1900,Z344,SoundSystem,Running,242.0
E1901,Z344,HVACUnit,Running,3978.0
E1902,Z344,UPS,Off,1283.0
E1903,Z344,FireSafety,Running,181.0
E1904,Z344,UPS,Running,1296.0
E1905,Z345,AirPurifier,Running,106.0
E1906,Z345,ProjectorSystem,Running,435.0
E1907,Z345,CoffeeMachine,Running,989.0
E1908,Z345,SoundSystem,Running,83.0
E1909,Z345,SecurityCam,Off,27.0
E1910,Z345,SoundSystem,Running,242.0
E1911,Z346,CoffeeMachine,Running,1309.0
E1912,Z346,ProjectorSystem,Running,773.0
E1913,Z346,AccessControl,Running,69.0
E1914,Z346,AirPurifier,Running,195.0
E1915,Z346,Lighting,Running,111.0
E1916,Z346,NetworkSwitch,Running,86.0
E1917,Z346,AirPurifier,Running,183.0
E1918,Z346,SmartThermostat,Off,7.0
E1919,Z347,ProjectorSystem,Running,747.0
E1920,Z347,ProjectorSystem,Running,693.0
E1921,Z347,AccessControl,Running,69.0
E1922,Z347,FireSafety,Running,278.0
E1923,Z347,FireSafety,Running,249.0
E1924,Z347,CoffeeMachine,Maintenance,1054.0
E1925,Z348,SoundSystem,Running,65.0
E1926,Z348,Lighting,Running,377.0
E1927,Z348,UPS,Running,898.0
E1928,Z348,NetworkSwitch,Maintenance,76.0
E1929,Z349,NetworkSwitch,Off,113.0
E1930,Z349,SecurityCam,Off,47.0
E1931,Z349,Lighting,Running,67.0
E1932,Z349,SmartThermostat,Running,11.0
E1933,Z349,AirPurifier,Running,195.0
E1934,Z349,CoffeeMachine,Off,1445.0
E1935,Z350,SoundSystem,Off,90.0
E1936,Z350,HVACUnit,Running,4289.0
E1937,Z350,SoundSystem,Running,159.0
E1938,Z351,FireSafety,Maintenance,284.0
E1939,Z351,ProjectorSystem,Maintenance,616.0
E1940,Z351,SoundSystem,Running,111.0
E1941,Z352,AirPurifier,Running,117.0
E1942,Z352,AirPurifier,Running,191.0
E1943,Z352,FireSafety,Running,121.0
E1944,Z352,UPS,Maintenance,1772.0
E1945,Z352,FireSafety,Off,269.0
E1946,Z352,SoundSystem,Running,122.0
E1947,Z352,AccessControl,Running,64.0
E1948,Z352,UPS,Running,1242.0
E1949,Z353,FireSafety,Maintenance,198.0
E1950,Z353,AccessControl,Running,76.0
E1951,Z353,NetworkSwitch,Running,32.0
E1952,Z353,SecurityCam,Off,25.0
E1953,Z354,ProjectorSystem,Running,727.0
E1954,Z354,AccessControl,Off,79.0
E1955,Z354,SoundSystem,Maintenance,242.0
E1956,Z354,Lighting,Off,135.0
E1957,Z354,Lighting,Maintenance,492.0
E1958,Z354,SecurityCam,Running,16.0
E1959,Z355,CoffeeMachine,Off,1245.0
E1960,Z355,SecurityCam,Running,33.0
E1961,Z355,SecurityCam,Running,43.0
E1962,Z355,ProjectorSystem,Running,256.0
E1963,Z355,NetworkSwitch,Maintenance,119.0
E1964,Z355,CoffeeMachine,Running,1428.0
E1965,Z355,SecurityCam,Running,19.0
E1966,Z355,SmartThermostat,Off,13.0
E1967,Z356,UPS,Maintenance,1112.0
E1968,Z356,HVACUnit,Running,3594.0
E1969,Z356,AccessControl,Off,41.0
E1970,Z357,UPS,Running,1674.0
E1971,Z357,FireSafety,Running,124.0
E1972,Z357,HVACUnit,Running,5832.0
E1973,Z357,SoundSystem,Running,212.0
E1974,Z357,UPS,Running,759.0
E1975,Z357,ProjectorSystem,Running,632.0
E1976,Z357,AirPurifier,Running,81.0
E1977,Z358,UPS,Running,1514.0
E1978,Z358,HVACUnit,Running,5414.0
E1979,Z358,UPS,Running,1703.0
E1980,Z358,SecurityCam,Running,15.0
E1981,Z359,ProjectorSystem,Running,243.0
E1982,Z359,CoffeeMachine,Running,1031.0
E1983,Z359,ProjectorSystem,Running,269.0
E1984,Z359,NetworkSwitch,Off,52.0
E1985,Z359,SoundSystem,Running,259.0
E1986,Z359,SmartThermostat,Running,6.0
E1987,Z360,AirPurifier,Maintenance,119.0
E1988,Z360,NetworkSwitch,Running,132.0
E1989,Z360,SmartThermostat,Maintenance,10.0
E1990,Z360,UPS,Running,731.0
E1991,Z360,SecurityCam,Off,15.0
E1992,Z360,Lighting,Running,415.0
E1993,Z360,SmartThermostat,Running,14.0
E1994,Z361,UPS,Off,1562.0
E1995,Z361,SecurityCam,Running,41.0
E1996,Z361,Lighting,Running,461.0
E1997,Z362,AccessControl,Running,49.0
E1998,Z362,SecurityCam,Running,17.0
E1999,Z362,NetworkSwitch,Running,39.0
E2000,Z362,HVACUnit,Running,7838.0
E2001,Z363,SoundSystem,Off,219.0
E2002,Z363,FireSafety,Running,168.0
E2003,Z363,FireSafety,Running,167.0
E2004,Z363,NetworkSwitch,Off,86.0
E2005,Z363,ProjectorSystem,Off,333.0
E2006,Z364,FireSafety,Maintenance,144.0
E2007,Z364,SmartThermostat,Running,14.0
E2008,Z364,UPS,Running,1139.0
E2009,Z364,AirPurifier,Running,138.0
E2010,Z364,FireSafety,Running,214.0
E2011,Z365,FireSafety,Running,106.0
E2012,Z365,SoundSystem,Running,96.0
E2013,Z365,HVACUnit,Off,6817.0
E2014,Z365,SecurityCam,Running,34.0
E2015,Z365,SecurityCam,Maintenance,19.0
E2016,Z365,UPS,Running,1052.0
E2017,Z365,AccessControl,Running,59.0
E2018,Z365,HVACUnit,Off,5776.0
E2019,Z366,SoundSystem,Running,186.0
E2020,Z366,AccessControl,Running,60.0
E2021,Z366,FireSafety,Running,276.0
E2022,Z366,NetworkSwitch,Running,92.0
E2023,Z366,Lighting,Running,367.0
E2024,Z367,CoffeeMachine,Running,1067.0
E2025,Z367,Lighting,Running,331.0
E2026,Z367,CoffeeMachine,Running,1071.0
E2027,Z367,AccessControl,Running,74.0
E2028,Z368,SecurityCam,Off,16.0
E2029,Z368,NetworkSwitch,Running,105.0
E2030,Z368,Lighting,Running,499.0
E2031,Z368,ProjectorSystem,Running,496.0
E2032,Z368,AccessControl,Running,26.0
E2033,Z368,SoundSystem,Running,77.0
E2034,Z368,HVACUnit,Running,5474.0
E2035,Z369,AirPurifier,Running,89.0
E2036,Z369,UPS,Running,1382.0
E2037,Z369,AirPurifier,Running,106.0
E2038,Z370,UPS,Maintenance,1682.0
E2039,Z370,HVACUnit,Off,6889.0
E2040,Z370,SecurityCam,Running,17.0
E2041,Z370,NetworkSwitch,Running,124.0
E2042,Z370,ProjectorSystem,Off,627.0
E2043,Z370,NetworkSwitch,Running,66.0
E2044,Z370,NetworkSwitch,Running,65.0
E2045,Z371,CoffeeMachine,Maintenance,946.0
E2046,Z371,HVACUnit,Running,6955.0
E2047,Z371,SecurityCam,Running,25.0
E2048,Z371,ProjectorSystem,Off,743.0
E2049,Z371,NetworkSwitch,Running,126.0
E2050,Z371,AccessControl,Running,73.0
E2051,Z372,HVACUnit,Off,6505.0
E2052,Z372,SoundSystem,Running,259.0
