sensorID,zoneID,equipmentID,sensorType,currentReading,lastUpdateTime
S0442,Z127,,Pressure,30.0,2025-07-01 23:20:43
S0443,Z127,E0757,AirQuality,85.8,2025-07-01 04:12:50
S0444,Z127,,Pressure,29.6,2025-06-29 11:39:28
S0445,Z127,,Sound,51.2,2025-07-01 02:21:46
S0446,Z128,,CO2,819.3,2025-06-29 14:53:59
S0447,Z128,,CO2,1021.3,2025-06-29 01:03:03
S0448,Z128,,Smoke,5.9,2025-07-01 23:13:41
S0449,Z128,,CO2,1106.7,2025-07-01 12:23:09
S0450,Z128,,AirQuality,82.3,2025-07-01 17:43:49
S0451,Z129,,Temperature,74.6,2025-07-01 17:28:04
S0452,Z129,,Pressure,29.6,2025-07-01 10:11:09
S0453,Z129,,Vibration,32.5,2025-07-01 06:09:40
S0454,Z129,E0285,Vibration,2.4,2025-07-01 04:37:34
S0455,Z129,,CO2,1051.7,2025-07-01 21:16:03
S0456,Z130,E1457,CO2,1196.9,2025-06-30 20:40:32
S0457,Z130,E2633,Temperature,83.0,2025-07-01 17:28:13
S0458,Z131,,Pressure,30.0,2025-07-01 08:27:30
S0459,Z131,,AirQuality,46.2,2025-07-01 04:42:26
S0460,Z131,E1413,Humidity,53.2,2025-07-01 18:30:46
S0461,Z131,,Occupancy,25.0,2025-07-01 00:54:08
S0462,Z131,,Smoke,3.0,2025-07-01 05:37:33
S0463,Z132,,Temperature,70.5,2025-07-01 10:07:30
S0464,Z132,,Light,475.2,2025-07-01 04:33:07
S0465,Z132,,Humidity,68.5,2025-07-01 18:39:47
S0466,Z132,,AirQuality,85.7,2025-07-01 15:30:37
S0467,Z132,,Pressure,29.8,2025-07-01 05:28:15
S0468,Z133,,Pressure,29.8,2025-07-01 23:18:53
S0469,Z133,E0934,Humidity,40.6,2025-07-01 09:22:54
S0470,Z133,,Sound,73.6,2025-07-01 09:08:41
S0471,Z134,E3281,Occupancy,11.0,2025-07-01 11:20:26
S0472,Z134,E1251,CO2,447.0,2025-06-30 19:32:13
S0473,Z134,E1580,Temperature,65.8,2025-07-01 23:27:00
S0474,Z135,,Humidity,30.3,2025-07-01 02:27:51
S0475,Z135,,CO2,376.9,2025-07-01 12:53:11
S0476,Z135,,Light,108.5,2025-06-30 15:25:24
S0477,Z136,,Motion,0.0,2025-06-29 18:58:17
S0478,Z136,,Pressure,29.8,2025-07-01 03:42:44
S0479,Z137,,Smoke,3.6,2025-07-01 03:50:39
S0480,Z137,,Light,111.9,2025-07-01 15:14:43
S0481,Z137,,Pressure,29.8,2025-07-01 12:38:18
S0482,Z137,E0865,Vibration,93.4,2025-07-01 18:03:55
S0483,Z138,,Pressure,29.9,2025-07-01 07:07:57
S0484,Z138,E3871,Vibration,54.0,2025-06-29 01:09:36
S0485,Z138,,Temperature,78.9,2025-07-01 19:24:52
S0486,Z139,,CO2,350.7,2025-07-01 22:38:52
S0487,Z139,,Motion,1.0,2025-07-01 19:26:21
S0488,Z140,E2263,Light,450.0,2025-07-01 03:09:09
S0489,Z140,,Sound,45.3,2025-07-01 14:22:23
S0490,Z140,,Occupancy,2.0,2025-07-01 12:44:17
S0491,Z140,E1201,Light,194.0,2025-07-01 17:22:22
S0492,Z140,E2006,Vibration,83.6,2025-07-01 11:53:34
S0493,Z141,E3999,Pressure,30.5,2025-07-01 16:34:20
S0494,Z141,E2492,CO2,702.0,2025-06-29 07:33:09
S0495,Z141,,Pressure,30.2,2025-07-01 04:49:27
S0496,Z141,E1569,CO2,428.1,2025-07-01 16:17:03
S0497,Z142,,Motion,1.0,2025-07-01 13:51:38
S0498,Z142,E4047,Vibration,23.6,2025-07-01 11:16:37
S0499,Z142,,Vibration,18.8,2025-07-01 04:08:44
S0500,Z143,,AirQuality,24.1,2025-07-01 20:17:50
S0501,Z143,,Smoke,1.1,2025-07-01 14:25:24
S0502,Z144,E4073,Vibration,43.5,2025-07-01 02:16:27
S0503,Z144,E5186,Humidity,51.8,2025-07-01 16:45:50
S0504,Z145,,Sound,70.2,2025-06-30 10:20:07
S0505,Z145,,Light,330.3,2025-07-01 12:07:04
S0506,Z145,,Smoke,9.0,2025-07-01 18:04:29
S0507,Z145,,Vibration,32.4,2025-07-01 21:38:25
S0508,Z145,E0187,AirQuality,22.0,2025-07-01 00:53:58
S0509,Z146,,Sound,65.3,2025-07-01 09:01:04
S0510,Z146,,Smoke,4.1,2025-07-01 04:41:52
S0511,Z146,,Motion,1.0,2025-07-01 22:08:26
S0512,Z146,E5374,Sound,39.9,2025-06-29 07:33:34
S0513,Z146,,Sound,35.8,2025-06-29 16:34:21
S0514,Z147,,AirQuality,15.8,2025-07-01 04:42:16
S0515,Z147,E2596,Pressure,30.1,2025-07-01 13:26:32
S0516,Z148,E4310,Temperature,83.4,2025-07-01 18:01:12
S0517,Z148,,Vibration,73.2,2025-07-01 16:32:33
S0518,Z148,E0528,Humidity,65.4,2025-07-01 18:59:35
S0519,Z149,E0882,Pressure,29.7,2025-06-30 11:42:05
S0520,Z149,,Temperature,81.9,2025-07-01 15:47:04
S0521,Z149,,Occupancy,16.0,2025-07-01 23:08:24
S0522,Z149,,Humidity,68.0,2025-07-01 00:39:22
S0523,Z150,,AirQuality,56.0,2025-07-01 11:01:47
S0524,Z150,,Vibration,85.6,2025-07-01 20:51:45
S0525,Z151,,Occupancy,20.0,2025-07-01 21:17:30
S0526,Z151,,CO2,637.2,2025-07-01 21:21:37
S0527,Z152,,Humidity,49.5,2025-07-01 12:45:36
S0528,Z152,E1489,AirQuality,82.0,2025-07-01 03:49:59
S0529,Z152,,Humidity,39.2,2025-07-01 04:30:02
S0530,Z153,E2000,Sound,44.9,2025-07-01 16:14:24
S0531,Z153,E4367,Temperature,75.2,2025-06-29 03:26:34
S0532,Z153,E2912,Smoke,7.3,2025-06-29 07:27:32
S0533,Z153,,Occupancy,4.0,2025-07-01 22:15:57
S0534,Z153,,Sound,65.9,2025-06-29 18:30:45
S0535,Z154,,AirQuality,26.8,2025-06-30 19:44:40
S0536,Z154,E3192,Temperature,77.0,2025-06-29 02:48:32
S0537,Z154,E1931,Light,73.5,2025-07-01 15:52:18
S0538,Z154,,Humidity,63.5,2025-07-01 09:56:33
S0539,Z155,,CO2,1152.0,2025-07-01 06:10:40
S0540,Z155,,Temperature,78.4,2025-06-29 03:57:20
S0541,Z155,,Pressure,30.0,2025-07-01 22:10:43
S0542,Z155,,Motion,1.0,2025-07-01 05:47:58
S0543,Z156,,Sound,38.8,2025-07-01 05:59:33
S0544,Z156,,Temperature,72.7,2025-07-01 21:03:28
S0545,Z156,,Vibration,8.0,2025-07-01 15:48:59
S0546,Z157,,Motion,1.0,2025-07-01 13:57:20
S0547,Z157,,CO2,758.7,2025-07-01 13:45:24
S0548,Z157,E2707,Vibration,30.5,2025-07-01 19:03:42
S0549,Z157,E1936,Pressure,29.6,2025-07-01 06:39:30
S0550,Z157,,Humidity,68.5,2025-06-29 19:43:04
S0551,Z158,,Light,460.4,2025-06-29 08:24:47
S0552,Z158,,Light,190.9,2025-07-01 07:26:54
S0553,Z158,E2279,Smoke,9.2,2025-07-01 11:06:41
S0554,Z158,E2195,Light,945.9,2025-07-01 14:55:47
S0555,Z159,,Sound,61.0,2025-07-01 05:15:53
S0556,Z159,,Motion,1.0,2025-07-01 01:48:07
S0557,Z159,E3298,Humidity,66.5,2025-07-01 06:35:05
S0558,Z159,E1089,Vibration,12.2,2025-07-01 22:37:44
S0559,Z159,,Vibration,72.1,2025-06-30 00:59:26
S0560,Z160,,Vibration,82.2,2025-07-01 09:06:17
S0561,Z160,,Occupancy,15.0,2025-07-01 21:07:18
S0562,Z160,E3393,Pressure,29.6,2025-07-01 17:26:39
S0563,Z161,,Temperature,82.1,2025-07-01 09:40:23
S0564,Z161,,Light,958.2,2025-07-01 13:58:12
S0565,Z161,,AirQuality,52.4,2025-07-01 14:10:18
S0566,Z161,,CO2,1022.8,2025-07-01 00:41:22
S0567,Z161,,Vibration,87.4,2025-07-01 18:29:28
S0568,Z162,E4524,AirQuality,43.7,2025-06-30 15:49:45
S0569,Z162,E2161,Occupancy,18.0,2025-07-01 20:17:02
S0570,Z163,E3800,AirQuality,31.3,2025-06-30 09:32:24
S0571,Z163,,Occupancy,6.0,2025-07-01 00:41:38
S0572,Z163,,Motion,0.0,2025-07-01 15:28:57
S0573,Z163,,Light,493.3,2025-07-01 20:25:03
S0574,Z163,E2837,Vibration,44.4,2025-07-01 17:37:57
S0575,Z164,,AirQuality,63.9,2025-07-01 18:33:52
S0576,Z164,E5075,Occupancy,11.0,2025-06-29 04:51:37
S0577,Z164,,CO2,947.3,2025-07-01 20:12:45
S0578,Z164,,Smoke,1.8,2025-07-01 08:50:39
S0579,Z165,E3472,AirQuality,36.3,2025-07-01 16:47:19
S0580,Z165,E1095,Smoke,3.3,2025-07-01 09:51:34
S0581,Z165,,Pressure,29.6,2025-07-01 10:02:42
S0582,Z165,,Smoke,5.6,2025-07-01 17:16:41
S0583,Z165,,Occupancy,17.0,2025-07-01 06:42:40
S0584,Z166,E3282,Occupancy,13.0,2025-07-01 17:32:16
S0585,Z166,,Motion,0.0,2025-07-01 21:19:54
S0586,Z166,,Temperature,66.8,2025-07-01 05:20:46
S0587,Z167,,Pressure,29.6,2025-07-01 10:45:15
S0588,Z167,E4616,Humidity,37.6,2025-07-01 17:32:00
S0589,Z167,,Temperature,69.3,2025-07-01 21:58:11
S0590,Z167,E1804,CO2,1014.5,2025-06-29 18:33:25
S0591,Z167,,Smoke,6.1,2025-07-01 17:30:25
S0592,Z168,,Temperature,80.7,2025-07-01 04:56:06
S0593,Z168,E5046,Light,334.3,2025-07-01 10:26:38
S0594,Z168,E4535,Occupancy,15.0,2025-07-01 13:28:39
S0595,Z168,,Temperature,68.9,2025-07-01 02:39:16
S0596,Z169,E4994,Light,387.3,2025-06-29 13:18:58
S0597,Z169,,Humidity,50.6,2025-07-01 07:25:17
S0598,Z170,,Smoke,3.7,2025-07-01 20:38:44
S0599,Z170,,Temperature,72.5,2025-07-01 18:39:48
S0600,Z170,,Pressure,29.7,2025-07-01 09:33:39
S0601,Z170,,Pressure,29.6,2025-06-29 00:24:28
S0602,Z170,,Motion,1.0,2025-07-01 06:00:13
S0603,Z171,E3823,Sound,71.4,2025-06-29 10:15:46
S0604,Z171,E5225,Pressure,29.8,2025-07-01 19:58:12
S0605,Z171,,Motion,0.0,2025-06-30 07:05:54
S0606,Z171,E4509,Motion,0.0,2025-07-01 13:18:21
S0607,Z172,E5333,Vibration,62.7,2025-07-01 14:40:42
S0608,Z172,,Pressure,29.5,2025-06-30 00:09:02
S0609,Z172,,Occupancy,8.0,2025-07-01 14:48:41
S0610,Z172,,Pressure,29.8,2025-07-01 11:20:12
S0611,Z172,,Motion,1.0,2025-07-01 20:18:00
S0612,Z173,E3491,Humidity,35.4,2025-06-29 22:34:03
S0613,Z173,,Temperature,65.8,2025-07-01 02:38:39
S0614,Z174,,Smoke,8.3,2025-07-01 22:42:13
S0615,Z174,,AirQuality,73.4,2025-07-01 15:58:24
S0616,Z174,,Humidity,36.9,2025-07-01 18:43:56
S0617,Z174,,Temperature,84.3,2025-07-01 23:27:37
S0618,Z175,,AirQuality,61.9,2025-07-01 14:51:42
S0619,Z175,,Smoke,9.3,2025-07-01 10:18:57
S0620,Z175,E0039,Temperature,71.5,2025-07-01 09:57:07
S0621,Z175,E5141,Motion,0.0,2025-07-01 04:27:30
S0622,Z175,E0159,CO2,705.6,2025-07-01 12:27:29
S0623,Z176,,Pressure,30.1,2025-07-01 01:38:27
S0624,Z176,,AirQuality,54.5,2025-06-30 19:48:29
S0625,Z176,,Sound,47.3,2025-07-01 17:13:48
S0626,Z176,,Motion,0.0,2025-06-29 23:19:56
S0627,Z177,E3692,AirQuality,53.5,2025-07-01 12:40:09
S0628,Z177,,Vibration,33.8,2025-07-01 01:35:31
S0629,Z177,E4827,Vibration,30.2,2025-07-01 19:35:25
S0630,Z177,,AirQuality,49.9,2025-07-01 08:45:08
S0631,Z178,,AirQuality,86.1,2025-07-01 14:55:32
S0632,Z178,,Smoke,0.7,2025-07-01 21:22:02
S0633,Z178,E2016,Occupancy,2.0,2025-07-01 02:25:53
S0634,Z178,,CO2,1164.3,2025-07-01 14:01:35
S0635,Z178,E5162,AirQuality,39.5,2025-06-29 07:12:01
S0636,Z179,,Sound,37.2,2025-07-01 12:01:46
S0637,Z179,,Temperature,70.4,2025-07-01 18:29:52
S0638,Z179,,CO2,446.4,2025-06-30 02:39:01
S0639,Z179,,AirQuality,32.4,2025-07-01 01:23:26
S0640,Z179,,AirQuality,89.1,2025-07-01 09:47:09
S0641,Z180,,Pressure,29.5,2025-07-01 05:09:17
S0642,Z180,,AirQuality,26.9,2025-07-01 22:31:10
S0643,Z181,,Motion,1.0,2025-07-01 22:11:16
S0644,Z181,E2689,Humidity,58.1,2025-07-01 03:48:10
S0645,Z181,,Motion,1.0,2025-06-29 15:06:05
S0646,Z182,,Vibration,66.2,2025-07-01 19:51:42
S0647,Z182,,Motion,1.0,2025-07-01 22:46:25
S0648,Z183,,Light,857.6,2025-06-30 05:05:20
S0649,Z183,E4053,Vibration,95.3,2025-07-01 15:23:12
S0650,Z184,E2283,AirQuality,72.6,2025-07-01 12:34:31
S0651,Z184,,Sound,64.2,2025-07-01 09:53:00
S0652,Z184,E0748,Motion,1.0,2025-07-01 01:59:09
S0653,Z184,,Light,114.5,2025-07-01 22:01:35
S0654,Z185,E2690,Occupancy,0.0,2025-06-30 16:35:24
S0655,Z185,,CO2,1008.2,2025-07-01 18:59:33
S0656,Z186,,Pressure,29.7,2025-07-01 16:13:53
S0657,Z186,E4221,AirQuality,88.0,2025-07-01 19:55:15
S0658,Z186,,Motion,0.0,2025-07-01 19:50:51
S0659,Z186,E2639,Pressure,30.1,2025-07-01 21:35:11
S0660,Z186,,AirQuality,47.9,2025-06-29 11:18:02
S0661,Z187,,AirQuality,36.5,2025-06-30 04:49:06
S0662,Z187,,Smoke,7.7,2025-06-29 19:23:40
S0663,Z187,E1447,Motion,1.0,2025-07-01 21:30:01
S0664,Z188,E3314,Smoke,5.1,2025-07-01 10:58:23
S0665,Z188,,AirQuality,20.4,2025-07-01 12:03:36
S0666,Z188,,Motion,0.0,2025-07-01 17:06:44
S0667,Z189,E1965,Smoke,0.8,2025-07-01 11:11:01
S0668,Z189,E3227,Sound,66.6,2025-07-01 01:56:18
S0669,Z189,,Humidity,32.2,2025-07-01 16:51:18
S0670,Z189,,Motion,1.0,2025-07-01 13:09:03
S0671,Z189,,Motion,1.0,2025-07-01 21:13:19
S0672,Z190,,Smoke,6.6,2025-06-30 03:08:15
S0673,Z190,,Temperature,73.6,2025-07-01 15:23:34
S0674,Z190,,CO2,907.2,2025-07-01 13:50:04
S0675,Z190,,Vibration,66.2,2025-07-01 04:50:03
S0676,Z191,,Vibration,99.8,2025-07-01 14:26:42
S0677,Z191,,Temperature,67.2,2025-07-01 17:50:37
S0678,Z191,,AirQuality,87.7,2025-07-01 04:19:34
S0679,Z191,E5083,Motion,0.0,2025-07-01 21:09:58
S0680,Z191,,Pressure,30.3,2025-07-01 06:28:03
S0681,Z192,,Smoke,5.8,2025-06-30 20:27:47
S0682,Z192,E0952,Smoke,7.0,2025-06-30 13:00:16
S0683,Z192,,Occupancy,9.0,2025-06-29 16:45:35
S0684,Z192,,Temperature,74.8,2025-06-29 05:01:22
S0685,Z192,,Motion,1.0,2025-06-29 20:55:02
S0686,Z193,E4243,Sound,61.4,2025-07-01 12:31:08
S0687,Z193,E2650,Vibration,63.0,2025-07-01 06:23:04
S0688,Z193,,Light,361.5,2025-06-29 21:34:51
S0689,Z193,,Smoke,1.7,2025-06-30 14:16:39
S0690,Z193,E0891,Humidity,47.5,2025-06-30 06:51:23
S0691,Z194,,Smoke,4.5,2025-07-01 14:30:45
S0692,Z194,E2165,AirQuality,40.4,2025-07-01 01:02:42
S0693,Z195,E3118,Temperature,67.9,2025-07-01 01:41:07
S0694,Z195,,Smoke,0.2,2025-07-01 19:53:55
S0695,Z196,,Smoke,0.5,2025-07-01 11:54:42
S0696,Z196,,Sound,75.6,2025-06-29 09:51:36
S0697,Z196,,Humidity,43.6,2025-07-01 01:20:38
S0698,Z197,,AirQuality,61.9,2025-07-01 12:50:06
S0699,Z197,,Motion,1.0,2025-07-01 20:04:58
S0700,Z197,,Occupancy,25.0,2025-07-01 21:58:45
S0701,Z197,,Vibration,76.3,2025-06-29 21:34:42
S0702,Z197,E0536,Vibration,86.7,2025-07-01 08:57:52
S0703,Z198,,Smoke,1.2,2025-07-01 21:12:51
S0704,Z198,,Temperature,75.3,2025-07-01 08:12:02
S0705,Z198,,Motion,0.0,2025-07-01 21:57:48
S0706,Z198,,CO2,320.0,2025-07-01 14:09:34
S0707,Z199,E4638,Vibration,8.0,2025-07-01 18:02:37
S0708,Z199,,AirQuality,72.0,2025-07-01 05:48:07
S0709,Z199,E1441,Light,567.4,2025-07-01 08:36:41
S0710,Z200,E0071,Temperature,78.0,2025-06-30 05:20:38
S0711,Z200,E4113,Vibration,71.0,2025-07-01 06:46:12
S0712,Z200,E3514,AirQuality,76.9,2025-07-01 19:43:29
S0713,Z200,E4025,Sound,61.2,2025-07-01 04:45:22
S0714,Z200,,Light,270.9,2025-07-01 08:39:29
S0715,Z201,E5073,Vibration,41.0,2025-07-01 16:22:47
S0716,Z201,,Smoke,2.1,2025-07-01 15:45:39
S0717,Z202,,Temperature,66.5,2025-07-01 16:04:57
S0718,Z202,,CO2,1103.2,2025-06-29 05:30:14
S0719,Z202,E0749,Occupancy,12.0,2025-07-01 03:28:07
S0720,Z203,,Smoke,0.9,2025-07-01 03:32:26
S0721,Z203,E1270,Light,234.8,2025-07-01 03:57:50
S0722,Z203,,Smoke,7.4,2025-07-01 03:56:52
S0723,Z203,E4006,Light,571.4,2025-07-01 11:11:24
S0724,Z204,,Temperature,74.0,2025-07-01 15:26:07
S0725,Z204,,Pressure,29.8,2025-06-30 02:02:51
S0726,Z204,,Occupancy,0.0,2025-07-01 03:31:39
S0727,Z204,E1300,Sound,61.2,2025-06-29 09:11:17
S0728,Z205,,Light,428.1,2025-06-30 10:48:39
S0729,Z205,,AirQuality,63.9,2025-07-01 02:36:55
S0730,Z205,,Humidity,57.3,2025-07-01 11:11:58
S0731,Z205,E3743,Vibration,70.7,2025-07-01 21:13:23
S0732,Z206,,Humidity,68.8,2025-07-01 03:09:52
S0733,Z206,E0418,Sound,50.3,2025-06-30 14:31:15
S0734,Z206,,Occupancy,22.0,2025-07-01 14:14:24
S0735,Z206,E3446,Occupancy,13.0,2025-06-29 19:54:16
S0736,Z207,,Sound,38.4,2025-07-01 07:05:26
S0737,Z207,,CO2,586.9,2025-07-01 22:22:11
S0738,Z207,,Humidity,61.2,2025-06-30 02:07:34
S0739,Z207,,AirQuality,66.0,2025-07-01 22:13:58
S0740,Z208,,Motion,1.0,2025-07-01 12:13:40
S0741,Z208,,Light,299.8,2025-07-01 03:52:40
S0742,Z209,,Pressure,29.7,2025-07-01 04:55:18
S0743,Z209,E4927,Temperature,69.6,2025-07-01 18:51:44
S0744,Z209,,Motion,0.0,2025-07-01 17:26:26
S0745,Z210,,Smoke,4.6,2025-07-01 03:17:28
S0746,Z210,,Vibration,22.2,2025-07-01 19:48:24
S0747,Z210,,Humidity,67.6,2025-07-01 01:44:11
S0748,Z210,,Smoke,0.1,2025-07-01 09:44:19
S0749,Z211,,AirQuality,83.2,2025-07-01 04:23:58
S0750,Z211,,Smoke,8.6,2025-07-01 05:17:54
S0751,Z211,,Pressure,29.5,2025-06-30 01:33:38
S0752,Z211,E2181,Occupancy,4.0,2025-07-01 19:55:14
S0753,Z211,,Pressure,30.2,2025-07-01 00:50:28
S0754,Z212,,CO2,1148.8,2025-07-01 19:06:29
S0755,Z212,,Motion,1.0,2025-07-01 02:18:41
S0756,Z212,,Temperature,67.5,2025-07-01 22:42:40
S0757,Z212,,Smoke,6.9,2025-07-01 05:05:26
S0758,Z213,E0170,CO2,1171.0,2025-06-29 09:54:21
S0759,Z213,,Vibration,32.8,2025-07-01 21:20:23
S0760,Z213,,AirQuality,55.2,2025-07-01 04:55:27
S0761,Z214,,Humidity,32.9,2025-07-01 20:38:23
S0762,Z214,E4140,CO2,484.3,2025-07-01 14:16:13
S0763,Z214,,Occupancy,19.0,2025-07-01 04:40:56
S0764,Z214,E1064,Sound,48.1,2025-07-01 01:07:28
S0765,Z215,,Humidity,41.9,2025-07-01 20:41:51
S0766,Z215,,Smoke,6.2,2025-07-01 01:39:58
S0767,Z215,E4397,Humidity,39.6,2025-07-01 15:47:37
S0768,Z216,,Occupancy,12.0,2025-07-01 04:57:48
S0769,Z216,,Light,196.3,2025-07-01 08:44:44
S0770,Z217,,Light,984.6,2025-07-01 21:33:49
S0771,Z217,,Temperature,83.0,2025-07-01 05:43:08
S0772,Z218,E0522,Sound,60.8,2025-07-01 14:20:34
S0773,Z218,,AirQuality,15.9,2025-07-01 19:02:14
S0774,Z218,,Smoke,0.4,2025-07-01 00:46:03
S0775,Z218,,Motion,1.0,2025-07-01 12:16:15
S0776,Z219,,Vibration,57.8,2025-07-01 03:42:27
S0777,Z219,,CO2,1038.9,2025-07-01 14:35:57
S0778,Z219,E2279,Smoke,7.3,2025-07-01 14:39:22
S0779,Z220,,AirQuality,79.6,2025-07-01 07:44:32
S0780,Z220,,Motion,1.0,2025-07-01 15:37:14
S0781,Z220,E1734,Light,278.0,2025-07-01 21:21:43
S0782,Z221,,Smoke,0.1,2025-07-01 05:16:27
S0783,Z221,,Pressure,30.2,2025-07-01 04:33:38
S0784,Z221,,Smoke,8.7,2025-07-01 10:32:19
S0785,Z222,,Motion,1.0,2025-07-01 12:55:17
S0786,Z222,,AirQuality,66.2,2025-07-01 13:52:05
S0787,Z223,,Pressure,30.5,2025-06-29 06:03:17
S0788,Z223,,Occupancy,25.0,2025-06-30 18:11:32
S0789,Z223,,Light,177.3,2025-06-30 12:42:08
S0790,Z224,,Pressure,30.4,2025-07-01 17:45:38
S0791,Z224,,Motion,0.0,2025-07-01 09:49:01
S0792,Z224,E4347,AirQuality,49.4,2025-07-01 07:18:26
S0793,Z225,,Temperature,75.6,2025-07-01 04:16:36
S0794,Z225,,Sound,49.8,2025-07-01 13:15:35
S0795,Z225,,CO2,802.3,2025-07-01 01:36:09
S0796,Z225,,Sound,39.0,2025-07-01 00:49:45
S0797,Z226,,Vibration,0.8,2025-07-01 17:40:49
S0798,Z226,,Pressure,30.4,2025-06-30 05:58:57
S0799,Z226,,Temperature,69.2,2025-07-01 20:18:57
S0800,Z227,,Light,860.7,2025-06-30 04:21:40
S0801,Z227,,Light,571.4,2025-07-01 10:12:39
S0802,Z227,E1600,CO2,1068.7,2025-06-29 18:16:49
S0803,Z227,,Humidity,57.1,2025-07-01 01:36:37
S0804,Z227,,Occupancy,24.0,2025-07-01 22:28:03
S0805,Z228,,Humidity,63.4,2025-07-01 17:19:51
S0806,Z228,,CO2,772.1,2025-07-01 02:39:49
S0807,Z228,E1719,Humidity,35.9,2025-06-30 05:48:21
S0808,Z229,,Occupancy,8.0,2025-07-01 16:30:21
S0809,Z229,,Vibration,31.8,2025-07-01 04:18:45
S0810,Z229,E0486,Humidity,40.3,2025-07-01 21:14:47
S0811,Z229,,Temperature,81.7,2025-07-01 13:25:31
S0812,Z230,,Humidity,44.8,2025-07-01 21:02:02
S0813,Z230,,Smoke,9.9,2025-07-01 19:04:13
S0814,Z230,,Pressure,30.2,2025-07-01 12:09:33
S0815,Z231,,CO2,1190.4,2025-07-01 00:57:47
S0816,Z231,E4780,Sound,62.4,2025-07-01 14:40:37
S0817,Z231,,Sound,74.1,2025-07-01 05:09:58
S0818,Z232,,Motion,0.0,2025-06-30 17:12:39
S0819,Z232,E1177,Occupancy,12.0,2025-07-01 08:00:40
S0820,Z232,,Temperature,83.5,2025-07-01 22:46:08
S0821,Z232,,Light,896.9,2025-06-29 07:53:28
S0822,Z233,E0610,Pressure,30.2,2025-07-01 09:35:17
S0823,Z233,,Humidity,55.3,2025-06-30 08:53:08
S0824,Z233,E1361,Pressure,30.3,2025-07-01 19:30:33
S0825,Z233,,Pressure,30.1,2025-07-01 09:37:44
S0826,Z233,E4342,Vibration,17.1,2025-06-30 00:37:59
S0827,Z234,,CO2,1018.1,2025-07-01 07:10:01
S0828,Z234,E4331,Light,511.9,2025-07-01 07:42:59
S0829,Z235,,Occupancy,19.0,2025-07-01 10:29:13
S0830,Z235,,Sound,60.6,2025-07-01 16:51:08
S0831,Z236,,CO2,843.4,2025-06-29 01:35:00
S0832,Z236,E4448,AirQuality,40.7,2025-06-29 18:24:55
S0833,Z237,,CO2,495.3,2025-07-01 01:07:00
S0834,Z237,,Occupancy,4.0,2025-07-01 06:01:24
S0835,Z237,E3286,Humidity,40.4,2025-07-01 11:28:44
S0836,Z237,,Vibration,51.9,2025-07-01 08:30:10
S0837,Z238,,Sound,38.3,2025-07-01 09:54:30
S0838,Z238,,CO2,413.8,2025-07-01 21:12:54
S0839,Z238,,Vibration,8.4,2025-07-01 19:53:19
S0840,Z238,,Temperature,82.3,2025-06-29 04:41:49
S0841,Z239,E4421,Pressure,29.6,2025-07-01 02:33:02
S0842,Z239,,AirQuality,92.8,2025-06-29 02:39:55
S0843,Z239,,Motion,0.0,2025-07-01 06:36:48
S0844,Z239,E0422,AirQuality,43.9,2025-07-01 22:02:05
S0845,Z239,,Light,233.8,2025-07-01 23:26:18
S0846,Z240,,AirQuality,48.9,2025-06-29 11:15:30
S0847,Z240,,Light,934.2,2025-07-01 03:07:41
S0848,Z241,E4538,Smoke,8.4,2025-07-01 05:09:08
S0849,Z241,,AirQuality,55.2,2025-07-01 18:52:39
S0850,Z241,E3835,Vibration,32.6,2025-07-01 16:32:52
S0851,Z241,,Light,783.3,2025-07-01 03:02:30
S0852,Z241,,Vibration,12.0,2025-07-01 22:34:46
S0853,Z242,,Vibration,6.8,2025-06-29 15:30:14
S0854,Z242,,AirQuality,66.1,2025-07-01 15:57:37
S0855,Z243,E3804,AirQuality,40.1,2025-07-01 17:21:23
S0856,Z243,E2414,Smoke,2.2,2025-07-01 22:26:00
S0857,Z243,,Motion,0.0,2025-07-01 15:51:18
S0858,Z244,E1325,CO2,928.8,2025-07-01 02:39:09
S0859,Z244,,Smoke,2.2,2025-07-01 03:32:41
S0860,Z244,E0556,Smoke,0.3,2025-07-01 05:11:17
S0861,Z244,E4838,AirQuality,61.4,2025-07-01 15:49:15
S0862,Z244,E3179,Occupancy,12.0,2025-07-01 15:34:04
S0863,Z245,E1663,CO2,530.6,2025-07-01 18:25:13
S0864,Z245,,Light,380.9,2025-06-29 08:06:49
S0865,Z245,,Pressure,30.2,2025-07-01 20:55:53
S0866,Z246,,Humidity,49.3,2025-06-30 19:58:10
S0867,Z246,,Pressure,30.1,2025-06-29 16:55:33
S0868,Z247,,CO2,1130.3,2025-07-01 19:24:39
S0869,Z247,,Light,528.8,2025-07-01 22:16:44
S0870,Z247,,Light,178.2,2025-07-01 13:53:34
S0871,Z248,,Pressure,30.0,2025-07-01 07:19:33
S0872,Z248,,Pressure,30.3,2025-06-30 09:47:03
S0873,Z248,,Vibration,95.4,2025-07-01 14:35:48
S0874,Z248,,Light,596.0,2025-07-01 10:34:53
S0875,Z249,,Sound,56.9,2025-07-01 16:04:34
S0876,Z249,,Humidity,42.3,2025-07-01 05:09:53
S0877,Z249,,Occupancy,9.0,2025-07-01 17:19:30
S0878,Z250,,Pressure,29.5,2025-07-01 16:50:05
S0879,Z250,,Temperature,66.8,2025-07-01 22:42:44
S0880,Z251,,Pressure,29.7,2025-07-01 22:08:47
S0881,Z251,,CO2,342.1,2025-07-01 13:50:04
