zoneID,floorID,zoneName,zoneFunction,areaSqFt,occupancyCapacity
Z545,F038,Laboratory 10,Laboratory,390.0,5
Z546,F038,Conference 11,Conference,2371.0,23
Z547,F038,Restroom 12,Restroom,2103.0,14
Z548,F038,ServerRoom 13,ServerRoom,2193.0,14
Z549,F038,Data Center 14,Data Center,1089.0,7
Z550,F038,Break Room 15,Break Room,1733.0,11
Z551,F038,Hallway 16,Hallway,2481.0,12
Z552,F039,Hallway 01,Hallway,2368.0,11
Z553,F039,Break Room 02,Break Room,1612.0,10
Z554,F039,Restroom 03,Restroom,2228.0,14
Z555,F039,Break Room 04,Break Room,1547.0,10
Z556,F039,Lobby 05,Lobby,1660.0,11
Z557,F039,Workshop 06,Workshop,594.0,5
Z558,F039,Laboratory 07,Laboratory,1859.0,12
Z559,F039,Break Room 08,Break Room,318.0,5
Z560,F039,Restroom 09,Restroom,621.0,5
Z561,F039,ServerRoom 10,ServerRoom,1899.0,12
Z562,F039,Restroom 11,Restroom,2393.0,15
Z563,F039,Laboratory 12,Laboratory,1564.0,10
Z564,F039,Reception 13,Reception,2198.0,14
Z565,F039,Hallway 14,Hallway,1350.0,6
Z566,F039,ServerRoom 15,ServerRoom,2411.0,16
Z567,F039,Restroom 16,Restroom,499.0,5
Z568,F039,Laboratory 17,Laboratory,590.0,5
Z569,F039,Reception 18,Reception,688.0,5
Z570,F040,Reception 01,Reception,2324.0,15
Z571,F040,Break Room 02,Break Room,731.0,5
Z572,F040,Break Room 03,Break Room,836.0,5
Z573,F040,Workshop 04,Workshop,2410.0,16
Z574,F040,Break Room 05,Break Room,2424.0,16
Z575,F040,Hallway 06,Hallway,2397.0,11
Z576,F040,Reception 07,Reception,823.0,5
Z577,F040,Data Center 08,Data Center,1427.0,9
Z578,F040,Training Room 09,Training Room,443.0,5
Z579,F040,Conference 10,Conference,1058.0,10
Z580,F040,ServerRoom 11,ServerRoom,1691.0,11
Z581,F040,Hallway 12,Hallway,1090.0,5
Z582,F040,ServerRoom 13,ServerRoom,2377.0,15
Z583,F040,Workshop 14,Workshop,860.0,5
Z584,F040,Restroom 15,Restroom,1035.0,6
Z585,F040,Kitchen 16,Kitchen,1131.0,7
Z586,F040,Reception 17,Reception,548.0,5
Z587,F041,Storage 01,Storage,1534.0,7
Z588,F041,Laboratory 02,Laboratory,264.0,5
Z589,F041,Restroom 03,Restroom,2217.0,14
Z590,F041,Kitchen 04,Kitchen,203.0,5
Z591,F041,Workshop 05,Workshop,1700.0,11
Z592,F041,Laboratory 06,Laboratory,294.0,5
Z593,F041,Restroom 07,Restroom,1208.0,8
Z594,F041,Reception 08,Reception,1981.0,13
Z595,F041,Storage 09,Storage,905.0,5
Z596,F041,Break Room 10,Break Room,2104.0,14
Z597,F041,Lobby 11,Lobby,1311.0,8
Z598,F041,Conference 12,Conference,1028.0,10
Z599,F041,Storage 13,Storage,2062.0,10
Z600,F042,Reception 01,Reception,2358.0,15
Z601,F042,Laboratory 02,Laboratory,2200.0,14
Z602,F042,Kitchen 03,Kitchen,405.0,5
Z603,F042,Workshop 04,Workshop,1182.0,7
Z604,F042,Restroom 05,Restroom,1333.0,8
Z605,F042,ServerRoom 06,ServerRoom,1050.0,7
Z606,F042,Hallway 07,Hallway,2190.0,10
Z607,F042,Hallway 08,Hallway,1819.0,9
Z608,F042,Training Room 09,Training Room,974.0,6
Z609,F042,Reception 10,Reception,671.0,5
Z610,F043,Lobby 01,Lobby,1874.0,12
Z611,F043,Restroom 02,Restroom,2334.0,15
Z612,F043,Reception 03,Reception,1889.0,12
Z613,F043,ServerRoom 04,ServerRoom,1082.0,7
Z614,F043,Office 05,Office,669.0,6
Z615,F043,Break Room 06,Break Room,1536.0,10
Z616,F043,Storage 07,Storage,1717.0,8
Z617,F043,Conference 08,Conference,1416.0,14
Z618,F043,ServerRoom 09,ServerRoom,259.0,5
Z619,F043,Kitchen 10,Kitchen,1333.0,8
Z620,F043,Training Room 11,Training Room,1773.0,11
Z621,F043,Restroom 12,Restroom,1491.0,9
Z622,F044,Kitchen 01,Kitchen,1668.0,11
Z623,F044,ServerRoom 02,ServerRoom,1556.0,10
Z624,F044,Reception 03,Reception,536.0,5
Z625,F044,Laboratory 04,Laboratory,1324.0,8
Z626,F044,Hallway 05,Hallway,1027.0,5
Z627,F044,Reception 06,Reception,1599.0,10
Z628,F044,Storage 07,Storage,614.0,5
Z629,F044,Conference 08,Conference,2151.0,21
Z630,F045,Restroom 01,Restroom,1899.0,12
Z631,F045,Laboratory 02,Laboratory,790.0,5
Z632,F045,Break Room 03,Break Room,830.0,5
Z633,F045,Kitchen 04,Kitchen,1900.0,12
Z634,F045,Conference 05,Conference,1029.0,10
Z635,F045,Training Room 06,Training Room,225.0,5
Z636,F045,Office 07,Office,2250.0,22
Z637,F045,Hallway 08,Hallway,1909.0,9
Z638,F046,Office 01,Office,2209.0,22
Z639,F046,Conference 02,Conference,1812.0,18
Z640,F046,Kitchen 03,Kitchen,1206.0,8
Z641,F046,Reception 04,Reception,925.0,6
Z642,F046,Reception 05,Reception,2444.0,16
Z643,F046,Kitchen 06,Kitchen,1846.0,12
Z644,F046,Lobby 07,Lobby,364.0,5
Z645,F046,ServerRoom 08,ServerRoom,1211.0,8
Z646,F046,Workshop 09,Workshop,1791.0,11
Z647,F046,Kitchen 10,Kitchen,388.0,5
Z648,F046,Training Room 11,Training Room,786.0,5
Z649,F046,Office 12,Office,1207.0,12
Z650,F046,Storage 13,Storage,708.0,5
Z651,F046,Conference 14,Conference,192.0,5
Z652,F047,Conference 01,Conference,1764.0,17
Z653,F047,Workshop 02,Workshop,1395.0,9
Z654,F047,Reception 03,Reception,2380.0,15
Z655,F047,Workshop 04,Workshop,573.0,5
Z656,F047,Data Center 05,Data Center,341.0,5
Z657,F047,Laboratory 06,Laboratory,627.0,5
Z658,F047,Hallway 07,Hallway,1377.0,6
Z659,F047,Storage 08,Storage,2450.0,12
Z660,F047,Reception 09,Reception,446.0,5
Z661,F047,Restroom 10,Restroom,2282.0,15
Z662,F047,Workshop 11,Workshop,219.0,5
Z663,F047,Storage 12,Storage,1975.0,9
Z664,F047,Data Center 13,Data Center,2220.0,14
Z665,F047,Laboratory 14,Laboratory,2249.0,14
Z666,F048,Break Room 01,Break Room,409.0,5
Z667,F048,Workshop 02,Workshop,2139.0,14
Z668,F048,Workshop 03,Workshop,1551.0,10
Z669,F048,Restroom 04,Restroom,1525.0,10
Z670,F048,Reception 05,Reception,208.0,5
Z671,F048,Reception 06,Reception,1396.0,9
Z672,F048,Reception 07,Reception,919.0,6
Z673,F048,Kitchen 08,Kitchen,1704.0,11
Z674,F048,ServerRoom 09,ServerRoom,1550.0,10
Z675,F048,Data Center 10,Data Center,895.0,5
Z676,F048,Reception 11,Reception,444.0,5
Z677,F048,Lobby 12,Lobby,1339.0,8
Z678,F048,Restroom 13,Restroom,1201.0,8
Z679,F048,Hallway 14,Hallway,2089.0,10
Z680,F048,ServerRoom 15,ServerRoom,746.0,5
Z681,F048,Hallway 16,Hallway,1799.0,8
Z682,F049,Office 01,Office,717.0,7
Z683,F049,Training Room 02,Training Room,1571.0,10
Z684,F049,Kitchen 03,Kitchen,1792.0,11
Z685,F049,Lobby 04,Lobby,1083.0,7
Z686,F049,Workshop 05,Workshop,1771.0,11
Z687,F049,Break Room 06,Break Room,1620.0,10
Z688,F049,Laboratory 07,Laboratory,2436.0,16
Z689,F049,Training Room 08,Training Room,880.0,5
Z690,F049,Conference 09,Conference,1794.0,17
Z691,F049,Lobby 10,Lobby,1245.0,8
Z692,F049,Lobby 11,Lobby,1568.0,10
Z693,F049,Training Room 12,Training Room,259.0,5
Z694,F050,Reception 01,Reception,1612.0,10
Z695,F050,ServerRoom 02,ServerRoom,969.0,6
Z696,F050,Training Room 03,Training Room,1117.0,7
Z697,F050,Hallway 04,Hallway,2279.0,11
Z698,F050,Training Room 05,Training Room,1134.0,7
Z699,F050,Workshop 06,Workshop,2230.0,14
Z700,F050,Storage 07,Storage,672.0,5
Z701,F050,Training Room 08,Training Room,1218.0,8
Z702,F051,Data Center 01,Data Center,2262.0,15
Z703,F051,Hallway 02,Hallway,1343.0,6
Z704,F051,Kitchen 03,Kitchen,1357.0,9
Z705,F051,Laboratory 04,Laboratory,555.0,5
Z706,F051,Reception 05,Reception,2336.0,15
Z707,F051,Kitchen 06,Kitchen,1086.0,7
Z708,F051,Reception 07,Reception,2239.0,14
Z709,F051,Workshop 08,Workshop,1123.0,7
Z710,F051,Lobby 09,Lobby,2377.0,15
Z711,F052,Hallway 01,Hallway,417.0,5
Z712,F052,ServerRoom 02,ServerRoom,2174.0,14
Z713,F052,Conference 03,Conference,1361.0,13
Z714,F052,Workshop 04,Workshop,406.0,5
Z715,F052,Kitchen 05,Kitchen,1875.0,12
Z716,F052,Break Room 06,Break Room,629.0,5
Z717,F052,Hallway 07,Hallway,1501.0,7
Z718,F052,Break Room 08,Break Room,1238.0,8
Z719,F053,Restroom 01,Restroom,666.0,5
Z720,F053,Workshop 02,Workshop,558.0,5
Z721,F053,Kitchen 03,Kitchen,2083.0,13
Z722,F053,Hallway 04,Hallway,528.0,5
Z723,F053,Laboratory 05,Laboratory,614.0,5
Z724,F053,Laboratory 06,Laboratory,1837.0,12
Z725,F053,Office 07,Office,2100.0,21
Z726,F053,Training Room 08,Training Room,1209.0,8
Z727,F053,Training Room 09,Training Room,567.0,5
Z728,F053,Kitchen 10,Kitchen,1152.0,7
Z729,F053,Hallway 11,Hallway,2421.0,12
Z730,F054,Kitchen 01,Kitchen,971.0,6
Z731,F054,Storage 02,Storage,364.0,5
Z732,F054,Conference 03,Conference,1858.0,18
Z733,F054,Training Room 04,Training Room,1975.0,13
Z734,F054,Office 05,Office,982.0,9
Z735,F054,Conference 06,Conference,2307.0,23
Z736,F054,Laboratory 07,Laboratory,1788.0,11
Z737,F054,Reception 08,Reception,1086.0,7
Z738,F054,Hallway 09,Hallway,1879.0,9
Z739,F054,Break Room 10,Break Room,1580.0,10
Z740,F054,Kitchen 11,Kitchen,1458.0,9
Z741,F054,Training Room 12,Training Room,2078.0,13
Z742,F054,Conference 13,Conference,603.0,6
Z743,F054,Reception 14,Reception,330.0,5
Z744,F054,Laboratory 15,Laboratory,288.0,5
Z745,F054,Reception 16,Reception,367.0,5
Z746,F054,Workshop 17,Workshop,2263.0,15
Z747,F054,Office 18,Office,197.0,5
Z748,F054,Reception 19,Reception,1806.0,12
Z749,F054,Kitchen 20,Kitchen,2193.0,14
Z750,F055,Hallway 01,Hallway,1297.0,6
Z751,F055,Break Room 02,Break Room,1431.0,9
Z752,F055,Data Center 03,Data Center,1603.0,10
Z753,F055,Kitchen 04,Kitchen,1672.0,11
Z754,F055,Kitchen 05,Kitchen,314.0,5
Z755,F055,Storage 06,Storage,881.0,5
Z756,F055,Laboratory 07,Laboratory,828.0,5
Z757,F055,Workshop 08,Workshop,2404.0,16
Z758,F055,ServerRoom 09,ServerRoom,682.0,5
Z759,F055,Hallway 10,Hallway,2400.0,12
Z760,F055,Hallway 11,Hallway,2383.0,11
Z761,F055,Data Center 12,Data Center,2478.0,16
Z762,F055,Storage 13,Storage,1729.0,8
Z763,F055,Kitchen 14,Kitchen,1499.0,9
Z764,F055,Conference 15,Conference,1775.0,17
Z765,F055,ServerRoom 16,ServerRoom,1361.0,9
Z766,F055,Data Center 17,Data Center,1778.0,11
Z767,F056,Laboratory 01,Laboratory,2104.0,14
Z768,F056,Reception 02,Reception,2262.0,15
Z769,F056,Break Room 03,Break Room,2218.0,14
Z770,F056,Office 04,Office,285.0,5
Z771,F056,Office 05,Office,1675.0,16
Z772,F056,Break Room 06,Break Room,1465.0,9
Z773,F056,Lobby 07,Lobby,356.0,5
Z774,F056,Data Center 08,Data Center,539.0,5
Z775,F056,Kitchen 09,Kitchen,2399.0,15
Z776,F056,Hallway 10,Hallway,1745.0,8
Z777,F056,Restroom 11,Restroom,183.0,5
Z778,F056,Laboratory 12,Laboratory,1909.0,12
Z779,F056,Kitchen 13,Kitchen,2282.0,15
Z780,F056,Reception 14,Reception,1333.0,8
Z781,F056,Conference 15,Conference,1676.0,16
Z782,F056,ServerRoom 16,ServerRoom,1842.0,12
Z783,F056,Restroom 17,Restroom,2391.0,15
Z784,F056,Storage 18,Storage,1267.0,6
Z785,F056,Restroom 19,Restroom,1192.0,7
Z786,F056,Reception 20,Reception,1283.0,8
Z787,F057,Hallway 01,Hallway,1214.0,6
Z788,F057,Laboratory 02,Laboratory,158.0,5
Z789,F057,Hallway 03,Hallway,379.0,5
Z790,F057,Conference 04,Conference,1009.0,10
Z791,F057,Workshop 05,Workshop,956.0,6
Z792,F057,Training Room 06,Training Room,1900.0,12
Z793,F057,Break Room 07,Break Room,433.0,5
Z794,F057,Office 08,Office,875.0,8
Z795,F057,Kitchen 09,Kitchen,1646.0,10
Z796,F057,Office 10,Office,561.0,5
Z797,F057,Lobby 11,Lobby,1600.0,10
Z798,F057,Lobby 12,Lobby,2150.0,14
Z799,F057,Hallway 13,Hallway,2431.0,12
Z800,F057,Kitchen 14,Kitchen,1479.0,9
Z801,F057,Hallway 15,Hallway,1726.0,8
Z802,F058,ServerRoom 01,ServerRoom,1954.0,13
Z803,F058,Kitchen 02,Kitchen,1507.0,10
Z804,F058,Data Center 03,Data Center,1394.0,9
Z805,F058,Laboratory 04,Laboratory,842.0,5
Z806,F058,Break Room 05,Break Room,1437.0,9
Z807,F058,Conference 06,Conference,538.0,5
Z808,F058,Training Room 07,Training Room,1725.0,11
Z809,F058,Laboratory 08,Laboratory,1961.0,13
Z810,F058,Conference 09,Conference,1127.0,11
Z811,F058,Laboratory 10,Laboratory,906.0,6
Z812,F058,ServerRoom 11,ServerRoom,1820.0,12
Z813,F058,Conference 12,Conference,1222.0,12
Z814,F058,Restroom 13,Restroom,420.0,5
Z815,F059,Reception 01,Reception,1840.0,12
Z816,F059,Restroom 02,Restroom,634.0,5
Z817,F059,Lobby 03,Lobby,2280.0,15
Z818,F059,Lobby 04,Lobby,371.0,5
Z819,F059,Kitchen 05,Kitchen,812.0,5
Z820,F059,Laboratory 06,Laboratory,1065.0,7
Z821,F059,Laboratory 07,Laboratory,2497.0,16
Z822,F059,Workshop 08,Workshop,1528.0,10
Z823,F059,Hallway 09,Hallway,820.0,5
Z824,F059,Kitchen 10,Kitchen,2088.0,13
Z825,F059,Storage 11,Storage,313.0,5
Z826,F059,Laboratory 12,Laboratory,2147.0,14
Z827,F059,ServerRoom 13,ServerRoom,1758.0,11
Z828,F059,Break Room 14,Break Room,1048.0,6
Z829,F059,Workshop 15,Workshop,2008.0,13
Z830,F060,Conference 01,Conference,1510.0,15
Z831,F060,Break Room 02,Break Room,2239.0,14
Z832,F060,Restroom 03,Restroom,2335.0,15
Z833,F060,Data Center 04,Data Center,550.0,5
Z834,F060,Reception 05,Reception,1661.0,11
Z835,F060,Storage 06,Storage,2085.0,10
Z836,F060,Workshop 07,Workshop,1497.0,9
Z837,F060,Lobby 08,Lobby,1593.0,10
Z838,F060,Reception 09,Reception,1166.0,7
Z839,F060,Restroom 10,Restroom,731.0,5
Z840,F060,Training Room 11,Training Room,1357.0,9
Z841,F060,ServerRoom 12,ServerRoom,257.0,5
Z842,F061,Storage 01,Storage,248.0,5
Z843,F061,Hallway 02,Hallway,365.0,5
Z844,F061,Kitchen 03,Kitchen,1173.0,7
Z845,F061,Office 04,Office,1342.0,13
Z846,F061,Office 05,Office,1906.0,19
Z847,F061,ServerRoom 06,ServerRoom,284.0,5
Z848,F061,Data Center 07,Data Center,587.0,5
Z849,F061,Hallway 08,Hallway,1108.0,5
Z850,F061,Break Room 09,Break Room,240.0,5
Z851,F061,ServerRoom 10,ServerRoom,1138.0,7
Z852,F061,Break Room 11,Break Room,1984.0,13
Z853,F061,Lobby 12,Lobby,2032.0,13
Z854,F061,Break Room 13,Break Room,888.0,5
Z855,F061,Conference 14,Conference,2293.0,22
Z856,F062,Break Room 01,Break Room,437.0,5
Z857,F062,Conference 02,Conference,2365.0,23
Z858,F062,Data Center 03,Data Center,1331.0,8
Z859,F062,Restroom 04,Restroom,2200.0,14
Z860,F062,Reception 05,Reception,1245.0,8
Z861,F062,Lobby 06,Lobby,1504.0,10
Z862,F062,Workshop 07,Workshop,1088.0,7
Z863,F062,Workshop 08,Workshop,1419.0,9
Z864,F062,Break Room 09,Break Room,1245.0,8
Z865,F062,Laboratory 10,Laboratory,1895.0,12
Z866,F062,Data Center 11,Data Center,1910.0,12
Z867,F062,Kitchen 12,Kitchen,931.0,6
Z868,F062,Reception 13,Reception,1576.0,10
Z869,F062,Restroom 14,Restroom,2395.0,15
Z870,F062,Reception 15,Reception,769.0,5
Z871,F062,ServerRoom 16,ServerRoom,1989.0,13
Z872,F062,Office 17,Office,2262.0,22
Z873,F062,Reception 18,Reception,1730.0,11
Z874,F062,Data Center 19,Data Center,1022.0,6
Z875,F063,Data Center 01,Data Center,1356.0,9
Z876,F063,Break Room 02,Break Room,1141.0,7
Z877,F063,Laboratory 03,Laboratory,1355.0,9
Z878,F063,Storage 04,Storage,1942.0,9
Z879,F063,Office 05,Office,588.0,5
Z880,F063,Hallway 06,Hallway,2247.0,11
Z881,F063,Laboratory 07,Laboratory,1989.0,13
Z882,F063,Lobby 08,Lobby,1785.0,11
Z883,F063,Data Center 09,Data Center,1291.0,8
Z884,F063,Kitchen 10,Kitchen,1055.0,7
Z885,F063,Reception 11,Reception,2143.0,14
Z886,F063,Data Center 12,Data Center,1105.0,7
Z887,F063,Hallway 13,Hallway,1334.0,6
Z888,F063,Office 14,Office,887.0,8
Z889,F063,Restroom 15,Restroom,2445.0,16
Z890,F064,Restroom 01,Restroom,250.0,5
Z891,F064,Reception 02,Reception,334.0,5
Z892,F064,Laboratory 03,Laboratory,1400.0,9
Z893,F064,Training Room 04,Training Room,1725.0,11
Z894,F064,Training Room 05,Training Room,1769.0,11
Z895,F064,Lobby 06,Lobby,921.0,6
Z896,F064,Restroom 07,Restroom,1846.0,12
Z897,F064,Workshop 08,Workshop,398.0,5
Z898,F064,Office 09,Office,2012.0,20
Z899,F064,Data Center 10,Data Center,501.0,5
Z900,F064,Workshop 11,Workshop,515.0,5
Z901,F064,Reception 12,Reception,1827.0,12
Z902,F064,Break Room 13,Break Room,2135.0,14
Z903,F064,Training Room 14,Training Room,1968.0,13
Z904,F064,Hallway 15,Hallway,602.0,5
Z905,F064,Training Room 16,Training Room,1749.0,11
Z906,F064,Lobby 17,Lobby,1965.0,13
Z907,F064,Office 18,Office,542.0,5
Z908,F065,Restroom 01,Restroom,483.0,5
Z909,F065,Office 02,Office,929.0,9
Z910,F065,Workshop 03,Workshop,1956.0,13
Z911,F065,Office 04,Office,2194.0,21
Z912,F065,Data Center 05,Data Center,761.0,5
Z913,F065,Break Room 06,Break Room,905.0,6
Z914,F065,Office 07,Office,1778.0,17
Z915,F065,Lobby 08,Lobby,1511.0,10
Z916,F065,Training Room 09,Training Room,1090.0,7
Z917,F065,Kitchen 10,Kitchen,2488.0,16
Z918,F065,ServerRoom 11,ServerRoom,1781.0,11
Z919,F065,Office 12,Office,2277.0,22
Z920,F065,Office 13,Office,1035.0,10
Z921,F066,Storage 01,Storage,160.0,5
Z922,F066,Break Room 02,Break Room,1764.0,11
Z923,F066,Hallway 03,Hallway,1200.0,6
Z924,F066,Office 04,Office,388.0,5
Z925,F066,Lobby 05,Lobby,1392.0,9
Z926,F066,Break Room 06,Break Room,1008.0,6
Z927,F066,Laboratory 07,Laboratory,214.0,5
Z928,F066,Training Room 08,Training Room,292.0,5
Z929,F066,Workshop 09,Workshop,493.0,5
Z930,F066,Training Room 10,Training Room,824.0,5
Z931,F066,Break Room 11,Break Room,1848.0,12
Z932,F066,Laboratory 12,Laboratory,644.0,5
Z933,F066,Reception 13,Reception,621.0,5
Z934,F066,Storage 14,Storage,1979.0,9
Z935,F066,Restroom 15,Restroom,1109.0,7
Z936,F066,Reception 16,Reception,549.0,5
Z937,F066,Restroom 17,Restroom,543.0,5
Z938,F067,Workshop 01,Workshop,2349.0,15
Z939,F067,Hallway 02,Hallway,1392.0,6
Z940,F067,Data Center 03,Data Center,572.0,5
Z941,F067,Break Room 04,Break Room,1963.0,13
Z942,F067,Reception 05,Reception,315.0,5
Z943,F067,Office 06,Office,1971.0,19
Z944,F067,Training Room 07,Training Room,2239.0,14
Z945,F067,Office 08,Office,2385.0,23
Z946,F067,Workshop 09,Workshop,2075.0,13
Z947,F068,Kitchen 01,Kitchen,278.0,5
Z948,F068,Storage 02,Storage,2458.0,12
Z949,F068,Break Room 03,Break Room,2461.0,16
Z950,F068,Reception 04,Reception,2439.0,16
Z951,F068,Workshop 05,Workshop,1325.0,8
Z952,F068,Restroom 06,Restroom,1319.0,8
Z953,F068,Lobby 07,Lobby,804.0,5
Z954,F068,Laboratory 08,Laboratory,685.0,5
Z955,F068,Training Room 09,Training Room,2371.0,15
Z956,F068,Hallway 10,Hallway,380.0,5
Z957,F068,Training Room 11,Training Room,1707.0,11
Z958,F068,Kitchen 12,Kitchen,204.0,5
Z959,F068,Conference 13,Conference,2337.0,23
Z960,F068,Reception 14,Reception,712.0,5
Z961,F068,Data Center 15,Data Center,2376.0,15
Z962,F068,ServerRoom 16,ServerRoom,515.0,5
Z963,F068,Laboratory 17,Laboratory,744.0,5
Z964,F068,Hallway 18,Hallway,1898.0,9
Z965,F068,Lobby 19,Lobby,1528.0,10
Z966,F068,Kitchen 20,Kitchen,674.0,5
Z967,F069,Kitchen 01,Kitchen,1810.0,12
Z968,F069,Conference 02,Conference,638.0,6
Z969,F069,Reception 03,Reception,933.0,6
Z970,F069,Restroom 04,Restroom,744.0,5
Z971,F069,Hallway 05,Hallway,1587.0,7
Z972,F069,Lobby 06,Lobby,502.0,5
Z973,F069,Lobby 07,Lobby,965.0,6
Z974,F069,Hallway 08,Hallway,740.0,5
Z975,F069,Lobby 09,Lobby,1545.0,10
Z976,F069,Conference 10,Conference,2424.0,24
Z977,F069,Storage 11,Storage,826.0,5
Z978,F069,Lobby 12,Lobby,1462.0,9
Z979,F069,Kitchen 13,Kitchen,691.0,5
Z980,F069,ServerRoom 14,ServerRoom,1150.0,7
Z981,F070,Restroom 01,Restroom,1798.0,11
Z982,F070,Workshop 02,Workshop,697.0,5
Z983,F070,Conference 03,Conference,1063.0,10
Z984,F070,Kitchen 04,Kitchen,1380.0,9
Z985,F070,Lobby 05,Lobby,1638.0,10
Z986,F070,Office 06,Office,1165.0,11
Z987,F070,Workshop 07,Workshop,2005.0,13
Z988,F070,Storage 08,Storage,328.0,5
Z989,F070,Office 09,Office,995.0,9
Z990,F070,Reception 10,Reception,2037.0,13
Z991,F070,Lobby 11,Lobby,1743.0,11
Z992,F070,Kitchen 12,Kitchen,1319.0,8
Z993,F070,Lobby 13,Lobby,1124.0,7
Z994,F070,ServerRoom 14,ServerRoom,1525.0,10
Z995,F070,Break Room 15,Break Room,1121.0,7
Z996,F070,Storage 16,Storage,1965.0,9
