id,title,releaseYear,duration,rating,directorID,actorCharacterPairs,genres,genres_tru
movie_104,"Movie 104 - Steal Big, Steal Little (1995)",1990,108,9.6,director_31,"[{'actorID': 'actor_53', 'characterID': 'char_328'}, {'actorID': 'actor_65', 'characterID': 'char_712'}, {'actorID': 'actor_47', 'characterID': 'char_372'}, {'actorID': 'actor_9', 'characterID': 'char_339'}, {'actorID': 'actor_73', 'characterID': 'char_438'}, {'actorID': 'actor_19', 'characterID': 'char_242'}, {'actorID': 'actor_6', 'characterID': 'char_748'}]","[{'name': 'Western', 'description': 'American Frontier, cowboy themes'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'History', 'description': 'Historical events and figures'}]",Comedy
movie_105,"Movie 105 - Boys of St. Vincent, The (1992)",1985,119,5.7,director_3,"[{'actorID': 'actor_2', 'characterID': 'char_249'}, {'actorID': 'actor_73', 'characterID': 'char_557'}, {'actorID': 'actor_59', 'characterID': 'char_241'}, {'actorID': 'actor_3', 'characterID': 'char_565'}, {'actorID': 'actor_37', 'characterID': 'char_314'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'History', 'description': 'Historical events and figures'}]",Drama
movie_106,Movie 106 - Boomerang (1992),2003,95,6.7,director_11,"[{'actorID': 'actor_47', 'characterID': 'char_328'}, {'actorID': 'actor_29', 'characterID': 'char_432'}, {'actorID': 'actor_49', 'characterID': 'char_105'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Animation', 'description': 'Animated content for all ages'}]",Comedy|Romance
movie_107,Movie 107 - Chungking Express (Chung Hing sam lam) (1994),2003,147,4.6,director_5,"[{'actorID': 'actor_48', 'characterID': 'char_78'}, {'actorID': 'actor_4', 'characterID': 'char_586'}, {'actorID': 'actor_43', 'characterID': 'char_741'}, {'actorID': 'actor_22', 'characterID': 'char_436'}]","[{'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}, {'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Drama|Mystery|Romance
movie_108,Movie 108 - Flirting With Disaster (1996),2013,101,4.3,director_34,"[{'actorID': 'actor_16', 'characterID': 'char_120'}, {'actorID': 'actor_21', 'characterID': 'char_671'}, {'actorID': 'actor_27', 'characterID': 'char_410'}, {'actorID': 'actor_39', 'characterID': 'char_478'}, {'actorID': 'actor_38', 'characterID': 'char_72'}, {'actorID': 'actor_54', 'characterID': 'char_139'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Comedy
movie_109,"Movie 109 - NeverEnding Story III, The (1994)",1996,152,9.5,director_4,"[{'actorID': 'actor_23', 'characterID': 'char_731'}, {'actorID': 'actor_39', 'characterID': 'char_135'}, {'actorID': 'actor_10', 'characterID': 'char_692'}]","[{'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Adventure|Children|Fantasy
movie_110,Movie 110 - Jupiter's Wife (1994),2002,177,6.4,director_11,"[{'actorID': 'actor_19', 'characterID': 'char_478'}, {'actorID': 'actor_35', 'characterID': 'char_683'}, {'actorID': 'actor_43', 'characterID': 'char_360'}, {'actorID': 'actor_71', 'characterID': 'char_49'}, {'actorID': 'actor_55', 'characterID': 'char_243'}, {'actorID': 'actor_63', 'characterID': 'char_608'}]","[{'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Biopic', 'description': 'Based on a real person’s life'}]",Documentary
movie_111,Movie 111 - Pie in the Sky (1996),2000,169,5.4,director_5,"[{'actorID': 'actor_60', 'characterID': 'char_634'}, {'actorID': 'actor_72', 'characterID': 'char_152'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Comedy|Romance
movie_112,Movie 112 - Jade (1995),1999,94,6.6,director_28,"[{'actorID': 'actor_38', 'characterID': 'char_520'}, {'actorID': 'actor_74', 'characterID': 'char_161'}, {'actorID': 'actor_48', 'characterID': 'char_539'}, {'actorID': 'actor_32', 'characterID': 'char_120'}, {'actorID': 'actor_58', 'characterID': 'char_451'}, {'actorID': 'actor_68', 'characterID': 'char_185'}]","[{'name': 'Western', 'description': 'American Frontier, cowboy themes'}]",Thriller
movie_113,Movie 113 - Down Periscope (1996),2021,102,9.9,director_6,"[{'actorID': 'actor_68', 'characterID': 'char_684'}, {'actorID': 'actor_7', 'characterID': 'char_422'}, {'actorID': 'actor_5', 'characterID': 'char_132'}, {'actorID': 'actor_46', 'characterID': 'char_476'}, {'actorID': 'actor_34', 'characterID': 'char_620'}, {'actorID': 'actor_64', 'characterID': 'char_263'}, {'actorID': 'actor_61', 'characterID': 'char_434'}]","[{'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Comedy
movie_114,Movie 114 - Man of the Year (1995),2021,130,7.4,director_29,"[{'actorID': 'actor_66', 'characterID': 'char_476'}, {'actorID': 'actor_50', 'characterID': 'char_395'}, {'actorID': 'actor_10', 'characterID': 'char_509'}, {'actorID': 'actor_19', 'characterID': 'char_76'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}]",Documentary
movie_115,Movie 115 - Up Close and Personal (1996),1998,178,8.4,director_2,"[{'actorID': 'actor_15', 'characterID': 'char_330'}, {'actorID': 'actor_55', 'characterID': 'char_628'}, {'actorID': 'actor_73', 'characterID': 'char_188'}, {'actorID': 'actor_20', 'characterID': 'char_410'}, {'actorID': 'actor_35', 'characterID': 'char_413'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'History', 'description': 'Historical events and figures'}]",Drama|Romance
movie_116,"Movie 116 - Birdcage, The (1996)",2013,92,5.5,director_19,"[{'actorID': 'actor_52', 'characterID': 'char_484'}, {'actorID': 'actor_10', 'characterID': 'char_664'}, {'actorID': 'actor_66', 'characterID': 'char_455'}, {'actorID': 'actor_31', 'characterID': 'char_284'}, {'actorID': 'actor_35', 'characterID': 'char_725'}, {'actorID': 'actor_57', 'characterID': 'char_542'}, {'actorID': 'actor_0', 'characterID': 'char_85'}]","[{'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Comedy
movie_117,"Movie 117 - Brothers McMullen, The (1995)",1987,97,4.3,director_23,"[{'actorID': 'actor_24', 'characterID': 'char_300'}, {'actorID': 'actor_7', 'characterID': 'char_93'}, {'actorID': 'actor_71', 'characterID': 'char_746'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Comedy
movie_118,Movie 118 - Bad Boys (1995),1983,180,7.3,director_32,"[{'actorID': 'actor_69', 'characterID': 'char_406'}, {'actorID': 'actor_18', 'characterID': 'char_290'}, {'actorID': 'actor_67', 'characterID': 'char_50'}, {'actorID': 'actor_14', 'characterID': 'char_147'}, {'actorID': 'actor_41', 'characterID': 'char_537'}, {'actorID': 'actor_42', 'characterID': 'char_392'}]","[{'name': 'Family', 'description': 'Suitable for all ages'}]",Action|Comedy|Crime|Drama|Thriller
movie_119,"Movie 119 - Amazing Panda Adventure, The (1995)",1982,126,7.6,director_15,"[{'actorID': 'actor_20', 'characterID': 'char_566'}, {'actorID': 'actor_65', 'characterID': 'char_29'}, {'actorID': 'actor_7', 'characterID': 'char_669'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Adventure|Children
movie_120,"Movie 120 - Basketball Diaries, The (1995)",1994,180,5.7,director_31,"[{'actorID': 'actor_57', 'characterID': 'char_148'}, {'actorID': 'actor_46', 'characterID': 'char_192'}, {'actorID': 'actor_43', 'characterID': 'char_534'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Drama
movie_121,"Movie 121 - Awfully Big Adventure, An (1995)",2021,156,7.4,director_5,"[{'actorID': 'actor_13', 'characterID': 'char_594'}, {'actorID': 'actor_7', 'characterID': 'char_22'}]","[{'name': 'Biopic', 'description': 'Based on a real person’s life'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Drama
movie_122,Movie 122 - Amateur (1994),2002,134,4,director_0,"[{'actorID': 'actor_44', 'characterID': 'char_18'}, {'actorID': 'actor_27', 'characterID': 'char_60'}, {'actorID': 'actor_53', 'characterID': 'char_39'}, {'actorID': 'actor_45', 'characterID': 'char_133'}, {'actorID': 'actor_65', 'characterID': 'char_505'}]","[{'name': 'War', 'description': 'Stories focused on warfare and conflict'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Crime|Drama|Thriller
movie_123,Movie 123 - Apollo 13 (1995),1984,89,5,director_1,"[{'actorID': 'actor_10', 'characterID': 'char_247'}, {'actorID': 'actor_51', 'characterID': 'char_399'}, {'actorID': 'actor_62', 'characterID': 'char_648'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Adventure|Drama|IMAX
movie_124,Movie 124 - Rob Roy (1995),1989,144,7.3,director_11,"[{'actorID': 'actor_3', 'characterID': 'char_595'}, {'actorID': 'actor_43', 'characterID': 'char_116'}, {'actorID': 'actor_14', 'characterID': 'char_523'}, {'actorID': 'actor_22', 'characterID': 'char_487'}, {'actorID': 'actor_41', 'characterID': 'char_90'}, {'actorID': 'actor_73', 'characterID': 'char_310'}, {'actorID': 'actor_44', 'characterID': 'char_148'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Action|Drama|Romance|War
movie_125,"Movie 125 - Addiction, The (1995)",2007,168,9.6,director_0,"[{'actorID': 'actor_55', 'characterID': 'char_370'}, {'actorID': 'actor_61', 'characterID': 'char_125'}, {'actorID': 'actor_35', 'characterID': 'char_352'}, {'actorID': 'actor_38', 'characterID': 'char_652'}, {'actorID': 'actor_72', 'characterID': 'char_78'}, {'actorID': 'actor_20', 'characterID': 'char_342'}, {'actorID': 'actor_26', 'characterID': 'char_734'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}]",Drama|Horror
movie_126,Movie 126 - Batman Forever (1995),2013,104,5.4,director_29,"[{'actorID': 'actor_38', 'characterID': 'char_381'}, {'actorID': 'actor_56', 'characterID': 'char_195'}, {'actorID': 'actor_41', 'characterID': 'char_583'}, {'actorID': 'actor_14', 'characterID': 'char_562'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Action|Adventure|Comedy|Crime
movie_127,Movie 127 - Beauty of the Day (Belle de jour) (1967),2020,152,5.8,director_9,"[{'actorID': 'actor_41', 'characterID': 'char_123'}, {'actorID': 'actor_63', 'characterID': 'char_352'}, {'actorID': 'actor_1', 'characterID': 'char_127'}, {'actorID': 'actor_66', 'characterID': 'char_696'}, {'actorID': 'actor_16', 'characterID': 'char_226'}, {'actorID': 'actor_24', 'characterID': 'char_549'}, {'actorID': 'actor_48', 'characterID': 'char_310'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}, {'name': 'Biopic', 'description': 'Based on a real person’s life'}, {'name': 'Western', 'description': 'American Frontier, cowboy themes'}]",Drama
movie_128,Movie 128 - Beyond Rangoon (1995),1999,126,9.1,director_16,"[{'actorID': 'actor_60', 'characterID': 'char_583'}, {'actorID': 'actor_50', 'characterID': 'char_28'}, {'actorID': 'actor_30', 'characterID': 'char_628'}, {'actorID': 'actor_52', 'characterID': 'char_477'}, {'actorID': 'actor_70', 'characterID': 'char_704'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Adventure|Drama|War
movie_129,Movie 129 - Blue in the Face (1995),2018,169,5.7,director_34,"[{'actorID': 'actor_51', 'characterID': 'char_352'}, {'actorID': 'actor_42', 'characterID': 'char_384'}, {'actorID': 'actor_29', 'characterID': 'char_112'}, {'actorID': 'actor_72', 'characterID': 'char_368'}, {'actorID': 'actor_59', 'characterID': 'char_59'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}]",Comedy|Drama
movie_130,Movie 130 - Canadian Bacon (1995),2015,166,9,director_10,"[{'actorID': 'actor_8', 'characterID': 'char_401'}, {'actorID': 'actor_61', 'characterID': 'char_382'}, {'actorID': 'actor_4', 'characterID': 'char_315'}, {'actorID': 'actor_13', 'characterID': 'char_125'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Comedy|War
movie_131,Movie 131 - Casper (1995),2003,168,5.7,director_30,"[{'actorID': 'actor_55', 'characterID': 'char_343'}, {'actorID': 'actor_67', 'characterID': 'char_642'}]","[{'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Adventure|Children
movie_132,Movie 132 - Clockers (1995),2002,180,7,director_1,"[{'actorID': 'actor_32', 'characterID': 'char_723'}, {'actorID': 'actor_52', 'characterID': 'char_223'}, {'actorID': 'actor_21', 'characterID': 'char_334'}, {'actorID': 'actor_72', 'characterID': 'char_401'}, {'actorID': 'actor_63', 'characterID': 'char_143'}, {'actorID': 'actor_25', 'characterID': 'char_363'}, {'actorID': 'actor_43', 'characterID': 'char_515'}]","[{'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'History', 'description': 'Historical events and figures'}]",Crime|Drama|Mystery
movie_133,Movie 133 - Congo (1995),1997,102,5.2,director_0,"[{'actorID': 'actor_60', 'characterID': 'char_214'}, {'actorID': 'actor_52', 'characterID': 'char_721'}, {'actorID': 'actor_59', 'characterID': 'char_291'}, {'actorID': 'actor_17', 'characterID': 'char_243'}, {'actorID': 'actor_74', 'characterID': 'char_623'}, {'actorID': 'actor_20', 'characterID': 'char_635'}, {'actorID': 'actor_13', 'characterID': 'char_374'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}]",Action|Adventure|Mystery|Sci-Fi
movie_134,Movie 134 - Crimson Tide (1995),2021,120,8,director_32,"[{'actorID': 'actor_10', 'characterID': 'char_615'}, {'actorID': 'actor_41', 'characterID': 'char_327'}, {'actorID': 'actor_73', 'characterID': 'char_169'}, {'actorID': 'actor_74', 'characterID': 'char_41'}]","[{'name': 'Mystery', 'description': 'Investigation and revealing secrets'}, {'name': 'History', 'description': 'Historical events and figures'}]",Drama|Thriller|War
movie_135,Movie 135 - Crumb (1994),2002,164,9,director_20,"[{'actorID': 'actor_51', 'characterID': 'char_576'}, {'actorID': 'actor_61', 'characterID': 'char_286'}, {'actorID': 'actor_25', 'characterID': 'char_344'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Documentary
movie_136,Movie 136 - Desperado (1995),1989,125,9,director_22,"[{'actorID': 'actor_51', 'characterID': 'char_400'}, {'actorID': 'actor_47', 'characterID': 'char_743'}, {'actorID': 'actor_67', 'characterID': 'char_79'}]","[{'name': 'Documentary', 'description': 'Non-fiction, informational film'}]",Action|Romance|Western
movie_137,Movie 137 - Devil in a Blue Dress (1995),1988,121,7.4,director_30,"[{'actorID': 'actor_70', 'characterID': 'char_235'}, {'actorID': 'actor_5', 'characterID': 'char_739'}, {'actorID': 'actor_35', 'characterID': 'char_654'}]","[{'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Horror', 'description': 'Scary and fear-inducing themes'}]",Crime|Film-Noir|Mystery|Thriller
movie_138,Movie 138 - Die Hard: With a Vengeance (1995),1989,117,4.5,director_19,"[{'actorID': 'actor_24', 'characterID': 'char_187'}, {'actorID': 'actor_42', 'characterID': 'char_285'}, {'actorID': 'actor_41', 'characterID': 'char_421'}, {'actorID': 'actor_34', 'characterID': 'char_536'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Action|Crime|Thriller
movie_139,"Movie 139 - Doom Generation, The (1995)",2013,143,7.9,director_26,"[{'actorID': 'actor_12', 'characterID': 'char_577'}, {'actorID': 'actor_28', 'characterID': 'char_201'}, {'actorID': 'actor_63', 'characterID': 'char_259'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}, {'name': 'Western', 'description': 'American Frontier, cowboy themes'}, {'name': 'Documentary', 'description': 'Non-fiction, informational film'}]",Comedy|Crime|Drama
movie_140,Movie 140 - First Knight (1995),1983,84,4.2,director_23,"[{'actorID': 'actor_49', 'characterID': 'char_44'}, {'actorID': 'actor_9', 'characterID': 'char_190'}, {'actorID': 'actor_70', 'characterID': 'char_105'}, {'actorID': 'actor_54', 'characterID': 'char_432'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'History', 'description': 'Historical events and figures'}]",Action|Drama|Romance
movie_141,Movie 141 - Free Willy 2: The Adventure Home (1995),2000,120,4.9,director_18,"[{'actorID': 'actor_18', 'characterID': 'char_42'}, {'actorID': 'actor_36', 'characterID': 'char_485'}, {'actorID': 'actor_13', 'characterID': 'char_638'}, {'actorID': 'actor_61', 'characterID': 'char_204'}, {'actorID': 'actor_62', 'characterID': 'char_176'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Adventure|Children|Drama
movie_142,Movie 142 - Hackers (1995),2011,169,9.3,director_0,"[{'actorID': 'actor_39', 'characterID': 'char_498'}, {'actorID': 'actor_47', 'characterID': 'char_484'}, {'actorID': 'actor_21', 'characterID': 'char_201'}, {'actorID': 'actor_67', 'characterID': 'char_560'}]","[{'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Action|Adventure|Crime|Thriller
movie_143,Movie 143 - Jeffrey (1995),1991,107,5.2,director_3,"[{'actorID': 'actor_59', 'characterID': 'char_462'}, {'actorID': 'actor_46', 'characterID': 'char_296'}, {'actorID': 'actor_73', 'characterID': 'char_458'}, {'actorID': 'actor_26', 'characterID': 'char_567'}]","[{'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Comedy|Drama
movie_144,Movie 144 - Johnny Mnemonic (1995),1989,129,6.5,director_30,"[{'actorID': 'actor_56', 'characterID': 'char_205'}, {'actorID': 'actor_33', 'characterID': 'char_667'}, {'actorID': 'actor_2', 'characterID': 'char_225'}, {'actorID': 'actor_71', 'characterID': 'char_60'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Action|Sci-Fi|Thriller
movie_145,Movie 145 - Judge Dredd (1995),1999,115,9.5,director_30,"[{'actorID': 'actor_57', 'characterID': 'char_73'}, {'actorID': 'actor_64', 'characterID': 'char_631'}, {'actorID': 'actor_28', 'characterID': 'char_129'}, {'actorID': 'actor_18', 'characterID': 'char_181'}, {'actorID': 'actor_44', 'characterID': 'char_282'}, {'actorID': 'actor_72', 'characterID': 'char_256'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}]",Action|Crime|Sci-Fi
movie_146,Movie 146 - Jury Duty (1995),2008,126,6.1,director_19,"[{'actorID': 'actor_47', 'characterID': 'char_535'}, {'actorID': 'actor_6', 'characterID': 'char_683'}, {'actorID': 'actor_52', 'characterID': 'char_709'}, {'actorID': 'actor_43', 'characterID': 'char_87'}, {'actorID': 'actor_4', 'characterID': 'char_476'}, {'actorID': 'actor_20', 'characterID': 'char_20'}, {'actorID': 'actor_33', 'characterID': 'char_509'}]","[{'name': 'Biopic', 'description': 'Based on a real person’s life'}, {'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Comedy
movie_147,Movie 147 - Kids (1995),1993,127,5.7,director_29,"[{'actorID': 'actor_15', 'characterID': 'char_248'}, {'actorID': 'actor_23', 'characterID': 'char_501'}, {'actorID': 'actor_48', 'characterID': 'char_99'}]","[{'name': 'Documentary', 'description': 'Non-fiction, informational film'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Drama
movie_148,Movie 148 - Living in Oblivion (1995),1994,129,4.2,director_17,"[{'actorID': 'actor_60', 'characterID': 'char_10'}, {'actorID': 'actor_40', 'characterID': 'char_58'}, {'actorID': 'actor_9', 'characterID': 'char_160'}, {'actorID': 'actor_52', 'characterID': 'char_579'}, {'actorID': 'actor_71', 'characterID': 'char_138'}, {'actorID': 'actor_34', 'characterID': 'char_646'}, {'actorID': 'actor_20', 'characterID': 'char_210'}]","[{'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}]",Comedy
movie_149,Movie 149 - Lord of Illusions (1995),1987,132,9.6,director_3,"[{'actorID': 'actor_57', 'characterID': 'char_88'}, {'actorID': 'actor_39', 'characterID': 'char_453'}, {'actorID': 'actor_62', 'characterID': 'char_155'}, {'actorID': 'actor_22', 'characterID': 'char_707'}, {'actorID': 'actor_67', 'characterID': 'char_395'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Horror
movie_150,Movie 150 - Love & Human Remains (1993),2019,123,5.9,director_1,"[{'actorID': 'actor_20', 'characterID': 'char_621'}, {'actorID': 'actor_19', 'characterID': 'char_563'}, {'actorID': 'actor_4', 'characterID': 'char_712'}, {'actorID': 'actor_53', 'characterID': 'char_562'}, {'actorID': 'actor_2', 'characterID': 'char_48'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}]",Comedy|Drama
movie_151,Movie 151 - Mad Love (1995),2011,86,7.3,director_26,"[{'actorID': 'actor_16', 'characterID': 'char_565'}, {'actorID': 'actor_6', 'characterID': 'char_372'}, {'actorID': 'actor_41', 'characterID': 'char_201'}, {'actorID': 'actor_39', 'characterID': 'char_522'}, {'actorID': 'actor_7', 'characterID': 'char_533'}, {'actorID': 'actor_17', 'characterID': 'char_50'}, {'actorID': 'actor_48', 'characterID': 'char_287'}]","[{'name': 'Mystery', 'description': 'Investigation and revealing secrets'}, {'name': 'History', 'description': 'Historical events and figures'}]",Drama|Romance
movie_152,Movie 152 - Mallrats (1995),1982,121,7,director_2,"[{'actorID': 'actor_18', 'characterID': 'char_322'}, {'actorID': 'actor_57', 'characterID': 'char_199'}, {'actorID': 'actor_47', 'characterID': 'char_745'}, {'actorID': 'actor_0', 'characterID': 'char_455'}, {'actorID': 'actor_8', 'characterID': 'char_376'}, {'actorID': 'actor_17', 'characterID': 'char_721'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Comedy|Romance
movie_153,Movie 153 - Mighty Morphin Power Rangers: The Movie (1995),1992,126,8.9,director_11,"[{'actorID': 'actor_70', 'characterID': 'char_350'}, {'actorID': 'actor_64', 'characterID': 'char_693'}, {'actorID': 'actor_57', 'characterID': 'char_88'}, {'actorID': 'actor_69', 'characterID': 'char_563'}]","[{'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Action', 'description': 'High-intensity, fast-paced movies'}]",Action|Children
movie_154,Movie 154 - Mute Witness (1994),2021,173,9.2,director_15,"[{'actorID': 'actor_58', 'characterID': 'char_409'}, {'actorID': 'actor_15', 'characterID': 'char_465'}, {'actorID': 'actor_44', 'characterID': 'char_423'}, {'actorID': 'actor_36', 'characterID': 'char_381'}, {'actorID': 'actor_2', 'characterID': 'char_328'}, {'actorID': 'actor_46', 'characterID': 'char_386'}, {'actorID': 'actor_23', 'characterID': 'char_516'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}]",Comedy|Horror|Thriller
movie_155,Movie 155 - Nadja (1994),1987,169,5.6,director_3,"[{'actorID': 'actor_58', 'characterID': 'char_126'}, {'actorID': 'actor_8', 'characterID': 'char_523'}, {'actorID': 'actor_60', 'characterID': 'char_342'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Drama
movie_156,"Movie 156 - Net, The (1995)",1981,166,4,director_3,"[{'actorID': 'actor_54', 'characterID': 'char_724'}, {'actorID': 'actor_38', 'characterID': 'char_657'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}]",Action|Crime|Thriller
movie_157,Movie 157 - Nine Months (1995),1993,157,8.6,director_29,"[{'actorID': 'actor_30', 'characterID': 'char_328'}, {'actorID': 'actor_16', 'characterID': 'char_406'}, {'actorID': 'actor_24', 'characterID': 'char_576'}, {'actorID': 'actor_36', 'characterID': 'char_293'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Comedy|Romance
movie_158,Movie 158 - Party Girl (1995),2000,162,5.4,director_22,"[{'actorID': 'actor_24', 'characterID': 'char_129'}, {'actorID': 'actor_26', 'characterID': 'char_144'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Comedy
movie_159,"Movie 159 - Prophecy, The (1995)",2021,103,4.7,director_15,"[{'actorID': 'actor_74', 'characterID': 'char_274'}, {'actorID': 'actor_16', 'characterID': 'char_487'}, {'actorID': 'actor_19', 'characterID': 'char_323'}, {'actorID': 'actor_12', 'characterID': 'char_221'}, {'actorID': 'actor_44', 'characterID': 'char_477'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}]",Fantasy|Horror|Mystery
movie_160,Movie 160 - Reckless (1995),1983,155,8.6,director_29,"[{'actorID': 'actor_65', 'characterID': 'char_617'}, {'actorID': 'actor_27', 'characterID': 'char_92'}, {'actorID': 'actor_66', 'characterID': 'char_118'}, {'actorID': 'actor_31', 'characterID': 'char_189'}, {'actorID': 'actor_19', 'characterID': 'char_596'}, {'actorID': 'actor_29', 'characterID': 'char_208'}, {'actorID': 'actor_51', 'characterID': 'char_594'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Family', 'description': 'Suitable for all ages'}]",Comedy|Fantasy
movie_161,Movie 161 - Safe (1995),2003,86,6,director_4,"[{'actorID': 'actor_26', 'characterID': 'char_121'}, {'actorID': 'actor_69', 'characterID': 'char_213'}]","[{'name': 'Western', 'description': 'American Frontier, cowboy themes'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Thriller
movie_162,"Movie 162 - Scarlet Letter, The (1995)",2010,132,6.1,director_29,"[{'actorID': 'actor_35', 'characterID': 'char_632'}, {'actorID': 'actor_8', 'characterID': 'char_541'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'Horror', 'description': 'Scary and fear-inducing themes'}]",Drama|Romance
