policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL90380621,GRP22657,2023-07-04,2025-04-24,Life,22,2023,GBP,GMM,Active
POL61460809,GRP96876,2019-08-22,2020-06-17,Life,10,2019,USD,PAA,Active
POL75628203,GRP82283,2025-05-23,2027-10-10,Motor,29,2025,GBP,PAA,Active
POL08651843,GRP21390,2018-04-01,2020-11-16,Life,32,2018,USD,GMM,Cancelled
POL38716117,GRP01951,2021-10-03,2023-07-25,Motor,22,2021,GBP,GMM,Active
POL11251367,GRP94677,2025-01-14,2026-09-06,Motor,20,2025,EUR,PAA,Active
POL38751663,GRP32452,2023-10-30,2026-02-16,Life,28,2023,EUR,GMM,Expired
POL98220554,GRP42963,2024-03-19,2027-03-04,Life,36,2024,GBP,GMM,Expired
POL25198977,GRP19400,2022-10-10,2023-07-07,Property,9,2022,GBP,PAA,Expired
POL44398660,GRP56038,2018-06-07,2019-01-03,Health,7,2018,EUR,GMM,Cancelled
POL14075915,GRP09866,2024-03-01,2026-03-21,Property,25,2024,GBP,PAA,Expired
POL15843984,GRP42239,2019-04-02,2020-06-25,Health,15,2019,GBP,GMM,Active
POL19314360,GRP98612,2022-08-30,2023-11-23,Health,15,2022,GBP,GMM,Expired
POL29983949,GRP33188,2020-11-21,2023-04-10,Health,29,2020,GBP,GMM,Expired
POL74434867,GRP43923,2019-05-15,2020-12-05,Motor,19,2019,EUR,GMM,Expired
POL98767832,GRP91997,2023-10-27,2026-07-13,Life,33,2023,EUR,PAA,Expired
POL84336421,GRP22390,2020-01-28,2021-03-23,Health,14,2020,GBP,GMM,Expired
POL74379025,GRP90824,2024-08-21,2026-09-10,Motor,25,2024,EUR,PAA,Expired
POL59618527,GRP18024,2025-01-12,2027-04-02,Motor,27,2025,GBP,PAA,Expired
POL74693276,GRP02760,2023-11-12,2025-11-01,Life,24,2023,GBP,GMM,Expired
POL13657211,GRP36248,2018-10-27,2020-03-20,Motor,17,2018,USD,PAA,Expired
POL59399645,GRP56290,2022-08-02,2024-06-22,Motor,23,2022,GBP,GMM,Active
POL39114945,GRP33300,2025-02-26,2027-05-17,Motor,27,2025,USD,PAA,Cancelled
POL12521442,GRP29562,2018-05-17,2019-10-09,Life,17,2018,GBP,PAA,Cancelled
POL59140777,GRP90303,2019-02-19,2020-02-14,Health,12,2019,GBP,PAA,Cancelled
POL65223332,GRP11608,2019-09-10,2021-05-02,Life,20,2019,GBP,PAA,Cancelled
POL92522060,GRP55023,2023-10-03,2026-08-18,Motor,35,2023,EUR,GMM,Cancelled
POL08740109,GRP25249,2021-05-18,2023-08-06,Life,27,2021,USD,PAA,Expired
POL41767683,GRP13869,2021-03-19,2022-01-13,Life,10,2021,GBP,GMM,Active
POL44845161,GRP99944,2024-10-10,2025-11-04,Life,13,2024,GBP,PAA,Active
POL59456409,GRP97360,2020-01-03,2020-12-28,Property,12,2020,GBP,GMM,Expired
POL96168456,GRP87808,2021-03-27,2022-09-18,Motor,18,2021,EUR,GMM,Active
POL60672257,GRP29406,2023-07-03,2025-03-24,Health,21,2023,USD,GMM,Expired
POL16802710,GRP36772,2020-10-29,2022-10-19,Health,24,2020,USD,PAA,Active
POL58547075,GRP95923,2021-10-20,2024-02-07,Motor,28,2021,EUR,GMM,Expired
POL37888622,GRP82125,2018-06-27,2021-01-12,Health,31,2018,USD,GMM,Cancelled
POL30825703,GRP90242,2021-08-04,2023-03-27,Health,20,2021,EUR,GMM,Active
POL94224919,GRP16521,2020-02-19,2021-11-10,Motor,21,2020,GBP,PAA,Cancelled
POL82817944,GRP35185,2024-03-03,2026-05-22,Health,27,2024,GBP,GMM,Expired
POL11120654,GRP03476,2019-11-01,2020-08-27,Life,10,2019,EUR,PAA,Active
POL70384285,GRP36118,2021-02-27,2021-12-24,Motor,10,2021,EUR,GMM,Active
POL11000615,GRP97449,2024-05-11,2025-10-03,Health,17,2024,EUR,GMM,Cancelled
POL92262539,GRP44732,2021-02-20,2023-12-07,Life,34,2021,EUR,GMM,Cancelled
POL61606171,GRP91432,2025-09-13,2027-06-05,Life,21,2025,GBP,PAA,Expired
POL78149403,GRP26893,2020-10-27,2022-12-16,Health,26,2020,USD,PAA,Active
POL70961128,GRP99067,2019-03-09,2021-01-27,Life,23,2019,GBP,GMM,Cancelled
POL69237290,GRP53445,2018-08-01,2020-12-18,Motor,29,2018,GBP,PAA,Cancelled
POL64740647,GRP71500,2022-01-02,2022-12-28,Motor,12,2022,USD,PAA,Expired
POL02142203,GRP69294,2024-05-28,2026-05-18,Property,24,2024,USD,GMM,Active
POL89294137,GRP65690,2020-09-26,2021-08-22,Motor,11,2020,USD,PAA,Active
POL10621442,GRP13565,2025-06-03,2026-05-29,Property,12,2025,EUR,GMM,Active
POL98190696,GRP38500,2024-06-30,2025-05-26,Health,11,2024,EUR,PAA,Cancelled
POL71128813,GRP72248,2020-07-09,2021-10-02,Property,15,2020,GBP,PAA,Active
POL71808203,GRP49029,2021-04-14,2022-04-09,Motor,12,2021,GBP,PAA,Cancelled
POL37249956,GRP31196,2022-08-28,2023-10-22,Property,14,2022,GBP,GMM,Active
POL99503052,GRP25847,2023-05-24,2024-08-16,Health,15,2023,USD,GMM,Active
POL99084223,GRP74686,2024-04-30,2024-12-26,Health,8,2024,GBP,GMM,Cancelled
POL25853242,GRP17823,2019-10-12,2020-07-08,Property,9,2019,GBP,GMM,Active
POL34448360,GRP39984,2024-05-03,2025-08-26,Health,16,2024,USD,GMM,Cancelled
POL57778140,GRP06948,2019-08-31,2020-12-23,Motor,16,2019,EUR,PAA,Expired
POL04401164,GRP28935,2022-12-30,2023-09-26,Motor,9,2022,USD,PAA,Expired
POL56857835,GRP95077,2018-10-28,2021-09-12,Property,35,2018,USD,PAA,Expired
POL18830098,GRP69407,2022-03-04,2025-01-17,Motor,35,2022,USD,GMM,Expired
POL43973518,GRP33705,2020-05-17,2023-03-03,Property,34,2020,EUR,GMM,Cancelled
POL51833855,GRP58274,2020-07-08,2021-08-02,Life,13,2020,EUR,GMM,Active
POL75923780,GRP51546,2019-08-28,2021-02-18,Motor,18,2019,GBP,PAA,Expired
POL04732539,GRP90466,2021-06-09,2023-06-29,Motor,25,2021,GBP,GMM,Cancelled
POL65401455,GRP49833,2021-09-08,2024-03-26,Health,31,2021,EUR,GMM,Cancelled
POL40072896,GRP22240,2021-10-28,2022-10-23,Motor,12,2021,GBP,PAA,Expired
POL32084421,GRP28992,2025-09-01,2027-05-24,Health,21,2025,EUR,GMM,Cancelled
POL06018720,GRP31585,2020-08-12,2021-06-08,Motor,10,2020,USD,GMM,Cancelled
POL17149570,GRP66031,2021-09-26,2022-03-25,Life,6,2021,USD,GMM,Active
POL55716307,GRP05987,2019-04-29,2021-08-16,Health,28,2019,USD,GMM,Cancelled
POL52766544,GRP18621,2021-07-12,2023-04-03,Life,21,2021,USD,PAA,Active
POL06214232,GRP39770,2023-08-13,2025-07-03,Life,23,2023,USD,GMM,Expired
POL15297022,GRP46705,2022-11-09,2023-10-05,Life,11,2022,GBP,GMM,Cancelled
POL55312509,GRP47791,2020-11-18,2022-03-13,Health,16,2020,EUR,PAA,Expired
POL63718645,GRP82839,2023-07-12,2024-05-07,Life,10,2023,USD,PAA,Expired
POL46824458,GRP12155,2018-12-14,2019-06-12,Health,6,2018,EUR,PAA,Active
POL21111460,GRP01103,2019-07-16,2022-04-01,Property,33,2019,EUR,GMM,Expired
POL00521405,GRP35152,2019-03-16,2022-01-29,Motor,35,2019,EUR,GMM,Cancelled
POL97972015,GRP93983,2024-02-05,2026-03-26,Life,26,2024,USD,GMM,Active
POL71375673,GRP22684,2021-11-23,2024-02-11,Property,27,2021,GBP,GMM,Expired
POL80681977,GRP29084,2024-01-17,2026-01-06,Motor,24,2024,USD,GMM,Cancelled
POL60440909,GRP91735,2021-05-12,2022-02-06,Motor,9,2021,EUR,GMM,Cancelled
POL90301257,GRP01552,2023-09-23,2026-09-07,Health,36,2023,USD,GMM,Active
POL42875770,GRP03743,2022-03-03,2024-02-21,Motor,24,2022,EUR,GMM,Cancelled
POL94760883,GRP17098,2023-01-13,2024-10-04,Property,21,2023,EUR,PAA,Cancelled
POL58890123,GRP85726,2021-10-18,2023-09-08,Life,23,2021,EUR,PAA,Cancelled
POL68978717,GRP12617,2021-05-17,2021-11-13,Life,6,2021,EUR,PAA,Expired
POL47019452,GRP71230,2023-07-18,2025-11-04,Life,28,2023,EUR,PAA,Active
POL38371592,GRP50224,2023-04-16,2023-12-12,Property,8,2023,USD,PAA,Active
POL87464010,GRP54521,2019-10-16,2021-07-07,Life,21,2019,USD,GMM,Active
POL64041547,GRP25922,2025-07-31,2027-01-22,Property,18,2025,GBP,GMM,Active
POL84433171,GRP07079,2018-08-15,2020-04-06,Life,20,2018,GBP,PAA,Expired
POL49892734,GRP13488,2020-07-02,2023-02-17,Life,32,2020,GBP,PAA,Active
POL62677787,GRP12917,2018-08-19,2021-02-04,Health,30,2018,USD,PAA,Cancelled
POL89993240,GRP61678,2023-12-23,2025-07-15,Motor,19,2023,EUR,GMM,Active
POL98841721,GRP61756,2018-12-13,2021-05-01,Property,29,2018,EUR,GMM,Active
POL23306475,GRP40523,2020-08-27,2023-04-14,Life,32,2020,USD,PAA,Expired
POL67084898,GRP46097,2024-12-04,2026-03-29,Life,16,2024,EUR,GMM,Cancelled
POL96465773,GRP86551,2018-11-03,2019-07-31,Life,9,2018,EUR,GMM,Expired
POL48241601,GRP01920,2023-12-20,2025-12-09,Property,24,2023,GBP,GMM,Active
POL17374691,GRP51072,2023-06-27,2024-06-21,Life,12,2023,EUR,GMM,Cancelled
POL00759972,GRP47533,2018-09-10,2020-08-30,Health,24,2018,GBP,PAA,Cancelled
POL22788745,GRP64912,2024-08-08,2025-10-02,Health,14,2024,GBP,PAA,Active
POL75892023,GRP45177,2023-09-05,2025-12-23,Life,28,2023,EUR,GMM,Expired
POL65670016,GRP06049,2018-08-23,2019-03-21,Property,7,2018,EUR,PAA,Active
POL11198233,GRP90773,2023-12-03,2026-10-18,Life,35,2023,EUR,PAA,Cancelled
POL59119449,GRP05576,2019-03-16,2021-06-03,Motor,27,2019,USD,GMM,Cancelled
POL71444319,GRP63883,2019-03-30,2020-12-19,Motor,21,2019,USD,GMM,Active
POL67679081,GRP01358,2021-06-05,2023-04-26,Life,23,2021,USD,PAA,Active
POL33540220,GRP52751,2021-07-22,2023-12-09,Motor,29,2021,EUR,PAA,Active
POL82850266,GRP95733,2023-06-18,2024-08-11,Motor,14,2023,USD,GMM,Cancelled
POL86190720,GRP13052,2022-11-30,2023-12-25,Life,13,2022,EUR,GMM,Expired
POL23398171,GRP86394,2020-04-22,2021-04-17,Property,12,2020,EUR,PAA,Active
POL66039881,GRP95505,2024-07-26,2025-05-22,Health,10,2024,EUR,PAA,Active
POL39787015,GRP85004,2025-01-08,2026-05-03,Motor,16,2025,EUR,PAA,Cancelled
POL33097174,GRP80401,2024-07-04,2026-10-22,Property,28,2024,USD,PAA,Expired
POL34675855,GRP28961,2022-07-21,2025-06-05,Health,35,2022,EUR,GMM,Expired
POL23943903,GRP06330,2020-02-12,2022-05-02,Life,27,2020,EUR,PAA,Expired
POL99708675,GRP22045,2023-09-11,2025-06-02,Property,21,2023,EUR,PAA,Active
POL92164274,GRP06159,2020-03-25,2023-01-09,Property,34,2020,EUR,PAA,Active
POL70790255,GRP04362,2022-08-03,2023-09-27,Life,14,2022,USD,PAA,Expired
POL30177450,GRP67999,2019-07-04,2020-08-27,Property,14,2019,USD,PAA,Expired
POL28071301,GRP83453,2024-06-05,2025-11-27,Motor,18,2024,GBP,GMM,Expired
POL37803241,GRP83683,2019-01-02,2020-01-27,Motor,13,2019,USD,PAA,Active
POL83063571,GRP45434,2025-08-30,2027-05-22,Motor,21,2025,EUR,GMM,Expired
POL63702001,GRP08945,2024-12-22,2026-03-17,Property,15,2024,GBP,GMM,Expired
POL10932480,GRP96054,2023-06-07,2026-05-22,Life,36,2023,EUR,PAA,Expired
POL43129792,GRP11871,2019-02-14,2021-10-01,Health,32,2019,EUR,PAA,Cancelled
POL67261816,GRP33106,2021-08-19,2024-06-04,Motor,34,2021,USD,PAA,Cancelled
POL41517761,GRP24886,2024-04-19,2026-02-08,Life,22,2024,EUR,GMM,Cancelled
POL92306410,GRP60573,2019-05-24,2021-08-11,Life,27,2019,GBP,GMM,Expired
POL78431722,GRP16131,2018-05-17,2021-04-01,Health,35,2018,GBP,GMM,Expired
POL59805159,GRP53991,2023-01-03,2024-07-26,Motor,19,2023,GBP,GMM,Cancelled
POL36610669,GRP39217,2024-12-31,2025-07-29,Motor,7,2024,GBP,PAA,Expired
POL26005806,GRP23441,2018-07-08,2020-06-27,Property,24,2018,GBP,PAA,Active
POL33924566,GRP20134,2022-04-04,2023-10-26,Motor,19,2022,USD,PAA,Cancelled
POL07712156,GRP55561,2025-02-01,2027-09-19,Property,32,2025,USD,PAA,Active
POL76652191,GRP24445,2023-03-10,2026-01-23,Health,35,2023,USD,GMM,Cancelled
POL65980730,GRP49379,2023-03-14,2025-06-01,Life,27,2023,EUR,GMM,Cancelled
POL22575967,GRP44201,2024-11-18,2026-05-12,Health,18,2024,GBP,PAA,Cancelled
POL17788351,GRP73517,2018-11-29,2021-08-15,Life,33,2018,GBP,PAA,Active
POL45883740,GRP10838,2019-02-07,2019-08-06,Life,6,2019,GBP,GMM,Expired
POL21954304,GRP19270,2018-05-23,2019-05-18,Motor,12,2018,USD,PAA,Active
POL63831925,GRP94502,2021-05-28,2024-01-13,Health,32,2021,GBP,PAA,Cancelled
POL86139515,GRP59096,2021-06-22,2023-04-13,Motor,22,2021,USD,PAA,Cancelled
POL82984147,GRP86608,2025-03-30,2025-10-26,Health,7,2025,USD,PAA,Cancelled
POL39686241,GRP65407,2024-05-14,2026-08-02,Motor,27,2024,GBP,GMM,Expired
POL50207911,GRP79736,2018-04-26,2019-05-21,Property,13,2018,EUR,GMM,Cancelled
POL75542304,GRP93840,2024-11-03,2025-07-01,Motor,8,2024,GBP,PAA,Active
POL98273995,GRP95067,2023-07-23,2025-09-10,Health,26,2023,GBP,PAA,Active
POL15669949,GRP63716,2018-10-05,2021-01-22,Life,28,2018,GBP,GMM,Expired
POL84084184,GRP33098,2025-08-18,2027-09-07,Life,25,2025,GBP,GMM,Expired
POL86417878,GRP23240,2019-07-29,2022-07-13,Health,36,2019,USD,GMM,Expired
POL49844454,GRP18402,2018-04-13,2019-03-09,Life,11,2018,USD,GMM,Expired
POL20598391,GRP57106,2018-06-19,2020-02-09,Health,20,2018,EUR,GMM,Cancelled
POL86559278,GRP87272,2019-08-17,2020-04-13,Property,8,2019,EUR,PAA,Active
POL14305470,GRP08941,2024-06-11,2025-11-03,Property,17,2024,EUR,GMM,Expired
POL11191378,GRP48487,2021-05-02,2024-02-16,Motor,34,2021,EUR,GMM,Expired
POL12153321,GRP86533,2021-03-21,2021-09-17,Life,6,2021,USD,GMM,Active
POL30599639,GRP67898,2019-03-06,2021-02-23,Health,24,2019,GBP,GMM,Expired
POL10527617,GRP35971,2022-11-10,2023-09-06,Life,10,2022,EUR,PAA,Cancelled
POL10709666,GRP36873,2020-06-15,2021-09-08,Life,15,2020,EUR,PAA,Cancelled
POL52103836,GRP87958,2023-05-20,2026-02-03,Health,33,2023,USD,PAA,Expired
POL71094403,GRP30695,2021-06-24,2023-01-15,Life,19,2021,USD,GMM,Cancelled
POL51373797,GRP26384,2023-03-23,2024-04-16,Life,13,2023,GBP,GMM,Active
POL35892047,GRP53135,2023-03-12,2024-01-06,Life,10,2023,USD,GMM,Active
POL29379862,GRP93504,2022-03-13,2023-02-06,Life,11,2022,GBP,PAA,Active
POL02888612,GRP51103,2021-03-23,2022-09-14,Motor,18,2021,GBP,GMM,Cancelled
POL26575687,GRP43817,2021-02-20,2023-05-11,Health,27,2021,EUR,PAA,Active
POL74672771,GRP61656,2025-11-22,2028-06-09,Motor,31,2025,GBP,PAA,Active
POL21104938,GRP02926,2024-04-17,2027-04-02,Motor,36,2024,GBP,PAA,Cancelled
POL75220743,GRP79187,2023-11-17,2026-05-05,Property,30,2023,GBP,GMM,Active
POL09874842,GRP75576,2023-06-11,2025-05-31,Health,24,2023,EUR,PAA,Cancelled
POL72396015,GRP22889,2021-03-30,2022-10-21,Property,19,2021,EUR,GMM,Active
POL48484293,GRP92593,2020-02-19,2020-10-16,Property,8,2020,EUR,GMM,Cancelled
POL22047230,GRP48458,2023-06-13,2025-03-04,Motor,21,2023,GBP,GMM,Expired
POL76866064,GRP01091,2022-04-26,2025-03-11,Health,35,2022,USD,GMM,Expired
POL54998513,GRP87253,2018-08-11,2021-03-28,Motor,32,2018,EUR,PAA,Active
POL87505746,GRP90553,2025-01-19,2028-01-04,Health,36,2025,GBP,PAA,Expired
POL36392877,GRP95424,2025-10-17,2027-05-10,Health,19,2025,EUR,GMM,Active
POL23046243,GRP77736,2018-05-27,2020-12-12,Health,31,2018,EUR,GMM,Expired
POL11988994,GRP32051,2022-11-21,2025-07-08,Property,32,2022,GBP,PAA,Expired
POL42615727,GRP16279,2023-12-10,2025-09-30,Health,22,2023,GBP,GMM,Active
POL99318779,GRP42907,2025-07-06,2028-02-21,Property,32,2025,GBP,GMM,Expired
POL10268987,GRP99155,2022-11-21,2024-11-10,Health,24,2022,USD,GMM,Active
POL36602132,GRP36088,2018-12-08,2020-05-31,Health,18,2018,USD,PAA,Active
POL11271238,GRP98308,2018-07-08,2020-12-24,Health,30,2018,GBP,GMM,Active
POL22199950,GRP57657,2022-11-20,2025-10-05,Property,35,2022,EUR,PAA,Cancelled
POL24599106,GRP39399,2024-01-05,2025-07-28,Property,19,2024,EUR,GMM,Active
POL42982789,GRP83201,2024-11-20,2027-06-08,Motor,31,2024,GBP,GMM,Active
POL09182835,GRP76480,2021-10-01,2022-04-29,Life,7,2021,EUR,PAA,Active
POL63421327,GRP44441,2022-11-20,2024-11-09,Health,24,2022,GBP,PAA,Expired
POL58826941,GRP27379,2018-06-09,2020-02-29,Property,21,2018,USD,GMM,Expired
POL56441633,GRP15098,2023-12-25,2025-07-17,Motor,19,2023,USD,GMM,Expired
POL33926067,GRP41837,2021-01-17,2022-08-10,Life,19,2021,EUR,PAA,Expired
POL10113386,GRP14880,2024-12-02,2025-05-31,Motor,6,2024,EUR,PAA,Expired
POL09566163,GRP94598,2025-01-27,2027-10-14,Life,33,2025,USD,GMM,Active
POL92279587,GRP14060,2021-02-15,2021-12-12,Property,10,2021,EUR,GMM,Active
POL88646838,GRP40052,2020-06-18,2021-01-14,Property,7,2020,GBP,PAA,Active
POL90323463,GRP00054,2020-12-26,2022-12-16,Property,24,2020,EUR,PAA,Active
POL87171486,GRP29193,2022-03-03,2024-10-18,Property,32,2022,GBP,PAA,Cancelled
POL96705377,GRP79585,2025-12-25,2027-06-18,Motor,18,2025,USD,GMM,Expired
POL40069145,GRP47480,2023-11-02,2025-09-22,Life,23,2023,GBP,PAA,Cancelled
POL54470950,GRP54459,2019-05-20,2021-12-05,Property,31,2019,GBP,GMM,Cancelled
POL85661480,GRP15117,2021-05-11,2022-08-04,Motor,15,2021,GBP,GMM,Active
POL89486674,GRP15275,2024-07-22,2026-04-13,Motor,21,2024,USD,PAA,Active
POL11593502,GRP94040,2023-03-27,2025-12-11,Life,33,2023,GBP,PAA,Active
POL48854569,GRP64607,2018-12-11,2021-06-28,Life,31,2018,GBP,PAA,Active
POL21477235,GRP71876,2018-02-16,2019-05-12,Motor,15,2018,GBP,GMM,Active
POL67461037,GRP95638,2020-12-15,2023-10-31,Property,35,2020,USD,PAA,Cancelled
POL59661828,GRP17703,2025-10-19,2028-02-06,Motor,28,2025,GBP,PAA,Active
POL83942829,GRP27066,2020-09-11,2022-09-01,Property,24,2020,USD,PAA,Expired
POL09084518,GRP73521,2019-01-08,2020-12-28,Motor,24,2019,EUR,PAA,Active
POL55889131,GRP85901,2019-08-04,2022-04-20,Life,33,2019,GBP,GMM,Expired
POL86324631,GRP37267,2024-10-16,2026-01-09,Motor,15,2024,USD,PAA,Expired
POL28176946,GRP16692,2019-07-27,2021-12-13,Health,29,2019,GBP,PAA,Expired
POL46266484,GRP68073,2023-07-28,2025-12-14,Property,29,2023,GBP,GMM,Expired
POL44374726,GRP30781,2019-03-01,2020-11-20,Motor,21,2019,GBP,GMM,Active
POL59364702,GRP10258,2019-10-04,2020-05-31,Health,8,2019,EUR,GMM,Cancelled
POL20325669,GRP69677,2022-07-04,2024-02-24,Motor,20,2022,EUR,GMM,Cancelled
POL01448547,GRP30610,2020-04-15,2022-06-04,Life,26,2020,GBP,PAA,Active
POL37168842,GRP46459,2022-04-19,2023-11-10,Motor,19,2022,GBP,PAA,Cancelled
POL56239443,GRP77545,2020-09-03,2022-02-25,Life,18,2020,EUR,GMM,Expired
POL73840320,GRP66020,2018-03-16,2018-10-12,Motor,7,2018,USD,PAA,Cancelled
POL77109905,GRP83623,2018-05-06,2020-06-24,Life,26,2018,USD,PAA,Expired
POL94175731,GRP38418,2022-09-25,2023-03-24,Motor,6,2022,EUR,GMM,Active
POL48309343,GRP82270,2020-04-10,2020-11-06,Motor,7,2020,EUR,PAA,Active
POL93097619,GRP24317,2023-11-19,2025-12-08,Motor,25,2023,EUR,PAA,Cancelled
POL11674787,GRP59502,2020-06-25,2022-05-16,Life,23,2020,EUR,PAA,Active
POL65111703,GRP45722,2019-01-13,2020-03-08,Life,14,2019,GBP,GMM,Active
POL96466179,GRP79448,2022-03-05,2022-12-30,Motor,10,2022,USD,PAA,Cancelled
POL56137389,GRP49545,2023-08-11,2025-11-28,Property,28,2023,EUR,GMM,Expired
POL31467651,GRP06944,2025-08-09,2026-06-05,Motor,10,2025,EUR,GMM,Expired
POL19724891,GRP48447,2018-10-15,2020-11-03,Life,25,2018,USD,GMM,Expired
POL39433462,GRP57400,2023-10-19,2026-08-04,Property,34,2023,EUR,PAA,Cancelled
POL12622539,GRP55719,2025-04-30,2026-02-24,Property,10,2025,EUR,GMM,Cancelled
POL24481985,GRP09615,2021-04-07,2022-05-02,Life,13,2021,USD,PAA,Active
POL88817574,GRP53287,2021-08-24,2023-05-16,Life,21,2021,GBP,PAA,Active
POL14493371,GRP58936,2018-12-26,2021-03-15,Property,27,2018,EUR,GMM,Cancelled
POL35772776,GRP91317,2023-01-14,2025-04-03,Motor,27,2023,USD,GMM,Expired
POL16154871,GRP50770,2018-05-28,2021-03-13,Motor,34,2018,EUR,GMM,Cancelled
POL59014493,GRP88129,2018-12-24,2021-12-08,Motor,36,2018,EUR,GMM,Active
POL20932317,GRP14688,2019-02-13,2019-10-11,Property,8,2019,EUR,PAA,Active
POL76028168,GRP33969,2022-05-28,2023-02-22,Health,9,2022,USD,PAA,Cancelled
POL85312959,GRP07517,2019-06-04,2020-03-30,Life,10,2019,GBP,PAA,Expired
POL94447102,GRP19880,2023-11-19,2025-02-11,Health,15,2023,GBP,GMM,Cancelled
POL74321465,GRP77386,2021-01-07,2023-04-27,Health,28,2021,USD,GMM,Expired
POL72324792,GRP58545,2025-04-21,2026-06-15,Health,14,2025,GBP,GMM,Cancelled
POL01391313,GRP81088,2020-04-17,2022-05-07,Property,25,2020,EUR,GMM,Cancelled
POL17394436,GRP25235,2019-05-10,2022-03-25,Motor,35,2019,GBP,GMM,Active
POL90874245,GRP20032,2020-05-18,2021-02-12,Motor,9,2020,GBP,PAA,Cancelled
POL35124355,GRP32394,2020-01-06,2020-09-02,Motor,8,2020,EUR,GMM,Cancelled
POL10217770,GRP33862,2019-12-07,2021-12-26,Life,25,2019,GBP,GMM,Cancelled
POL73659211,GRP55694,2024-01-08,2024-09-04,Property,8,2024,EUR,PAA,Expired
POL45861579,GRP29354,2025-09-15,2027-01-08,Life,16,2025,EUR,PAA,Expired
POL14760541,GRP00357,2019-02-15,2019-08-14,Health,6,2019,GBP,PAA,Active
POL09703298,GRP82805,2018-06-20,2019-04-16,Health,10,2018,USD,GMM,Cancelled
POL34479808,GRP45497,2018-07-24,2020-09-11,Property,26,2018,GBP,GMM,Expired
POL40182381,GRP39479,2018-08-23,2020-08-12,Health,24,2018,USD,PAA,Active
POL56669020,GRP17267,2021-01-12,2023-08-30,Motor,32,2021,USD,PAA,Expired
POL77068954,GRP60500,2018-04-23,2019-07-17,Life,15,2018,USD,GMM,Cancelled
POL97110386,GRP93313,2019-10-31,2020-04-28,Health,6,2019,GBP,GMM,Expired
POL98322097,GRP00560,2023-10-28,2026-07-14,Health,33,2023,EUR,GMM,Active
POL10486726,GRP42810,2021-05-02,2023-04-22,Health,24,2021,GBP,GMM,Active
POL98486981,GRP43032,2025-07-18,2027-04-09,Motor,21,2025,GBP,GMM,Active
POL24415982,GRP73833,2022-01-25,2023-03-21,Property,14,2022,USD,PAA,Cancelled
POL50901625,GRP57390,2025-05-10,2027-11-26,Life,31,2025,GBP,PAA,Expired
POL86345187,GRP54130,2019-03-13,2021-04-01,Property,25,2019,EUR,GMM,Cancelled
POL03640794,GRP78713,2025-04-13,2027-02-02,Life,22,2025,USD,PAA,Expired
POL64209714,GRP35682,2018-01-28,2019-11-19,Motor,22,2018,USD,PAA,Expired
POL33857043,GRP61178,2024-05-06,2025-01-01,Health,8,2024,GBP,PAA,Expired
POL77886560,GRP71315,2024-03-24,2026-04-13,Property,25,2024,USD,GMM,Cancelled
POL18639392,GRP20754,2025-05-31,2025-12-27,Health,7,2025,GBP,GMM,Expired
POL24517358,GRP55482,2021-06-12,2023-01-03,Motor,19,2021,GBP,PAA,Expired
POL16149951,GRP95529,2021-06-10,2023-07-30,Property,26,2021,EUR,PAA,Expired
POL62827436,GRP68732,2021-03-17,2023-11-02,Property,32,2021,GBP,PAA,Expired
POL24466309,GRP37189,2019-06-08,2020-04-03,Property,10,2019,USD,PAA,Cancelled
POL54450195,GRP12027,2022-12-18,2024-06-10,Motor,18,2022,USD,PAA,Active
POL64967923,GRP77678,2020-03-12,2021-11-02,Property,20,2020,EUR,PAA,Expired
POL43849816,GRP58014,2022-07-18,2025-04-03,Motor,33,2022,GBP,GMM,Expired
POL34587217,GRP56811,2023-09-03,2025-02-24,Life,18,2023,EUR,PAA,Cancelled
POL97924108,GRP52363,2018-03-08,2019-04-02,Property,13,2018,USD,GMM,Cancelled
POL10578443,GRP52282,2021-01-31,2023-08-19,Health,31,2021,EUR,PAA,Active
POL52784384,GRP03870,2019-02-09,2021-02-28,Motor,25,2019,GBP,PAA,Cancelled
POL06230847,GRP59564,2020-03-24,2021-06-17,Health,15,2020,EUR,GMM,Expired
POL13989863,GRP96348,2023-03-01,2025-02-18,Property,24,2023,USD,GMM,Expired
POL20562125,GRP06902,2024-03-13,2025-12-03,Health,21,2024,USD,GMM,Expired
POL42379558,GRP43147,2019-02-12,2020-01-08,Property,11,2019,EUR,GMM,Expired
POL67505858,GRP58158,2021-08-16,2022-12-09,Health,16,2021,EUR,PAA,Cancelled
POL03205738,GRP04276,2018-02-18,2020-11-04,Motor,33,2018,EUR,GMM,Expired
POL18989396,GRP30882,2019-03-01,2021-03-20,Health,25,2019,USD,GMM,Expired
POL11877576,GRP27882,2025-09-29,2028-02-16,Motor,29,2025,EUR,PAA,Expired
POL12894818,GRP34651,2024-09-29,2027-09-14,Life,36,2024,EUR,PAA,Expired
POL12513977,GRP82251,2021-11-23,2024-07-10,Health,32,2021,EUR,PAA,Expired
POL36226095,GRP58552,2020-03-12,2021-01-06,Motor,10,2020,USD,PAA,Active
POL25779638,GRP68424,2025-11-25,2028-05-13,Life,30,2025,EUR,GMM,Cancelled
POL29369362,GRP10813,2022-02-08,2024-10-25,Health,33,2022,GBP,GMM,Cancelled
POL52855581,GRP57295,2023-09-04,2025-06-25,Motor,22,2023,USD,PAA,Expired
