policy_group_id,period,csm_opening,csm_accretion,csm_release,csm_closing,risk_adjustment,loss_component,coverage_units,service_expense,insurance_revenue,reinsurance_asset_change
GRP49155,2024-05-28,328955.93,1101.06,1424.43,328632.56,1991.77,103.66,53,6716.67,20886.45,-320.07
GRP71045,2025-09-30,125375.06,2635.32,6512.62,121497.76000000001,3123.25,278.0,80,9218.85,18160.69,392.83
GRP54314,2023-06-24,136793.48,1961.56,5136.01,133619.03,5683.52,455.92,37,9413.52,26610.47,-180.75
GRP65721,2018-01-06,323814.69,3001.52,1671.58,325144.63,6621.8,1921.93,30,2185.56,7823.32,1443.75
GRP98569,2024-03-26,48640.4,4496.32,2655.26,50481.46,2815.58,1336.44,80,8678.54,13240.64,-1414.42
GRP82251,2025-01-20,292802.19,2535.29,9407.51,285929.97,9383.2,1582.02,73,1171.56,24339.18,-147.72
GRP25528,2021-08-09,132789.54,1913.84,6087.88,128615.5,5374.89,1007.34,98,3346.01,16451.65,-2686.69
GRP64483,2022-12-31,400168.47,2886.99,1396.71,401658.74999999994,5330.46,85.54,75,5192.04,25094.09,203.98
GRP42907,2023-06-30,123560.69,4511.11,9758.11,118313.69,1638.3,941.0,94,8765.72,7689.08,-4010.01
GRP93313,2018-11-25,131292.28,2291.12,6110.4,127473.0,5456.68,236.82,57,6342.88,24596.06,-1346.6
GRP43674,2021-09-23,79423.03,725.56,2226.88,77921.70999999999,3386.13,518.57,55,4723.95,15527.89,2103.46
GRP40052,2021-06-20,401721.42,1513.78,2862.06,400373.14,4707.45,282.73,38,9945.62,11893.25,3292.64
GRP22045,2018-02-11,431641.02,3418.65,9166.68,425892.99000000005,5585.44,1163.63,92,1256.25,6337.46,1687.71
GRP95529,2019-01-09,186198.39,2088.49,7405.36,180881.52000000002,5368.97,390.89,76,4983.09,9136.03,-3468.3
GRP11871,2020-03-20,232590.44,3841.08,7774.15,228657.37,5532.52,1495.19,35,3488.55,16336.8,-3720.61
GRP42235,2024-03-22,71524.68,519.36,8461.01,63583.02999999999,5270.06,99.86,42,2053.68,27730.05,709.17
GRP58014,2025-10-19,227035.52,4162.65,7023.31,224174.86,9645.73,158.38,72,9454.38,5505.3,435.51
GRP33969,2024-04-06,149556.56,268.59,7035.59,142789.56,2836.1,1196.08,78,5095.64,9693.56,4336.34
GRP14085,2022-06-04,214539.04,4568.84,3771.61,215336.27000000002,3212.52,1995.74,41,9287.58,14911.61,-3506.25
GRP20141,2021-01-25,320711.47,3802.34,9413.69,315100.12,6135.05,1739.42,97,5550.44,17160.58,3775.29
GRP93840,2018-07-11,379200.09,195.22,7302.72,372092.59,5012.99,1383.65,62,4097.31,26450.22,-4664.55
GRP77752,2024-11-10,301098.94,703.98,2148.85,299654.07,4066.97,1154.36,92,8230.91,17265.63,293.93
GRP67004,2025-12-30,201145.43,3337.15,5975.83,198506.75,8690.83,1637.92,93,5787.92,28362.6,-2493.17
GRP13296,2024-05-08,226754.65,2621.63,5375.54,224000.74,7233.52,591.13,66,4933.75,11100.52,4443.18
GRP70482,2020-03-12,133296.16,4795.82,9900.47,128191.51000000001,6781.09,605.48,96,6205.24,28368.36,1405.67
GRP06629,2024-10-07,160981.95,4803.91,8195.7,157590.16,4639.73,1553.08,25,4722.9,5393.6,-3785.4
GRP98556,2018-06-26,21404.21,897.74,3278.55,19023.4,4010.23,549.05,27,6862.86,19563.39,-4051.52
GRP31260,2018-11-08,194503.42,1229.54,7879.26,187853.7,5708.93,906.77,28,5595.24,8876.51,3875.27
GRP38961,2020-04-24,315048.85,942.22,9542.55,306448.51999999996,8942.75,1355.59,41,2187.63,5802.22,-950.18
GRP28646,2022-02-12,262610.2,4075.16,5292.81,261392.55,5670.22,1109.27,51,4218.67,24585.77,1077.95
GRP53991,2023-02-06,414865.87,3555.13,2290.99,416130.01,1266.19,552.61,98,2385.41,18135.91,2901.15
GRP15098,2021-10-04,357667.96,3640.32,2200.07,359108.21,3013.92,403.22,67,9691.16,7025.42,-2937.25
GRP99610,2021-04-07,307674.89,590.46,6234.85,302030.50000000006,6921.49,1478.39,43,8823.09,9940.6,228.11
GRP07735,2022-09-26,407530.23,1268.71,7919.03,400879.91,9272.95,1612.38,36,3093.16,15798.78,1408.16
GRP86551,2018-08-02,258690.65,4207.86,5100.17,257798.34,3987.99,893.78,69,4174.71,25162.96,3150.98
GRP90824,2024-09-10,213524.75,2946.45,2642.35,213828.85,8491.25,133.33,44,6422.02,16830.6,3957.28
GRP95638,2024-11-22,475934.56,4888.35,5540.09,475282.81999999995,4851.53,1717.19,56,1132.52,16807.5,-4894.31
GRP55239,2023-12-18,347069.26,3267.15,4279.51,346056.9,2313.32,161.58,94,7401.54,10495.09,-335.26
GRP45102,2022-02-03,229158.6,614.76,4814.23,224959.13,5585.14,113.77,45,9750.28,13355.4,-2561.92
GRP08230,2021-06-15,69394.1,2617.77,7140.15,64871.72000000001,3074.15,139.47,82,4152.75,17399.35,3810.36
GRP90466,2025-08-07,354965.1,4873.18,2773.21,357065.06999999995,8746.9,1163.9,43,8776.6,19859.82,-3367.33
GRP69480,2022-03-26,14162.83,2614.09,8635.1,8141.819999999998,6542.64,684.6,97,4408.56,18341.29,3481.73
GRP09133,2022-02-18,237064.67,1314.94,4754.07,233625.54,4074.27,1183.43,25,3874.58,26531.25,360.85
GRP16692,2025-10-23,452370.23,1549.3,2773.69,451145.83999999997,4768.09,650.61,13,8588.05,5729.07,-4355.53
GRP09821,2022-11-12,11356.27,1235.6,3130.54,9461.330000000002,6098.54,1783.41,37,1711.44,11644.54,-687.34
GRP04047,2025-09-30,94641.81,3389.82,1018.84,97012.79000000001,2725.81,984.15,25,5540.97,9524.87,-2420.57
GRP94871,2021-05-29,433195.83,4169.9,1552.27,435813.46,7347.58,1210.51,42,3741.68,11913.44,1362.74
GRP35186,2021-08-27,194524.47,3719.96,3197.47,195046.96,4817.36,1402.61,20,3325.69,12011.43,3889.6
GRP49545,2023-03-02,171192.13,1686.44,3609.7,169268.87,4193.76,389.82,28,9533.86,6244.13,706.72
GRP95158,2022-07-23,325779.04,4646.42,1606.76,328818.69999999995,1343.99,1502.46,58,4959.47,15537.28,1637.66
GRP56682,2022-04-25,210595.41,2842.41,4433.35,209004.47,7356.48,1415.39,64,3364.18,16151.04,3048.81
GRP19252,2021-07-07,35051.15,4065.95,5061.17,34055.93,3830.39,1955.75,39,3560.81,5486.08,-947.17
GRP40052,2024-11-07,443581.21,441.75,7090.04,436932.92000000004,6072.08,782.36,89,2407.65,23554.23,-2559.82
GRP43637,2020-04-28,296548.69,4065.71,9244.1,291370.30000000005,6339.54,681.89,41,7200.49,16649.38,-4324.86
GRP26384,2020-07-25,145013.44,3027.09,6108.63,141931.9,8362.31,1652.54,26,5200.19,20133.53,840.37
GRP17559,2023-10-19,438184.9,4355.04,8240.98,434298.96,8427.77,1314.58,83,4595.17,23973.33,-452.78
GRP07448,2025-09-08,67336.84,1414.3,4630.56,64120.58,7513.71,1921.51,9,7795.12,28857.82,-2032.13
GRP68073,2024-05-04,372649.09,2097.24,1104.62,373641.71,6923.49,1879.62,65,9156.17,15304.37,2151.44
GRP48954,2023-06-23,389396.2,4942.3,3347.62,390990.88,9331.05,1895.38,27,6686.16,12771.21,2385.39
GRP79585,2018-07-29,270920.17,4270.91,5517.62,269673.45999999996,2372.68,51.39,49,1576.18,28136.51,-560.31
GRP14688,2024-09-26,357364.13,3699.68,9293.03,351770.77999999997,8879.89,979.41,42,3899.84,5260.69,1435.13
GRP73956,2020-03-03,162488.5,1382.73,2388.35,161482.88,8160.24,747.26,95,1437.14,27213.7,-1280.66
GRP72329,2024-09-26,193045.85,3490.63,1228.24,195308.24000000002,5522.25,1210.54,67,3179.41,5692.37,-1159.21
GRP94099,2020-04-04,29726.69,638.57,7910.08,22455.18,3179.22,662.59,85,5802.53,7352.42,2929.3
GRP04047,2025-06-05,438737.14,618.49,1290.38,438065.25,6760.95,232.35,45,8451.5,10331.85,1212.81
GRP12777,2020-11-30,202607.75,2269.91,6565.22,198312.44,1235.08,801.51,52,9359.87,9205.76,1685.31
GRP00357,2024-12-08,200173.26,503.64,3055.4,197621.50000000003,8943.78,1493.09,29,4005.07,7175.83,-510.81
GRP22842,2025-08-19,283180.55,4442.31,7363.31,280259.55,5828.62,1142.29,67,6192.07,27249.34,1589.94
GRP76494,2025-02-22,460328.63,146.24,5472.01,455002.86,2557.43,424.71,80,1925.49,13669.57,-1739.24
GRP99446,2019-01-08,73981.11,3898.85,5072.31,72807.65000000001,8995.95,1409.1,26,4805.56,27319.63,215.25
GRP07735,2022-11-18,497042.61,3917.56,4397.0,496563.17,2141.18,1061.97,99,4763.44,26077.24,-3343.15
GRP32452,2022-04-03,149930.83,1793.35,1925.6,149798.58,7574.37,1418.89,26,1397.78,10526.68,2810.54
GRP20448,2018-12-19,456252.73,1702.63,4130.0,453825.36,3825.57,418.44,1,6650.2,24964.46,2409.24
GRP79736,2025-02-01,439339.64,1234.58,6374.31,434199.91000000003,1359.13,811.15,8,3124.06,10056.35,1027.45
GRP69294,2022-03-21,95325.01,4617.7,656.84,99285.87,8565.15,154.03,94,6046.3,24750.03,-4804.1
GRP60573,2021-02-16,139768.64,2948.09,5767.64,136949.09,5607.05,1538.17,49,1539.35,22356.57,-3001.16
GRP57274,2023-09-28,208872.75,4280.35,7787.34,205365.76,6623.61,899.3,22,1384.59,10689.83,-2760.65
GRP46726,2018-03-04,245811.79,4773.34,6946.7,243638.43,4530.92,974.97,48,9805.57,11904.24,-1341.06
GRP87253,2025-05-24,246141.77,3338.77,4686.26,244794.27999999997,1509.96,967.81,22,3383.75,21551.59,3043.92
GRP79736,2018-05-01,93483.53,3957.01,6554.53,90886.01,9003.01,86.9,1,5596.42,21628.17,-3046.45
GRP62665,2018-06-29,352250.14,193.7,4570.8,347873.04000000004,4490.48,1425.77,52,3082.72,8823.07,-3247.76
GRP63883,2025-01-25,119611.35,1303.21,1198.04,119716.52000000002,6507.56,1800.86,63,9721.22,29853.0,-57.22
GRP78713,2021-03-21,329490.59,1461.48,5244.17,325707.9,5976.51,786.84,38,4527.99,27283.2,3232.28
GRP49545,2021-04-15,399211.82,2039.65,9252.72,391998.75000000006,5202.87,482.14,73,9289.42,18823.59,4638.13
GRP88129,2021-03-30,492412.47,3544.95,1736.49,494220.93,6607.28,544.7,61,5625.16,24579.58,4897.33
GRP74639,2024-01-15,41013.89,136.34,9454.02,31696.209999999995,2508.24,1469.62,54,8998.69,15528.51,3257.77
GRP94818,2023-09-15,248043.67,294.66,3796.91,244541.42,9055.21,215.66,60,9207.14,27948.83,-4885.25
GRP86608,2020-12-04,48768.35,143.07,518.82,48392.6,9483.33,873.81,11,4129.14,9313.92,-1505.81
GRP33239,2023-04-28,494236.89,3130.92,4853.99,492513.82,9759.5,1335.97,88,1176.53,7119.66,2761.86
GRP91486,2019-02-18,307694.17,3736.73,2846.61,308584.29,5800.49,170.74,40,8111.59,9824.33,4421.76
GRP95505,2020-11-02,170020.4,4063.86,1517.46,172566.8,8065.73,811.49,82,1840.38,15393.06,4545.61
GRP76709,2020-07-13,286578.36,2036.6,1456.01,287158.94999999995,5084.29,1875.13,86,4423.68,8583.82,-1497.83
GRP78135,2022-07-18,173204.34,3669.95,1992.81,174881.48,2154.09,707.16,8,2055.92,19651.37,-1786.36
GRP84191,2021-01-31,139422.05,1193.77,935.5,139680.31999999998,8951.3,923.25,40,3008.96,21423.17,211.81
GRP11534,2020-04-01,90557.41,4405.24,6303.71,88658.94,9331.15,103.51,26,4648.31,17302.34,3067.12
GRP85812,2020-06-14,411885.13,2910.18,5384.05,409411.26,1843.95,1679.98,46,6817.06,5456.37,-848.32
GRP53991,2022-11-29,238054.77,4742.11,2836.53,239960.34999999998,2813.18,499.91,56,2042.85,6945.85,759.69
GRP88129,2024-09-15,462886.15,2223.38,3737.29,461372.24000000005,1093.86,94.81,53,4366.43,15252.81,919.97
GRP29354,2025-01-06,464726.27,2429.56,8506.34,458649.49,4291.69,1799.54,85,6337.63,19752.16,3236.4
GRP84731,2018-05-27,438433.84,458.73,6792.2,432100.37,6630.2,1456.44,43,8843.31,23994.1,-4005.04
GRP64571,2021-04-27,179847.54,2372.08,8721.13,173498.49,9872.86,282.76,100,1544.6,26191.52,3225.35
GRP63082,2018-12-10,469963.92,1167.21,9438.89,461692.24,4324.76,1654.79,72,4348.64,9353.56,-4650.43
GRP03757,2020-02-14,40916.21,4223.76,1755.13,43384.840000000004,5312.82,999.46,23,3857.66,13775.79,-2766.08
GRP10101,2018-09-22,173469.72,2902.85,828.78,175543.79,1602.79,1713.24,92,3868.45,10735.06,-1332.39
GRP17712,2023-04-03,141561.16,303.28,7614.62,134249.82,2325.45,500.81,19,5640.35,21806.97,-2436.48
GRP18351,2019-09-06,55195.69,4811.25,7743.4,52263.54,6601.43,1284.67,91,4339.12,19809.64,-91.02
GRP90608,2025-05-28,94190.54,1310.64,2069.61,93431.56999999999,3685.49,1599.9,9,1226.35,9820.0,4928.42
GRP70166,2019-03-13,469982.45,4200.18,2352.91,471829.72000000003,8229.22,1059.05,95,1369.64,5271.43,2479.91
GRP35152,2021-11-09,335203.1,4114.22,4551.85,334765.47,2226.98,69.39,63,7633.12,27186.42,2249.08
GRP25235,2018-04-14,211930.4,2733.56,8688.38,205975.58,8297.5,1382.44,62,7413.66,12211.16,2512.45
GRP88095,2025-02-13,94855.94,1010.97,4118.21,91748.7,9995.34,649.03,88,7645.28,11795.07,-1628.73
GRP06330,2018-09-15,363747.05,3222.1,8226.43,358742.72,3323.72,972.31,41,7960.0,10757.39,-1122.92
GRP43923,2025-09-01,193639.73,2222.62,1020.43,194841.92,6913.6,135.6,6,1749.02,10646.82,1627.95
GRP33188,2022-05-26,218126.79,1456.04,3792.76,215790.07,5564.06,1281.7,63,3566.3,21818.34,3517.96
GRP85762,2023-09-10,58698.41,245.25,3166.43,55777.23,6460.23,366.91,35,6419.21,9845.77,-168.9
GRP24317,2021-11-27,188621.61,2289.18,5069.17,185841.61999999997,1664.44,1056.73,62,4058.95,17286.26,-2496.04
GRP70182,2023-06-30,315297.63,1805.78,7447.57,309655.84,7255.37,1886.64,78,2576.17,5200.94,-1588.7
GRP95568,2020-10-30,432595.54,4863.24,9079.3,428379.48,9479.36,1437.07,58,1746.06,5427.88,-2104.02
GRP18989,2022-04-11,237412.97,4543.39,3036.24,238920.12000000002,2768.13,409.88,50,3026.63,22731.65,-3081.11
GRP31164,2018-08-28,173367.41,461.48,6611.32,167217.57,3079.24,42.63,71,9908.6,19992.63,-2563.86
GRP95077,2020-04-01,218514.52,3015.16,7163.74,214365.94,3963.13,1320.56,4,8524.71,9821.19,2904.42
GRP07723,2022-02-11,96664.61,1642.75,6312.45,91994.91,2329.33,1206.55,68,8058.87,7522.85,-1349.43
GRP94778,2024-12-10,33270.71,1581.61,9536.87,25315.449999999997,3811.65,490.9,59,7821.24,12891.77,666.18
GRP94466,2023-08-12,160669.49,552.74,3839.39,157382.83999999997,2211.47,1478.63,9,7202.82,17713.05,-547.31
GRP97125,2019-01-31,469771.79,4994.03,7692.33,467073.49,1264.8,951.3,52,5614.74,19053.22,-644.47
GRP12155,2022-03-29,267779.74,494.42,1701.48,266572.68,8956.28,35.28,95,8169.34,7365.98,-3142.83
GRP37687,2018-12-10,138011.14,1208.69,508.75,138711.08000000002,4499.44,655.73,56,7424.43,17561.5,990.21
GRP68424,2024-09-22,11477.79,1922.84,5444.14,7956.490000000001,2243.14,514.71,45,6361.01,25647.68,4575.79
GRP65685,2025-05-04,129216.62,3095.81,7854.43,124458.0,5316.08,212.79,34,9437.08,24621.87,4323.23
GRP38235,2025-03-04,299847.51,130.71,1101.71,298876.51,7047.97,411.91,50,7116.15,16666.58,-3063.88
GRP97894,2024-09-21,465852.51,1878.66,3602.53,464128.63999999996,1508.07,150.01,43,7384.53,17183.5,-4730.53
GRP54444,2024-01-17,14093.42,2230.28,6308.44,10015.260000000002,3272.67,1766.28,22,2635.18,28298.11,-2938.19
GRP17240,2025-01-12,175036.24,2842.07,508.66,177369.65,7868.29,533.0,13,4183.61,9599.91,3238.81
GRP74646,2025-08-01,82596.18,843.94,5009.31,78430.81,1238.1,789.81,36,8717.16,18686.97,1276.46
GRP09348,2022-04-22,281924.75,4980.89,8848.88,278056.76,5400.18,569.52,73,4553.51,6404.42,-3653.26
GRP55276,2018-08-30,100156.44,3125.51,8721.33,94560.62,6208.21,1981.41,47,1475.3,15389.2,-1400.43
GRP73030,2021-10-22,262563.03,1347.82,2328.23,261582.62000000002,2563.15,355.38,30,4859.5,22133.73,2477.3
GRP87077,2024-08-01,379202.71,2501.88,9785.94,371918.65,6503.96,32.86,4,2301.51,20831.87,4254.18
GRP91822,2020-02-25,258162.21,2923.82,5699.24,255386.79,9412.74,120.97,50,8174.38,5545.43,-1560.92
GRP16692,2020-08-30,498252.13,719.88,4324.02,494647.99,8992.54,854.37,47,6005.9,18665.45,-97.16
GRP27379,2025-08-29,401825.52,3823.47,1447.97,404201.02,4773.81,1707.35,80,7857.01,29303.11,-2275.37
GRP11499,2021-01-01,240364.86,1314.75,8462.45,233217.15999999997,5423.49,1599.65,44,5230.57,11549.82,844.66
GRP04362,2020-11-30,460521.7,545.17,2137.7,458929.17,5054.11,39.05,38,1804.36,10761.2,-4809.54
GRP12264,2020-08-20,226208.79,493.26,9599.78,217102.27000000002,4010.71,1041.62,91,2872.84,6214.97,-102.0
GRP65407,2018-04-09,85162.19,3764.83,5996.54,82930.48000000001,8999.46,217.79,58,8877.7,5276.1,-3059.43
GRP10101,2018-10-03,282723.6,2103.72,710.61,284116.70999999996,4974.91,1901.8,56,3184.57,9082.9,-855.07
GRP88129,2022-03-22,111260.21,4557.7,4111.29,111706.62000000001,9458.42,18.51,60,5640.61,13768.3,-1869.0
GRP02497,2025-05-13,417436.72,948.6,5035.49,413349.82999999996,5465.61,681.97,36,8347.05,8059.5,-468.64
GRP94598,2020-07-30,167350.25,1601.0,5473.16,163478.09,8392.51,801.98,57,3066.98,11449.12,1759.05
GRP11950,2021-10-31,454118.21,750.94,6656.34,448212.81,4382.49,975.28,96,5741.59,21367.55,559.13
GRP22263,2025-08-05,499405.24,215.71,8880.43,490740.52,6688.03,462.86,20,5274.2,20631.88,4042.17
GRP87900,2021-11-01,236618.1,1825.94,2200.78,236243.26,6287.02,215.16,65,4613.25,29328.1,-3611.57
GRP86599,2020-08-03,294286.3,4283.17,2178.61,296390.86,3853.81,1298.81,32,4186.5,27766.2,1909.25
GRP07735,2020-01-15,27945.3,3290.99,544.48,30691.81,6024.99,833.55,80,8613.06,21916.53,3934.83
GRP59429,2022-09-24,184399.86,2618.42,8994.04,178024.24,4698.09,1191.75,63,5588.75,21176.55,-4510.07
GRP24428,2025-07-03,355986.12,3676.69,4163.12,355499.69,5944.59,925.34,81,7469.2,26329.85,676.91
GRP03658,2021-02-24,90492.06,1361.76,8719.4,83134.42,7025.61,394.02,56,7744.97,27496.03,-1257.33
GRP10258,2025-09-26,154610.34,1139.36,4239.29,151510.40999999997,9917.79,1393.11,87,8016.96,24160.22,2531.07
GRP82955,2022-12-11,41227.78,3748.53,2656.16,42320.149999999994,7513.94,1091.57,70,4854.18,17946.17,-1031.42
GRP57657,2024-12-01,434763.52,4005.76,1511.11,437258.17000000004,8797.27,113.53,53,9334.5,28909.47,-1082.75
GRP88910,2022-12-22,258308.8,845.24,5875.92,253278.11999999997,8473.6,1852.68,27,7364.05,24068.06,2523.83
GRP89870,2022-06-03,41733.87,4599.41,7072.13,39261.15,1435.72,1410.99,99,4336.83,11588.16,3328.15
GRP67004,2018-02-17,489346.05,4224.35,8551.76,485018.63999999996,3923.23,1873.74,48,8534.07,27586.89,3113.02
GRP29386,2021-05-12,418177.31,1823.46,8798.29,411202.48000000004,2439.11,1745.84,59,1453.7,19343.09,2006.51
GRP25528,2023-01-09,440686.78,872.66,9768.22,431791.22000000003,3057.42,151.2,28,9032.6,23681.85,976.38
GRP38412,2019-11-25,308684.19,3683.85,9261.97,303106.07,4791.59,1120.28,27,3308.96,24036.57,664.22
GRP71876,2023-10-23,225927.84,513.72,5040.78,221400.78,2532.25,246.65,99,6565.35,22411.63,459.98
GRP71315,2021-10-12,123969.06,1622.75,4276.46,121315.34999999999,1574.77,1343.51,9,8816.67,8396.07,2191.09
GRP41909,2024-08-06,112337.78,4576.02,826.2,116087.6,9467.26,1362.09,16,4023.35,29861.7,-1095.1
GRP95077,2025-02-05,452330.9,2299.39,8847.85,445782.44000000006,9827.43,1362.65,80,9063.71,29931.74,-2644.24
GRP66930,2019-05-10,413203.01,1002.89,9644.37,404561.53,5929.38,285.11,100,5309.55,15029.73,-3304.67
GRP45177,2022-05-27,256729.21,1565.6,8710.07,249584.74,5759.49,1464.91,51,5514.49,7820.21,-2642.15
GRP12689,2025-06-07,310535.98,4035.93,9443.23,305128.68,4783.73,597.35,10,4694.61,10156.06,-4799.24
GRP24879,2025-11-05,473076.27,3827.94,8974.8,467929.41000000003,8110.05,1211.11,56,4433.34,28060.3,1776.4
GRP85901,2019-10-05,116497.99,3912.27,3268.71,117141.55,2827.77,968.13,6,5547.38,16814.4,1608.06
GRP03441,2022-12-21,98805.53,3160.42,6288.37,95677.58,5173.52,1245.82,59,7568.69,21968.96,589.38
GRP52058,2019-11-22,264646.31,744.65,585.29,264805.67000000004,6673.74,1106.17,47,6632.25,6795.75,-4897.02
GRP87958,2019-11-07,455240.67,1072.19,9240.74,447072.12,4593.45,678.35,11,6905.63,17327.02,4686.51
GRP91594,2022-09-25,430039.7,4746.43,3057.16,431728.97000000003,2422.48,1127.52,56,4927.6,21866.94,3602.37
GRP91967,2020-06-24,260075.38,3651.23,7604.85,256121.75999999998,2657.15,152.58,44,9098.45,9203.49,-68.92
GRP55023,2022-04-27,204320.74,2463.05,616.02,206167.77,6857.41,1055.88,68,6955.46,12488.36,3822.78
GRP04884,2018-08-30,140806.31,1872.98,6937.67,135741.62,7434.64,332.77,62,6870.44,17649.44,490.27
GRP03442,2024-11-02,229164.89,4264.2,2665.33,230763.76000000004,8943.28,913.6,44,8142.77,11158.38,-3433.0
GRP50119,2023-03-23,319901.87,4325.43,7997.26,316230.04,4656.99,1476.92,89,8018.26,16448.64,542.77
GRP59854,2022-01-28,183471.02,4797.32,7220.89,181047.44999999998,5708.99,238.37,31,1678.53,14122.3,4298.64
GRP95505,2023-05-06,114923.18,1782.45,2040.32,114665.30999999998,8709.33,1641.97,68,5034.33,8094.62,-2521.9
GRP94778,2025-02-18,369626.02,1577.45,7582.03,363621.44,5746.45,552.06,13,7305.09,8501.04,2386.32
GRP24445,2023-07-19,419796.44,1369.19,2908.73,418256.9,1787.58,1210.56,17,4654.8,29017.26,-3347.16
GRP07517,2022-01-12,73462.17,4446.04,2427.73,75480.48,8732.97,952.79,63,1498.87,15809.54,2510.72
GRP28201,2018-11-26,273377.85,4911.63,1629.66,276659.82,9687.07,237.37,75,5858.8,21954.71,3205.78
GRP42239,2022-04-03,311816.42,4539.89,643.13,315713.18,5188.58,1427.9,54,6151.78,10110.89,3484.22
GRP93110,2024-12-14,303730.97,4562.91,3751.99,304541.88999999996,4606.35,1452.78,31,2586.27,27712.7,2389.03
GRP08471,2020-01-20,129003.11,2467.83,7284.22,124186.72,8272.95,1604.17,2,7141.54,27454.59,-2331.17
GRP01091,2019-08-15,179950.85,3983.35,8855.45,175078.75,1314.18,1901.39,94,4680.35,17991.56,4602.26
GRP90354,2021-02-28,167334.59,604.72,8337.89,159601.41999999998,9560.87,1280.32,97,8904.83,25225.95,-1554.32
GRP59505,2024-07-04,356141.15,3076.21,3475.69,355741.67000000004,5429.61,773.31,72,9918.16,9539.18,-4615.89
GRP83141,2021-07-18,221669.58,3241.77,7236.38,217674.96999999997,3796.91,512.5,79,8857.1,12203.7,4119.5
GRP30781,2024-03-24,350373.84,1255.64,668.23,350961.25000000006,6274.2,1467.55,51,3075.55,16694.86,3402.76
GRP00430,2025-03-05,251826.76,1433.03,931.54,252328.25,6049.54,941.24,20,7333.32,8719.22,-3950.86
GRP78135,2022-08-14,393624.31,978.94,1663.87,392939.38,2072.24,793.03,20,6634.66,23404.01,3784.57
GRP28992,2018-04-11,450635.67,4069.39,1071.74,453633.32,2115.55,1699.88,60,4999.66,12808.1,3475.3
GRP95505,2021-01-03,452534.58,4561.91,3924.72,453171.77,4084.85,1749.61,14,5087.52,27778.48,2400.37
GRP68878,2024-11-02,263046.42,2913.84,1338.41,264621.85000000003,4975.91,1285.55,100,8758.53,24068.18,-780.4
GRP91822,2022-09-28,31297.66,3918.77,7859.53,27356.9,2109.71,93.56,15,2199.85,5561.35,-4575.41
GRP91822,2019-08-20,18906.83,3585.22,2560.31,19931.74,7354.46,784.11,85,8321.01,10891.54,1661.66
GRP30804,2023-01-20,436916.62,3222.47,526.39,439612.69999999995,2840.52,1237.77,84,7961.44,12891.65,3877.56
GRP02926,2022-03-10,307868.15,1637.35,4397.72,305107.78,7055.4,345.38,81,1061.97,6305.7,-3576.27
GRP06902,2019-09-05,51856.24,2675.8,6398.17,48133.87,6953.0,1368.65,24,5557.23,20921.51,62.61
GRP66031,2021-10-04,397247.89,918.79,3978.14,394188.54,4681.8,640.1,18,1656.9,11508.46,4896.59
GRP84921,2021-08-23,161773.45,4925.91,2871.23,163828.13,5160.9,612.54,89,1234.91,25626.96,3512.0
GRP99588,2018-08-31,292077.15,4268.2,7508.13,288837.22000000003,3286.34,237.29,74,7101.67,28776.8,1427.13
GRP27562,2018-02-16,129541.14,950.45,7980.99,122510.59999999999,1004.58,393.33,54,1914.12,26657.83,-4768.19
GRP47843,2020-11-09,157298.96,699.59,3319.13,154679.41999999998,5244.85,409.42,33,6468.92,26087.08,-923.63
GRP77386,2025-03-13,245793.05,945.98,7662.5,239076.53,4714.86,113.94,5,5644.05,14638.67,97.06
GRP36301,2020-04-07,22631.31,3586.93,9715.77,16502.47,9935.81,1707.76,89,2920.14,15611.1,-3913.81
GRP19033,2025-03-31,81911.6,4912.18,1334.75,85489.03,3711.52,1654.4,34,4442.08,20711.29,-2373.14
GRP46159,2018-08-21,347583.3,4606.51,6765.07,345424.74,2589.83,342.56,9,7183.48,22882.92,-3071.98
GRP49946,2021-05-21,162459.66,3656.94,5856.1,160260.5,9911.27,724.72,86,2151.39,21812.44,369.94
GRP22471,2024-09-26,93166.61,3291.5,5058.82,91399.29000000001,8716.9,1512.95,84,6050.76,7702.29,1920.46
GRP63716,2025-04-12,297216.51,3550.76,8982.55,291784.72000000003,5883.35,287.52,90,9894.19,18176.89,-2559.61
GRP63883,2021-12-18,32646.87,1328.79,2386.66,31588.999999999996,3883.2,924.4,18,6698.92,7732.96,-3136.87
GRP06159,2022-04-22,445447.08,604.27,3770.09,442281.26,6215.55,1820.67,34,4096.74,14155.6,-2270.5
GRP94040,2025-10-10,75165.29,800.78,2291.09,73674.98,9659.81,810.29,33,8117.06,17370.12,4554.54
GRP32676,2022-11-02,12574.31,3416.29,3417.82,12572.779999999999,2495.0,1897.99,17,3299.37,29381.2,-3021.64
GRP65721,2023-03-06,489619.56,2049.03,4336.51,487332.08,8796.73,319.36,52,9056.21,28645.81,1483.61
GRP32170,2024-04-30,42725.7,4130.72,1671.21,45185.21,1098.17,1754.99,40,2621.1,15342.89,3859.91
GRP88831,2023-09-20,177235.96,4784.33,5773.47,176246.81999999998,6827.69,880.44,70,7022.88,23172.29,-1905.58
GRP62449,2020-03-15,195399.65,1968.26,8933.72,188434.19,9506.7,267.75,89,7925.16,14437.1,596.91
GRP09615,2021-11-05,353837.19,965.25,923.14,353879.3,2207.12,978.15,51,1052.14,20136.88,-694.22
GRP88095,2022-12-26,327545.49,1924.02,1157.28,328312.23,8956.72,1213.79,29,5782.69,21661.79,2309.51
