region_econ_id,region_id,year,gdp_usd_billion,unemployment_rate_pct,avg_household_income_usd,population_growth_rate_pct,business_growth_index,data_source_references
RE-7fbddcb4,R-e282e6cf,2018,162.11,8.26,65108.58,0.31,7.12,['EconData_bring']
RE-fed6ff1e,R-e282e6cf,2019,1553.28,19.63,14734.7,1.35,0.81,['EconData_white']
RE-59a46b52,R-e282e6cf,2020,1000.87,14.54,27711.1,3.3,5.83,['EconData_couple']
RE-21d8a3d9,R-e282e6cf,2021,1195.81,4.57,88662.31,0.54,0.66,['EconData_truth']
RE-7f1558d7,R-e282e6cf,2022,1297.92,19.84,108219.91,0.06,9.34,['EconData_realize']
RE-6a25be18,R-e282e6cf,2023,1930.93,1.02,55599.6,0.97,2.96,['EconData_join']
RE-612554ff,R-e282e6cf,2024,253.08,6.92,49665.9,0.42,5.96,['EconData_stop']
RE-26cc8466,R-f55e167e,2018,502.23,5.42,20103.23,2.14,0.88,['EconData_recognize']
RE-391374b8,R-f55e167e,2019,1253.43,2.53,22614.02,2.33,1.14,['EconData_fact']
RE-2c1df242,R-f55e167e,2020,1243.87,18.48,89044.76,3.2,6.56,['EconData_account']
RE-f7e97ed1,R-f55e167e,2021,753.5,4.08,109921.76,0.56,6.46,['EconData_agree']
RE-298677b1,R-f55e167e,2022,1817.79,14.44,30185.13,0.82,0.11,['EconData_option']
RE-0072c2d4,R-f55e167e,2023,1870.21,4.37,97837.61,1.0,0.02,['EconData_picture']
RE-5d8f9656,R-f55e167e,2024,908.6,4.57,73112.13,0.56,8.25,['EconData_serve']
RE-1722fe4f,R-a4e1139f,2018,1867.44,18.4,22722.7,3.65,2.56,['EconData_defense']
RE-9aaa605a,R-a4e1139f,2019,1957.0,21.36,10263.01,2.45,0.23,['EconData_only']
RE-92cb43ca,R-a4e1139f,2020,1037.11,17.64,35132.09,1.93,1.7,['EconData_realize']
RE-4531be1b,R-a4e1139f,2021,318.65,7.42,64698.13,3.32,5.56,['EconData_like']
RE-59c7f1b0,R-a4e1139f,2022,1399.58,0.68,24962.52,2.75,2.22,['EconData_have']
RE-5b422e72,R-a4e1139f,2023,1102.26,5.91,51298.89,0.79,4.48,['EconData_fund']
RE-4a11353e,R-a4e1139f,2024,855.49,4.35,100171.15,2.53,0.14,['EconData_price']
RE-0a49232d,R-3f3c5eeb,2018,1964.07,22.86,78928.92,3.18,6.58,['EconData_student']
RE-b323cf1a,R-3f3c5eeb,2019,691.42,22.33,111370.51,0.51,7.99,['EconData_officer']
RE-81962886,R-3f3c5eeb,2020,443.69,8.16,60824.64,1.2,9.03,['EconData_production']
RE-2c20c7af,R-3f3c5eeb,2021,395.36,3.91,17084.71,0.72,2.34,['EconData_star']
RE-8c01acb5,R-3f3c5eeb,2022,706.55,17.6,66171.21,0.49,0.14,['EconData_information']
RE-220d6e30,R-3f3c5eeb,2023,760.67,19.4,83126.87,1.37,4.74,['EconData_write']
RE-0855e88a,R-3f3c5eeb,2024,391.51,9.7,61052.45,3.07,9.23,['EconData_occur']
RE-e0546fb0,R-d97ca312,2018,1590.09,2.81,17775.12,3.29,6.96,['EconData_threat']
RE-b4696017,R-d97ca312,2019,1660.47,22.89,111186.36,3.69,1.63,['EconData_ask']
RE-7e13561f,R-d97ca312,2020,220.7,20.89,117921.42,1.83,6.83,['EconData_increase']
RE-664aad3d,R-d97ca312,2021,1910.41,3.51,48336.81,0.49,5.52,['EconData_response']
RE-2ccf75cc,R-d97ca312,2022,1847.27,24.59,59013.31,1.09,1.11,['EconData_into']
RE-f957d657,R-d97ca312,2023,353.21,4.73,18581.56,0.54,0.93,['EconData_language']
RE-895f44b2,R-d97ca312,2024,1931.84,17.97,63785.06,0.28,5.72,['EconData_speech']
RE-19d5db00,R-1c1634d2,2018,1349.28,23.38,27796.85,2.29,9.94,['EconData_fact']
RE-16422165,R-1c1634d2,2019,986.49,9.99,72559.96,3.54,6.31,['EconData_debate']
RE-386a994e,R-1c1634d2,2020,1306.92,24.79,74629.65,0.04,2.39,['EconData_all']
RE-19048b57,R-1c1634d2,2021,1443.18,6.91,26562.3,2.99,4.41,['EconData_land']
RE-63ad2148,R-1c1634d2,2022,1883.79,19.42,115671.84,2.01,3.2,['EconData_listen']
RE-bb7ae354,R-1c1634d2,2023,758.74,15.87,65482.79,0.95,4.47,['EconData_daughter']
RE-f0730b03,R-1c1634d2,2024,1492.36,21.72,11592.18,1.09,9.09,['EconData_name']
RE-b5f2b72b,R-72e510a5,2018,1330.3,20.32,34635.41,1.69,2.08,['EconData_mention']
RE-8d99d019,R-72e510a5,2019,73.36,22.32,23396.93,2.27,3.17,['EconData_former']
RE-4b997c92,R-72e510a5,2020,1932.06,7.89,55013.28,2.93,2.36,['EconData_amount']
RE-4d7a9d75,R-72e510a5,2021,1072.9,2.79,59594.1,1.56,9.72,['EconData_church']
RE-4449e10e,R-72e510a5,2022,417.75,22.32,35685.63,0.99,4.06,['EconData_me']
RE-aa8d7192,R-72e510a5,2023,1959.25,5.26,38930.39,3.83,4.46,['EconData_thousand']
RE-d48da5bf,R-72e510a5,2024,335.44,23.0,69825.75,2.41,9.98,['EconData_water']
RE-c288de3f,R-a34be3f2,2018,1222.61,16.45,72226.18,1.97,0.5,['EconData_office']
RE-797df66a,R-a34be3f2,2019,1583.07,12.45,34261.86,2.25,3.57,['EconData_leg']
RE-8a68999e,R-a34be3f2,2020,731.82,14.95,113310.29,2.41,4.04,['EconData_put']
RE-2e6246c3,R-a34be3f2,2021,543.96,20.99,61110.48,1.94,5.13,['EconData_there']
RE-471eeb79,R-a34be3f2,2022,748.22,18.11,107797.33,1.51,6.28,['EconData_data']
RE-9c76c88c,R-a34be3f2,2023,1047.46,1.1,51222.94,1.1,7.0,['EconData_travel']
RE-dc919267,R-a34be3f2,2024,82.91,8.12,38386.61,2.43,5.41,['EconData_improve']
RE-a978f624,R-9bee74a6,2018,632.62,3.2,32887.98,3.04,8.3,['EconData_common']
RE-da2f2a67,R-9bee74a6,2019,933.59,19.08,81425.26,0.25,1.78,['EconData_source']
RE-6eb1977b,R-9bee74a6,2020,835.44,8.57,100728.01,2.79,1.24,['EconData_thought']
RE-d80e95fd,R-9bee74a6,2021,1267.01,12.13,118200.23,0.61,4.23,['EconData_beyond']
RE-dba49fa5,R-9bee74a6,2022,1198.28,2.85,86304.59,1.35,7.93,['EconData_often']
RE-1d6a2935,R-9bee74a6,2023,1476.6,6.25,107775.98,0.79,6.88,['EconData_find']
RE-a15e3a61,R-9bee74a6,2024,1782.5,17.03,53853.33,1.39,1.45,['EconData_Mrs']
RE-985efb2e,R-2090c570,2018,267.85,7.63,100572.42,1.8,9.98,['EconData_avoid']
RE-926f2cb5,R-2090c570,2019,1658.7,6.48,21742.88,3.46,7.49,['EconData_list']
RE-8cd4038b,R-2090c570,2020,1953.15,19.23,42175.82,3.32,6.33,['EconData_low']
RE-d291c4fc,R-2090c570,2021,88.47,19.59,117045.61,2.79,3.68,['EconData_week']
RE-247c0f10,R-2090c570,2022,1246.13,0.44,11867.37,3.92,7.1,['EconData_tough']
RE-e0615ca7,R-2090c570,2023,485.46,13.87,44374.92,2.97,4.27,['EconData_even']
RE-7202ef02,R-2090c570,2024,1248.7,24.09,55503.14,3.24,7.24,['EconData_go']
RE-6a0222aa,R-e222d274,2018,1307.83,21.05,34394.94,1.3,5.69,['EconData_friend']
RE-fb80b987,R-e222d274,2019,564.89,21.66,48946.82,1.42,6.77,['EconData_theory']
RE-43e33cf2,R-e222d274,2020,868.26,9.91,32041.47,0.03,8.6,['EconData_news']
RE-af04c7d6,R-e222d274,2021,564.99,13.63,65248.12,2.62,4.3,['EconData_fill']
RE-9ba2a37d,R-e222d274,2022,1658.09,16.88,31235.24,1.8,4.53,['EconData_week']
RE-a950813a,R-e222d274,2023,1752.53,7.17,66406.96,0.48,1.92,['EconData_operation']
RE-4e5926b9,R-e222d274,2024,1984.14,22.84,50768.56,0.65,2.47,['EconData_since']
RE-c3379d5d,R-6ae37671,2018,369.65,14.4,77966.03,0.5,0.89,['EconData_type']
RE-5b202c32,R-6ae37671,2019,1591.99,20.96,91241.01,3.47,2.89,['EconData_strategy']
RE-95157b22,R-6ae37671,2020,155.8,22.2,15206.56,1.48,3.78,['EconData_per']
RE-9d4eee70,R-6ae37671,2021,722.42,6.72,23889.95,3.31,1.85,['EconData_by']
RE-2aba441f,R-6ae37671,2022,838.23,9.74,86065.53,2.97,4.36,['EconData_beautiful']
RE-9934b95b,R-6ae37671,2023,936.03,8.96,92134.63,0.52,7.61,['EconData_kind']
RE-ad91569e,R-6ae37671,2024,1302.86,18.13,41011.44,2.68,2.63,['EconData_human']
RE-205fae74,R-e6646cf5,2018,1633.12,10.77,72960.74,1.88,6.22,['EconData_book']
RE-29206506,R-e6646cf5,2019,1629.18,20.04,13063.11,3.88,2.52,['EconData_member']
RE-08d7d49b,R-e6646cf5,2020,890.5,9.73,56939.66,3.3,6.16,['EconData_effect']
RE-e75b3bd1,R-e6646cf5,2021,916.14,7.9,13050.18,2.87,5.11,['EconData_rate']
RE-3609cb25,R-e6646cf5,2022,502.72,3.87,76931.12,2.96,4.33,['EconData_fact']
RE-c3ef72b5,R-e6646cf5,2023,1485.26,9.46,117076.85,2.24,1.42,['EconData_school']
RE-a24f251c,R-e6646cf5,2024,1775.74,19.78,37282.14,0.12,4.66,['EconData_social']
RE-187f502b,R-fe09548a,2018,357.41,21.42,63885.51,3.64,8.28,['EconData_mind']
RE-afdbda55,R-fe09548a,2019,215.26,9.08,113370.53,3.34,5.71,['EconData_film']
RE-d850ee75,R-fe09548a,2020,1613.97,4.45,10191.25,3.55,7.08,['EconData_could']
RE-b34d0868,R-fe09548a,2021,1298.68,4.61,113524.35,0.23,1.43,['EconData_cultural']
RE-dac74368,R-fe09548a,2022,478.98,9.49,76127.51,1.84,5.96,['EconData_sure']
RE-524a02b9,R-fe09548a,2023,619.85,1.36,34403.24,3.24,9.22,['EconData_back']
RE-b4729788,R-fe09548a,2024,646.33,9.71,48493.78,3.82,3.67,['EconData_particularly']
RE-c0e57781,R-e2bbab4e,2018,1205.44,18.29,81544.39,2.61,6.28,['EconData_play']
RE-de1ce790,R-e2bbab4e,2019,285.81,6.87,59490.16,2.27,2.76,['EconData_available']
RE-3d8beb7e,R-e2bbab4e,2020,670.36,10.85,70940.36,2.73,9.81,['EconData_fight']
RE-c6a77266,R-e2bbab4e,2021,1597.06,11.42,21396.2,1.66,7.92,['EconData_debate']
RE-aa7b8ef1,R-e2bbab4e,2022,539.83,17.44,110388.23,2.34,3.11,['EconData_billion']
RE-fc11073d,R-e2bbab4e,2023,420.77,7.11,81335.63,3.64,9.76,['EconData_her']
RE-79e137f2,R-e2bbab4e,2024,325.0,13.32,54190.23,2.45,5.62,['EconData_TV']
RE-452fca63,R-447ea33f,2018,1639.44,0.42,81182.26,0.33,0.09,['EconData_who']
RE-496bffc1,R-447ea33f,2019,1480.87,6.85,57212.63,2.18,7.2,['EconData_ability']
RE-04d0c8cd,R-447ea33f,2020,1728.96,1.61,33111.46,1.08,9.27,['EconData_represent']
RE-b21f86c0,R-447ea33f,2021,1605.51,2.58,53713.74,2.0,1.64,['EconData_own']
RE-9cf607d4,R-447ea33f,2022,1198.26,13.52,42234.47,1.7,0.81,['EconData_less']
RE-19160ee6,R-447ea33f,2023,1995.24,16.92,118934.86,0.41,7.97,['EconData_any']
RE-955fae28,R-447ea33f,2024,260.07,22.96,49273.65,1.53,3.82,['EconData_yourself']
RE-b57fa15d,R-a1854a63,2018,1702.04,5.84,98025.48,1.67,0.88,['EconData_meet']
RE-e5afdd12,R-a1854a63,2019,1363.19,1.39,94257.66,3.07,9.67,['EconData_box']
RE-4f2b8ca3,R-a1854a63,2020,1489.7,9.5,65421.8,2.57,4.7,['EconData_provide']
RE-b0f3123e,R-a1854a63,2021,354.12,18.63,76221.72,3.31,6.34,['EconData_size']
RE-9021c7c8,R-a1854a63,2022,862.63,22.0,45631.3,0.14,1.7,['EconData_another']
RE-179d88d0,R-a1854a63,2023,1962.72,1.3,101512.69,3.22,6.26,['EconData_class']
RE-1f19f457,R-a1854a63,2024,572.97,22.13,95021.44,0.28,4.62,['EconData_pull']
RE-52590c1a,R-fe784be1,2018,1707.1,22.56,80163.99,1.0,5.61,['EconData_among']
RE-6a220ccf,R-fe784be1,2019,1412.25,12.25,48163.77,1.96,7.3,['EconData_south']
RE-b4796467,R-fe784be1,2020,438.32,2.34,30445.9,3.57,9.97,['EconData_clearly']
RE-0970c3e0,R-fe784be1,2021,854.25,14.44,119504.33,2.56,5.77,['EconData_quickly']
RE-9e11f5b1,R-fe784be1,2022,1970.93,7.71,54194.62,3.97,7.83,['EconData_state']
RE-6ff449ea,R-fe784be1,2023,686.72,21.12,116067.89,1.13,1.85,['EconData_director']
RE-2198bd8e,R-fe784be1,2024,1443.05,8.85,45882.66,0.93,7.11,['EconData_feel']
RE-4c7dff6a,R-9b4cc068,2018,1727.64,12.86,40162.08,0.62,6.72,['EconData_policy']
RE-0500e483,R-9b4cc068,2019,208.3,23.25,76360.92,3.55,2.39,['EconData_could']
RE-9f4e288b,R-9b4cc068,2020,149.82,5.76,62177.46,1.23,8.76,['EconData_himself']
RE-206ebe0f,R-9b4cc068,2021,985.46,13.53,95116.85,0.18,4.4,['EconData_amount']
RE-45596ab1,R-9b4cc068,2022,808.18,17.19,112743.63,3.71,2.25,['EconData_population']
RE-4de8b1c0,R-9b4cc068,2023,881.96,2.7,27446.24,2.03,0.52,['EconData_rule']
RE-a3df5b78,R-9b4cc068,2024,267.18,15.03,79539.99,0.2,7.51,['EconData_interesting']
RE-406fc6f0,R-ce28b50c,2018,157.25,19.96,43098.36,0.67,2.99,['EconData_beautiful']
RE-6a7a0ce9,R-ce28b50c,2019,524.69,7.41,95136.9,1.3,2.7,['EconData_often']
RE-b5e7f7fd,R-ce28b50c,2020,961.22,10.21,117609.67,2.81,2.73,['EconData_drive']
RE-6b84951d,R-ce28b50c,2021,830.58,9.88,76956.47,3.87,5.43,['EconData_then']
RE-2ced1221,R-ce28b50c,2022,1630.18,22.67,108221.96,3.71,5.3,['EconData_affect']
RE-fa1e4b1b,R-ce28b50c,2023,1819.62,22.6,56507.7,1.17,7.42,['EconData_during']
RE-9808b113,R-ce28b50c,2024,532.99,17.22,37114.97,3.5,7.03,['EconData_time']
RE-8efa2fb5,R-4b5a3d95,2018,1246.21,6.17,42371.9,3.69,3.19,['EconData_Mrs']
RE-6e91b733,R-4b5a3d95,2019,337.76,10.97,34388.55,3.02,5.11,['EconData_yard']
RE-304ab09d,R-4b5a3d95,2020,1507.83,17.42,22362.36,1.55,6.28,['EconData_join']
RE-9bd31cfb,R-4b5a3d95,2021,1249.64,20.16,12637.98,3.95,4.38,['EconData_consumer']
RE-2b81c9e7,R-4b5a3d95,2022,1866.63,10.44,33257.62,3.57,1.18,['EconData_official']
RE-cb4ac669,R-4b5a3d95,2023,1006.76,15.24,11266.08,0.34,1.38,['EconData_party']
RE-0441908b,R-4b5a3d95,2024,332.29,5.47,102353.35,1.06,0.8,['EconData_opportunity']
RE-a95361d3,R-b61ac128,2018,928.06,5.93,77118.78,2.23,4.39,['EconData_by']
RE-5c13f442,R-b61ac128,2019,547.43,14.88,32033.28,1.74,6.79,['EconData_today']
RE-d295187f,R-b61ac128,2020,1552.24,10.99,33870.15,1.12,0.63,['EconData_thus']
RE-e2dda7e1,R-b61ac128,2021,243.03,0.22,95603.1,2.98,8.27,['EconData_option']
RE-1e15e9f5,R-b61ac128,2022,1781.93,11.41,69100.0,0.53,3.98,['EconData_possible']
RE-2d2165e8,R-b61ac128,2023,1729.57,4.9,34790.28,0.86,1.33,['EconData_several']
RE-c388975a,R-b61ac128,2024,1379.17,6.28,14979.89,0.36,6.08,['EconData_poor']
RE-9d98e0b4,R-1953cdb6,2018,1871.49,16.5,101790.5,1.89,0.8,['EconData_PM']
RE-6d8e9c72,R-1953cdb6,2019,1621.56,22.55,47496.27,0.44,5.7,['EconData_some']
RE-16ea6631,R-1953cdb6,2020,943.93,8.28,68686.15,3.34,6.9,['EconData_during']
RE-07dc7eee,R-1953cdb6,2021,1180.6,3.34,83694.54,2.07,2.8,['EconData_collection']
RE-bc0dddfc,R-1953cdb6,2022,309.03,4.5,110686.68,0.53,4.92,['EconData_off']
RE-4794c573,R-1953cdb6,2023,508.06,21.8,94921.13,3.85,7.22,['EconData_who']
RE-92bbae99,R-1953cdb6,2024,1907.11,3.66,95245.58,2.94,2.98,['EconData_establish']
RE-abf6e7c8,R-51695fe3,2018,1679.91,4.15,47333.52,2.13,9.67,['EconData_tonight']
RE-2c80f062,R-51695fe3,2019,683.38,12.02,94893.49,1.02,9.92,['EconData_and']
RE-4d093d2b,R-51695fe3,2020,1449.68,8.94,107283.37,1.52,2.67,['EconData_tend']
RE-eecb8dfe,R-51695fe3,2021,1130.6,19.14,47236.13,3.3,5.41,['EconData_around']
RE-135fab61,R-51695fe3,2022,233.82,0.36,108175.77,1.08,1.13,['EconData_television']
RE-c646d1eb,R-51695fe3,2023,1489.48,17.37,53043.42,1.02,9.19,['EconData_major']
RE-77219f99,R-51695fe3,2024,654.7,6.28,16561.18,3.9,5.27,['EconData_music']
RE-5fba1ef2,R-076162ca,2018,556.32,17.22,93347.34,3.37,5.94,['EconData_three']
RE-ac5d0011,R-076162ca,2019,1865.92,5.02,95876.95,0.79,4.6,['EconData_chair']
RE-1638f165,R-076162ca,2020,1990.88,24.16,23857.06,3.45,5.56,['EconData_join']
RE-207bc009,R-076162ca,2021,1388.25,14.13,57646.54,1.96,5.41,['EconData_total']
RE-c5eec739,R-076162ca,2022,1703.32,13.43,44666.64,0.43,1.42,['EconData_red']
RE-e1b8e843,R-076162ca,2023,647.9,5.57,102675.8,3.85,9.23,['EconData_public']
RE-ac530bf2,R-076162ca,2024,1110.42,20.1,30498.85,2.0,9.82,['EconData_policy']
RE-f3613042,R-6094a8aa,2018,795.38,24.37,49140.95,2.94,0.77,['EconData_detail']
RE-0ac1ce66,R-6094a8aa,2019,1660.45,19.32,28013.86,0.26,3.79,['EconData_bad']
RE-84d90a36,R-6094a8aa,2020,1122.97,1.49,94369.25,3.14,4.13,['EconData_respond']
RE-42841695,R-6094a8aa,2021,1953.21,10.11,98506.63,1.56,9.9,['EconData_direction']
RE-235eb620,R-6094a8aa,2022,1997.12,0.09,60020.45,1.03,1.78,['EconData_conference']
RE-2cca3136,R-6094a8aa,2023,393.27,16.91,101317.76,3.03,1.81,['EconData_stuff']
RE-78ec8302,R-6094a8aa,2024,1233.59,18.59,47750.96,1.61,0.11,['EconData_throughout']
RE-b7d3fc4b,R-1b217dab,2018,809.68,3.86,10835.32,0.13,8.36,['EconData_evening']
RE-bc55c2ee,R-1b217dab,2019,503.09,21.36,62555.34,1.22,3.0,['EconData_still']
RE-f6350b82,R-1b217dab,2020,391.73,12.43,53441.86,3.88,3.48,['EconData_book']
RE-afb00b06,R-1b217dab,2021,1671.18,0.19,116788.82,3.65,0.56,['EconData_whatever']
RE-1bac51b5,R-1b217dab,2022,1955.69,20.61,48539.36,3.13,9.01,['EconData_perform']
RE-5f72416f,R-1b217dab,2023,242.62,15.95,85480.17,0.58,4.24,['EconData_student']
RE-19be86f1,R-1b217dab,2024,1696.75,18.55,13434.17,1.68,0.05,['EconData_bill']
RE-d817cfe0,R-f0956139,2018,1816.54,2.83,97288.62,3.8,8.58,['EconData_artist']
RE-c860c658,R-f0956139,2019,65.38,15.07,104667.54,3.8,3.9,['EconData_pull']
RE-e548d3de,R-f0956139,2020,334.29,13.77,79130.09,2.86,2.8,['EconData_approach']
RE-4bf040e1,R-f0956139,2021,1797.97,17.55,32938.08,3.58,6.68,['EconData_responsibility']
RE-6b2adffa,R-f0956139,2022,716.55,12.48,66172.62,1.41,4.12,['EconData_until']
RE-dc43095c,R-f0956139,2023,1707.23,17.2,97626.82,3.64,3.11,['EconData_cost']
RE-69cf8891,R-f0956139,2024,83.86,6.87,100954.32,0.31,8.07,['EconData_career']
RE-60c0c331,R-7788a8a0,2018,517.8,21.29,13537.1,0.0,5.5,['EconData_too']
RE-b19532ae,R-7788a8a0,2019,1232.12,21.19,68405.93,2.82,3.83,['EconData_hair']
RE-13c3134e,R-7788a8a0,2020,1754.59,21.67,99270.24,3.52,1.06,['EconData_people']
RE-4044d43b,R-7788a8a0,2021,1206.09,24.08,38886.66,0.39,8.94,['EconData_role']
RE-0ed6a599,R-7788a8a0,2022,304.04,12.38,42343.3,3.21,7.43,['EconData_bill']
RE-bd9348d4,R-7788a8a0,2023,391.05,12.8,82049.76,0.03,8.6,['EconData_keep']
RE-607f8382,R-7788a8a0,2024,659.94,14.73,92341.9,1.55,3.75,['EconData_door']
RE-c3ff125c,R-aff39deb,2018,108.18,11.63,45859.41,2.47,6.58,['EconData_development']
RE-43d88fdf,R-aff39deb,2019,1065.64,15.07,28611.12,2.84,1.01,['EconData_time']
RE-a6753b1e,R-aff39deb,2020,807.36,7.89,20435.33,1.04,0.8,['EconData_scene']
RE-eefb768e,R-aff39deb,2021,1930.64,18.16,36092.72,2.95,9.49,['EconData_ever']
RE-dad6a796,R-aff39deb,2022,1480.72,11.35,112616.51,2.36,0.4,['EconData_great']
RE-bb026abd,R-aff39deb,2023,1237.98,22.84,106860.61,1.31,8.69,['EconData_development']
RE-ac441f0a,R-aff39deb,2024,1803.19,20.01,55059.39,3.36,1.01,['EconData_smile']
RE-1073b6f2,R-0d35953a,2018,716.51,14.03,64746.75,1.05,8.7,['EconData_fire']
RE-166a6b26,R-0d35953a,2019,743.27,19.69,98890.01,1.64,7.56,['EconData_cover']
RE-864301ba,R-0d35953a,2020,824.8,1.03,98778.69,1.77,2.96,['EconData_push']
RE-a3ee2963,R-0d35953a,2021,344.44,15.67,37551.41,1.57,7.63,['EconData_break']
RE-1239d6a5,R-0d35953a,2022,319.33,8.89,49314.38,2.51,4.21,['EconData_after']
RE-ccb9c849,R-0d35953a,2023,1491.53,3.07,71095.91,2.98,3.32,['EconData_hour']
RE-4588f7b5,R-0d35953a,2024,664.12,5.76,86123.86,1.95,2.66,['EconData_hope']
RE-e1fc5158,R-2b0c43b2,2018,610.84,13.06,105382.43,1.78,7.54,['EconData_number']
RE-95069ad3,R-2b0c43b2,2019,1826.35,19.93,94048.19,1.65,9.2,['EconData_same']
RE-99f7c13b,R-2b0c43b2,2020,1964.42,13.81,27224.31,1.1,5.82,['EconData_usually']
RE-004c35ef,R-2b0c43b2,2021,573.07,10.87,33581.59,1.99,3.04,['EconData_plan']
RE-95bcb6a1,R-2b0c43b2,2022,428.68,24.85,60514.98,2.25,0.88,['EconData_trip']
RE-234c279b,R-2b0c43b2,2023,1091.87,17.5,80985.24,2.51,1.4,['EconData_boy']
RE-8678ab6f,R-2b0c43b2,2024,1443.01,6.97,41115.04,2.27,1.11,['EconData_avoid']
RE-7cb0e08e,R-c23c25b5,2018,1764.88,20.47,44588.75,1.32,7.26,['EconData_popular']
RE-be148cba,R-c23c25b5,2019,1022.77,2.73,101283.61,2.95,4.43,['EconData_night']
RE-f1da6fa2,R-c23c25b5,2020,840.75,15.58,39913.0,1.93,5.64,['EconData_east']
RE-9775aff0,R-c23c25b5,2021,401.43,22.49,106440.52,1.11,1.65,['EconData_can']
RE-5211b769,R-c23c25b5,2022,89.31,9.54,53351.04,2.4,5.88,['EconData_animal']
RE-574b999a,R-c23c25b5,2023,978.8,1.28,95539.87,0.0,1.37,['EconData_wear']
RE-649829bf,R-c23c25b5,2024,471.21,16.24,74175.03,0.15,3.99,['EconData_write']
RE-77e87cbc,R-2c775d9d,2018,829.84,1.84,81287.95,2.99,6.01,['EconData_type']
RE-2b38cd30,R-2c775d9d,2019,1618.92,20.45,85632.2,1.16,2.41,['EconData_dream']
RE-c1a965c6,R-2c775d9d,2020,412.91,15.95,51343.46,3.94,8.22,['EconData_arm']
RE-1bb54564,R-2c775d9d,2021,1204.25,2.81,72171.67,1.36,5.61,['EconData_small']
RE-9fa6a613,R-2c775d9d,2022,1940.71,14.76,51600.42,3.21,2.7,['EconData_reveal']
RE-80a81b94,R-2c775d9d,2023,452.49,15.39,49604.28,1.03,3.32,['EconData_heavy']
RE-4f9f1dab,R-2c775d9d,2024,1384.49,8.8,46849.67,1.29,0.93,['EconData_church']
RE-bb0a970a,R-2d90a8d6,2018,1693.63,1.49,69391.54,0.68,1.28,['EconData_statement']
RE-e656befc,R-2d90a8d6,2019,578.43,23.57,15967.82,1.6,5.47,['EconData_local']
RE-788d3f03,R-2d90a8d6,2020,1233.09,9.24,65885.31,2.42,3.45,['EconData_again']
RE-e0cef6af,R-2d90a8d6,2021,426.18,20.68,47715.66,2.53,8.79,['EconData_degree']
RE-c46dea0f,R-2d90a8d6,2022,1024.72,19.63,65252.69,2.13,5.75,['EconData_entire']
RE-1e92d282,R-2d90a8d6,2023,883.55,17.32,62708.54,0.06,6.45,['EconData_especially']
RE-f0d19fb9,R-2d90a8d6,2024,901.36,17.14,28569.15,3.82,7.36,['EconData_show']
RE-283bfcb9,R-8edebe1e,2018,1662.9,19.94,22705.56,0.74,3.2,['EconData_available']
RE-75f90515,R-8edebe1e,2019,1476.4,17.74,81909.91,1.1,2.74,['EconData_nor']
RE-02f6425c,R-8edebe1e,2020,1073.51,20.51,32003.72,0.5,0.46,['EconData_pull']
RE-f975f87f,R-8edebe1e,2021,902.31,15.8,80402.5,1.9,8.93,['EconData_eye']
RE-7e3f9f9e,R-8edebe1e,2022,1947.54,21.88,39591.47,2.22,8.8,['EconData_follow']
RE-d2b9f92c,R-8edebe1e,2023,224.45,1.25,78043.6,0.64,4.64,['EconData_special']
RE-6aebe6ff,R-8edebe1e,2024,1709.73,6.79,71878.68,2.21,0.32,['EconData_art']
RE-2981ffab,R-4242b0c7,2018,894.66,23.74,119260.17,1.33,7.21,['EconData_section']
RE-de5dfc70,R-4242b0c7,2019,1332.33,18.08,103692.24,3.12,7.0,['EconData_first']
RE-5ffd3ec8,R-4242b0c7,2020,1476.49,15.77,64786.98,3.65,4.85,['EconData_develop']
RE-1d6f13b2,R-4242b0c7,2021,430.96,15.83,15730.49,1.2,4.89,['EconData_Mrs']
RE-d1c64168,R-4242b0c7,2022,1243.98,3.98,68920.07,0.78,6.33,['EconData_score']
RE-fb06f427,R-4242b0c7,2023,533.41,3.41,69874.04,2.38,7.66,['EconData_account']
RE-23f7590f,R-4242b0c7,2024,1798.81,22.52,14361.09,0.81,1.56,['EconData_model']
RE-67b2e495,R-9d9d23ed,2018,1578.23,2.95,52700.91,1.48,7.65,['EconData_watch']
RE-80cf4341,R-9d9d23ed,2019,1065.65,12.13,19853.65,3.96,5.56,['EconData_value']
RE-1bbffe5c,R-9d9d23ed,2020,1835.55,1.23,40852.7,0.73,0.24,['EconData_hear']
RE-18e07af9,R-9d9d23ed,2021,1953.72,20.94,24390.48,3.44,8.66,['EconData_her']
RE-19b72f2d,R-9d9d23ed,2022,458.72,20.18,18768.53,0.24,8.67,['EconData_we']
RE-f1d24da3,R-9d9d23ed,2023,1720.12,8.72,72975.7,1.83,4.46,['EconData_explain']
RE-415c4774,R-9d9d23ed,2024,1869.96,16.66,73684.45,1.77,1.79,['EconData_sister']
RE-a21d9475,R-27300e23,2018,1407.98,5.96,65371.96,0.82,4.08,['EconData_star']
RE-458d0002,R-27300e23,2019,775.77,6.26,77078.85,0.94,4.16,['EconData_also']
RE-8fe46a26,R-27300e23,2020,421.27,18.37,76515.73,3.81,4.91,['EconData_go']
RE-84a18485,R-27300e23,2021,1989.05,3.22,14242.12,0.56,1.82,['EconData_source']
RE-114d3fb7,R-27300e23,2022,1583.84,24.77,53286.35,2.51,7.82,['EconData_professor']
