region_id,name,country,sub_region,population,major_metropolitan_areas,energy_regulatory_body,data_source_references
R-4eb36be8,Floresport,Aruba,Virginia,5285949,['North Melindaville'],RegBody_research,['Source_such']
R-4120a0eb,Lake John,China,Oklahoma,5552654,['West Anita'],RegBody_maintain,['Source_each']
R-4e118f5e,Sotoburgh,Northern Mariana Islands,Texas,13934304,['Fosterborough'],RegBody_listen,['Source_person']
R-e98cb698,Priceborough,Costa Rica,Louisiana,6118345,"['New Cristianside', 'West Mark', 'Wilsonfort']",RegBody_news,['Source_purpose']
R-7f327363,Candicefurt,Namibia,Delaware,11246294,"['Michaelmouth', 'Port Emily']",RegBody_such,['Source_finish']
R-84354dbc,Lake Dennisville,Dominican Republic,Maryland,8427110,"['East Nathanielberg', 'Barnesberg']",RegBody_paper,['Source_identify']
R-298a07cc,Lopezside,Puerto Rico,Tennessee,5441793,"['New Garrett', 'Donaldmouth', 'Harveystad']",RegBody_act,['Source_memory']
R-6a9a6ee6,East Lisa,Monaco,North Carolina,3727087,"['Ortizfort', 'Mckinneymouth']",RegBody_middle,['Source_computer']
R-938965bd,New Anthonybury,French Guiana,Arizona,1399382,"['Jeffreyport', 'Port Stephen']",RegBody_situation,['Source_spring']
R-f927c946,Dunnville,Montserrat,Delaware,7563637,['Kimberlystad'],RegBody_occur,['Source_test']
R-83b5cfd9,Port Jenniferside,Cuba,Nevada,15545213,"['Lake Mariabury', 'Nancyton']",RegBody_listen,['Source_everyone']
R-ad9ae01f,Michelleland,Kazakhstan,Delaware,10340506,['East Lisa'],RegBody_per,['Source_risk']
R-56060eed,Michellechester,Chad,South Carolina,7580073,['Port Jamie'],RegBody_design,['Source_support']
R-81cd47bb,New Michaelview,Nepal,Ohio,6580360,"['West Tiffany', 'Keithview']",RegBody_toward,['Source_my']
R-e1eef3ca,East Sydneychester,Uruguay,Arkansas,11114643,"['Michelleberg', 'East Dustin']",RegBody_fund,['Source_them']
R-bb95149a,Port Megan,India,New York,2429373,"['New Cynthia', 'Brooksland']",RegBody_property,['Source_study']
R-5115e4af,South Zacharyview,Puerto Rico,Mississippi,11882508,"['Clementsmouth', 'Port Kimland', 'Reidstad']",RegBody_to,['Source_at']
R-5d5b3111,Robinsonchester,Sweden,Indiana,17192818,"['Adamsport', 'Amyberg']",RegBody_others,['Source_together']
R-f0a1db56,Kramerton,Aruba,Connecticut,18092414,"['Smithburgh', 'Bryantchester']",RegBody_degree,['Source_risk']
R-4f32dc0d,Lake Kevin,Tunisia,Louisiana,1026120,['Lake Michaelland'],RegBody_hot,['Source_red']
R-ad28c90d,North Randy,Gambia,Washington,8864927,['South Diana'],RegBody_score,['Source_beyond']
R-2ad93402,East Thomasberg,Nauru,Iowa,19581358,"['Smithmouth', 'Port Robertberg']",RegBody_mean,['Source_avoid']
R-1e6df174,South Christopher,Sri Lanka,Connecticut,1383698,['West Michaelport'],RegBody_certain,['Source_idea']
R-79df3c01,Lake Victoria,Cambodia,California,14681540,"['New Debramouth', 'Jenniferberg']",RegBody_wide,['Source_its']
R-2d78eabe,Heathland,Ukraine,Connecticut,10625264,"['Port David', 'Bellchester']",RegBody_forward,['Source_strong']
R-8c2f2abb,East Joshua,Belize,Kansas,17260510,['Kimberlytown'],RegBody_thus,['Source_throw']
R-1fcde555,Jamiehaven,Comoros,West Virginia,13025013,"['Phillipston', 'South Paul', 'South Danielle']",RegBody_avoid,['Source_news']
R-0c097c78,West Sarahberg,Iceland,Oregon,6477985,"['Diazburgh', 'Bestland']",RegBody_adult,['Source_people']
R-2bc439de,North Joseton,Uzbekistan,Arkansas,1589364,"['Hunterhaven', 'Hendersonfurt', 'Lake Amandaberg']",RegBody_fall,['Source_because']
R-649f8cae,Christianborough,Sri Lanka,Georgia,14731662,['Peterland'],RegBody_force,['Source_say']
R-edd9cb9d,Blairbury,Azerbaijan,Kansas,17545631,"['South Darrenton', 'Elizabethburgh', 'North Jeantown']",RegBody_common,['Source_model']
R-2cddc003,Alexandraview,Chad,Mississippi,6711401,"['Lake Kimberly', 'Jessicaville']",RegBody_spend,['Source_we']
R-8bf51999,West Lindsayview,Malta,California,14571939,['Jennifershire'],RegBody_product,['Source_ball']
R-08d42a13,Gibsonstad,Azerbaijan,New York,11179674,"['West Eric', 'New Emilyville', 'Lake William']",RegBody_another,['Source_town']
R-abb2ea43,East Brandonstad,Hungary,Georgia,10633261,"['Port Austin', 'Walkerbury', 'Moonmouth']",RegBody_experience,['Source_that']
R-a70ca98c,New Nathanhaven,Peru,Arkansas,4281731,"['East Linda', 'South Caseymouth', 'Kiaraport']",RegBody_generation,['Source_before']
R-8e9b9bf0,Smithborough,French Guiana,Oregon,10177143,"['Jodibury', 'Richardsonfort', 'Lake Rachel']",RegBody_soon,['Source_style']
R-30f096a1,East Adam,Ireland,Alaska,10477871,"['New Michael', 'West Aaronfurt', 'Daltonhaven']",RegBody_economy,['Source_kind']
R-01d43b8d,Woodwardberg,Rwanda,Louisiana,13803392,"['North Samanthahaven', 'Haynesstad']",RegBody_low,['Source_small']
R-69834e83,New Codyberg,Northern Mariana Islands,Montana,13602316,"['New Ashleychester', 'East Kelly', 'Sarafurt']",RegBody_school,['Source_theory']
R-affb3b43,Louisview,Djibouti,California,10020542,"['East Kimberly', 'East Danielmouth', 'Edwardsville']",RegBody_north,['Source_help']
R-71c7e252,South Kyle,Estonia,Delaware,4371069,['East Lindseyport'],RegBody_the,['Source_sea']
R-5cf28ee5,East Marymouth,Cameroon,Colorado,14207837,"['West Randy', 'Lake Kentburgh', 'South Melissaside']",RegBody_smile,['Source_oil']
R-d348fbed,North Steven,Spain,Florida,12822004,"['North Bryanbury', 'East Madison', 'Ginaland']",RegBody_pass,['Source_peace']
R-2de1b1ba,Samanthaland,Angola,California,5939388,"['Lake Scott', 'North Rebecca', 'Davidmouth']",RegBody_apply,['Source_concern']
R-75417832,Underwoodfurt,Luxembourg,Alaska,19196003,"['Vegaburgh', 'Jasonburgh']",RegBody_face,['Source_far']
R-1d4a5eef,Stephensonton,Nicaragua,South Carolina,13725621,"['Lake Kenneth', 'Andradefort', 'North Joshuaberg']",RegBody_kind,['Source_decision']
R-084494f2,Lake Virginia,Mayotte,Alaska,113621,"['Caseystad', 'Stephensfort']",RegBody_guy,['Source_while']
R-a40cc53b,Paulburgh,Anguilla,Massachusetts,9727226,['North Paula'],RegBody_start,['Source_fast']
R-5ce2c20c,Port Victoriahaven,Guinea-Bissau,Wyoming,14524652,"['East Craig', 'West Amanda', 'Port Wendybury']",RegBody_parent,['Source_throughout']
R-8b4e342d,Kellyburgh,Christmas Island,Kansas,10912889,"['Lindastad', 'Lake Jackieshire']",RegBody_organization,['Source_change']
R-52df04fb,Port Vanessa,Turkmenistan,New York,14923878,"['Gregoryton', 'North Jessebury']",RegBody_again,['Source_new']
R-9dc5c95d,Smithborough,Sri Lanka,Florida,7270629,"['Jennifermouth', 'North Dylanberg', 'Port Aliciastad']",RegBody_baby,['Source_hour']
R-ae06d80f,Willismouth,Gabon,Massachusetts,15977493,"['East Jessica', 'Connerfort', 'Grantside']",RegBody_rule,['Source_visit']
R-c73dc61e,Jeffreyshire,Suriname,Idaho,5793898,"['Parkerport', 'East Jessica', 'Rosalesshire']",RegBody_alone,['Source_court']
R-a0aa2eaf,Samanthabury,Northern Mariana Islands,Oregon,2945266,"['South Donaldland', 'West Toni']",RegBody_computer,['Source_provide']
R-5bf78383,Port Jennamouth,Kiribati,Alabama,17395699,"['Jasonland', 'Jonathanville', 'North Paulchester']",RegBody_compare,['Source_usually']
R-e804f9bf,Snyderfurt,Guernsey,Ohio,11347051,['Garciafort'],RegBody_story,['Source_treat']
R-f4cdd33d,East Shannon,South Georgia and the South Sandwich Islands,Arizona,7980882,"['Andrewview', 'North Matthewfurt', 'Lake Charles']",RegBody_year,['Source_water']
R-649b3b3a,West Brookefort,Romania,Alaska,10515948,['Dunlapburgh'],RegBody_policy,['Source_voice']
R-cc425818,Mooreville,Greenland,Indiana,6781691,['South Heidi'],RegBody_seven,['Source_wish']
R-7ac78dfb,Donnaport,Dominica,Connecticut,919580,['South Ashleyfort'],RegBody_class,['Source_arm']
R-13cca850,Adamland,French Polynesia,Texas,8315552,"['Gonzaleztown', 'East Danielle']",RegBody_beat,['Source_material']
R-caa10b3e,West Kristenfort,Liechtenstein,Texas,2543709,"['Christopherside', 'Lopezfurt']",RegBody_hope,['Source_culture']
R-53c8c044,Williamsmouth,Lao People's Democratic Republic,Kentucky,14006332,"['Port Joseph', 'East Karenville', 'Lake Mauriceside']",RegBody_job,['Source_something']
R-a6271f77,New Bruce,Iceland,North Dakota,19416310,['Sheppardfort'],RegBody_page,['Source_upon']
R-f6f8753f,South Kent,Indonesia,Virginia,12984179,"['New Ashleyhaven', 'North Stacy']",RegBody_list,['Source_consumer']
R-20ca7b42,East Lindsey,Brunei Darussalam,Arizona,13510124,['Millerchester'],RegBody_defense,['Source_test']
R-5941429c,Port Brooke,Ghana,Washington,5051672,"['North Paulfurt', 'Melissahaven', 'Starktown']",RegBody_stop,['Source_school']
R-c4084331,Rodriguezberg,Cameroon,Oregon,286053,['North Annaville'],RegBody_stock,['Source_feeling']
R-f10d01b5,Natalieview,Hungary,Tennessee,14365539,['Armstrongfort'],RegBody_always,['Source_consider']
R-eeb39140,Richardfurt,Argentina,Montana,6001777,"['Hannahton', 'Mccallstad', 'West Lisaport']",RegBody_foreign,['Source_fast']
R-e38eca2f,Garrisonville,Trinidad and Tobago,Iowa,17479778,"['West Terri', 'Schroedermouth']",RegBody_exist,['Source_shoulder']
R-d8baacae,Jacobsland,Comoros,New Hampshire,1785049,"['Port Richard', 'Malonestad', 'New Laceyland']",RegBody_foreign,['Source_security']
R-1025a3da,Taylorhaven,Turkmenistan,Oregon,8461706,['East Jamesborough'],RegBody_third,['Source_article']
R-9f4fbbf0,North Stephen,Uruguay,Mississippi,15416317,['West Micheal'],RegBody_majority,['Source_mouth']
R-9faec0c2,Reidville,Pitcairn Islands,Alaska,15690839,"['West Tracy', 'Thompsonfort', 'Maxview']",RegBody_smile,['Source_then']
R-c94095cf,West Anthonyton,Central African Republic,Oregon,17921828,"['Port Jeffrey', 'Lake Jamie', 'Palmertown']",RegBody_matter,['Source_which']
R-137e3e34,Lake Glen,Spain,Alabama,10746752,"['West Charlene', 'Jenniferview']",RegBody_land,['Source_want']
R-8b4e91a2,Yorkmouth,El Salvador,Indiana,17037544,"['Turnerhaven', 'Silvatown']",RegBody_much,['Source_recognize']
R-9c543386,Annaport,French Southern Territories,Utah,18483532,"['South Calebview', 'Michelleview']",RegBody_reality,['Source_seek']
R-ab4b47b5,Jacobhaven,Serbia,Kansas,5440453,"['Port Meredithfurt', 'Erintown', 'Brightview']",RegBody_what,['Source_kid']
R-f79890ae,Priceton,Myanmar,Virginia,16027431,"['West Jessica', 'Lake Amanda']",RegBody_still,['Source_maybe']
R-d2e96238,Williamburgh,Tajikistan,Texas,8797025,['West Connor'],RegBody_career,['Source_sit']
R-a849bba4,Jessicaside,Serbia,Idaho,9405024,"['Destinybury', 'Jeffreyport', 'Frenchmouth']",RegBody_hot,['Source_ever']
R-c991cd95,Stevenville,Latvia,Arkansas,16360377,"['South Pamelahaven', 'Port Erinhaven', 'Robertberg']",RegBody_certain,['Source_deep']
R-7c63e3ad,Robertshire,Uganda,New Jersey,8127759,"['West Michelle', 'Port Christopher']",RegBody_go,['Source_program']
R-6495e990,West Cynthia,Albania,New Hampshire,14859675,['Jasonburgh'],RegBody_part,['Source_south']
R-c804bdd9,South Kristen,Slovakia (Slovak Republic),Colorado,9687445,['New Ryan'],RegBody_laugh,['Source_international']
R-e282e6cf,Sanfordfurt,Albania,Arizona,9217246,"['Lake Nathan', 'West Katherinehaven']",RegBody_cut,['Source_affect']
R-f55e167e,Lake Jessicabury,Puerto Rico,Minnesota,10827672,"['Davidfurt', 'Garyton', 'Stacymouth']",RegBody_should,['Source_nature']
R-a4e1139f,Ryanberg,Guam,New York,2803737,['Karenburgh'],RegBody_yourself,['Source_what']
R-3f3c5eeb,Smithbury,Saint Lucia,Florida,5161037,['Lake Andrew'],RegBody_mother,['Source_condition']
R-d97ca312,West Jenniferton,Honduras,South Dakota,12952531,"['Kelseyton', 'Lake Danieltown', 'Lake Darrellmouth']",RegBody_husband,['Source_candidate']
R-1c1634d2,Thomasberg,Costa Rica,Vermont,5227293,"['West Robertville', 'Cindyberg', 'Rivasville']",RegBody_much,['Source_serve']
R-72e510a5,West Danielville,Luxembourg,Illinois,7279067,['Port Jose'],RegBody_necessary,['Source_defense']
R-a34be3f2,Jadeport,Central African Republic,Arizona,14020656,"['Lozanofort', 'Jimmytown']",RegBody_remain,['Source_behind']
R-9bee74a6,Port Audreyfort,Canada,Colorado,11202537,"['Lake Jenniferview', 'South Vanessa', 'Josephton']",RegBody_black,['Source_tax']
R-2090c570,Port Benjamin,French Guiana,Mississippi,15733825,"['Ronaldville', 'Port Katherineton']",RegBody_act,['Source_together']
R-e222d274,Lake Deborah,Greenland,Minnesota,2189290,['Friedmanview'],RegBody_unit,['Source_significant']
R-6ae37671,West Lisaburgh,Brazil,Montana,14197677,"['Riversview', 'Vaughnfort']",RegBody_such,['Source_know']
R-e6646cf5,North David,Saint Kitts and Nevis,Arkansas,19698452,"['North Robert', 'Phammouth', 'New Noah']",RegBody_her,['Source_population']
R-fe09548a,Port Gabrielleberg,Liberia,New York,755383,"['South Scottland', 'Dianatown', 'Lake Morgan']",RegBody_natural,['Source_necessary']
R-e2bbab4e,South Dorothybury,Liberia,Minnesota,12863469,"['Hernandezside', 'North Dawnburgh']",RegBody_mouth,['Source_time']
R-447ea33f,Christianburgh,Belarus,Wisconsin,297839,"['Floresmouth', 'Brentbury']",RegBody_oil,['Source_question']
R-a1854a63,Powellbury,Belgium,New Jersey,10119777,"['Solismouth', 'Port Vernonmouth']",RegBody_by,['Source_modern']
R-fe784be1,North Richardton,Moldova,Oklahoma,14160021,"['Port Christopherport', 'Lake Emily', 'Michaelton']",RegBody_technology,['Source_dog']
R-9b4cc068,Riverafort,Saint Barthelemy,Texas,18425159,"['Jenniferville', 'Port Donnatown', 'Michaelport']",RegBody_officer,['Source_nearly']
R-ce28b50c,Jacquelineton,Ukraine,Hawaii,7500050,"['Taylorchester', 'West Cherylborough']",RegBody_camera,['Source_wonder']
R-4b5a3d95,Lewisborough,Saint Barthelemy,Michigan,7462568,"['Port Robertshire', 'Port Patriciamouth']",RegBody_reason,['Source_perform']
R-b61ac128,South Adam,Saint Pierre and Miquelon,Arkansas,14724228,"['Robersonfort', 'Lake Beth']",RegBody_side,['Source_teacher']
R-1953cdb6,North Paul,Netherlands Antilles,Rhode Island,1073911,"['Williamfurt', 'Pettybury']",RegBody_eye,['Source_information']
R-51695fe3,Taramouth,Sri Lanka,Florida,11378635,"['South Carrie', 'Meganside', 'Jenniferside']",RegBody_project,['Source_director']
R-076162ca,East Claudia,French Guiana,Utah,13666616,"['Samanthaberg', 'New Amy', 'Jenniferstad']",RegBody_or,['Source_media']
R-6094a8aa,Craigside,France,Nevada,5637982,"['New Danielfurt', 'North Ellen']",RegBody_decision,['Source_example']
R-1b217dab,West Frances,Cameroon,Arkansas,4382478,"['Jamesside', 'West Lisaville', 'Lake Deborah']",RegBody_improve,['Source_economy']
R-f0956139,Heatherton,Vanuatu,Missouri,18022215,['Butlermouth'],RegBody_old,['Source_arm']
R-7788a8a0,Lake Johnmouth,Switzerland,Iowa,13321125,"['Kariside', 'Port Jenny', 'West Shane']",RegBody_result,['Source_bad']
R-aff39deb,East Jill,British Indian Ocean Territory (Chagos Archipelago),Missouri,19037852,"['South Joshuaview', 'East Brandy', 'Adammouth']",RegBody_security,['Source_write']
R-0d35953a,North Eric,Gibraltar,Rhode Island,1009393,['Port Sarahport'],RegBody_military,['Source_strategy']
R-2b0c43b2,Charlesmouth,Malta,Iowa,14481858,['New Carlos'],RegBody_mouth,['Source_collection']
R-c23c25b5,Danielsfurt,Bermuda,Minnesota,15592029,['East Elizabeth'],RegBody_glass,['Source_herself']
R-2c775d9d,Jefferyhaven,Lebanon,Oklahoma,1787272,"['North Elizabethmouth', 'Lake Christina']",RegBody_pretty,['Source_either']
R-2d90a8d6,Lake Nicolefurt,United States Virgin Islands,Delaware,12820614,"['Scottport', 'New Lynnstad']",RegBody_my,['Source_suggest']
R-8edebe1e,Tuckerport,Ukraine,Tennessee,7202140,"['West Willie', 'East Teresaside']",RegBody_none,['Source_account']
R-4242b0c7,East Ellenborough,Tonga,Utah,11067125,"['Houstonborough', 'Lucasland']",RegBody_skin,['Source_rich']
R-9d9d23ed,North Stephen,Greenland,Arizona,12821364,"['North Brianview', 'New Lorraineview']",RegBody_involve,['Source_important']
R-27300e23,Mccoychester,Germany,Alaska,14245368,"['Nunezside', 'Lake Jenniferland']",RegBody_something,['Source_skill']
R-9cbab389,Lake Melaniestad,Vanuatu,North Carolina,2848317,"['West Kristinport', 'West Kathymouth']",RegBody_I,['Source_indicate']
R-64705268,South Ericbury,Burkina Faso,West Virginia,750395,"['Roblesside', 'Susanberg', 'Ericastad']",RegBody_activity,['Source_on']
R-23ff7379,North Bobby,Montserrat,Rhode Island,18199899,['Medinaland'],RegBody_focus,['Source_develop']
R-498e14c3,Jasonhaven,Cambodia,Hawaii,11842720,['East Christina'],RegBody_entire,['Source_daughter']
R-5f5b2264,East Emilyshire,Timor-Leste,Arkansas,2402450,"['Newmanland', 'Emilyview', 'East Jessicafort']",RegBody_give,['Source_heavy']
R-bc6396a3,Lake Diana,Bolivia,Maine,1450838,['East Louismouth'],RegBody_get,['Source_practice']
R-27bfb2e3,Heatherberg,Mongolia,Oregon,8397450,['Lindseychester'],RegBody_concern,['Source_above']
R-5b3b0c52,Johnbury,Rwanda,West Virginia,783839,"['Hillstad', 'Lake Jessica', 'Fordstad']",RegBody_stage,['Source_focus']
R-176e749e,Arnoldburgh,Oman,Rhode Island,5213103,['Port Juanberg'],RegBody_vote,['Source_nothing']
R-c13a44b5,West Jessica,Niue,California,4335273,"['North Melissatown', 'Hammondborough']",RegBody_what,['Source_although']
R-9402202e,Amyside,Latvia,Tennessee,3938272,"['West Philip', 'Dennishaven', 'South Michaeltown']",RegBody_recognize,['Source_edge']
R-be3f56a3,Port Willie,Kiribati,Hawaii,7413676,"['New Stacy', 'Lake Jessica']",RegBody_wrong,['Source_her']
R-35ac80d1,East Kathleenbury,Bahrain,Kentucky,8698111,"['Jimborough', 'Paulmouth']",RegBody_upon,['Source_any']
R-b77a5925,Lake Mariohaven,North Macedonia,Louisiana,5730069,"['Bethshire', 'South Desiree', 'Brianaland']",RegBody_nation,['Source_enter']
R-3d076c87,Kaufmanbury,Maldives,Montana,3943085,['Lisastad'],RegBody_message,['Source_structure']
R-e156361f,Eatontown,Macao,Florida,10536734,['Martinland'],RegBody_my,['Source_question']
R-8ae66047,Jasonburgh,Cayman Islands,Mississippi,19517437,['Lake Jerrymouth'],RegBody_service,['Source_build']
R-baaa9f0f,Leonardfort,Cote d'Ivoire,Pennsylvania,10567548,"['Lake Martha', 'East Bradleyshire', 'East Crystal']",RegBody_among,['Source_vote']
R-15efdb25,North Gabriel,Uzbekistan,Idaho,12693211,"['Greeneshire', 'Lake Jessicaport']",RegBody_your,['Source_bed']
R-38110694,South Catherine,Latvia,New Mexico,6754843,['East Maria'],RegBody_plant,['Source_character']
R-59a5fa30,New Donna,Estonia,Hawaii,19967507,"['Sandrashire', 'East Nicholasberg', 'North Jameshaven']",RegBody_return,['Source_kind']
R-631fccf1,New Cole,Lebanon,South Carolina,8248673,['Port Amandaville'],RegBody_better,['Source_meet']
R-fa068b6b,New Amber,Afghanistan,Wyoming,10219435,"['Boydstad', 'Lake Alyssabury', 'Clarkefurt']",RegBody_hard,['Source_perform']
R-15b23495,South Dennisfort,Seychelles,Iowa,4161933,"['West Carmenside', 'Scotttown', 'New Alexandrahaven']",RegBody_account,['Source_how']
R-1810d8d5,Lake Linda,Ireland,Mississippi,1478051,"['East Ronaldshire', 'Joseside']",RegBody_land,['Source_other']
R-1fedb0d8,Cherylfurt,Saudi Arabia,Indiana,17975964,"['Arnoldside', 'Whiteside']",RegBody_one,['Source_member']
R-0a46c829,Vanessashire,Guatemala,Wyoming,12534295,['Fitzgeraldville'],RegBody_small,['Source_drug']
R-63aafce7,Loganburgh,Bolivia,Indiana,17077226,"['Hartmanside', 'East Paultown', 'Port Dustinchester']",RegBody_behavior,['Source_attack']
R-4ab051a2,Jeffreyland,New Caledonia,Arizona,11549818,['Ariasfurt'],RegBody_positive,['Source_reality']
R-700f85f8,Jenniferton,Yemen,Wyoming,14194832,"['Lake Troy', 'East Melissahaven']",RegBody_feeling,['Source_day']
R-7c75d39a,Port Carolhaven,Qatar,Iowa,3641296,"['Lake Barry', 'Lake Aaron']",RegBody_coach,['Source_before']
R-2c44de90,Kimberlystad,Paraguay,Montana,12253013,"['Willishaven', 'Lake Janeland', 'Jessicaside']",RegBody_who,['Source_pass']
R-fbf0ae1f,Michaelview,Czech Republic,Rhode Island,15526292,"['South Sarah', 'West Gregoryhaven', 'New Charlesport']",RegBody_grow,['Source_your']
R-bb71cd2f,Port Williamview,Turkey,Ohio,5233531,"['Heatherfurt', 'Carrillomouth']",RegBody_stand,['Source_low']
R-fc50d8d7,Mosleytown,Liberia,Delaware,6010175,"['Carlosbury', 'Port Leslie', 'Zacharytown']",RegBody_school,['Source_there']
R-1563ca27,Johnland,Iran,Utah,17606915,"['Charlesburgh', 'Edwardsborough', 'Ianborough']",RegBody_moment,['Source_since']
R-104d0faa,East Jill,Tunisia,Kentucky,9162461,"['East James', 'Port Christine', 'Port Daniel']",RegBody_wife,['Source_bar']
R-b0409b17,Austinside,Armenia,New Mexico,18158086,"['Christinefort', 'Travishaven']",RegBody_far,['Source_information']
R-36b8a8d1,Port Barbara,Austria,North Dakota,15698575,"['Mendozaside', 'New Michaelburgh']",RegBody_lot,['Source_camera']
R-07b13fe9,Stewarttown,American Samoa,Utah,19980149,"['South Bianca', 'Michaelview']",RegBody_culture,['Source_official']
R-e47ae86d,Joelfort,New Zealand,Michigan,10914747,['Ivanchester'],RegBody_develop,['Source_kind']
R-0b4d31f6,Michaelfurt,Fiji,New Hampshire,3007924,"['New David', 'Port Cory']",RegBody_expect,['Source_summer']
R-6e5e8501,New Ryan,Hong Kong,Illinois,15226405,['Port Susan'],RegBody_citizen,['Source_material']
R-7109002b,East Robertberg,Uganda,South Dakota,15693028,"['Kristenport', 'Annashire', 'South Coreyburgh']",RegBody_as,['Source_dinner']
R-b758bec6,Thomasville,Korea,West Virginia,12816770,"['Jordanstad', 'Mauricechester']",RegBody_campaign,['Source_have']
R-193a5330,New Barbara,Pakistan,Ohio,1063012,"['Port Justin', 'Emilyfort']",RegBody_stage,['Source_since']
R-cd760097,Prestonfurt,Nicaragua,Maine,11005665,['Welchberg'],RegBody_trouble,['Source_computer']
R-c572a440,Robertshire,Iraq,California,16459461,['East Matthewmouth'],RegBody_free,['Source_read']
R-a865277b,Jenniferfurt,Faroe Islands,New Hampshire,12005950,"['Juliehaven', 'Gutierrezburgh']",RegBody_too,['Source_agency']
R-3b9b31a9,Lake Jimmy,El Salvador,West Virginia,11519876,"['East Garrettville', 'North Sharonfort']",RegBody_official,['Source_arm']
R-73969225,Port Randyland,Bosnia and Herzegovina,Kentucky,9370035,"['North Diana', 'Parkerbury', 'Scottberg']",RegBody_catch,['Source_new']
R-2048f651,North Austin,Guinea-Bissau,Massachusetts,440614,"['Mcdonaldside', 'Amyberg', 'New Carla']",RegBody_program,['Source_smile']
R-62520b3f,Millsside,Georgia,Minnesota,6510789,['Fernandezland'],RegBody_letter,['Source_foot']
R-b8d87ed4,Robertberg,Gabon,Alabama,8198565,"['New Lisaberg', 'Justinside', 'Lake Sandrafort']",RegBody_firm,['Source_act']
R-8c47b3b4,Yatesbury,South Africa,Alabama,13737464,"['Jacobside', 'Fosterburgh']",RegBody_senior,['Source_since']
R-a573ef8c,Claytonbury,Estonia,Colorado,18728622,['Garretthaven'],RegBody_south,['Source_such']
R-67d22b6c,Justinside,Sudan,Louisiana,16075033,"['Lopezland', 'East Keith', 'Williamsonview']",RegBody_school,['Source_prevent']
R-8b0ce753,Lopeztown,Canada,Arkansas,16569231,"['East Teresaport', 'Davidmouth']",RegBody_short,['Source_across']
R-f07e3060,North Edward,Lithuania,Indiana,678587,['Robertfort'],RegBody_hot,['Source_major']
R-6f673efa,West Christopherberg,Azerbaijan,Louisiana,9972907,['Jonesfort'],RegBody_course,['Source_dark']
R-ae40a2e1,Lisatown,British Virgin Islands,Wyoming,13669450,"['South Kelsey', 'Wrightton', 'South Jill']",RegBody_between,['Source_near']
R-ca6b9470,South Paul,Georgia,Massachusetts,8263966,"['Lake Jessica', 'West Timothyport']",RegBody_decide,['Source_herself']
R-1508f0dc,Port Elizabethville,Dominica,South Dakota,19613767,"['Nguyenburgh', 'Brendafurt']",RegBody_strategy,['Source_eight']
R-ce1fb94b,North Biancafort,Portugal,Rhode Island,15979986,"['West Kelli', 'East Vincent', 'Sarahton']",RegBody_as,['Source_heart']
R-14729973,Lake Amanda,Botswana,Florida,17914783,"['Hallside', 'Lindamouth']",RegBody_significant,['Source_data']
R-45ea384c,Lake Nicholasberg,El Salvador,Arizona,14377538,"['Mannside', 'Amyfort', 'New Jacob']",RegBody_happen,['Source_game']
R-602b7203,Hillside,Central African Republic,California,18567972,"['South Kenneth', 'Ambermouth']",RegBody_a,['Source_stand']
R-a195921e,Grosstown,Niger,Mississippi,11904802,"['West Jennifer', 'Leefort', 'New Justin']",RegBody_it,['Source_put']
R-e19fc55a,Danielhaven,Palestinian Territory,California,15325164,"['Port Sharonburgh', 'East Danielborough']",RegBody_bit,['Source_almost']
R-cb3b1b2f,Barretthaven,Nigeria,Vermont,10388560,"['Brandonbury', 'North Sarahborough']",RegBody_reality,['Source_million']
R-b99f7883,South Laurieton,Guyana,Oklahoma,7835573,['Shortton'],RegBody_than,['Source_practice']
R-9913d5d5,Allisonland,Syrian Arab Republic,Maryland,6562056,"['East Susanville', 'Lake Jerryfurt']",RegBody_customer,['Source_data']
R-03976eb2,New Colleen,Christmas Island,Oklahoma,4111591,"['Reeseshire', 'Emilychester', 'East Lauraside']",RegBody_interest,['Source_mother']
R-120cf506,Dianeside,Netherlands Antilles,New Hampshire,18080610,"['Rachelside', 'Meganchester', 'Mckenziemouth']",RegBody_politics,['Source_effect']
R-b5556aa4,South Katie,Vanuatu,West Virginia,6312597,['Michaelmouth'],RegBody_line,['Source_industry']
R-86254267,Lake Austinport,Nepal,Alaska,7360663,"['West Adam', 'East Melissa', 'Port Lynnview']",RegBody_wide,['Source_on']
R-2953ae00,North Benjamin,Guinea-Bissau,Georgia,16347008,"['West Michael', 'East Jonathan']",RegBody_first,['Source_best']
R-b792dddd,Carrollborough,Saint Martin,California,19883253,"['Lauraburgh', 'Petersenshire', 'New Dawnton']",RegBody_side,['Source_system']
R-e01ca5bc,Millerton,Uruguay,Wyoming,9595860,['Michaelchester'],RegBody_keep,['Source_wonder']
R-a6e06acd,Port Kayleetown,North Macedonia,Wyoming,6613505,"['Brownhaven', 'West Amberberg']",RegBody_general,['Source_morning']
R-0f27f33b,East Brent,Saint Martin,Montana,7733068,"['Mullinsshire', 'East Ryanfurt']",RegBody_choose,['Source_cause']
R-ff82c8b7,Christophershire,Samoa,Arkansas,6121059,"['Bakerfurt', 'Ayalaberg']",RegBody_sound,['Source_central']
R-cd567399,Hansenfort,Indonesia,Tennessee,574740,"['New Christina', 'East Charles', 'Morrisshire']",RegBody_behind,['Source_budget']
R-68be4586,Hendersonstad,Comoros,Massachusetts,18022599,['Brittneytown'],RegBody_speech,['Source_focus']
