td_profile_id,market_id,total_line_miles,substation_count,avg_system_voltage_kv,planned_upgrades_count,projected_load_growth_pct,reliability_metric_sadi,distribution_automation_index
TD-c3895eeb,M-33bda6cd,36510.09,1484,54.11,47,4.07,3.04,4.43
TD-6f58224c,M-f459a7fc,44547.24,4912,316.59,5,0.98,1.35,4.49
TD-96342a31,M-0a826dec,59282.18,4492,137.37,45,1.87,1.99,4.12
TD-e4886d6b,M-1ac4c5de,14365.32,2049,184.84,43,0.97,4.99,0.01
TD-64e7622b,M-40db6066,57041.71,2922,485.05,36,2.59,4.77,7.98
TD-a6e12d58,M-ca2d05d5,10992.07,2856,340.89,10,1.32,3.99,2.01
TD-a8c49a79,M-dde5b4d4,70961.06,4876,395.79,3,0.53,2.81,2.72
TD-05f82f03,M-2fe0df4b,43319.03,577,93.67,32,3.36,4.5,5.87
TD-142e56b1,M-1c2a4fd0,72179.64,58,353.76,31,1.76,4.56,7.4
TD-0332fcf4,M-b5c90ceb,74795.34,4688,315.21,40,2.66,4.48,8.46
TD-9e9ca613,M-3e6a461c,12751.92,862,328.8,21,3.63,4.71,9.12
TD-63df320c,M-74f6b20f,85644.45,1805,131.65,43,2.69,2.93,5.19
TD-0487e05b,M-530dcb11,35341.31,1193,272.74,46,3.39,4.75,8.61
TD-9898e773,M-e3ffe519,51258.97,4199,337.47,34,3.98,1.66,2.35
TD-2fe9aa9d,M-7a32ec02,57580.5,3244,358.35,3,3.7,4.53,0.09
TD-29c4d21e,M-b22e562d,506.88,1944,264.84,18,3.27,4.91,8.5
TD-66782216,M-51614993,94269.66,2435,398.12,20,2.58,4.55,6.59
TD-9e847d5c,M-a28d9a6a,86967.88,2538,162.41,2,2.53,3.12,8.28
TD-30f81152,M-dee210d3,74407.35,1110,213.08,49,4.67,1.78,2.32
TD-df57d600,M-a2bad630,76882.36,2906,496.97,6,3.6,0.64,8.0
TD-097c0962,M-2e89e728,25985.64,2793,303.74,32,1.44,3.25,3.29
TD-70fb301b,M-71f66271,62704.8,4651,378.94,29,4.16,3.67,5.72
TD-31f5bd98,M-176531d9,42976.41,4148,432.32,28,2.78,1.5,6.72
TD-9cf0053c,M-78fd808a,33053.58,4524,66.64,30,2.87,4.98,2.18
TD-6030fb9a,M-e5486f5b,30727.65,320,261.27,44,1.45,4.98,6.52
TD-41493724,M-0e926bb6,9876.38,3818,250.48,24,0.92,4.65,6.37
TD-95afaccc,M-ab39f27b,19411.19,210,332.78,0,2.71,2.91,3.88
TD-7f175b70,M-2e114568,15756.55,1563,125.17,45,2.75,1.77,2.36
TD-af2f1e70,M-63b7957a,18990.13,4765,307.53,21,1.08,2.99,6.82
TD-3339a827,M-3f069ef4,4417.48,1535,137.71,48,5.0,1.12,8.21
TD-e60e3457,M-5808516e,80136.15,2581,124.33,29,1.57,3.62,7.11
TD-0a4f58a0,M-237a3436,80905.32,2333,323.97,9,1.68,3.6,1.88
TD-b947f4ec,M-95d6bfca,96861.03,2013,158.08,31,0.84,2.41,6.12
TD-04969877,M-92649f06,88634.36,4794,146.49,22,1.91,2.05,4.51
TD-c2cd95a4,M-6a7e8909,98864.19,1219,50.16,26,1.01,1.63,1.95
TD-0b96d895,M-59d06519,97440.07,2175,470.59,50,2.12,1.73,4.7
TD-92683b6b,M-ec184942,39223.63,1312,83.33,36,1.62,3.48,0.93
TD-34095c35,M-a71c583f,63523.28,3913,349.16,48,4.04,4.29,3.25
TD-2656b0b2,M-53e61ef4,43816.19,3320,81.27,9,1.26,1.17,9.78
TD-d1eca028,M-d03dd312,64945.83,217,203.3,18,1.77,3.01,3.53
TD-10366e2d,M-ce86c0ed,67152.55,2103,206.25,20,4.15,2.03,3.33
TD-b1ad156a,M-22f06bc3,12694.32,3342,132.12,21,2.43,2.75,4.87
TD-ceba5227,M-1eb7dcd3,53939.46,2553,464.01,13,1.54,1.12,4.1
TD-e75cdcf4,M-eaef5a7f,98617.78,4724,370.72,3,1.68,4.21,0.35
TD-58acc80f,M-47cc4fe8,52002.9,2001,219.94,24,3.74,4.92,8.35
TD-65c5ff7c,M-b91ceae5,94809.21,3475,448.53,36,0.58,4.76,1.84
TD-60ee238d,M-1241bd2d,6300.68,3639,207.9,21,3.54,2.3,4.58
TD-b71b3a6f,M-0c90b6fa,60588.67,3537,333.43,29,0.61,3.75,9.56
TD-9a113e51,M-1fd4bcb7,67853.7,1415,51.06,13,3.13,1.44,3.09
TD-18eddecf,M-d8350865,3413.14,3576,312.79,10,4.61,2.22,7.28
TD-77e13f27,M-66e6c7f2,55168.18,1587,353.3,48,3.59,1.54,7.35
TD-fba11c6b,M-cfb7cff9,85531.32,595,378.88,10,3.1,2.2,6.49
TD-80bd137e,M-b22e261d,14755.92,21,430.0,14,0.61,0.88,1.73
TD-a3f30627,M-e95645c5,41848.51,456,452.23,8,4.48,2.8,6.52
TD-ed485ece,M-f38713cc,44502.7,2292,117.92,49,0.74,1.79,5.6
TD-15c8b86e,M-a4518ffc,49150.46,4436,283.05,28,4.05,4.51,9.34
TD-8e21227f,M-401417c5,6307.74,1586,103.39,44,3.47,4.24,7.47
TD-ed301309,M-e05920fd,2676.63,649,491.06,10,2.4,3.1,0.53
TD-cafb9797,M-5caec47b,29184.51,3408,361.62,23,2.76,1.96,7.41
TD-d31efce2,M-597df2f0,27148.1,3346,39.14,36,2.38,3.62,0.19
TD-c5d8ada5,M-7b851f70,42716.04,2174,238.46,44,3.32,4.63,9.99
TD-d25d3e56,M-6ed24a96,17770.72,3777,134.58,35,2.6,1.63,4.95
TD-20657495,M-a442ef75,90623.41,2138,39.58,0,4.15,3.65,2.73
TD-8a9372b0,M-b38c33f7,31876.23,3835,246.96,3,4.97,0.89,9.05
TD-4be38cb7,M-e5d0130b,51443.52,4970,244.91,9,2.96,1.2,5.22
TD-f44ba64d,M-bc4138f2,79576.99,1117,272.41,9,4.52,3.59,0.71
TD-92d489ac,M-cc4b933a,64425.73,3094,153.09,28,0.62,2.04,8.66
TD-14ca3213,M-26b344b8,7545.73,4227,472.68,2,2.01,3.78,3.98
TD-313f042b,M-b052fb0b,51579.57,1649,67.68,41,2.31,1.88,4.72
TD-440daf1f,M-575c6409,87007.52,3013,330.0,9,2.6,2.86,8.98
TD-24226a28,M-380f999c,88023.72,2151,95.36,43,2.12,4.92,6.72
TD-7d31ef55,M-46e6fd8b,27078.69,3268,402.77,5,3.1,0.89,6.17
TD-cf67f90c,M-0d069848,68123.26,4557,42.21,28,0.51,3.66,4.71
TD-77e83256,M-e35bfdf5,69244.7,3280,259.91,6,2.15,0.68,4.67
TD-4e958e1e,M-a1c99c7b,10435.71,450,253.1,18,0.76,1.52,4.25
TD-5a56e8f1,M-377bcd93,54842.39,3056,374.85,38,2.21,3.65,6.48
TD-3f70cd32,M-f1468157,29437.72,682,345.75,20,4.89,0.91,9.26
TD-3e056db0,M-b296947c,57107.93,5,56.93,30,0.73,0.98,5.55
TD-4fafdd7b,M-842a8981,36275.85,1447,38.52,3,1.17,3.49,5.65
TD-27ee90a3,M-c62e3d14,16430.88,1882,361.45,39,1.29,0.87,9.9
TD-ca5f8b6c,M-91a6e886,17297.65,3856,203.21,39,4.06,2.63,6.48
TD-7713731b,M-741410e4,67476.45,2735,331.88,38,2.4,3.18,7.48
TD-e53bb7aa,M-8dc34eb5,45185.37,2534,151.81,48,1.25,1.18,6.63
TD-7207639b,M-b94ff292,68077.64,2113,345.4,10,0.75,0.88,2.84
TD-d3f5a0fa,M-ae1ddaad,34987.27,1731,238.86,2,4.74,4.04,8.51
TD-eca0f59b,M-74bbacdd,9382.27,1538,144.31,49,4.92,3.95,8.68
TD-137880e7,M-4d0c252b,78962.53,3240,379.31,49,4.03,3.24,3.79
TD-4c056f53,M-4fee5ddd,11609.71,3087,391.25,0,4.27,1.94,4.96
TD-901e685b,M-29889d35,8931.52,3751,173.65,42,0.71,2.13,2.98
TD-7c9c0a9d,M-6c0a9c43,72386.38,4229,270.77,17,1.73,3.26,5.16
TD-8cbd194d,M-d5553b6a,21222.74,2765,268.05,10,1.77,0.7,3.55
TD-7d41e5b7,M-2cdf21c4,25623.63,2710,45.52,39,3.1,2.47,1.83
TD-869089d0,M-bb375f01,37451.15,1995,181.2,28,3.81,0.99,9.01
TD-5bf13684,M-7e467348,9143.86,465,458.46,33,2.17,3.62,0.71
TD-315d6a9e,M-df0687da,53469.79,3362,349.36,32,3.24,3.51,7.27
TD-c8da31c0,M-99eb65d5,59685.78,1360,68.67,22,4.22,2.35,5.0
TD-357bae94,M-83c475b1,21043.5,3719,370.74,12,3.43,3.62,8.51
TD-6bee22e7,M-6a09e472,930.58,327,446.18,9,3.45,2.38,1.55
TD-5b9bfc64,M-3b02528e,61658.34,4058,342.48,8,0.54,4.33,2.97
TD-47f318d3,M-dd07672c,82640.81,4706,274.46,30,4.65,2.97,1.02
TD-a4934845,M-9dc0087e,61014.79,527,431.76,18,2.62,3.57,6.09
TD-b098ae6a,M-c25975da,54029.26,3661,175.46,0,1.83,3.13,9.35
TD-28a0d1ce,M-cf805b2d,95845.23,3947,369.73,16,3.57,4.94,8.8
TD-de9f0b2f,M-e2390855,8152.35,3521,69.67,11,2.75,2.91,8.09
TD-6927b0a5,M-9d532e39,34479.3,1181,323.24,11,2.41,4.39,8.39
TD-27186ce7,M-f858f596,62005.38,4125,275.13,39,2.55,4.97,5.25
TD-b11c90e6,M-8954c7af,94076.76,2709,169.92,21,2.81,4.48,7.58
TD-8b8d4dc8,M-c23d7130,96650.97,1931,162.66,7,4.63,4.67,1.36
TD-891675a8,M-b3df3386,93568.45,1746,227.25,0,3.61,4.83,4.35
TD-b402e795,M-e2ae9423,69568.41,2727,342.85,4,4.95,3.12,2.51
TD-dfc73420,M-bc44d9fd,89591.68,4227,314.51,7,1.19,1.75,9.77
TD-0f5a1d9e,M-539e13ec,28705.64,2414,256.47,15,2.4,4.05,3.49
TD-7a5bb9ee,M-4d907f1e,11970.96,573,491.21,26,2.99,2.31,7.05
TD-da11aae5,M-aa02b803,70152.93,1967,438.27,3,4.85,4.15,0.28
TD-b16c99f8,M-37a99cea,41946.67,2068,275.12,20,4.86,0.96,0.35
TD-e2443219,M-fefd5945,70684.65,3683,329.86,19,1.59,0.74,8.37
TD-72859bde,M-292eab12,96026.17,1444,410.54,41,3.72,4.59,0.67
TD-d887c69c,M-16aeeff5,41444.25,1327,165.75,29,4.42,2.08,1.88
TD-815f3aac,M-219df995,6356.44,862,93.74,4,1.44,3.64,4.92
TD-5970219c,M-43dd8a30,84758.85,4568,455.2,34,3.91,0.71,3.95
TD-09e0665d,M-32c18611,7849.67,2448,194.92,32,1.99,2.31,2.32
TD-9978aa13,M-75cc4ca8,43357.54,2429,70.32,1,1.24,4.35,6.81
TD-567a58f9,M-18394a23,17684.46,1143,68.5,10,4.62,2.85,5.4
TD-31c51452,M-23b33cc3,43335.85,340,458.59,20,4.25,3.26,3.9
TD-be1143b4,M-be1a96eb,92242.01,4963,278.63,19,1.29,2.76,1.56
TD-557db0df,M-31df52e3,69298.64,4364,495.4,28,4.48,1.98,0.44
TD-41a9574a,M-88b51b6f,8016.32,1805,425.16,10,4.17,2.93,8.67
TD-354086dd,M-e7cccdeb,46081.13,1373,130.89,10,4.63,1.44,4.33
TD-4aaa1748,M-5712e8f8,38225.36,3576,490.74,8,4.04,4.68,7.49
TD-9ba168d1,M-8734c7cd,54559.49,1116,232.63,34,3.66,4.0,1.86
TD-618b453d,M-1912bf65,14488.11,3791,378.01,1,3.75,1.17,5.06
TD-d240023a,M-a1459a66,91285.57,3677,295.0,17,2.47,0.86,7.43
TD-6738aab7,M-d741d801,40729.32,4399,139.27,14,1.7,3.35,8.13
TD-943bd55e,M-127df4e8,75463.79,3017,257.32,21,4.51,1.28,9.54
TD-16dca606,M-362e6588,12993.62,3711,266.36,45,3.95,0.75,3.31
TD-576095ec,M-b0ea8f94,34031.72,2921,362.57,30,1.48,4.74,7.76
TD-6726350e,M-edfeb5d1,22140.57,1037,112.49,22,4.17,4.15,9.23
TD-3d3eeb48,M-4bfc6f5a,2362.25,1338,401.3,2,3.93,4.87,3.31
TD-68b67485,M-2a548c03,33841.34,3364,276.4,46,4.05,3.58,9.81
TD-af1024e1,M-0d8365ae,79596.8,3754,336.19,18,0.97,2.37,9.71
TD-bf7aea19,M-19350091,53789.96,567,200.97,37,2.4,4.03,2.85
TD-58cb9698,M-6b8dc157,86957.56,3771,141.74,25,4.29,4.94,3.43
TD-c7e2df3e,M-5d95d678,60911.34,2434,483.15,17,2.82,4.67,2.65
TD-3117fee1,M-7c607522,67145.79,4092,381.43,13,1.34,1.3,8.48
TD-eb417b44,M-6d9d6565,96487.79,1336,165.36,38,1.99,2.91,9.18
TD-8b5359ed,M-700fc8f3,43826.56,87,340.86,27,4.51,1.58,6.15
TD-62903dbe,M-70029859,94007.68,4774,425.42,43,4.29,4.81,4.22
TD-57d159e5,M-01b32282,3274.2,3380,44.22,35,3.18,1.43,0.85
TD-e3a2b1f7,M-64dd8761,94411.06,387,138.26,15,3.09,0.63,1.17
TD-86ffa2ba,M-aaf2a828,72161.93,4134,265.94,48,2.19,2.95,2.48
TD-46145595,M-c1533fec,42487.41,437,182.66,35,3.99,0.84,5.41
TD-3db30527,M-ceb8fa62,1789.17,959,203.91,13,1.43,1.76,8.08
TD-de350b9d,M-0e411be4,32675.13,3756,42.89,40,3.45,2.71,5.11
TD-05a09ad5,M-934cf101,46134.65,2612,465.44,23,3.24,3.47,3.68
TD-90eb9979,M-ff5d9cc0,69714.08,4763,344.86,18,2.09,2.73,5.68
TD-76f63500,M-d48ad378,61199.38,3039,488.91,1,4.51,1.96,6.49
TD-4e1d013a,M-6c1e385e,68864.06,3169,95.58,45,3.34,2.49,3.0
TD-b01a7d7f,M-7efcd275,36518.53,2345,452.17,35,1.51,2.05,1.6
TD-2999130f,M-e2e72780,31362.97,3007,99.97,3,4.74,4.52,7.74
TD-93625be2,M-3859a54d,64559.25,4102,109.6,48,0.83,3.43,0.96
TD-d76040dc,M-0f4338f7,6803.4,1516,76.21,23,2.71,3.7,3.2
TD-711037c6,M-cf9e0c65,6098.22,1676,51.85,42,1.11,3.34,7.65
TD-806100d2,M-f0c2b42f,88182.62,3795,127.56,32,3.79,2.96,3.0
TD-5af37194,M-0db442bb,5762.68,2969,352.06,15,1.28,4.72,7.86
TD-c6e8f12a,M-924d4cce,73808.89,2331,443.05,18,0.54,3.66,5.83
TD-e366ccd7,M-f4faf87b,99866.97,3576,142.07,41,4.26,4.04,5.76
TD-50b30e05,M-87c3cec2,9116.39,726,417.22,2,2.13,4.24,1.65
TD-2c259774,M-859b01b9,47871.7,2597,305.26,3,3.68,1.77,8.17
TD-39b82b70,M-3213432f,60817.44,2072,74.35,41,1.57,1.19,3.02
TD-12dcacc1,M-4873eb0c,915.29,4536,453.32,5,4.8,4.02,2.04
TD-03de1265,M-ec41dd7d,30330.2,1911,155.35,32,3.7,2.63,2.02
TD-a2305c9b,M-3c7ff2b6,60122.58,3543,356.12,29,2.42,2.37,1.86
TD-7af6a41c,M-dc349955,23997.74,1053,87.16,7,1.18,3.98,6.19
TD-1c671c48,M-9a9ef1fd,88296.83,1670,267.67,14,0.68,1.8,8.59
TD-41017d73,M-8ab78c9a,56092.3,1334,321.64,38,0.73,2.95,5.28
TD-deb7f5c6,M-07fdd83b,7116.55,3112,349.36,19,4.14,1.21,1.17
TD-fd1fe770,M-938f0267,57270.69,4717,438.76,2,2.81,0.82,2.17
TD-36bd7f15,M-103014f4,32161.25,4601,372.54,44,1.43,2.49,1.52
TD-8688e0cc,M-86c04180,76061.5,3267,261.39,19,4.88,3.7,6.96
TD-ddbf3175,M-b727b78a,7013.55,3968,72.73,41,1.48,2.97,5.63
TD-74299c8a,M-c919747c,61876.23,4147,403.42,30,1.81,1.94,8.67
TD-2c57ab17,M-5be0d6b2,11290.25,1688,398.06,1,3.94,4.94,2.72
TD-b622e1bd,M-78f4a9fe,79921.4,4854,204.8,1,4.81,0.84,8.94
TD-6939ae6b,M-5db0b836,47527.45,3202,194.09,45,2.73,2.06,7.03
TD-725c8ec4,M-468ad089,35874.79,3763,104.0,4,4.21,3.9,2.09
TD-1d739e01,M-294e743c,39497.96,1605,342.22,41,2.77,0.85,6.52
TD-395d6da6,M-53888020,85292.37,450,180.32,44,3.9,4.89,9.71
TD-ea553b5e,M-19b2a38d,95415.22,4697,318.83,49,1.43,2.41,8.7
TD-698a5835,M-ccc8783a,2368.72,2830,310.31,17,2.31,3.19,8.37
TD-35bc163b,M-bef17959,39750.55,4953,147.68,45,1.12,3.95,2.18
TD-3d6fe019,M-7a1cf968,46175.13,240,263.3,47,3.57,2.85,0.09
TD-5fd75a75,M-41264f7a,2740.16,4059,437.72,4,1.73,0.72,4.21
TD-67b786ef,M-e9eeeab4,25039.75,1772,172.28,1,4.1,2.33,8.9
TD-bbdc39b2,M-a4b08cd9,77853.79,2402,166.24,44,2.94,2.87,1.93
TD-ce37667a,M-918e8999,87539.63,1402,146.67,21,3.2,0.52,5.78
TD-534863e6,M-b502e838,18731.76,4298,430.38,20,4.61,4.27,1.41
TD-427ddb51,M-c7f2029a,37446.0,2767,379.84,22,1.92,4.42,2.12
TD-a4600a76,M-2de4376c,76952.67,4720,478.9,50,0.61,1.47,3.11
TD-645db611,M-be7c978c,86206.94,1927,233.05,34,3.02,1.43,7.1
TD-898451ab,M-f51663d6,19625.66,4609,425.83,12,1.15,1.58,0.17
TD-0dc289bb,M-36e9d5fb,25883.95,1929,225.03,28,2.14,1.9,4.21
TD-b8fbbb20,M-9b0fa77d,79976.37,4238,234.15,30,4.75,1.7,3.93
TD-304d4d91,M-f579acc1,49160.27,724,93.84,25,1.53,2.56,3.45
TD-53d7eead,M-16b58e91,16948.83,3624,257.53,2,1.05,2.11,3.02
TD-b3c207eb,M-03b2a246,51335.81,909,382.92,17,1.64,0.86,4.39
TD-b0356a1d,M-13397ba7,54450.61,2553,365.2,44,2.21,0.81,4.14
TD-c04c92e1,M-4f268792,38182.79,836,176.33,1,4.37,4.45,0.76
TD-37808a3c,M-7c191b84,51688.06,1364,219.65,47,0.6,2.0,3.4
TD-69d1403d,M-973f927b,63096.2,3106,486.62,16,1.29,2.29,9.7
TD-16204591,M-f92f7e39,38039.51,2093,464.93,49,4.87,4.96,5.0
TD-b1b0485e,M-5a243c5e,9041.53,2187,409.85,12,1.81,4.1,2.73
TD-7fab5516,M-adbac4dc,68629.96,2301,496.21,36,2.09,2.35,4.24
TD-ded3c0fd,M-d02b9bd8,985.78,57,430.52,5,3.2,2.36,9.79
TD-cc5e0745,M-8a630d04,15303.56,1228,479.67,33,2.19,3.14,9.07
TD-df7466d7,M-6a95a2e3,68730.2,811,337.31,46,4.85,2.5,8.72
TD-21ef4d59,M-ed06495b,20845.17,4345,141.23,23,3.46,4.44,9.42
TD-187e0480,M-5a16daa6,32551.93,3695,43.03,50,3.13,1.66,7.81
TD-e709b55a,M-6235e602,60495.48,697,222.78,23,0.65,1.01,1.89
TD-59e07395,M-043afd6d,80372.47,2127,432.81,48,3.98,0.59,2.75
TD-41e2a67b,M-e710cd20,52816.25,2064,295.44,12,4.42,4.83,8.13
TD-58e2a1a9,M-be0de391,3489.22,3441,113.66,31,4.68,1.99,6.61
TD-1b54a74c,M-d30c0b88,33604.86,1017,175.38,11,3.17,2.1,2.85
TD-b27235d4,M-1aac513f,74909.77,3505,302.03,18,1.12,0.88,7.42
TD-1383465d,M-ea6e70f4,69700.26,2898,427.49,8,2.64,1.26,0.08
TD-c860623a,M-3d6229b3,1296.89,3399,484.52,47,4.5,4.5,7.18
TD-3d6bf8d8,M-41afe244,6777.01,3661,128.59,19,2.57,3.48,2.85
TD-17e000ca,M-abebc554,75151.04,4793,118.99,20,3.53,4.17,7.12
TD-89165a01,M-432f2259,55125.2,1330,230.34,46,2.81,2.69,0.91
TD-c382b4b9,M-1f775df4,95559.42,379,57.76,28,0.56,3.0,9.46
TD-3620b234,M-d1d68920,12632.45,2326,330.13,21,2.52,4.78,7.38
TD-856a5a56,M-ab031174,24016.82,2217,441.14,49,4.76,3.05,5.59
TD-0dad168b,M-7c2fad55,9077.23,2363,114.13,45,4.51,4.32,8.0
TD-0a5b57ac,M-b69ff7e4,31406.59,2873,394.4,50,4.98,4.16,5.42
TD-40b49ef6,M-f7160ca7,64026.68,3960,111.91,34,4.14,3.71,8.59
TD-04523319,M-91c6f6f2,65877.65,4701,496.99,7,3.47,0.72,1.39
TD-d4d28d00,M-af787fe5,88537.51,3100,160.92,29,4.78,2.63,8.28
TD-e255fbab,M-6bc36790,34230.97,4591,93.66,46,3.78,0.79,5.25
TD-337c8d93,M-84788e49,98791.87,3840,481.22,43,4.51,4.06,2.78
TD-ca392971,M-aa35119b,93242.76,17,260.73,36,1.04,4.95,1.19
TD-48a0be09,M-5f0fb815,30139.61,3288,153.39,24,3.71,0.87,1.03
TD-210ea41a,M-d6689fb9,58294.11,4136,145.6,48,3.09,2.13,3.03
TD-16720806,M-c71a69b3,73172.3,2474,440.77,31,1.46,3.79,7.7
TD-bb35125e,M-a16f3e9b,51666.41,4478,433.68,48,2.01,3.7,2.41
TD-f9b32747,M-9f715403,99998.89,3956,486.22,35,3.54,4.87,4.96
TD-7acfd2a2,M-932be508,572.71,3841,294.67,7,3.35,2.03,1.73
TD-887317c5,M-b92bda4c,93149.01,1285,73.42,41,3.77,3.0,0.31
TD-7336de09,M-0350984f,96894.33,1360,222.69,36,4.87,0.77,4.09
TD-db75811f,M-691b167b,40646.04,160,102.3,27,2.12,3.74,2.03
TD-b36d265b,M-f1d2607e,99275.81,4679,334.96,23,2.57,2.34,4.03
TD-d7d42d84,M-12591a42,82544.9,4339,95.39,6,3.96,0.51,0.14
TD-2f361d1e,M-39d47250,68318.27,3870,37.5,48,3.87,4.29,0.21
TD-6289b13a,M-01651bef,4759.65,2015,260.62,49,0.77,3.34,7.52
TD-8131233f,M-909631f5,41749.8,3561,383.93,37,1.51,0.66,8.01
TD-71406ee4,M-8ad7e6bc,79468.07,288,299.49,32,1.56,2.77,5.94
TD-b3dd4f87,M-3f81004d,67271.41,3566,262.63,19,2.93,4.39,9.34
TD-58c91afa,M-35b6622e,17682.64,3358,195.34,30,4.09,3.53,2.69
TD-300a938b,M-8a932eb4,34097.35,2595,239.25,27,2.62,2.12,2.76
TD-63f5773b,M-9c8d19ff,77364.07,4177,107.79,6,2.51,3.14,4.98
TD-1a5400eb,M-d363ad07,57781.74,29,434.2,2,1.37,2.0,1.32
TD-808811f2,M-43256f36,15001.63,1523,237.3,11,2.29,4.96,2.26
TD-27055546,M-85eba21c,21748.99,3187,342.76,16,2.05,4.79,3.71
TD-fbe70f6b,M-82e8f29a,44385.81,1979,37.72,45,3.92,5.0,4.61
TD-914d97e8,M-34d7ae68,77550.01,2113,395.19,2,3.8,1.52,0.87
TD-139ddfc8,M-b0685d95,51542.55,1202,335.29,17,2.59,3.85,3.68
TD-3a265589,M-f78ca142,12601.92,4571,126.45,48,3.35,3.17,0.25
TD-b339fa1f,M-0f67bd5a,72040.18,2935,425.54,13,2.3,4.66,4.08
TD-b37508ed,M-16426a69,93077.29,1591,96.51,27,1.54,4.97,1.3
TD-a7aef5e7,M-fab84ba0,53325.74,2908,358.57,10,3.98,3.97,2.31
TD-a7aa5349,M-f14fe5d9,14067.3,1795,265.24,11,1.34,3.88,2.08
TD-ab39e8bd,M-d1b2b0f8,3630.97,1880,368.05,49,3.8,3.71,0.53
TD-442cd386,M-d7f19842,54367.51,4785,178.79,41,1.43,4.71,0.34
TD-7823b228,M-51a641ce,74332.05,92,157.73,12,1.55,3.93,6.83
TD-1d8fa546,M-f3018bf4,63262.35,4403,447.34,32,1.45,1.76,3.99
TD-38efc114,M-07611fa1,76627.75,676,92.72,41,2.69,2.96,9.22
TD-b0557298,M-bbd06365,27011.28,1796,238.43,37,2.86,3.7,6.26
TD-2e4c2319,M-7375d732,75298.83,932,256.0,26,3.07,2.24,0.17
TD-546382be,M-5d1aac80,97726.62,3164,171.14,45,2.1,1.86,8.32
TD-5c793384,M-5862ea94,14493.54,3012,261.58,44,2.93,1.5,6.21
TD-005ac4b6,M-17e098a6,15818.46,2371,47.06,13,3.71,3.33,4.5
TD-faff61f4,M-9758bad1,64804.53,4936,233.19,33,2.13,1.42,7.26
TD-df902f74,M-3bcfe4ac,13365.37,4556,132.65,36,0.67,3.21,6.14
TD-478688ab,M-e0d4d72b,60758.16,4243,435.79,43,1.45,3.62,0.23
TD-0fed111e,M-91b9c36f,16581.59,4865,271.08,48,3.12,3.53,9.64
TD-4dfc117b,M-6e40e579,79806.99,662,351.0,46,0.63,1.99,3.96
TD-2c4bf1c2,M-80e631d0,43496.71,4293,222.04,42,3.95,2.31,4.58
TD-e5163425,M-7a491670,99047.65,4049,228.0,5,4.42,4.23,5.77
TD-11aef419,M-839fc156,53236.04,2021,99.47,37,2.11,3.27,8.91
TD-168287fc,M-a26fc3fd,196.87,4324,189.42,19,1.16,2.61,1.69
TD-1143deb6,M-76d9dd44,10406.02,2888,297.31,25,1.59,3.55,2.95
TD-ea3bf2a4,M-652b4d41,57318.82,3397,139.41,38,1.66,2.02,5.96
TD-9eedeb6f,M-856c6329,821.55,4558,295.87,20,4.05,1.79,3.62
TD-fa51817e,M-9c2d4bd1,77891.65,3015,125.65,30,0.76,2.71,0.31
TD-c06db074,M-86a75506,15046.74,746,40.33,9,3.81,4.75,9.4
TD-6fcd0d7d,M-d9a27a75,38078.92,3081,136.42,47,4.88,2.08,3.91
TD-279d9fe0,M-f4fd3bdf,79493.47,1679,369.15,11,1.27,3.78,2.85
TD-a3f15e9e,M-098a9c57,50548.71,2195,296.52,38,4.91,2.42,3.91
TD-2b635673,M-cac43508,79715.13,4754,90.83,38,0.55,2.97,4.31
TD-3230fe2d,M-6e46d701,72027.75,188,382.22,13,4.89,3.86,4.13
TD-95225028,M-594cdc45,30490.26,3665,394.25,35,4.49,3.33,1.98
TD-cd5e8e65,M-23927379,46955.95,2928,319.76,40,4.73,0.91,9.92
TD-5924af81,M-d33cb4f6,79516.45,191,312.95,31,0.94,2.37,9.15
TD-41b7eb74,M-b8b1a972,77139.24,2997,331.18,35,0.98,1.79,7.51
TD-1504c3d8,M-6c29704f,81479.5,2228,228.42,36,4.26,1.65,4.94
TD-5fe9d1df,M-666f0a8c,21419.46,1916,284.98,49,2.97,0.76,7.71
TD-1821ff14,M-f29c6bbf,89196.84,2668,94.07,36,0.63,1.99,4.37
TD-d2897da1,M-dd387745,91847.25,720,291.31,28,2.94,4.52,7.4
TD-f79de78b,M-bec73cd8,44310.01,4862,279.89,48,2.93,1.56,4.45
TD-cef61d41,M-48436eaa,24626.61,2163,198.67,38,4.19,2.79,6.19
TD-3141ca5a,M-d86d9e65,50386.06,3237,106.67,20,0.76,1.58,5.12
TD-f538a737,M-f69870e0,57107.78,4848,420.0,24,1.76,4.11,9.52
TD-898daa6f,M-59927222,16623.42,1822,172.25,14,2.11,2.88,5.95
TD-bdb6e21f,M-b04f2e20,17762.73,919,120.17,6,3.59,2.25,8.23
TD-61469540,M-89f324f7,50489.95,521,35.39,34,0.7,1.99,3.1
TD-a35a5d59,M-adcd3c25,62227.59,3128,232.49,19,3.14,0.76,4.77
TD-9cdeb057,M-5622402b,26029.75,2263,247.61,47,4.61,1.05,7.42
TD-4752ae36,M-ce506add,8283.67,665,119.98,7,4.16,0.7,7.55
TD-363da25e,M-999a9a2d,72729.75,3319,359.32,22,2.98,2.34,5.03
TD-6c19bbd2,M-a5881697,92626.8,575,331.17,40,0.7,4.05,3.03
TD-4c991c65,M-1b36aaa6,31454.21,4934,136.49,13,2.18,4.3,4.16
