id,policyNumber,policyType,startDate,endDate,premiumAmount,status,policyHolderID,insurerID,underwriterID,coverageIDs,agentID
policy_301,PN-6445-301,Umbrella,2022-06-05,2025-05-02,1524.59,Lapsed,holder_104,insurer_0,underwriter_1,['coverage_12'],agent_16
policy_302,PN-7937-302,Auto,2023-08-14,2023-11-06,761.72,Expired,holder_287,insurer_0,underwriter_7,"['coverage_10', 'coverage_8']",agent_16
policy_303,PN-6486-303,Auto,2023-06-26,2025-04-13,1410.51,Cancelled,holder_411,insurer_5,underwriter_13,"['coverage_0', 'coverage_1', 'coverage_4', 'coverage_3']",agent_17
policy_304,PN-4839-304,Umbrella,2022-03-15,2022-05-14,1890.65,Expired,holder_240,insurer_4,underwriter_2,"['coverage_4', 'coverage_1', 'coverage_3']",agent_1
policy_305,PN-2901-305,Umbrella,2023-07-13,2025-03-08,1529.72,Cancelled,holder_527,insurer_9,underwriter_2,['coverage_1'],agent_13
policy_306,PN-7436-306,Home,2022-06-20,2023-01-28,787.17,Cancelled,holder_440,insurer_4,underwriter_11,['coverage_0'],agent_1
policy_307,PN-4790-307,Renter,2024-12-08,2026-03-30,1070.26,Expired,holder_378,insurer_9,underwriter_8,"['coverage_4', 'coverage_2', 'coverage_8', 'coverage_13']",agent_9
policy_308,PN-1437-308,Landlord,2022-10-17,2023-03-19,1461.6,Cancelled,holder_509,insurer_6,underwriter_3,"['coverage_10', 'coverage_9']",agent_2
policy_309,PN-3926-309,Landlord,2024-10-02,2024-11-21,1283.34,Expired,holder_178,insurer_3,underwriter_16,"['coverage_11', 'coverage_6', 'coverage_0', 'coverage_4']",agent_19
policy_310,PN-5879-310,Condo,2022-07-30,2024-12-12,1238.36,Active,holder_196,insurer_5,underwriter_13,"['coverage_14', 'coverage_1']",agent_4
policy_311,PN-9794-311,Condo,2023-12-02,2024-08-25,1609.9,Lapsed,holder_194,insurer_7,underwriter_10,['coverage_9'],agent_13
policy_312,PN-8714-312,Umbrella,2024-06-12,2026-05-12,250.41,Lapsed,holder_478,insurer_8,underwriter_12,"['coverage_5', 'coverage_13']",agent_13
policy_313,PN-1515-313,Renter,2024-02-01,2026-04-28,1297.36,Lapsed,holder_577,insurer_9,underwriter_3,"['coverage_2', 'coverage_10', 'coverage_0']",agent_12
policy_314,PN-2841-314,Renter,2023-08-24,2023-10-01,1945.39,Lapsed,holder_67,insurer_1,underwriter_18,"['coverage_13', 'coverage_14', 'coverage_10', 'coverage_5']",agent_3
policy_315,PN-4882-315,Condo,2024-02-15,2026-05-21,511.91,Cancelled,holder_171,insurer_0,underwriter_13,"['coverage_4', 'coverage_1', 'coverage_12']",agent_7
policy_316,PN-7475-316,Condo,2022-10-17,2023-10-31,1101.06,Cancelled,holder_244,insurer_4,underwriter_11,"['coverage_0', 'coverage_4', 'coverage_10', 'coverage_8']",agent_15
policy_317,PN-7056-317,Renter,2023-10-25,2026-05-25,1362.15,Cancelled,holder_335,insurer_8,underwriter_16,"['coverage_3', 'coverage_1', 'coverage_8']",agent_7
policy_318,PN-3437-318,Umbrella,2023-11-28,2026-04-05,1532.58,Cancelled,holder_122,insurer_0,underwriter_9,"['coverage_14', 'coverage_1']",agent_3
policy_319,PN-2366-319,Umbrella,2025-02-06,2025-10-17,1146.47,Active,holder_130,insurer_8,underwriter_1,['coverage_4'],agent_14
policy_320,PN-3367-320,Auto,2025-01-29,2027-08-13,1518.25,Active,holder_139,insurer_2,underwriter_19,"['coverage_7', 'coverage_10', 'coverage_5']",agent_8
policy_321,PN-9996-321,Umbrella,2023-12-01,2025-02-07,635.38,Active,holder_99,insurer_9,underwriter_3,['coverage_7'],agent_17
policy_322,PN-8804-322,Umbrella,2024-02-29,2026-12-16,208.01,Cancelled,holder_184,insurer_8,underwriter_4,"['coverage_3', 'coverage_11', 'coverage_14', 'coverage_7']",agent_16
policy_323,PN-2886-323,Renter,2023-10-18,2024-01-04,1494.82,Active,holder_340,insurer_3,underwriter_6,"['coverage_4', 'coverage_6']",agent_11
policy_324,PN-4076-324,Condo,2023-08-18,2025-09-27,1942.63,Lapsed,holder_482,insurer_0,underwriter_11,['coverage_2'],agent_9
policy_325,PN-3650-325,Landlord,2023-12-29,2026-08-26,1022.61,Cancelled,holder_272,insurer_6,underwriter_3,"['coverage_10', 'coverage_12', 'coverage_11', 'coverage_9']",agent_11
policy_326,PN-4112-326,Umbrella,2022-08-23,2024-12-18,1976.5,Cancelled,holder_443,insurer_8,underwriter_11,"['coverage_10', 'coverage_4', 'coverage_7', 'coverage_2']",agent_10
policy_327,PN-7160-327,Umbrella,2024-02-11,2025-10-21,715.8,Lapsed,holder_264,insurer_7,underwriter_2,"['coverage_11', 'coverage_14', 'coverage_3', 'coverage_7']",agent_7
policy_328,PN-5635-328,Auto,2023-05-08,2025-04-21,1466.34,Active,holder_448,insurer_8,underwriter_9,"['coverage_14', 'coverage_4']",agent_3
policy_329,PN-3313-329,Auto,2024-07-10,2024-12-25,1262.91,Expired,holder_70,insurer_5,underwriter_10,['coverage_11'],agent_10
policy_330,PN-8784-330,Condo,2025-02-09,2027-07-11,1025.87,Expired,holder_466,insurer_7,underwriter_6,"['coverage_1', 'coverage_2']",agent_10
policy_331,PN-1066-331,Umbrella,2022-05-29,2023-09-19,723.33,Active,holder_444,insurer_5,underwriter_8,"['coverage_8', 'coverage_2', 'coverage_11', 'coverage_7']",agent_13
policy_332,PN-1643-332,Landlord,2023-07-27,2024-09-09,1347.9,Cancelled,holder_368,insurer_2,underwriter_10,['coverage_3'],agent_19
policy_333,PN-5297-333,Umbrella,2022-06-27,2024-01-22,809.64,Expired,holder_171,insurer_0,underwriter_17,"['coverage_13', 'coverage_8']",agent_6
policy_334,PN-5539-334,Home,2023-09-22,2024-07-14,1101.0,Cancelled,holder_589,insurer_2,underwriter_18,"['coverage_0', 'coverage_3', 'coverage_5']",agent_19
policy_335,PN-7425-335,Condo,2023-03-29,2025-08-16,1312.26,Cancelled,holder_178,insurer_8,underwriter_6,"['coverage_11', 'coverage_5', 'coverage_14']",agent_15
policy_336,PN-6873-336,Auto,2024-06-18,2026-05-02,1847.56,Lapsed,holder_570,insurer_2,underwriter_19,"['coverage_5', 'coverage_3', 'coverage_11', 'coverage_0']",agent_6
policy_337,PN-8336-337,Home,2024-04-21,2025-05-23,948.33,Active,holder_385,insurer_6,underwriter_6,"['coverage_11', 'coverage_13']",agent_3
policy_338,PN-3154-338,Home,2024-11-11,2026-06-25,1033.2,Lapsed,holder_127,insurer_2,underwriter_3,"['coverage_11', 'coverage_2', 'coverage_9']",agent_14
policy_339,PN-5992-339,Landlord,2022-03-17,2023-03-06,857.05,Cancelled,holder_175,insurer_7,underwriter_12,"['coverage_9', 'coverage_12']",agent_4
policy_340,PN-5876-340,Landlord,2024-02-11,2024-06-13,545.39,Active,holder_88,insurer_3,underwriter_13,['coverage_5'],agent_18
policy_341,PN-4800-341,Home,2022-07-08,2024-05-19,1305.05,Expired,holder_175,insurer_4,underwriter_12,['coverage_4'],agent_18
policy_342,PN-7212-342,Condo,2022-02-18,2023-09-25,1542.21,Lapsed,holder_124,insurer_9,underwriter_8,"['coverage_12', 'coverage_11', 'coverage_14', 'coverage_8']",agent_9
policy_343,PN-2781-343,Renter,2023-01-15,2023-03-30,1820.29,Lapsed,holder_196,insurer_7,underwriter_12,['coverage_7'],agent_8
policy_344,PN-2868-344,Condo,2022-06-17,2022-12-04,454.44,Lapsed,holder_358,insurer_3,underwriter_11,"['coverage_2', 'coverage_8', 'coverage_9']",agent_5
policy_345,PN-8970-345,Home,2022-02-24,2022-06-03,827.06,Lapsed,holder_382,insurer_5,underwriter_15,"['coverage_11', 'coverage_9', 'coverage_12', 'coverage_8']",agent_2
policy_346,PN-4525-346,Auto,2024-10-31,2026-08-01,1003.01,Lapsed,holder_26,insurer_4,underwriter_2,['coverage_2'],agent_2
policy_347,PN-5233-347,Condo,2022-03-10,2023-03-18,1670.63,Active,holder_554,insurer_8,underwriter_3,['coverage_13'],agent_17
policy_348,PN-5245-348,Umbrella,2023-06-18,2026-02-09,1120.2,Active,holder_595,insurer_8,underwriter_13,['coverage_7'],agent_18
policy_349,PN-6406-349,Landlord,2023-09-26,2026-08-28,1991.35,Expired,holder_422,insurer_1,underwriter_13,"['coverage_4', 'coverage_13', 'coverage_7', 'coverage_11']",agent_16
policy_350,PN-1137-350,Renter,2024-06-23,2024-07-28,410.39,Expired,holder_187,insurer_2,underwriter_14,"['coverage_3', 'coverage_4', 'coverage_13']",agent_5
policy_351,PN-8002-351,Umbrella,2023-12-02,2026-07-23,1134.62,Active,holder_388,insurer_9,underwriter_1,"['coverage_7', 'coverage_1', 'coverage_10', 'coverage_6']",agent_16
policy_352,PN-4918-352,Condo,2022-04-20,2025-03-14,935.96,Lapsed,holder_507,insurer_4,underwriter_16,['coverage_13'],agent_13
policy_353,PN-3153-353,Renter,2023-08-17,2025-01-20,1011.66,Expired,holder_123,insurer_2,underwriter_4,"['coverage_6', 'coverage_4', 'coverage_7', 'coverage_14']",agent_12
policy_354,PN-7305-354,Condo,2024-08-21,2027-02-06,381.0,Cancelled,holder_473,insurer_4,underwriter_6,['coverage_9'],agent_4
policy_355,PN-2804-355,Auto,2023-07-18,2025-07-01,1890.3,Active,holder_24,insurer_8,underwriter_5,"['coverage_2', 'coverage_6', 'coverage_14']",agent_4
policy_356,PN-7991-356,Auto,2022-04-29,2023-08-17,817.2,Lapsed,holder_307,insurer_2,underwriter_18,"['coverage_5', 'coverage_13', 'coverage_3']",agent_1
policy_357,PN-6130-357,Auto,2025-01-10,2026-08-21,442.56,Active,holder_406,insurer_8,underwriter_6,['coverage_3'],agent_9
policy_358,PN-1334-358,Condo,2023-04-27,2023-11-04,958.47,Active,holder_430,insurer_1,underwriter_15,"['coverage_12', 'coverage_7', 'coverage_5']",agent_3
policy_359,PN-9922-359,Home,2022-11-21,2023-11-23,522.71,Lapsed,holder_117,insurer_2,underwriter_10,"['coverage_11', 'coverage_12', 'coverage_7']",agent_10
policy_360,PN-1119-360,Home,2023-10-08,2025-08-07,942.23,Cancelled,holder_573,insurer_9,underwriter_7,"['coverage_10', 'coverage_3']",agent_1
policy_361,PN-2305-361,Landlord,2025-01-09,2027-02-17,945.95,Active,holder_381,insurer_4,underwriter_3,"['coverage_11', 'coverage_3', 'coverage_4']",agent_11
policy_362,PN-1103-362,Landlord,2022-12-25,2023-03-29,231.23,Lapsed,holder_521,insurer_2,underwriter_10,['coverage_2'],agent_11
policy_363,PN-5490-363,Landlord,2023-10-30,2024-07-31,984.68,Active,holder_57,insurer_0,underwriter_10,"['coverage_1', 'coverage_11']",agent_16
policy_364,PN-9371-364,Landlord,2024-07-07,2026-07-18,1185.0,Lapsed,holder_446,insurer_9,underwriter_18,"['coverage_14', 'coverage_3', 'coverage_2']",agent_9
policy_365,PN-2589-365,Umbrella,2022-03-03,2024-04-23,1086.33,Expired,holder_596,insurer_1,underwriter_3,"['coverage_1', 'coverage_8']",agent_2
policy_366,PN-4298-366,Home,2023-02-20,2023-06-19,1281.6,Expired,holder_79,insurer_1,underwriter_3,"['coverage_2', 'coverage_1', 'coverage_9', 'coverage_4']",agent_12
policy_367,PN-6158-367,Auto,2024-02-01,2026-09-30,592.65,Cancelled,holder_204,insurer_8,underwriter_4,"['coverage_9', 'coverage_13', 'coverage_8', 'coverage_1']",agent_6
policy_368,PN-1009-368,Umbrella,2023-07-23,2024-12-13,890.13,Lapsed,holder_63,insurer_4,underwriter_17,"['coverage_4', 'coverage_5', 'coverage_7']",agent_3
policy_369,PN-7277-369,Landlord,2024-01-29,2024-04-02,677.9,Lapsed,holder_442,insurer_9,underwriter_4,"['coverage_2', 'coverage_3']",agent_18
policy_370,PN-6820-370,Umbrella,2024-04-30,2025-03-10,414.88,Cancelled,holder_23,insurer_9,underwriter_10,"['coverage_2', 'coverage_4', 'coverage_9']",agent_1
policy_371,PN-5884-371,Home,2024-02-04,2024-04-13,1515.19,Active,holder_4,insurer_1,underwriter_15,"['coverage_1', 'coverage_0', 'coverage_7']",agent_3
policy_372,PN-9175-372,Auto,2025-02-12,2025-08-13,1070.02,Active,holder_208,insurer_4,underwriter_6,['coverage_3'],agent_19
policy_373,PN-5143-373,Auto,2024-06-16,2027-03-11,1280.97,Active,holder_439,insurer_4,underwriter_16,"['coverage_11', 'coverage_3', 'coverage_9']",agent_7
policy_374,PN-9056-374,Landlord,2024-03-25,2024-11-01,383.0,Cancelled,holder_27,insurer_3,underwriter_17,"['coverage_14', 'coverage_8']",agent_10
policy_375,PN-3437-375,Landlord,2024-05-01,2027-03-12,377.66,Cancelled,holder_355,insurer_3,underwriter_11,['coverage_1'],agent_10
policy_376,PN-4069-376,Renter,2022-07-17,2022-12-05,1621.97,Expired,holder_178,insurer_8,underwriter_10,"['coverage_3', 'coverage_12', 'coverage_0']",agent_1
policy_377,PN-3541-377,Auto,2023-08-15,2024-05-30,1914.02,Expired,holder_10,insurer_6,underwriter_12,"['coverage_7', 'coverage_6']",agent_10
policy_378,PN-9932-378,Landlord,2022-09-27,2024-04-30,447.23,Cancelled,holder_138,insurer_9,underwriter_1,"['coverage_4', 'coverage_11', 'coverage_10', 'coverage_2']",agent_1
policy_379,PN-8222-379,Condo,2024-09-18,2025-04-13,1655.37,Cancelled,holder_57,insurer_8,underwriter_19,['coverage_9'],agent_5
policy_380,PN-2381-380,Umbrella,2023-02-14,2025-02-16,1033.54,Active,holder_133,insurer_2,underwriter_4,"['coverage_6', 'coverage_0', 'coverage_11', 'coverage_4']",agent_15
policy_381,PN-5046-381,Home,2022-06-03,2024-01-28,1313.95,Lapsed,holder_235,insurer_7,underwriter_1,"['coverage_12', 'coverage_1', 'coverage_6', 'coverage_4']",agent_2
policy_382,PN-6624-382,Umbrella,2022-09-27,2023-07-10,1011.14,Active,holder_336,insurer_6,underwriter_6,['coverage_5'],agent_1
policy_383,PN-9287-383,Home,2024-03-15,2025-01-05,497.96,Cancelled,holder_520,insurer_8,underwriter_13,['coverage_14'],agent_17
policy_384,PN-5335-384,Umbrella,2022-07-03,2022-10-26,1112.64,Expired,holder_5,insurer_6,underwriter_18,"['coverage_4', 'coverage_7', 'coverage_9', 'coverage_0']",agent_16
policy_385,PN-9040-385,Auto,2023-05-15,2025-08-23,295.26,Expired,holder_432,insurer_1,underwriter_6,"['coverage_9', 'coverage_1', 'coverage_12']",agent_17
policy_386,PN-8665-386,Auto,2022-10-27,2023-08-25,1794.26,Cancelled,holder_6,insurer_9,underwriter_15,['coverage_13'],agent_19
policy_387,PN-6479-387,Umbrella,2023-04-25,2023-06-19,228.19,Active,holder_166,insurer_6,underwriter_0,['coverage_10'],agent_16
policy_388,PN-3567-388,Landlord,2023-06-23,2026-03-22,1012.06,Lapsed,holder_227,insurer_0,underwriter_7,"['coverage_6', 'coverage_13']",agent_13
policy_389,PN-1235-389,Renter,2024-02-11,2024-06-12,661.39,Expired,holder_57,insurer_1,underwriter_2,"['coverage_5', 'coverage_4']",agent_12
policy_390,PN-7528-390,Auto,2023-01-09,2024-02-18,870.9,Lapsed,holder_411,insurer_8,underwriter_10,"['coverage_14', 'coverage_12', 'coverage_1']",agent_5
policy_391,PN-6831-391,Renter,2023-10-30,2025-12-25,950.24,Cancelled,holder_543,insurer_1,underwriter_5,['coverage_0'],agent_2
policy_392,PN-1440-392,Umbrella,2023-04-18,2026-01-04,405.37,Active,holder_445,insurer_9,underwriter_5,['coverage_13'],agent_13
policy_393,PN-9163-393,Renter,2025-01-18,2025-04-27,1659.48,Expired,holder_567,insurer_0,underwriter_5,"['coverage_4', 'coverage_2']",agent_10
policy_394,PN-9892-394,Condo,2025-01-27,2025-12-08,472.79,Active,holder_193,insurer_1,underwriter_8,"['coverage_5', 'coverage_8']",agent_3
policy_395,PN-7624-395,Auto,2023-11-06,2026-10-29,1613.74,Cancelled,holder_343,insurer_2,underwriter_6,"['coverage_4', 'coverage_13', 'coverage_12', 'coverage_5']",agent_5
policy_396,PN-9300-396,Renter,2024-10-04,2025-01-12,344.24,Active,holder_105,insurer_2,underwriter_0,['coverage_0'],agent_18
policy_397,PN-1849-397,Renter,2023-10-29,2024-09-20,688.16,Lapsed,holder_346,insurer_9,underwriter_19,"['coverage_12', 'coverage_8', 'coverage_3']",agent_2
policy_398,PN-5902-398,Home,2023-06-30,2025-10-06,310.74,Active,holder_575,insurer_7,underwriter_10,"['coverage_2', 'coverage_0', 'coverage_5', 'coverage_8']",agent_12
policy_399,PN-8428-399,Home,2023-07-06,2024-05-21,598.97,Lapsed,holder_324,insurer_4,underwriter_14,"['coverage_12', 'coverage_9', 'coverage_1']",agent_8
policy_400,PN-4533-400,Home,2024-12-09,2027-03-08,206.85,Lapsed,holder_490,insurer_9,underwriter_0,"['coverage_13', 'coverage_3', 'coverage_7', 'coverage_1']",agent_2
policy_401,PN-6832-401,Umbrella,2023-02-10,2024-10-12,1364.34,Lapsed,holder_423,insurer_1,underwriter_12,"['coverage_10', 'coverage_3', 'coverage_0']",agent_8
policy_402,PN-3272-402,Umbrella,2022-12-27,2025-01-09,1344.41,Active,holder_503,insurer_9,underwriter_1,"['coverage_7', 'coverage_4', 'coverage_12', 'coverage_2']",agent_10
policy_403,PN-7567-403,Landlord,2024-09-12,2024-12-15,1570.65,Active,holder_66,insurer_6,underwriter_12,"['coverage_10', 'coverage_9']",agent_1
policy_404,PN-5596-404,Umbrella,2023-03-20,2024-06-19,251.64,Cancelled,holder_27,insurer_6,underwriter_1,['coverage_7'],agent_17
policy_405,PN-4480-405,Home,2023-01-18,2024-12-22,772.9,Lapsed,holder_447,insurer_0,underwriter_4,"['coverage_10', 'coverage_5']",agent_7
policy_406,PN-5925-406,Auto,2023-03-16,2026-01-10,1714.71,Active,holder_505,insurer_2,underwriter_9,"['coverage_3', 'coverage_12', 'coverage_4', 'coverage_6']",agent_15
policy_407,PN-3158-407,Condo,2024-12-14,2027-11-02,1032.17,Cancelled,holder_342,insurer_3,underwriter_16,"['coverage_10', 'coverage_13', 'coverage_12', 'coverage_2']",agent_3
policy_408,PN-3256-408,Auto,2023-07-16,2024-12-21,1704.76,Lapsed,holder_546,insurer_2,underwriter_12,"['coverage_6', 'coverage_5']",agent_7
policy_409,PN-5898-409,Landlord,2024-09-15,2025-02-15,867.48,Active,holder_388,insurer_2,underwriter_2,"['coverage_0', 'coverage_12']",agent_12
policy_410,PN-9708-410,Umbrella,2022-12-29,2024-07-07,365.95,Active,holder_450,insurer_2,underwriter_13,"['coverage_13', 'coverage_0']",agent_13
policy_411,PN-5987-411,Landlord,2022-12-29,2023-11-01,1404.51,Cancelled,holder_450,insurer_5,underwriter_12,"['coverage_7', 'coverage_9', 'coverage_14']",agent_12
policy_412,PN-9821-412,Auto,2024-09-28,2026-02-17,1715.95,Cancelled,holder_246,insurer_0,underwriter_14,"['coverage_1', 'coverage_7']",agent_0
policy_413,PN-8205-413,Home,2023-05-03,2026-03-29,243.0,Expired,holder_438,insurer_9,underwriter_18,"['coverage_2', 'coverage_3', 'coverage_14', 'coverage_12']",agent_1
policy_414,PN-5454-414,Umbrella,2022-12-14,2025-10-18,1774.46,Lapsed,holder_400,insurer_2,underwriter_8,"['coverage_6', 'coverage_14', 'coverage_12', 'coverage_9']",agent_13
policy_415,PN-1235-415,Landlord,2023-05-30,2024-11-02,1949.97,Lapsed,holder_216,insurer_4,underwriter_0,"['coverage_3', 'coverage_1', 'coverage_0', 'coverage_7']",agent_7
policy_416,PN-4055-416,Home,2025-02-16,2026-12-10,1960.47,Expired,holder_145,insurer_1,underwriter_5,"['coverage_7', 'coverage_14', 'coverage_2', 'coverage_4']",agent_2
policy_417,PN-5901-417,Condo,2024-02-23,2026-12-02,1346.49,Expired,holder_38,insurer_5,underwriter_12,"['coverage_3', 'coverage_4', 'coverage_9', 'coverage_1']",agent_9
policy_418,PN-7222-418,Auto,2024-06-17,2026-09-07,1183.28,Lapsed,holder_38,insurer_3,underwriter_14,"['coverage_10', 'coverage_3', 'coverage_0', 'coverage_12']",agent_2
policy_419,PN-4354-419,Home,2024-01-31,2024-06-19,361.03,Active,holder_241,insurer_0,underwriter_14,"['coverage_2', 'coverage_0', 'coverage_4', 'coverage_7']",agent_3
policy_420,PN-1848-420,Umbrella,2022-11-30,2024-07-22,1469.66,Lapsed,holder_468,insurer_7,underwriter_15,"['coverage_5', 'coverage_6']",agent_4
policy_421,PN-2031-421,Renter,2023-05-30,2026-02-13,577.92,Expired,holder_531,insurer_5,underwriter_4,"['coverage_4', 'coverage_2']",agent_0
policy_422,PN-6638-422,Landlord,2022-11-19,2024-04-10,1040.02,Expired,holder_9,insurer_9,underwriter_19,"['coverage_14', 'coverage_0']",agent_12
policy_423,PN-2933-423,Home,2023-10-10,2024-01-12,940.03,Lapsed,holder_162,insurer_2,underwriter_7,['coverage_6'],agent_4
policy_424,PN-2514-424,Home,2023-02-15,2025-04-25,497.85,Cancelled,holder_341,insurer_1,underwriter_1,"['coverage_0', 'coverage_3']",agent_17
policy_425,PN-4344-425,Umbrella,2024-04-22,2026-01-10,317.03,Active,holder_407,insurer_0,underwriter_2,['coverage_11'],agent_4
policy_426,PN-6311-426,Landlord,2022-03-23,2024-10-04,1003.63,Active,holder_213,insurer_7,underwriter_15,"['coverage_5', 'coverage_9', 'coverage_6']",agent_10
policy_427,PN-8996-427,Umbrella,2023-08-22,2025-06-22,962.67,Cancelled,holder_267,insurer_6,underwriter_11,"['coverage_9', 'coverage_2']",agent_13
policy_428,PN-4797-428,Home,2022-06-14,2022-09-13,295.63,Active,holder_489,insurer_2,underwriter_16,['coverage_11'],agent_9
policy_429,PN-5998-429,Home,2024-12-05,2027-05-08,1243.24,Cancelled,holder_440,insurer_6,underwriter_12,"['coverage_10', 'coverage_0']",agent_8
policy_430,PN-8076-430,Landlord,2023-04-29,2023-10-31,1148.42,Active,holder_481,insurer_7,underwriter_6,['coverage_2'],agent_18
policy_431,PN-4682-431,Auto,2023-02-17,2023-12-16,918.39,Lapsed,holder_114,insurer_4,underwriter_7,['coverage_9'],agent_15
policy_432,PN-4672-432,Condo,2024-08-26,2025-03-08,536.25,Expired,holder_568,insurer_3,underwriter_10,"['coverage_2', 'coverage_0']",agent_16
policy_433,PN-7080-433,Renter,2023-05-05,2025-02-20,324.87,Expired,holder_549,insurer_0,underwriter_10,['coverage_10'],agent_13
policy_434,PN-3826-434,Landlord,2024-07-14,2025-12-09,304.11,Lapsed,holder_394,insurer_0,underwriter_15,['coverage_3'],agent_2
policy_435,PN-8867-435,Home,2024-12-16,2027-09-13,1895.22,Active,holder_556,insurer_1,underwriter_7,['coverage_8'],agent_18
policy_436,PN-2775-436,Renter,2023-04-20,2024-07-11,1516.95,Expired,holder_580,insurer_6,underwriter_2,['coverage_2'],agent_6
policy_437,PN-5495-437,Renter,2024-10-15,2025-10-20,1371.82,Cancelled,holder_1,insurer_8,underwriter_3,"['coverage_13', 'coverage_6', 'coverage_3', 'coverage_7']",agent_4
policy_438,PN-9686-438,Auto,2022-12-04,2025-11-05,1675.61,Expired,holder_326,insurer_4,underwriter_14,"['coverage_6', 'coverage_13', 'coverage_3', 'coverage_2']",agent_6
policy_439,PN-1753-439,Condo,2023-01-23,2023-11-05,704.7,Expired,holder_343,insurer_5,underwriter_14,"['coverage_5', 'coverage_12', 'coverage_6', 'coverage_1']",agent_14
policy_440,PN-8025-440,Condo,2024-03-09,2025-12-30,613.3,Expired,holder_176,insurer_9,underwriter_0,"['coverage_2', 'coverage_8', 'coverage_9', 'coverage_6']",agent_17
policy_441,PN-2734-441,Umbrella,2023-08-01,2025-12-12,625.69,Active,holder_546,insurer_9,underwriter_19,"['coverage_12', 'coverage_13', 'coverage_1']",agent_11
policy_442,PN-9880-442,Auto,2024-03-24,2025-06-12,1072.52,Active,holder_294,insurer_0,underwriter_12,"['coverage_13', 'coverage_9', 'coverage_2']",agent_5
policy_443,PN-8727-443,Landlord,2024-10-12,2027-06-02,482.07,Expired,holder_135,insurer_9,underwriter_2,"['coverage_14', 'coverage_3']",agent_11
policy_444,PN-1445-444,Renter,2024-06-05,2027-05-18,831.53,Cancelled,holder_33,insurer_8,underwriter_10,['coverage_3'],agent_1
policy_445,PN-2228-445,Renter,2023-07-01,2024-07-22,1134.87,Lapsed,holder_28,insurer_1,underwriter_19,"['coverage_5', 'coverage_2', 'coverage_0', 'coverage_6']",agent_16
policy_446,PN-8317-446,Umbrella,2022-07-21,2023-12-13,1463.04,Active,holder_83,insurer_9,underwriter_7,"['coverage_0', 'coverage_1', 'coverage_10', 'coverage_14']",agent_7
policy_447,PN-6458-447,Home,2023-01-11,2024-04-03,282.85,Lapsed,holder_17,insurer_4,underwriter_1,"['coverage_1', 'coverage_12', 'coverage_13']",agent_4
policy_448,PN-1400-448,Renter,2023-02-23,2024-08-23,974.16,Expired,holder_421,insurer_0,underwriter_13,"['coverage_6', 'coverage_1']",agent_19
policy_449,PN-7763-449,Landlord,2022-03-10,2024-08-04,971.21,Cancelled,holder_218,insurer_3,underwriter_14,"['coverage_5', 'coverage_9', 'coverage_3', 'coverage_12']",agent_0
policy_450,PN-2684-450,Home,2024-09-16,2025-09-24,231.02,Active,holder_572,insurer_4,underwriter_3,['coverage_9'],agent_0
policy_451,PN-5559-451,Auto,2024-12-21,2025-02-12,213.95,Lapsed,holder_577,insurer_5,underwriter_6,"['coverage_9', 'coverage_12']",agent_8
policy_452,PN-6068-452,Auto,2023-03-06,2023-04-08,1556.26,Active,holder_545,insurer_6,underwriter_8,"['coverage_1', 'coverage_5']",agent_6
policy_453,PN-1965-453,Auto,2023-05-30,2025-11-04,555.51,Cancelled,holder_596,insurer_2,underwriter_8,"['coverage_7', 'coverage_4', 'coverage_3']",agent_17
policy_454,PN-8846-454,Home,2023-09-12,2025-11-01,476.59,Active,holder_462,insurer_3,underwriter_18,['coverage_4'],agent_14
policy_455,PN-4067-455,Auto,2024-06-05,2024-07-18,1905.68,Expired,holder_482,insurer_7,underwriter_18,"['coverage_14', 'coverage_11', 'coverage_6']",agent_3
policy_456,PN-7678-456,Auto,2023-11-04,2024-06-04,327.87,Active,holder_181,insurer_1,underwriter_0,"['coverage_7', 'coverage_9']",agent_2
policy_457,PN-5940-457,Condo,2023-09-22,2026-04-06,1772.55,Expired,holder_205,insurer_6,underwriter_18,['coverage_5'],agent_18
policy_458,PN-8266-458,Renter,2023-07-27,2025-12-07,1280.51,Expired,holder_231,insurer_6,underwriter_10,"['coverage_13', 'coverage_3', 'coverage_6', 'coverage_1']",agent_4
policy_459,PN-7908-459,Renter,2022-12-01,2023-11-02,1034.76,Cancelled,holder_252,insurer_3,underwriter_5,['coverage_11'],agent_12
policy_460,PN-3165-460,Landlord,2023-11-13,2024-06-01,235.03,Cancelled,holder_293,insurer_8,underwriter_2,"['coverage_12', 'coverage_6']",agent_7
policy_461,PN-2890-461,Auto,2023-03-26,2025-06-29,475.64,Lapsed,holder_510,insurer_0,underwriter_3,['coverage_13'],agent_1
policy_462,PN-9972-462,Auto,2025-01-06,2026-08-19,312.09,Expired,holder_434,insurer_9,underwriter_11,"['coverage_7', 'coverage_10', 'coverage_14', 'coverage_2']",agent_18
policy_463,PN-8104-463,Condo,2022-07-14,2023-04-30,1462.15,Cancelled,holder_527,insurer_1,underwriter_14,"['coverage_1', 'coverage_10']",agent_10
policy_464,PN-3874-464,Umbrella,2023-08-09,2024-07-29,1123.8,Lapsed,holder_40,insurer_6,underwriter_17,"['coverage_7', 'coverage_2', 'coverage_0']",agent_10
policy_465,PN-5011-465,Home,2024-11-06,2027-08-03,597.39,Cancelled,holder_405,insurer_5,underwriter_18,"['coverage_0', 'coverage_5', 'coverage_8', 'coverage_10']",agent_16
