treaty_id,treaty_type,coverage_start_date,coverage_end_date,ceding_company,reinsurer_name,limit_amount,retention_amount,quota_share_percent,commission_percent,profit_commission_flag
TREATY175716,Facultative,2017-04-03,2018-04-05,Jones and Sons,"Schroeder, Cooper and Chapman",1290135.62,765405.25,78.27,20.49,True
TREATY866483,Surplus,2018-10-07,2020-11-06,Evans Group,"Savage, Payne and Hunt",7736889.23,435694.13,21.07,7.75,False
TREATY968635,XoL,2022-01-16,2023-02-24,"Coleman, Pena and Patterson","Berry, Parks and Quinn",2731727.89,557856.65,53.62,15.72,True
TREATY102196,Surplus,2017-03-17,2021-02-10,Rich LLC,Henry-Mills,5342602.2,913558.75,64.95,5.8,True
TREATY749945,XoL,2018-10-25,2020-10-08,"Friedman, Finley and Herrera",Turner PLC,2070136.95,843440.32,31.79,15.1,True
TREATY315275,Surplus,2020-01-21,2022-12-28,Wood-Kent,Warren and Sons,7922465.58,94831.87,69.71,8.36,True
TREATY615163,XoL,2016-06-07,2018-09-25,Miller-Clark,Moore-Hunt,6433815.01,539943.6,37.91,8.07,False
TREATY851817,Facultative,2019-10-15,2022-12-15,Evans-Flores,Ramirez PLC,8868434.51,424014.57,48.48,9.12,True
TREATY034759,Quota Share,2016-11-07,2018-06-13,Cochran LLC,Herrera Inc,4796549.18,665768.25,13.38,22.26,True
TREATY435739,Surplus,2022-04-30,2026-05-17,"Cook, Gordon and Dickerson",Anderson and Sons,5757612.13,242348.78,83.55,17.65,False
TREATY808313,Surplus,2022-03-27,2027-03-07,"Perez, Campbell and Schaefer",Carr-Hall,4820871.66,894072.48,87.05,6.2,False
TREATY059653,Facultative,2023-06-01,2024-07-24,Davis LLC,Miller-Rojas,6390792.61,223176.14,37.66,6.73,False
TREATY821512,Surplus,2017-01-11,2021-11-07,"Brown, Johnson and Hale",Harris Ltd,3211538.9,887289.23,64.12,24.14,False
TREATY426470,Surplus,2020-04-14,2022-01-16,Reed Inc,Burns-Reynolds,4125907.51,937914.87,55.21,14.58,False
TREATY179957,Quota Share,2017-08-02,2018-12-14,"Solis, Allen and Ramirez",Mckinney-Gross,5239351.95,272967.45,44.15,16.97,True
TREATY825837,XoL,2018-06-11,2021-01-10,Nguyen-Kerr,Brown Group,598770.29,858848.77,13.76,10.15,True
TREATY977208,Surplus,2022-10-05,2027-06-23,Alvarado Inc,"King, Sanchez and Byrd",3247668.02,461969.54,15.68,15.7,False
TREATY596038,Facultative,2021-10-09,2024-07-04,"Lucas, Morrow and Franklin",Hayes-Graham,6461810.93,170757.93,84.36,6.12,False
TREATY083991,Facultative,2020-07-18,2021-07-31,Gonzales LLC,Moore Ltd,3837842.28,282341.44,88.74,18.48,True
TREATY954772,Facultative,2021-01-04,2025-04-29,Smith Group,Perez Inc,5807146.49,558170.79,15.38,12.06,True
TREATY026885,Quota Share,2021-03-10,2022-06-08,"Berry, Owens and Bowen","Rodgers, Gonzalez and Leblanc",3664995.23,850316.6,28.3,20.88,True
TREATY083719,Surplus,2017-10-09,2019-12-31,Dalton PLC,Hughes-Silva,3416780.16,696429.22,75.01,24.02,True
TREATY891404,Quota Share,2019-11-18,2022-01-31,Jackson-Rodriguez,Miller Group,6169359.65,293694.32,58.4,18.13,False
TREATY308277,Quota Share,2018-08-31,2022-10-04,Ford PLC,Carr-Bates,7176633.1,142176.37,24.49,19.46,True
TREATY293636,Quota Share,2018-05-09,2022-06-29,"Walker, Cook and Whitney",Collins and Sons,7816335.37,692063.24,75.73,17.95,False
TREATY218573,Quota Share,2017-12-07,2021-10-23,Vaughn-Calderon,"Burns, Miles and Nguyen",9196160.1,941419.91,21.85,19.48,False
TREATY212825,XoL,2020-03-24,2021-11-27,"Jones, Roy and Ryan",Spence LLC,5283962.1,101758.39,69.04,23.17,False
TREATY891055,Surplus,2021-05-06,2022-07-19,"Atkins, Salinas and Montgomery","Donovan, Snyder and Garcia",8300710.39,206107.62,80.83,5.67,True
TREATY735835,Surplus,2017-12-04,2020-08-03,Avila Ltd,Pearson-Miller,1734756.05,993065.71,16.53,20.59,True
TREATY826989,XoL,2016-07-17,2020-09-20,Johnson-Daniels,Smith-Cain,3045459.65,248106.97,15.62,20.24,False
TREATY841656,Facultative,2020-05-27,2021-08-17,"Williams, Mayer and Nichols",Carter PLC,8097375.56,553134.0,23.58,10.91,True
TREATY210357,Surplus,2017-04-09,2021-05-31,"Calhoun, Mccarty and Strickland",Luna PLC,804712.95,500153.18,34.36,9.47,False
TREATY657258,Surplus,2021-08-12,2023-08-24,Walker PLC,"Snyder, Hudson and Gray",7338957.84,815277.5,19.66,22.55,True
TREATY749091,Quota Share,2020-01-13,2023-12-24,Oliver-Lloyd,Torres-Bass,3417841.42,978022.29,18.43,14.52,False
TREATY243801,Facultative,2018-04-09,2020-05-19,Alvarado and Sons,Estrada-Oconnor,2635916.4,801105.3,19.83,22.19,False
TREATY961422,XoL,2018-02-04,2019-06-07,Oconnor-Rodriguez,Noble-Thomas,5884187.63,217100.23,82.48,22.77,False
TREATY908270,XoL,2021-10-01,2025-07-02,Rodriguez Ltd,Sullivan-Robinson,3603399.65,790768.3,70.82,13.36,False
TREATY015754,Facultative,2019-02-25,2021-05-23,Pearson-Ross,Hester-Luna,1782927.35,393128.91,33.61,19.82,False
TREATY899668,Facultative,2016-01-16,2019-12-29,Duke-Gonzalez,"Pearson, King and Hicks",2328259.39,837952.33,36.19,21.35,True
TREATY552238,XoL,2018-11-12,2021-09-17,Alvarado-Cantu,Barron-Larson,7541769.99,271397.21,35.18,23.33,False
TREATY946712,Quota Share,2018-08-21,2021-03-10,Mullins PLC,Arellano-Strong,374314.89,453746.74,11.52,6.61,False
TREATY421173,Facultative,2022-07-02,2026-06-17,Davis-Stone,Mitchell-Fowler,6132080.16,774540.11,68.89,10.33,True
TREATY390093,XoL,2021-05-27,2023-11-02,Freeman PLC,Floyd-Wilson,3086668.35,983298.59,18.93,20.84,False
TREATY372548,Quota Share,2018-08-26,2020-09-07,Johnson-Marshall,Norris Inc,8357928.98,916821.57,27.49,21.46,True
TREATY996083,Facultative,2018-01-11,2022-04-06,Beard and Sons,Oliver-Meyer,2663261.6,161304.69,16.34,16.13,False
TREATY301447,Facultative,2023-05-20,2026-11-13,Barrett-Saunders,Mcfarland LLC,4783905.72,262652.07,42.67,9.34,False
TREATY802721,Quota Share,2019-12-28,2024-07-17,Boyer-Davidson,Davis-Gross,3775438.07,241076.37,72.48,7.41,False
TREATY787734,XoL,2021-04-11,2022-05-28,Stephens-Garner,Benson-Reese,9191521.36,442190.9,30.95,24.7,False
TREATY081022,Facultative,2017-07-11,2019-04-16,Brown Inc,Hooper Group,8562879.52,656302.41,78.45,18.38,True
TREATY829708,Quota Share,2020-11-28,2023-11-07,Farrell Inc,Gray Inc,6091441.96,332693.4,28.86,12.46,False
TREATY911023,Facultative,2022-11-10,2025-11-15,"Espinoza, Lee and Orr","Davis, Wiggins and Clark",8536774.3,112695.23,38.32,20.02,False
TREATY228249,Facultative,2022-11-24,2024-05-29,"Hayes, Roberts and Ramos","Cook, Lewis and Richardson",6345276.92,828403.16,36.67,18.23,False
TREATY663991,Surplus,2021-01-09,2022-08-13,"Flores, Cooper and Chavez","Carter, Lindsey and Mejia",7195472.11,980362.63,31.21,22.13,False
TREATY661903,Surplus,2015-06-13,2017-06-13,"Hendricks, Green and Sanchez","Ramsey, Dickerson and Sparks",4481985.51,502057.58,67.2,10.52,False
TREATY530770,Quota Share,2023-01-24,2026-11-01,Martin Group,Tucker Ltd,1446818.62,545205.2,44.2,22.37,False
TREATY561437,XoL,2021-01-06,2024-04-26,"Hansen, Silva and Smith",Yates Inc,3187651.09,166540.09,42.94,10.66,True
TREATY296417,Quota Share,2016-09-08,2021-02-06,"Neal, Walls and Campos",Summers-Mcclure,6276129.36,853669.63,49.74,17.44,True
TREATY304335,Quota Share,2018-02-02,2021-02-27,"Bowen, Harrington and Johnson",Maxwell-Petersen,987258.26,77662.96,52.93,18.78,True
TREATY857735,Surplus,2020-01-06,2021-03-18,Jones-Dixon,"Bennett, Crawford and Salazar",7362460.36,72050.67,85.75,11.95,False
TREATY386131,XoL,2018-10-28,2020-05-19,Greene-Nicholson,"Harvey, Stephenson and Harmon",2255355.97,602441.95,75.14,5.52,False
TREATY706385,XoL,2020-05-15,2022-01-01,Stanley-Delgado,Forbes-Williams,7654153.09,109124.9,22.53,23.16,True
TREATY226747,Quota Share,2021-01-07,2023-12-18,Rodriguez-Alvarez,"Davis, Gonzalez and Koch",7204578.13,119573.88,71.5,9.47,False
TREATY023045,XoL,2017-06-24,2021-12-01,"Morris, Lee and Murphy","Copeland, Bowen and Morgan",1550181.96,155126.85,55.47,8.25,False
TREATY853874,XoL,2023-06-14,2024-11-26,Stewart-Williams,"Mendoza, Pitts and Lucas",8872487.15,271275.85,33.17,12.84,True
TREATY032224,XoL,2018-09-21,2023-02-15,Fisher-Brown,"Pacheco, Lee and Wallace",3932252.71,194572.45,56.59,24.01,False
TREATY230074,Facultative,2019-02-11,2023-09-16,Wilson Inc,Casey-Morales,2189056.69,744134.94,77.54,5.28,True
TREATY683599,Facultative,2018-06-08,2023-02-18,Moore-Kennedy,Burnett Ltd,8020349.0,741635.32,54.76,22.66,True
TREATY386215,Quota Share,2019-04-25,2021-10-04,Suarez-Wallace,"Donovan, Stephenson and Salazar",186603.39,886009.12,44.59,14.59,True
TREATY275305,Quota Share,2021-11-01,2022-11-10,"Waters, Carter and Smith",Rodriguez-Boyd,1950523.4,636562.01,30.8,12.18,True
TREATY716093,Quota Share,2019-05-22,2022-02-07,Sanders-Ho,"Johnson, Perez and Hudson",4867442.11,766869.15,19.29,13.73,False
TREATY175217,Surplus,2021-05-06,2024-07-02,Davis-Burgess,"Garcia, Miller and Hunter",3174889.51,489140.97,18.88,24.78,True
TREATY164291,Surplus,2020-09-25,2025-08-13,Pierce-Grant,Williams Ltd,8651970.63,222764.67,33.16,19.84,True
TREATY594604,Facultative,2023-09-18,2026-08-31,Zamora-Oliver,Harris and Sons,5113338.35,426094.94,41.61,5.5,False
TREATY525123,XoL,2023-12-30,2026-05-15,Chapman-Andrade,Carter-Walker,713127.51,121985.03,33.16,19.72,True
TREATY535656,Facultative,2017-04-06,2019-12-28,Garner PLC,Gilbert-Johnson,5446190.95,276039.71,41.76,22.53,False
TREATY421073,XoL,2017-02-17,2019-05-26,Stanley-Blanchard,"Smith, Brown and Roman",7882067.68,150106.15,51.99,23.19,True
TREATY484235,Quota Share,2018-10-16,2022-05-18,Stephens-Ross,Kennedy-Henson,8364783.62,491779.74,70.05,21.81,True
TREATY525293,Quota Share,2023-05-28,2025-03-27,Williams Ltd,"Bryant, Hall and Hines",3138667.27,516882.1,49.72,22.34,False
TREATY548708,Facultative,2020-04-18,2021-08-16,Mcmahon Ltd,"Le, Walker and Jimenez",1569952.91,76045.68,40.46,13.89,False
TREATY503239,XoL,2020-07-04,2024-10-20,"Rice, Morris and Byrd",Robles-Atkins,9948202.35,456594.05,89.77,22.25,True
TREATY044675,Surplus,2015-01-13,2016-04-27,Bell Ltd,"Howard, Madden and Stephens",7169366.55,981777.4,10.9,19.62,True
TREATY523855,Facultative,2016-04-19,2018-07-15,Harris LLC,Gonzalez Inc,9863465.52,346880.52,67.79,11.12,True
TREATY189910,XoL,2020-11-21,2022-10-15,Bryan-Stokes,Mckenzie PLC,6342463.51,970553.14,89.06,24.97,True
TREATY639309,Surplus,2022-11-26,2024-01-10,Johnson PLC,Roy-Griffith,1561193.48,692985.68,43.03,14.21,True
TREATY393680,XoL,2020-08-17,2022-01-12,"Fowler, Smith and Jones",Becker-Hall,6845448.92,616375.8,71.21,21.94,True
TREATY225726,Quota Share,2018-05-10,2020-06-20,"Cook, Frank and Hunter",Kennedy and Sons,7880851.83,506669.3,69.37,5.57,True
TREATY351942,Quota Share,2021-03-01,2022-05-05,Chavez and Sons,Bowman-Medina,4621348.91,320082.18,73.9,10.84,True
TREATY470851,Quota Share,2022-08-23,2027-04-18,"Shields, Lowery and Miller",Love PLC,2831208.16,980378.56,56.29,7.57,True
TREATY541311,Surplus,2023-12-22,2026-09-18,Jones LLC,Vasquez LLC,4872410.86,244156.42,64.9,16.76,False
TREATY838717,Quota Share,2022-01-20,2026-03-01,Shepherd and Sons,"Valenzuela, Mcconnell and Figueroa",5692021.44,188357.35,89.81,23.23,True
TREATY635760,XoL,2019-09-02,2023-04-29,"Miller, Arnold and James","Bennett, Kent and Duke",2000758.1,198881.74,30.29,16.89,True
TREATY315119,Facultative,2022-05-16,2025-11-02,Brennan and Sons,"Casey, Ward and Duffy",1261986.02,601738.98,85.46,9.18,True
TREATY616500,XoL,2023-03-08,2024-11-05,"Harris, Owens and Combs",Tanner-Garza,9465519.69,713674.23,73.96,21.67,False
TREATY698783,Facultative,2023-08-29,2026-03-02,"Gregory, Lopez and Ho",Ponce-Mooney,3947462.72,477485.75,54.18,11.98,False
TREATY781817,Facultative,2023-02-24,2026-04-17,George-Cardenas,"Christensen, Bauer and Smith",7442769.95,710714.97,31.44,5.09,True
TREATY033030,XoL,2019-08-21,2022-08-16,Rogers Ltd,Smith-Adkins,5295199.95,614933.46,42.38,20.67,True
TREATY474458,Facultative,2015-07-09,2018-10-12,Leon Group,Klein and Sons,3729315.06,460288.82,29.34,8.01,False
TREATY920916,Facultative,2023-01-09,2025-03-06,Davidson-Benson,Austin LLC,153642.79,789198.91,13.58,11.95,False
TREATY625810,Facultative,2017-12-29,2020-09-02,"Jenkins, Rodgers and Kramer",Miller and Sons,1482766.59,70677.48,79.06,20.46,False
TREATY528504,Facultative,2015-04-22,2016-11-05,Callahan Inc,Rogers Group,1178551.09,284097.5,86.48,16.48,True
TREATY330050,Quota Share,2019-04-26,2022-12-21,Ramirez Ltd,Sosa Ltd,4746048.26,457182.21,56.54,22.4,False
TREATY764883,Facultative,2016-11-13,2021-01-09,Brown and Sons,Miller Group,7728627.61,820702.2,28.52,17.83,False
TREATY623522,XoL,2022-12-27,2024-01-11,Jones-King,Perry-Rowland,9242891.77,620470.73,27.18,22.01,True
TREATY679367,Facultative,2020-01-08,2021-05-03,Williams Group,"Moore, Baker and Rich",3858112.65,494311.23,25.21,5.33,False
TREATY311190,Quota Share,2023-04-01,2027-02-21,Giles and Sons,"Mitchell, Garrett and Yoder",725629.83,368343.61,72.89,21.24,True
TREATY889052,Facultative,2023-03-15,2028-01-28,Nelson-Thompson,"Miles, West and Fry",2823623.27,191485.82,88.36,14.15,True
TREATY706401,Quota Share,2019-04-29,2023-01-22,Edwards-Myers,Alvarez-Robles,4557484.96,551734.1,65.07,22.5,False
TREATY003653,Surplus,2015-06-18,2018-06-08,"Green, Hogan and Dawson","Smith, Watson and Young",2490370.92,971015.44,84.14,15.34,False
TREATY361925,Facultative,2016-05-07,2021-02-04,"King, Steele and Davis","Jackson, Valencia and Owens",180917.01,125438.88,42.94,6.67,True
TREATY517012,XoL,2016-09-10,2021-01-28,Townsend Group,"Jones, Delgado and Copeland",2174746.06,373222.4,48.24,21.84,True
TREATY932493,XoL,2020-02-27,2023-06-24,Stone-Chen,Black PLC,1464171.34,927629.1,33.08,18.87,False
TREATY241407,Facultative,2017-10-23,2021-02-03,Williams-Ramos,"Stephens, Williams and Anderson",4743667.83,175859.21,65.46,6.69,False
TREATY456590,Quota Share,2019-12-29,2021-06-12,"Adams, Collins and Hicks","Barajas, Shields and Ramos",5649921.98,819798.35,77.15,6.72,False
TREATY807580,Quota Share,2015-11-14,2019-11-27,"Scott, Cohen and Marsh",Carey Group,6598970.5,328373.47,83.67,12.55,False
TREATY999853,Quota Share,2022-08-04,2025-12-07,Mueller-Gordon,Montes-Nelson,8990954.87,343202.34,71.32,9.11,False
TREATY465965,Surplus,2023-01-15,2025-07-05,Cameron Group,House Inc,5536866.23,465570.79,83.06,7.63,True
TREATY020935,XoL,2015-12-08,2017-01-24,Johnson Ltd,Hamilton-Brown,8308512.43,749627.3,42.21,11.07,False
TREATY462277,Facultative,2022-05-18,2024-10-08,Morgan-Gonzalez,Zhang-Bowers,9199193.76,997880.76,49.02,23.93,True
TREATY424018,Quota Share,2020-12-02,2025-08-05,"Gilbert, Gibson and Hogan","Williams, Diaz and Robinson",6460662.09,830903.42,86.11,21.05,True
TREATY071944,Facultative,2019-05-22,2023-01-21,Garcia Ltd,Wagner-Bean,1664527.83,358575.16,56.57,18.78,False
TREATY763537,Quota Share,2021-03-09,2022-10-30,Thomas-Walsh,"Walker, Jones and Becker",6149625.07,319249.21,30.77,20.04,True
TREATY669091,Surplus,2017-12-05,2022-11-17,Tran-Vang,Anderson and Sons,6474168.05,444706.1,14.84,21.27,True
TREATY131986,Quota Share,2019-05-09,2022-10-17,Rivera-Hayes,Green PLC,2059782.26,66466.36,14.33,16.68,True
TREATY105804,Facultative,2018-12-26,2020-02-24,Carr-Skinner,Strickland PLC,7646899.47,823664.49,41.13,9.41,False
TREATY379186,Quota Share,2023-12-18,2028-08-05,Gomez-Lewis,"Smith, Moses and Richardson",7877236.43,793396.01,64.6,13.54,False
TREATY927175,XoL,2018-07-08,2022-06-27,Richardson Group,James-Owens,3207086.21,525917.19,22.17,18.18,True
TREATY566632,Surplus,2018-11-10,2023-10-16,Bailey-Perez,"Newton, Vincent and Camacho",9950043.37,458833.5,86.33,11.11,False
TREATY391650,Surplus,2018-10-18,2023-06-21,Ramirez Inc,Johnson Ltd,2923569.39,998857.77,40.45,17.32,False
TREATY010996,Surplus,2015-09-20,2018-04-07,Hoover-Conner,Mooney-Sosa,625078.92,255837.83,41.86,16.17,True
TREATY277867,XoL,2016-10-13,2019-01-06,"Cannon, Duffy and Phillips","Patel, Cohen and Levy",679523.29,132495.09,83.35,15.84,False
TREATY285814,Quota Share,2018-05-11,2019-12-01,Black PLC,Mcdowell Ltd,8046272.42,84685.3,11.66,8.3,False
TREATY741179,Facultative,2022-03-10,2026-08-16,"Huffman, Navarro and Nichols",Fernandez-Smith,7071719.95,496656.44,69.94,7.61,True
TREATY036873,Facultative,2020-09-29,2024-05-05,"Hall, Graves and Owens","Mayer, Johnson and Scott",3843584.78,511179.96,75.4,17.44,False
TREATY341202,Facultative,2015-12-01,2018-06-01,"Hughes, Olson and Gardner","Harris, Wilson and Allen",4298175.54,73571.54,83.98,15.62,True
TREATY162641,XoL,2021-01-22,2024-09-26,Jones Inc,Carlson-Robertson,5008721.83,673465.34,80.99,11.81,True
TREATY645808,Facultative,2023-09-22,2027-05-20,"Goodwin, Meza and Gray",Burgess-White,754451.8,200284.66,61.24,8.39,True
TREATY818529,Surplus,2018-11-17,2021-09-25,Sweeney PLC,"Fuller, Hansen and Hunt",6806463.23,714701.3,70.98,17.79,True
TREATY567414,Facultative,2018-03-27,2019-06-03,Young LLC,"Anderson, Diaz and Walsh",6181967.52,99694.31,81.71,17.3,False
TREATY777728,Quota Share,2017-09-13,2019-08-17,"Brown, Moses and Gallagher","Johnson, Stewart and Cummings",3096039.03,728702.51,85.35,12.32,True
TREATY552779,Facultative,2015-07-15,2016-08-19,"Martinez, Hughes and Collins","Christensen, Wise and Meyers",1826918.21,797706.09,59.43,8.81,True
TREATY217204,Facultative,2015-12-25,2017-02-25,Washington and Sons,Brooks Group,7989352.92,775785.19,39.82,18.52,True
TREATY889992,Surplus,2017-07-26,2021-03-07,"Ortiz, Faulkner and Irwin",French Group,9901756.36,744517.92,70.99,8.23,False
TREATY896059,Facultative,2022-06-04,2024-12-26,"Robinson, Newton and Paul","Martin, Goodwin and Archer",2831518.77,669973.7,51.64,22.7,True
TREATY119135,XoL,2017-08-22,2022-03-15,Garcia Ltd,Evans LLC,2497450.96,856056.15,80.43,18.47,False
TREATY429136,Surplus,2015-10-27,2020-05-11,"Williams, Figueroa and Lara",Curtis PLC,1284927.52,656311.36,54.78,8.49,False
TREATY652349,Facultative,2022-11-12,2025-07-06,Clark-Trujillo,"Ray, Chung and Murphy",6749714.48,912654.17,49.15,19.41,True
TREATY246470,Surplus,2023-08-11,2028-04-03,Hendricks LLC,Jenkins-Edwards,3481811.32,66297.54,60.68,16.17,True
TREATY305495,Facultative,2018-06-29,2019-11-10,"Porter, Dyer and Oliver",Martinez Group,4012111.26,297894.77,64.14,9.17,True
TREATY474483,Surplus,2016-09-21,2018-11-05,Welch Inc,Holland-Walls,5742891.6,478933.27,63.02,18.21,True
TREATY055361,Facultative,2023-12-06,2025-02-25,Lopez and Sons,Vargas Inc,2058314.79,801031.81,17.5,16.52,False
TREATY070938,Quota Share,2016-12-19,2018-01-18,Frye-Ramirez,Hopkins PLC,4661799.2,325066.87,59.56,23.92,True
TREATY680228,Surplus,2021-12-01,2024-09-14,Tran PLC,Johnson-Murray,6560112.17,140025.24,59.57,21.09,True
TREATY857109,Surplus,2016-08-20,2017-11-24,Evans Group,Peterson-Welch,2002648.81,66670.36,65.91,14.85,True
TREATY680827,Surplus,2022-07-21,2024-01-03,Arellano Ltd,Lee-Harding,2596581.58,134767.61,33.76,13.93,False
TREATY968242,Facultative,2022-07-01,2026-05-05,Curry PLC,Frost LLC,2496141.55,530556.81,33.9,10.01,False
TREATY111363,Quota Share,2022-07-13,2027-04-12,Miller and Sons,Frye-Stafford,5918741.3,724335.4,88.01,16.67,True
TREATY136254,Quota Share,2016-10-06,2019-02-17,Torres and Sons,"Espinoza, Meyer and Park",9023260.28,148366.57,53.28,6.2,False
TREATY867048,Facultative,2023-11-09,2025-05-06,Olson Inc,Sims Inc,2584382.86,345930.52,41.5,5.6,False
TREATY184722,XoL,2016-03-19,2020-04-04,Owens-Weaver,Li-Petersen,4622218.51,690120.68,82.19,21.08,True
TREATY321574,Surplus,2021-02-17,2025-09-30,Stewart PLC,"Lozano, Russell and Roach",855851.38,443448.16,43.99,12.87,True
TREATY152282,XoL,2019-07-05,2021-06-04,Campbell-Wade,"Lopez, Rivera and Collins",6082423.48,185818.76,37.8,13.19,False
TREATY033024,Facultative,2021-09-05,2025-04-21,Reyes-Harris,Brown Group,4192253.53,853959.17,32.18,17.81,False
TREATY642718,Surplus,2022-04-16,2027-01-03,Miller Group,Parker-Soto,6657477.23,355607.79,12.8,12.52,False
TREATY243221,XoL,2017-10-12,2019-12-06,Wagner-Nguyen,Johnson-Simmons,9312298.59,775120.96,49.92,24.67,True
TREATY661405,Surplus,2021-12-20,2025-10-14,"Richardson, Jimenez and Roy",Peterson-Baker,6917412.69,658112.45,28.14,18.75,True
TREATY018459,Facultative,2018-07-17,2022-04-06,Page LLC,"Nichols, Martin and Brown",3552723.01,669818.77,34.86,16.35,False
TREATY558375,Quota Share,2016-07-06,2020-12-19,Lopez LLC,Parker-Hughes,482828.93,51819.66,50.13,24.13,False
TREATY813043,Facultative,2022-10-26,2026-03-04,Martin PLC,Contreras-Peterson,8052668.06,943921.76,35.9,9.81,True
TREATY696118,XoL,2019-05-04,2024-01-16,"Donovan, Arnold and Swanson","Fuller, Obrien and Sampson",7011195.67,823527.68,46.89,10.16,True
TREATY245589,XoL,2020-01-10,2021-06-21,Wilkins-Brown,Fuentes-Stevenson,5606250.97,910209.4,33.09,19.02,True
TREATY183539,Quota Share,2020-06-02,2023-07-22,Underwood-Sutton,Roberts Inc,7709989.84,906993.18,14.25,20.6,True
TREATY789102,Surplus,2015-02-19,2019-04-24,Garcia and Sons,Palmer-Gibson,5805082.86,632495.77,37.18,10.62,False
TREATY954974,Facultative,2017-04-05,2020-09-11,Ramirez-Kennedy,Norris LLC,2791538.35,103227.35,27.43,22.23,False
TREATY271532,Facultative,2022-08-29,2026-11-27,"Gordon, Navarro and Boone",Buckley and Sons,7202329.64,498201.13,84.76,11.0,False
TREATY073169,Quota Share,2018-01-25,2019-08-24,Booker-Simmons,Schmitt-Lang,5243685.64,833746.82,57.91,23.61,False
TREATY486632,XoL,2017-10-31,2019-02-07,Olson Inc,"Smith, Willis and Bautista",9634455.38,911947.15,61.3,24.99,False
TREATY417427,Quota Share,2020-05-31,2024-09-06,Stephenson-Coffey,"Middleton, Jones and Hernandez",9523108.91,140794.67,73.06,21.0,True
TREATY572044,XoL,2023-10-13,2028-07-31,Quinn Ltd,Wells and Sons,976063.8,712926.64,35.4,5.12,True
TREATY985928,Surplus,2016-11-18,2017-12-09,Knight-Wilson,Wilson-Baker,8705965.8,230816.57,87.73,24.55,True
TREATY672394,Surplus,2022-10-22,2026-11-30,Little-Curtis,Thompson-Martin,4983307.21,239357.86,38.93,20.71,False
TREATY997891,Quota Share,2022-11-19,2026-03-12,Wright-Dorsey,"Pacheco, Moore and Gill",1361975.93,840678.16,71.33,13.41,False
TREATY759138,XoL,2020-01-15,2021-09-22,Long LLC,"Shields, Turner and Ramos",2414029.43,326796.8,39.81,13.57,True
TREATY198670,Quota Share,2019-05-17,2022-10-09,Scott Group,Williams PLC,8055091.81,827935.55,88.08,22.67,False
TREATY332467,XoL,2023-09-06,2026-07-08,Kelly Ltd,Mitchell PLC,3744868.19,797160.94,30.16,18.85,True
TREATY380306,Surplus,2020-09-26,2024-08-05,Briggs PLC,Ware PLC,5651594.69,114421.2,28.33,16.75,False
TREATY247576,XoL,2023-02-27,2025-11-05,Chavez and Sons,Lewis-Bennett,5762618.47,612956.15,70.98,5.44,False
TREATY861301,Facultative,2018-12-03,2021-07-28,"Patterson, Rodriguez and Ray",Mcdonald PLC,7096989.85,734261.11,63.56,18.05,False
TREATY331934,Facultative,2016-05-05,2019-07-11,Curry LLC,Hall PLC,107527.06,633273.94,56.63,23.89,False
TREATY316202,Quota Share,2019-01-13,2022-12-08,Reynolds Group,Burns-Smith,8824826.11,174474.8,84.46,13.04,False
TREATY525555,Quota Share,2018-10-01,2021-08-07,Carlson PLC,Miles Ltd,2600888.32,356605.73,67.98,18.04,True
TREATY599061,Surplus,2019-09-01,2021-01-27,Berry Inc,"Dennis, Jones and Rubio",6339023.69,777467.77,54.28,22.18,True
TREATY454514,Quota Share,2021-07-22,2025-06-14,Rose-Lucas,Brown Inc,6809920.74,433550.07,48.62,11.57,True
TREATY348500,Quota Share,2015-01-05,2019-04-03,Wilson Ltd,Howard-Macias,927625.98,181894.32,31.53,19.63,True
TREATY598713,Quota Share,2023-04-09,2025-04-09,Hunter-Macias,Armstrong PLC,5882630.69,489030.84,35.62,18.8,True
TREATY248408,Surplus,2015-10-29,2019-05-13,Franklin LLC,"Carlson, Anderson and Middleton",2597205.3,474385.49,38.97,23.09,False
TREATY237771,XoL,2021-07-24,2024-06-18,"Powell, Lewis and Clayton",Stanley LLC,1939584.04,170306.66,48.35,17.93,True
TREATY436312,Surplus,2018-01-11,2019-04-07,Young PLC,Pham-Alexander,2337945.1,837302.0,75.77,21.52,True
TREATY555342,Surplus,2018-10-06,2020-05-27,Stevens Ltd,"Harrell, Hooper and Nguyen",7862670.45,426591.31,88.01,12.74,True
TREATY122217,Quota Share,2015-10-08,2020-07-31,"Harrell, Moore and Ellis",Ramirez Group,1100315.16,730830.69,84.89,5.87,False
TREATY734990,XoL,2018-08-16,2021-07-25,Jenkins Inc,"Miller, Brown and Zuniga",9524650.99,338137.1,28.08,24.93,True
TREATY705584,Quota Share,2022-03-28,2025-03-31,Butler LLC,Patel Inc,9830338.23,458029.81,15.4,20.29,False
TREATY302796,Surplus,2021-06-28,2026-04-18,Ross Group,Adams and Sons,253889.02,65951.37,33.5,8.29,False
TREATY691531,Facultative,2018-04-19,2022-03-17,White Inc,"Alexander, Franklin and Leblanc",8439730.9,606011.57,45.5,8.46,True
TREATY029477,Facultative,2020-05-18,2021-11-02,Anderson LLC,Torres PLC,564109.24,808669.07,77.98,8.82,False
TREATY521234,Surplus,2018-06-11,2022-07-20,Figueroa-Murray,Hansen Group,4691538.66,646470.53,62.82,5.45,False
