policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL19614896,GRP18410,2022-12-18,2023-07-16,Property,7,2022,GBP,PAA,Expired
POL46610054,GRP63826,2025-12-26,2027-03-21,Life,15,2025,GBP,GMM,Expired
POL31868420,GRP68896,2024-03-31,2027-03-16,Health,36,2024,USD,GMM,Active
POL18894206,GRP27048,2023-11-14,2025-04-07,Health,17,2023,GBP,GMM,Cancelled
POL56687792,GRP41988,2020-01-11,2022-05-30,Property,29,2020,USD,PAA,Cancelled
POL77455820,GRP01921,2018-07-15,2019-03-12,Life,8,2018,EUR,GMM,Expired
POL96677548,GRP13631,2018-11-23,2020-05-16,Health,18,2018,EUR,PAA,Cancelled
POL05974094,GRP77917,2022-05-08,2023-01-03,Motor,8,2022,EUR,GMM,Expired
POL39618276,GRP74377,2023-05-20,2025-09-06,Property,28,2023,USD,PAA,Expired
POL43185518,GRP00817,2022-07-18,2023-09-11,Life,14,2022,USD,GMM,Cancelled
POL00758454,GRP50267,2025-09-21,2027-08-12,Health,23,2025,GBP,PAA,Cancelled
POL04242335,GRP84926,2019-10-02,2021-07-23,Motor,22,2019,GBP,GMM,Cancelled
POL74309366,GRP77797,2023-05-18,2024-02-12,Life,9,2023,GBP,GMM,Active
POL48727917,GRP34255,2018-06-20,2020-10-07,Health,28,2018,USD,GMM,Cancelled
POL53164363,GRP39743,2021-05-23,2022-04-18,Property,11,2021,GBP,GMM,Cancelled
POL81307899,GRP12717,2023-08-18,2024-03-15,Property,7,2023,USD,PAA,Cancelled
POL67295682,GRP07998,2024-03-29,2025-08-21,Health,17,2024,GBP,GMM,Active
POL27640247,GRP27655,2019-09-09,2020-08-04,Life,11,2019,GBP,PAA,Active
POL82028561,GRP23373,2022-11-13,2025-01-01,Health,26,2022,GBP,GMM,Cancelled
POL60878916,GRP78428,2020-12-24,2022-05-18,Life,17,2020,USD,PAA,Expired
POL85470751,GRP03358,2018-07-24,2020-08-12,Motor,25,2018,USD,GMM,Expired
POL63850695,GRP08856,2025-12-20,2028-05-08,Life,29,2025,EUR,PAA,Expired
POL56455370,GRP41570,2025-07-10,2027-06-30,Health,24,2025,EUR,GMM,Expired
POL25058965,GRP41420,2021-02-14,2023-10-02,Health,32,2021,USD,GMM,Cancelled
POL71215411,GRP85334,2019-02-18,2021-02-07,Motor,24,2019,USD,PAA,Active
POL13512297,GRP72164,2024-04-07,2026-04-27,Property,25,2024,GBP,GMM,Active
POL49617935,GRP13366,2020-08-14,2021-11-07,Motor,15,2020,EUR,PAA,Cancelled
POL00079097,GRP43286,2021-04-05,2023-01-25,Life,22,2021,EUR,PAA,Cancelled
POL68319478,GRP17756,2020-05-31,2023-03-17,Motor,34,2020,GBP,GMM,Cancelled
POL80190000,GRP51933,2022-09-14,2025-01-01,Health,28,2022,USD,PAA,Cancelled
POL49513736,GRP10695,2023-04-28,2023-12-24,Life,8,2023,GBP,PAA,Cancelled
POL31010621,GRP12509,2021-10-21,2022-09-16,Health,11,2021,EUR,GMM,Cancelled
POL88545632,GRP50781,2020-06-04,2021-12-26,Life,19,2020,GBP,PAA,Active
POL24977393,GRP21882,2025-09-11,2026-09-06,Life,12,2025,EUR,GMM,Active
POL24749368,GRP67339,2021-02-26,2022-07-21,Motor,17,2021,EUR,PAA,Expired
POL87025601,GRP40937,2024-12-09,2025-09-05,Property,9,2024,EUR,GMM,Cancelled
POL14524865,GRP48776,2025-11-10,2028-01-29,Property,27,2025,EUR,GMM,Cancelled
POL19091269,GRP36882,2025-10-18,2028-01-06,Health,27,2025,USD,PAA,Cancelled
POL54013721,GRP47769,2024-10-04,2026-09-24,Motor,24,2024,USD,PAA,Cancelled
POL47500331,GRP87864,2019-08-10,2020-09-03,Motor,13,2019,GBP,PAA,Expired
POL47771759,GRP97208,2023-08-26,2025-03-18,Property,19,2023,USD,GMM,Cancelled
POL18146136,GRP43331,2022-12-04,2024-08-25,Life,21,2022,GBP,GMM,Expired
POL19635291,GRP20604,2019-10-01,2022-05-18,Life,32,2019,GBP,PAA,Expired
POL42933162,GRP33667,2023-05-18,2024-05-12,Property,12,2023,EUR,PAA,Expired
POL55125132,GRP74115,2023-06-09,2025-05-29,Property,24,2023,GBP,PAA,Active
POL20048835,GRP16435,2023-07-11,2026-06-25,Health,36,2023,EUR,GMM,Expired
POL20959386,GRP71817,2018-02-23,2021-01-08,Motor,35,2018,EUR,GMM,Active
POL44170551,GRP63450,2018-11-18,2020-07-10,Health,20,2018,EUR,GMM,Active
POL98407605,GRP68625,2024-07-26,2025-06-21,Motor,11,2024,USD,GMM,Cancelled
POL10115481,GRP61287,2021-08-15,2024-01-02,Health,29,2021,USD,PAA,Expired
POL63918175,GRP30643,2021-06-11,2022-12-03,Health,18,2021,USD,GMM,Cancelled
POL41472292,GRP12114,2021-11-29,2022-07-27,Property,8,2021,USD,GMM,Cancelled
POL97719254,GRP68791,2025-11-29,2028-09-14,Motor,34,2025,USD,PAA,Active
POL18456890,GRP81218,2023-09-27,2025-10-16,Health,25,2023,EUR,GMM,Cancelled
POL01150028,GRP77638,2021-12-31,2024-04-19,Motor,28,2021,USD,GMM,Active
POL12128754,GRP73830,2023-06-18,2025-10-05,Life,28,2023,GBP,GMM,Cancelled
POL71846263,GRP94847,2018-10-17,2019-11-11,Property,13,2018,GBP,PAA,Active
POL72993476,GRP04613,2025-05-26,2027-01-16,Health,20,2025,EUR,PAA,Cancelled
POL35003815,GRP62797,2021-11-02,2023-01-26,Health,15,2021,EUR,GMM,Expired
POL27435445,GRP38393,2021-12-08,2023-03-03,Property,15,2021,EUR,PAA,Expired
POL04617553,GRP76680,2021-03-05,2023-11-20,Life,33,2021,USD,PAA,Cancelled
POL60750268,GRP93972,2025-03-07,2026-08-29,Motor,18,2025,EUR,PAA,Cancelled
POL83585498,GRP02917,2020-11-03,2021-05-02,Life,6,2020,GBP,PAA,Expired
POL49320126,GRP51930,2020-06-02,2023-01-18,Motor,32,2020,EUR,GMM,Cancelled
POL62052582,GRP32538,2025-08-15,2027-04-07,Motor,20,2025,GBP,GMM,Cancelled
POL94288610,GRP04754,2019-04-04,2021-12-19,Property,33,2019,USD,PAA,Cancelled
POL89566852,GRP01362,2019-01-13,2020-03-08,Property,14,2019,EUR,GMM,Cancelled
POL89969384,GRP30745,2024-11-23,2025-10-19,Property,11,2024,EUR,PAA,Cancelled
POL47412734,GRP52064,2019-12-19,2021-11-08,Property,23,2019,EUR,GMM,Expired
POL67225754,GRP32478,2021-08-15,2024-06-30,Life,35,2021,EUR,GMM,Active
POL96198557,GRP12024,2019-01-12,2021-10-28,Health,34,2019,USD,PAA,Cancelled
POL88889356,GRP50905,2018-09-08,2021-05-25,Property,33,2018,USD,GMM,Active
POL81179839,GRP18386,2023-02-27,2025-12-13,Property,34,2023,EUR,GMM,Cancelled
POL29931079,GRP72290,2023-11-15,2026-07-02,Motor,32,2023,USD,PAA,Cancelled
POL76566933,GRP80224,2023-08-11,2026-03-28,Property,32,2023,USD,GMM,Active
POL82924942,GRP67330,2024-06-28,2027-02-13,Life,32,2024,EUR,PAA,Expired
POL32845010,GRP54140,2021-07-31,2023-12-18,Property,29,2021,EUR,PAA,Expired
POL28828464,GRP41652,2018-01-11,2019-08-04,Life,19,2018,EUR,GMM,Cancelled
POL49021420,GRP80616,2018-11-14,2019-07-12,Health,8,2018,GBP,GMM,Cancelled
POL25970679,GRP70680,2025-07-04,2027-09-22,Motor,27,2025,GBP,GMM,Expired
POL98290070,GRP53638,2022-09-19,2024-04-11,Property,19,2022,GBP,PAA,Expired
POL49737384,GRP35274,2021-11-14,2024-10-29,Motor,36,2021,GBP,PAA,Expired
POL85761980,GRP51886,2024-02-11,2025-08-04,Property,18,2024,GBP,GMM,Active
POL76722845,GRP24877,2019-05-01,2021-04-20,Motor,24,2019,EUR,GMM,Expired
POL57716604,GRP72904,2023-12-14,2026-05-02,Property,29,2023,EUR,PAA,Expired
POL92401711,GRP37363,2018-10-03,2019-08-29,Property,11,2018,GBP,GMM,Active
POL67923983,GRP42638,2019-10-30,2020-12-23,Health,14,2019,EUR,GMM,Cancelled
POL01301656,GRP40631,2021-12-15,2024-03-04,Health,27,2021,USD,PAA,Cancelled
POL77379620,GRP12020,2021-09-10,2022-08-06,Property,11,2021,EUR,PAA,Expired
POL14700717,GRP78332,2025-03-03,2027-08-20,Property,30,2025,EUR,PAA,Cancelled
POL73949109,GRP96330,2020-10-24,2023-04-12,Health,30,2020,USD,PAA,Cancelled
POL34445817,GRP43200,2025-12-10,2026-12-05,Life,12,2025,GBP,PAA,Active
POL97095298,GRP78272,2018-08-31,2020-08-20,Property,24,2018,GBP,PAA,Expired
POL25886981,GRP10856,2022-11-17,2024-03-11,Health,16,2022,GBP,PAA,Expired
POL22108299,GRP52949,2025-11-20,2028-03-09,Life,28,2025,EUR,PAA,Expired
POL95821532,GRP08236,2023-06-25,2023-12-22,Health,6,2023,GBP,GMM,Expired
POL88642313,GRP75903,2023-07-26,2025-09-13,Motor,26,2023,GBP,GMM,Active
POL78821688,GRP11659,2018-12-14,2019-10-10,Health,10,2018,GBP,GMM,Active
POL64344759,GRP15707,2023-12-25,2025-06-17,Health,18,2023,USD,PAA,Active
POL50088743,GRP94980,2018-01-07,2019-02-01,Motor,13,2018,EUR,PAA,Cancelled
POL15541449,GRP79417,2022-06-21,2024-12-07,Life,30,2022,GBP,GMM,Expired
POL82394192,GRP26194,2023-06-13,2024-06-07,Health,12,2023,USD,PAA,Cancelled
POL45157196,GRP91170,2021-07-18,2023-08-07,Health,25,2021,GBP,PAA,Active
POL62441964,GRP78121,2018-05-13,2020-01-03,Life,20,2018,USD,GMM,Active
POL52471255,GRP32129,2020-07-18,2022-03-10,Life,20,2020,USD,PAA,Active
POL75919783,GRP08767,2022-09-05,2025-06-21,Motor,34,2022,EUR,GMM,Active
POL85914810,GRP33884,2022-05-05,2024-09-21,Property,29,2022,EUR,GMM,Active
POL89976429,GRP13040,2022-12-26,2024-12-15,Life,24,2022,EUR,GMM,Active
POL29214862,GRP25000,2019-11-06,2020-05-04,Motor,6,2019,GBP,GMM,Active
POL56251090,GRP07767,2023-09-06,2026-03-24,Health,31,2023,GBP,GMM,Expired
POL35793270,GRP66058,2024-05-27,2025-01-22,Health,8,2024,EUR,PAA,Active
POL00714079,GRP13198,2022-11-24,2024-07-16,Health,20,2022,EUR,GMM,Cancelled
POL11585706,GRP78735,2023-01-07,2025-05-26,Health,29,2023,GBP,GMM,Cancelled
POL89840031,GRP79644,2022-04-16,2023-01-11,Property,9,2022,GBP,PAA,Active
POL80382341,GRP93846,2025-08-02,2026-07-28,Property,12,2025,USD,PAA,Cancelled
POL54522327,GRP14921,2020-04-22,2021-09-14,Health,17,2020,USD,PAA,Active
POL86671411,GRP64834,2020-01-01,2022-05-20,Property,29,2020,USD,PAA,Expired
POL51297926,GRP67946,2018-05-12,2019-11-03,Health,18,2018,GBP,GMM,Expired
POL42368388,GRP95067,2018-07-07,2020-12-23,Life,30,2018,EUR,PAA,Active
POL24394031,GRP13906,2018-07-30,2019-03-27,Motor,8,2018,EUR,GMM,Expired
POL04776688,GRP88446,2023-06-26,2026-06-10,Motor,36,2023,GBP,PAA,Active
POL71001534,GRP29409,2025-09-07,2026-03-06,Health,6,2025,USD,GMM,Expired
POL52734730,GRP91736,2020-07-06,2022-11-23,Health,29,2020,USD,PAA,Cancelled
POL93998558,GRP21000,2021-10-25,2023-04-18,Property,18,2021,EUR,GMM,Active
POL82019045,GRP69059,2022-01-05,2024-11-20,Property,35,2022,GBP,PAA,Active
POL90877456,GRP26422,2024-08-28,2027-05-15,Motor,33,2024,EUR,PAA,Expired
POL27586734,GRP41143,2024-08-10,2025-12-03,Health,16,2024,EUR,PAA,Active
POL81521374,GRP36350,2023-11-09,2026-05-27,Property,31,2023,USD,GMM,Cancelled
POL19586348,GRP99691,2025-04-08,2027-02-27,Motor,23,2025,GBP,GMM,Cancelled
POL79395324,GRP97165,2024-04-15,2025-03-11,Health,11,2024,GBP,GMM,Active
POL40188141,GRP67495,2022-10-29,2023-04-27,Life,6,2022,GBP,PAA,Expired
POL55527005,GRP85799,2024-02-12,2026-01-02,Property,23,2024,EUR,PAA,Active
POL95210509,GRP95069,2022-10-28,2024-02-20,Property,16,2022,EUR,GMM,Expired
POL74945693,GRP76055,2018-11-16,2019-07-14,Health,8,2018,GBP,PAA,Cancelled
POL67185461,GRP70187,2021-06-08,2023-08-27,Health,27,2021,USD,PAA,Active
POL81290150,GRP91959,2022-09-21,2023-12-15,Health,15,2022,USD,PAA,Expired
POL39893878,GRP63556,2024-08-01,2025-06-27,Health,11,2024,EUR,GMM,Expired
POL96986934,GRP53772,2022-05-28,2024-10-14,Health,29,2022,EUR,PAA,Expired
POL97656568,GRP66942,2025-01-26,2027-01-16,Motor,24,2025,GBP,GMM,Active
POL76773597,GRP57894,2025-04-07,2026-08-30,Life,17,2025,GBP,GMM,Cancelled
POL59773369,GRP08557,2018-01-23,2020-04-12,Life,27,2018,GBP,GMM,Cancelled
POL95047492,GRP87388,2022-08-16,2023-09-10,Life,13,2022,GBP,PAA,Active
POL16543811,GRP00362,2019-09-29,2022-04-16,Life,31,2019,USD,PAA,Expired
POL13871006,GRP07827,2024-07-13,2025-04-09,Property,9,2024,EUR,PAA,Active
POL78817681,GRP08469,2022-06-05,2023-05-31,Health,12,2022,GBP,GMM,Expired
POL07533178,GRP77609,2021-11-20,2024-09-05,Life,34,2021,EUR,GMM,Expired
POL74356781,GRP93226,2019-12-14,2022-04-02,Motor,28,2019,GBP,PAA,Active
POL43594783,GRP81444,2024-09-26,2026-05-19,Health,20,2024,USD,PAA,Expired
POL66297367,GRP99934,2025-11-05,2027-11-25,Life,25,2025,EUR,PAA,Expired
POL92971968,GRP88938,2025-12-09,2028-05-27,Health,30,2025,GBP,PAA,Expired
POL18113955,GRP22025,2020-04-09,2022-11-25,Life,32,2020,EUR,GMM,Active
POL30119504,GRP26001,2022-10-30,2023-06-27,Health,8,2022,USD,PAA,Cancelled
POL01662011,GRP07275,2020-01-17,2021-04-11,Life,15,2020,EUR,PAA,Expired
POL55229114,GRP56811,2019-02-19,2021-10-06,Motor,32,2019,GBP,GMM,Active
POL64432164,GRP65307,2024-07-04,2025-08-28,Motor,14,2024,GBP,PAA,Cancelled
POL69944283,GRP60632,2019-07-12,2021-03-03,Motor,20,2019,USD,GMM,Cancelled
POL90079132,GRP18431,2021-05-27,2022-10-19,Life,17,2021,GBP,PAA,Active
POL03774842,GRP90800,2024-06-09,2026-09-27,Motor,28,2024,USD,PAA,Expired
POL81027533,GRP53302,2020-10-22,2021-12-16,Life,14,2020,GBP,PAA,Cancelled
POL42015991,GRP31038,2021-01-02,2022-09-24,Life,21,2021,USD,GMM,Active
POL30650545,GRP62607,2025-10-21,2028-02-08,Life,28,2025,USD,PAA,Expired
POL54047022,GRP47376,2018-02-22,2019-04-18,Property,14,2018,EUR,GMM,Active
POL54293725,GRP00657,2022-07-10,2024-11-26,Motor,29,2022,USD,GMM,Active
POL88657887,GRP17329,2018-08-31,2019-02-27,Life,6,2018,GBP,PAA,Active
POL87801476,GRP97435,2019-04-27,2020-12-17,Life,20,2019,GBP,GMM,Active
POL89704924,GRP57803,2025-06-28,2026-06-23,Health,12,2025,EUR,GMM,Expired
POL41955071,GRP07490,2024-06-11,2026-05-02,Life,23,2024,EUR,GMM,Expired
POL96743989,GRP62564,2024-04-20,2024-11-16,Health,7,2024,EUR,PAA,Active
POL63485462,GRP34590,2021-06-30,2023-04-21,Property,22,2021,EUR,GMM,Cancelled
POL16589323,GRP28616,2025-11-30,2026-11-25,Property,12,2025,GBP,GMM,Cancelled
POL49076277,GRP94979,2023-02-25,2024-10-17,Life,20,2023,GBP,PAA,Active
POL66754118,GRP04429,2018-06-03,2020-04-23,Life,23,2018,USD,PAA,Active
POL11436335,GRP31786,2020-02-08,2021-08-31,Life,19,2020,GBP,GMM,Active
POL44743761,GRP16244,2020-12-04,2023-01-23,Life,26,2020,USD,PAA,Expired
POL96826616,GRP79805,2022-01-10,2023-02-04,Motor,13,2022,GBP,GMM,Expired
POL11647516,GRP49167,2018-06-30,2019-06-25,Motor,12,2018,GBP,GMM,Cancelled
POL10123745,GRP13205,2025-04-02,2027-08-20,Life,29,2025,EUR,GMM,Active
POL45157194,GRP73645,2020-11-28,2023-07-16,Property,32,2020,USD,GMM,Expired
POL46287713,GRP38909,2019-06-28,2020-08-21,Motor,14,2019,EUR,PAA,Cancelled
POL33539788,GRP90147,2023-01-19,2025-08-06,Motor,31,2023,GBP,GMM,Expired
POL28584841,GRP69183,2021-03-22,2021-11-17,Motor,8,2021,GBP,GMM,Active
POL87333602,GRP86447,2018-02-02,2020-08-20,Health,31,2018,EUR,GMM,Expired
POL38280206,GRP51691,2020-12-25,2023-04-14,Property,28,2020,USD,GMM,Cancelled
POL57078048,GRP32619,2025-11-12,2027-12-02,Life,25,2025,USD,GMM,Cancelled
POL12987361,GRP17367,2025-04-23,2028-04-07,Motor,36,2025,GBP,PAA,Active
POL89197878,GRP11326,2019-09-05,2021-03-28,Property,19,2019,USD,PAA,Cancelled
POL36342448,GRP16405,2024-12-08,2025-12-03,Life,12,2024,EUR,GMM,Cancelled
POL68996757,GRP58305,2019-11-28,2022-07-15,Motor,32,2019,EUR,GMM,Cancelled
POL94754295,GRP98399,2019-08-06,2022-05-22,Health,34,2019,GBP,GMM,Expired
POL49087782,GRP18613,2023-05-18,2025-02-06,Motor,21,2023,EUR,PAA,Active
POL86373586,GRP33893,2025-02-25,2026-10-18,Property,20,2025,GBP,GMM,Expired
POL21281205,GRP17948,2025-07-25,2028-01-11,Life,30,2025,GBP,PAA,Active
POL81647117,GRP70275,2024-02-03,2026-05-23,Life,28,2024,GBP,GMM,Active
POL65637544,GRP66201,2020-05-17,2021-12-08,Motor,19,2020,USD,PAA,Active
POL59649732,GRP99485,2022-02-22,2024-07-11,Health,29,2022,EUR,PAA,Expired
POL66820801,GRP64173,2022-04-23,2023-10-15,Health,18,2022,USD,GMM,Active
POL95528700,GRP55499,2019-10-24,2021-04-16,Life,18,2019,EUR,PAA,Cancelled
POL31771338,GRP11350,2018-01-19,2020-03-09,Life,26,2018,GBP,PAA,Cancelled
POL54598150,GRP59787,2023-03-26,2025-11-10,Motor,32,2023,GBP,PAA,Active
POL15966988,GRP93483,2022-09-16,2023-11-10,Motor,14,2022,GBP,PAA,Active
POL35166855,GRP29199,2025-12-11,2028-04-29,Life,29,2025,EUR,PAA,Active
POL40678216,GRP20713,2023-08-03,2025-05-24,Life,22,2023,GBP,GMM,Active
POL49092689,GRP05618,2020-09-03,2021-09-28,Motor,13,2020,GBP,PAA,Expired
POL84814202,GRP23182,2023-01-10,2024-06-03,Health,17,2023,USD,GMM,Cancelled
POL59042124,GRP89164,2024-07-15,2026-12-02,Property,29,2024,EUR,GMM,Cancelled
POL09080131,GRP12022,2019-01-20,2019-10-17,Health,9,2019,USD,PAA,Expired
POL00598485,GRP86633,2018-02-04,2020-05-24,Life,28,2018,USD,GMM,Expired
POL61798304,GRP74910,2025-09-16,2028-08-31,Health,36,2025,GBP,GMM,Expired
POL91797789,GRP32086,2022-04-16,2024-07-04,Health,27,2022,GBP,GMM,Cancelled
POL33551788,GRP55577,2023-01-28,2025-06-16,Health,29,2023,GBP,PAA,Active
POL57116835,GRP00551,2024-06-26,2026-09-14,Health,27,2024,EUR,PAA,Expired
POL05928721,GRP39702,2018-05-08,2020-05-27,Life,25,2018,EUR,PAA,Expired
POL01551669,GRP98274,2025-08-05,2027-05-27,Life,22,2025,USD,GMM,Active
POL88890150,GRP43698,2024-12-05,2025-10-01,Property,10,2024,GBP,PAA,Cancelled
POL59780745,GRP63683,2023-03-06,2024-09-26,Life,19,2023,USD,GMM,Cancelled
POL33116808,GRP72613,2023-10-26,2025-12-14,Life,26,2023,EUR,GMM,Expired
POL78877950,GRP60460,2023-05-28,2026-03-13,Life,34,2023,EUR,GMM,Active
POL38002975,GRP87427,2022-08-10,2024-05-31,Health,22,2022,USD,GMM,Active
POL19013307,GRP22474,2019-12-16,2021-01-09,Life,13,2019,EUR,GMM,Cancelled
POL68747717,GRP24440,2018-04-28,2018-11-24,Motor,7,2018,USD,PAA,Cancelled
POL21009897,GRP95178,2018-06-12,2020-05-02,Motor,23,2018,GBP,PAA,Expired
POL92211115,GRP39558,2019-08-01,2020-09-24,Property,14,2019,EUR,PAA,Expired
POL81778005,GRP70219,2024-10-22,2025-04-20,Motor,6,2024,GBP,GMM,Active
POL34055362,GRP87432,2020-02-24,2021-03-20,Property,13,2020,USD,PAA,Expired
POL84195110,GRP09900,2021-05-30,2022-12-21,Life,19,2021,EUR,GMM,Active
POL81308245,GRP31737,2024-12-02,2026-02-25,Motor,15,2024,USD,GMM,Cancelled
POL87426508,GRP92572,2025-01-05,2025-10-02,Life,9,2025,USD,GMM,Cancelled
POL17105113,GRP18114,2025-11-28,2028-07-15,Life,32,2025,GBP,GMM,Cancelled
POL89457778,GRP44621,2025-03-06,2027-06-24,Motor,28,2025,EUR,PAA,Expired
POL40187740,GRP60945,2020-08-23,2021-05-20,Motor,9,2020,USD,PAA,Expired
POL45829698,GRP64730,2025-10-13,2027-07-05,Motor,21,2025,EUR,PAA,Active
POL45509019,GRP84577,2020-11-22,2021-07-20,Health,8,2020,GBP,PAA,Expired
POL68450227,GRP23251,2018-10-15,2019-08-11,Health,10,2018,USD,PAA,Cancelled
POL06181153,GRP77823,2024-04-06,2026-05-26,Health,26,2024,EUR,GMM,Active
POL23936429,GRP80037,2024-01-25,2026-10-11,Property,33,2024,EUR,GMM,Active
POL24184821,GRP09781,2019-04-11,2020-04-05,Motor,12,2019,USD,GMM,Expired
POL93717172,GRP21589,2025-05-02,2027-08-20,Health,28,2025,GBP,PAA,Cancelled
POL46794272,GRP01661,2023-01-30,2025-09-16,Property,32,2023,EUR,PAA,Cancelled
POL74193336,GRP66955,2024-07-02,2026-04-23,Motor,22,2024,USD,PAA,Expired
POL72632678,GRP95102,2022-09-29,2024-03-22,Life,18,2022,GBP,GMM,Active
POL95314157,GRP78840,2023-09-14,2025-12-02,Health,27,2023,GBP,PAA,Cancelled
POL59950646,GRP74159,2025-05-19,2027-12-05,Motor,31,2025,GBP,GMM,Expired
POL02948188,GRP67616,2022-06-05,2023-05-01,Health,11,2022,GBP,PAA,Expired
POL96713480,GRP03990,2020-08-25,2023-01-12,Motor,29,2020,USD,PAA,Expired
POL14556838,GRP95390,2021-01-31,2023-10-18,Life,33,2021,GBP,PAA,Cancelled
POL58127899,GRP86979,2020-11-30,2021-10-26,Health,11,2020,GBP,PAA,Active
POL85721280,GRP27583,2022-07-30,2023-12-22,Motor,17,2022,EUR,GMM,Active
POL51224481,GRP09025,2020-05-12,2021-03-08,Life,10,2020,EUR,PAA,Expired
POL21994503,GRP05859,2020-12-13,2022-01-07,Health,13,2020,GBP,PAA,Expired
POL26466985,GRP93608,2018-10-23,2020-02-15,Health,16,2018,USD,PAA,Expired
POL32263984,GRP94510,2020-03-19,2021-02-12,Property,11,2020,GBP,GMM,Active
POL27108605,GRP28421,2023-07-26,2025-10-13,Property,27,2023,EUR,GMM,Active
POL34171452,GRP66734,2024-05-23,2027-02-07,Health,33,2024,EUR,GMM,Expired
POL57124403,GRP21703,2023-05-04,2025-08-21,Life,28,2023,EUR,PAA,Cancelled
POL82923546,GRP51993,2018-12-15,2020-01-09,Motor,13,2018,GBP,GMM,Cancelled
POL51491790,GRP99700,2021-06-11,2023-06-01,Motor,24,2021,GBP,GMM,Cancelled
POL90782029,GRP48425,2018-08-24,2020-02-15,Motor,18,2018,EUR,GMM,Active
POL65579572,GRP28034,2019-01-27,2020-11-17,Property,22,2019,GBP,GMM,Cancelled
POL33529301,GRP68384,2022-04-27,2023-09-19,Motor,17,2022,GBP,GMM,Cancelled
POL33513535,GRP81270,2019-01-22,2021-09-08,Life,32,2019,GBP,GMM,Expired
POL97549702,GRP36572,2018-12-28,2020-04-21,Property,16,2018,GBP,PAA,Expired
POL68472439,GRP04033,2024-09-09,2025-10-04,Motor,13,2024,USD,GMM,Active
POL69639770,GRP61484,2023-03-28,2025-02-15,Motor,23,2023,EUR,PAA,Active
POL09675419,GRP55718,2019-03-22,2020-05-15,Motor,14,2019,GBP,PAA,Cancelled
POL96018348,GRP68063,2022-11-10,2025-06-27,Property,32,2022,EUR,PAA,Cancelled
POL85589340,GRP32201,2022-08-29,2025-06-14,Motor,34,2022,GBP,PAA,Cancelled
POL24265563,GRP96225,2022-02-09,2025-01-24,Life,36,2022,USD,GMM,Cancelled
POL38172086,GRP61851,2019-10-08,2020-07-04,Health,9,2019,USD,GMM,Cancelled
POL22803627,GRP24693,2023-11-14,2025-04-07,Property,17,2023,EUR,GMM,Cancelled
POL68670567,GRP78473,2024-04-13,2027-02-27,Property,35,2024,EUR,GMM,Active
POL97568335,GRP43151,2019-09-15,2022-03-03,Property,30,2019,GBP,GMM,Cancelled
POL13587795,GRP92784,2024-08-29,2025-03-27,Property,7,2024,EUR,PAA,Expired
POL00970510,GRP99104,2019-12-22,2021-06-14,Life,18,2019,USD,GMM,Cancelled
POL68857369,GRP87845,2019-08-17,2021-11-04,Motor,27,2019,EUR,GMM,Expired
POL05127927,GRP02057,2019-06-23,2021-03-14,Life,21,2019,GBP,PAA,Active
POL91631660,GRP61107,2019-08-02,2020-10-25,Life,15,2019,EUR,PAA,Expired
POL87244084,GRP44222,2024-03-21,2026-05-10,Motor,26,2024,GBP,GMM,Cancelled
POL72537386,GRP88727,2018-08-24,2021-03-11,Motor,31,2018,USD,PAA,Expired
POL25093773,GRP94125,2018-10-11,2019-04-09,Property,6,2018,GBP,GMM,Cancelled
POL37195071,GRP90149,2020-12-07,2023-08-24,Health,33,2020,GBP,GMM,Cancelled
POL16683605,GRP47213,2022-06-26,2025-04-11,Health,34,2022,EUR,GMM,Active
POL36304531,GRP01034,2022-05-24,2023-03-20,Health,10,2022,GBP,PAA,Active
POL59175773,GRP21485,2019-06-17,2020-06-11,Motor,12,2019,EUR,PAA,Expired
POL91950686,GRP36337,2019-07-02,2021-02-21,Motor,20,2019,GBP,GMM,Active
POL51260239,GRP71636,2022-03-20,2024-10-05,Motor,31,2022,USD,GMM,Expired
POL75357511,GRP67586,2021-12-17,2024-07-04,Life,31,2021,EUR,GMM,Active
POL46512171,GRP58461,2022-06-04,2024-10-21,Life,29,2022,GBP,GMM,Expired
POL27824820,GRP88203,2023-05-18,2025-03-08,Life,22,2023,GBP,GMM,Expired
POL16851145,GRP28205,2018-04-03,2019-01-28,Life,10,2018,USD,GMM,Cancelled
POL68639724,GRP38662,2021-07-05,2022-01-01,Property,6,2021,EUR,GMM,Cancelled
POL68088773,GRP68921,2025-09-16,2026-09-11,Life,12,2025,USD,PAA,Active
POL15778464,GRP11873,2025-03-07,2027-01-26,Property,23,2025,USD,PAA,Expired
POL64958070,GRP71217,2025-01-11,2025-12-07,Health,11,2025,USD,PAA,Expired
POL80714951,GRP63843,2020-11-13,2022-08-05,Motor,21,2020,GBP,GMM,Expired
POL38656236,GRP01638,2024-01-02,2024-08-29,Health,8,2024,GBP,GMM,Cancelled
POL03111729,GRP23202,2019-10-04,2021-11-22,Motor,26,2019,EUR,PAA,Expired
POL60003216,GRP24840,2022-10-25,2024-03-18,Health,17,2022,EUR,GMM,Expired
POL32377860,GRP74849,2021-05-08,2022-09-30,Motor,17,2021,EUR,GMM,Active
POL08985975,GRP17199,2018-02-05,2019-03-02,Property,13,2018,EUR,GMM,Cancelled
POL15127392,GRP13414,2019-10-11,2022-02-27,Motor,29,2019,EUR,GMM,Cancelled
