id,title,releaseYear,duration,rating,directorID,actorCharacterPairs,genres
movie_80,Movie 80 - Right-sized zero-defect intranet,1986,143,7.5,director_8,"[{'actorID': 'actor_64', 'characterID': 'char_252'}, {'actorID': 'actor_68', 'characterID': 'char_644'}, {'actorID': 'actor_66', 'characterID': 'char_214'}, {'actorID': 'actor_35', 'characterID': 'char_186'}, {'actorID': 'actor_72', 'characterID': 'char_95'}, {'actorID': 'actor_63', 'characterID': 'char_227'}, {'actorID': 'actor_25', 'characterID': 'char_541'}]",['Romance']
movie_81,Movie 81 - Object-based fault-tolerant service-desk,2017,96,4.2,director_16,"[{'actorID': 'actor_54', 'characterID': 'char_77'}, {'actorID': 'actor_53', 'characterID': 'char_172'}, {'actorID': 'actor_36', 'characterID': 'char_734'}, {'actorID': 'actor_56', 'characterID': 'char_27'}, {'actorID': 'actor_50', 'characterID': 'char_484'}, {'actorID': 'actor_42', 'characterID': 'char_169'}]","['Action', 'Documentary']"
movie_82,Movie 82 - Secured tertiary time-frame,2010,136,9.6,director_34,"[{'actorID': 'actor_24', 'characterID': 'char_703'}, {'actorID': 'actor_0', 'characterID': 'char_675'}, {'actorID': 'actor_28', 'characterID': 'char_433'}, {'actorID': 'actor_34', 'characterID': 'char_159'}, {'actorID': 'actor_21', 'characterID': 'char_339'}]","['Documentary', 'Comedy', 'Romance']"
movie_83,Movie 83 - User-friendly hybrid superstructure,2021,142,7.7,director_22,"[{'actorID': 'actor_74', 'characterID': 'char_411'}, {'actorID': 'actor_20', 'characterID': 'char_134'}, {'actorID': 'actor_45', 'characterID': 'char_647'}, {'actorID': 'actor_57', 'characterID': 'char_260'}]","['Comedy', 'Drama']"
movie_84,Movie 84 - Secured empowering success,1992,90,8.0,director_21,"[{'actorID': 'actor_68', 'characterID': 'char_301'}, {'actorID': 'actor_60', 'characterID': 'char_643'}, {'actorID': 'actor_64', 'characterID': 'char_279'}, {'actorID': 'actor_43', 'characterID': 'char_187'}, {'actorID': 'actor_5', 'characterID': 'char_140'}, {'actorID': 'actor_57', 'characterID': 'char_684'}]","['Documentary', 'Thriller', 'Romance']"
movie_85,Movie 85 - Face-to-face intermediate hardware,1988,119,5.0,director_26,"[{'actorID': 'actor_11', 'characterID': 'char_225'}, {'actorID': 'actor_34', 'characterID': 'char_667'}, {'actorID': 'actor_15', 'characterID': 'char_395'}, {'actorID': 'actor_1', 'characterID': 'char_519'}, {'actorID': 'actor_51', 'characterID': 'char_116'}]",['Documentary']
movie_86,Movie 86 - Horizontal 24hour archive,2002,118,9.5,director_32,"[{'actorID': 'actor_52', 'characterID': 'char_470'}, {'actorID': 'actor_34', 'characterID': 'char_647'}, {'actorID': 'actor_66', 'characterID': 'char_383'}, {'actorID': 'actor_67', 'characterID': 'char_512'}, {'actorID': 'actor_58', 'characterID': 'char_537'}, {'actorID': 'actor_29', 'characterID': 'char_635'}]","['Thriller', 'Sci-Fi', 'Comedy']"
movie_87,Movie 87 - Automated foreground capacity,2011,169,5.8,director_13,"[{'actorID': 'actor_15', 'characterID': 'char_158'}, {'actorID': 'actor_17', 'characterID': 'char_489'}]","['Sci-Fi', 'Comedy']"
movie_88,Movie 88 - Visionary 5thgeneration groupware,2013,149,6.9,director_11,"[{'actorID': 'actor_31', 'characterID': 'char_717'}, {'actorID': 'actor_13', 'characterID': 'char_38'}, {'actorID': 'actor_27', 'characterID': 'char_63'}, {'actorID': 'actor_73', 'characterID': 'char_512'}, {'actorID': 'actor_45', 'characterID': 'char_486'}, {'actorID': 'actor_10', 'characterID': 'char_273'}, {'actorID': 'actor_26', 'characterID': 'char_674'}]",['Documentary']
movie_89,Movie 89 - Ergonomic national strategy,1995,178,8.0,director_15,"[{'actorID': 'actor_57', 'characterID': 'char_366'}, {'actorID': 'actor_62', 'characterID': 'char_32'}, {'actorID': 'actor_13', 'characterID': 'char_286'}, {'actorID': 'actor_52', 'characterID': 'char_500'}, {'actorID': 'actor_70', 'characterID': 'char_165'}, {'actorID': 'actor_42', 'characterID': 'char_380'}]","['Comedy', 'Documentary', 'Horror']"
movie_90,Movie 90 - Streamlined 5thgeneration functionalities,1984,144,4.5,director_28,"[{'actorID': 'actor_64', 'characterID': 'char_389'}, {'actorID': 'actor_29', 'characterID': 'char_622'}, {'actorID': 'actor_68', 'characterID': 'char_321'}, {'actorID': 'actor_16', 'characterID': 'char_394'}, {'actorID': 'actor_39', 'characterID': 'char_397'}, {'actorID': 'actor_52', 'characterID': 'char_599'}, {'actorID': 'actor_8', 'characterID': 'char_135'}]","['Action', 'Sci-Fi']"
movie_91,Movie 91 - Future-proofed radical adapter,1999,81,6.1,director_24,"[{'actorID': 'actor_33', 'characterID': 'char_425'}, {'actorID': 'actor_35', 'characterID': 'char_687'}, {'actorID': 'actor_39', 'characterID': 'char_465'}, {'actorID': 'actor_28', 'characterID': 'char_641'}, {'actorID': 'actor_12', 'characterID': 'char_216'}, {'actorID': 'actor_71', 'characterID': 'char_241'}, {'actorID': 'actor_20', 'characterID': 'char_312'}]",['Horror']
movie_92,Movie 92 - Multi-layered analyzing complexity,1991,145,6.8,director_13,"[{'actorID': 'actor_61', 'characterID': 'char_386'}, {'actorID': 'actor_4', 'characterID': 'char_609'}, {'actorID': 'actor_45', 'characterID': 'char_127'}, {'actorID': 'actor_11', 'characterID': 'char_504'}, {'actorID': 'actor_62', 'characterID': 'char_634'}]","['Action', 'Romance', 'Horror']"
movie_93,Movie 93 - Virtual global time-frame,2006,120,4.0,director_21,"[{'actorID': 'actor_3', 'characterID': 'char_93'}, {'actorID': 'actor_61', 'characterID': 'char_166'}, {'actorID': 'actor_13', 'characterID': 'char_610'}, {'actorID': 'actor_29', 'characterID': 'char_461'}]","['Romance', 'Comedy', 'Sci-Fi']"
movie_94,Movie 94 - De-engineered intermediate core,2006,131,8.5,director_34,"[{'actorID': 'actor_17', 'characterID': 'char_59'}, {'actorID': 'actor_38', 'characterID': 'char_328'}, {'actorID': 'actor_70', 'characterID': 'char_305'}, {'actorID': 'actor_16', 'characterID': 'char_716'}, {'actorID': 'actor_1', 'characterID': 'char_269'}]","['Romance', 'Thriller', 'Action']"
movie_95,Movie 95 - Triple-buffered responsive monitoring,2015,168,8.0,director_30,"[{'actorID': 'actor_41', 'characterID': 'char_355'}, {'actorID': 'actor_4', 'characterID': 'char_169'}, {'actorID': 'actor_66', 'characterID': 'char_375'}, {'actorID': 'actor_42', 'characterID': 'char_236'}, {'actorID': 'actor_13', 'characterID': 'char_433'}, {'actorID': 'actor_37', 'characterID': 'char_52'}]","['Comedy', 'Drama']"
movie_96,Movie 96 - Universal mobile forecast,1992,163,9.5,director_6,"[{'actorID': 'actor_54', 'characterID': 'char_709'}, {'actorID': 'actor_2', 'characterID': 'char_91'}, {'actorID': 'actor_63', 'characterID': 'char_740'}, {'actorID': 'actor_1', 'characterID': 'char_207'}, {'actorID': 'actor_58', 'characterID': 'char_738'}, {'actorID': 'actor_64', 'characterID': 'char_319'}]","['Comedy', 'Documentary', 'Romance']"
movie_97,Movie 97 - Re-contextualized homogeneous hierarchy,2023,113,6.5,director_1,"[{'actorID': 'actor_14', 'characterID': 'char_513'}, {'actorID': 'actor_30', 'characterID': 'char_593'}, {'actorID': 'actor_24', 'characterID': 'char_61'}, {'actorID': 'actor_5', 'characterID': 'char_450'}, {'actorID': 'actor_7', 'characterID': 'char_443'}]","['Sci-Fi', 'Thriller', 'Comedy']"
movie_98,Movie 98 - Secured value-added alliance,1980,156,6.1,director_17,"[{'actorID': 'actor_62', 'characterID': 'char_366'}, {'actorID': 'actor_72', 'characterID': 'char_620'}]","['Horror', 'Drama']"
movie_99,Movie 99 - Fundamental methodical moratorium,2023,154,9.3,director_33,"[{'actorID': 'actor_30', 'characterID': 'char_686'}, {'actorID': 'actor_8', 'characterID': 'char_145'}, {'actorID': 'actor_4', 'characterID': 'char_115'}, {'actorID': 'actor_17', 'characterID': 'char_209'}]",['Thriller']
movie_100,Movie 100 - Persevering content-based groupware,2011,136,5.0,director_20,"[{'actorID': 'actor_15', 'characterID': 'char_271'}, {'actorID': 'actor_42', 'characterID': 'char_712'}, {'actorID': 'actor_10', 'characterID': 'char_737'}, {'actorID': 'actor_67', 'characterID': 'char_274'}, {'actorID': 'actor_74', 'characterID': 'char_629'}, {'actorID': 'actor_22', 'characterID': 'char_716'}, {'actorID': 'actor_54', 'characterID': 'char_35'}]","['Drama', 'Comedy']"
movie_101,Movie 101 - Ergonomic tangible leverage,2018,114,9.4,director_12,"[{'actorID': 'actor_26', 'characterID': 'char_517'}, {'actorID': 'actor_57', 'characterID': 'char_43'}]","['Drama', 'Thriller', 'Action']"
movie_102,Movie 102 - Reduced disintermediate collaboration,2017,111,7.6,director_0,"[{'actorID': 'actor_8', 'characterID': 'char_59'}, {'actorID': 'actor_55', 'characterID': 'char_466'}]",['Comedy']
movie_103,Movie 103 - Organic mission-critical Graphical User Interface,1984,177,9.3,director_5,"[{'actorID': 'actor_25', 'characterID': 'char_700'}, {'actorID': 'actor_34', 'characterID': 'char_481'}, {'actorID': 'actor_26', 'characterID': 'char_265'}, {'actorID': 'actor_62', 'characterID': 'char_511'}]",['Thriller']
movie_104,Movie 104 - Customer-focused content-based monitoring,1989,87,6.2,director_17,"[{'actorID': 'actor_40', 'characterID': 'char_647'}, {'actorID': 'actor_73', 'characterID': 'char_744'}, {'actorID': 'actor_36', 'characterID': 'char_554'}]","['Comedy', 'Documentary', 'Romance']"
movie_105,Movie 105 - Face-to-face optimal knowledge user,1994,106,8.9,director_18,"[{'actorID': 'actor_5', 'characterID': 'char_497'}, {'actorID': 'actor_44', 'characterID': 'char_174'}, {'actorID': 'actor_24', 'characterID': 'char_740'}, {'actorID': 'actor_62', 'characterID': 'char_217'}, {'actorID': 'actor_22', 'characterID': 'char_694'}, {'actorID': 'actor_23', 'characterID': 'char_591'}, {'actorID': 'actor_34', 'characterID': 'char_165'}]","['Horror', 'Romance', 'Thriller']"
movie_106,Movie 106 - Implemented fault-tolerant standardization,2012,107,9.2,director_30,"[{'actorID': 'actor_18', 'characterID': 'char_130'}, {'actorID': 'actor_55', 'characterID': 'char_227'}, {'actorID': 'actor_29', 'characterID': 'char_638'}, {'actorID': 'actor_11', 'characterID': 'char_76'}, {'actorID': 'actor_14', 'characterID': 'char_229'}, {'actorID': 'actor_51', 'characterID': 'char_714'}, {'actorID': 'actor_26', 'characterID': 'char_169'}]","['Romance', 'Thriller']"
movie_107,Movie 107 - Polarized coherent adapter,1988,153,7.9,director_7,"[{'actorID': 'actor_26', 'characterID': 'char_583'}, {'actorID': 'actor_14', 'characterID': 'char_670'}, {'actorID': 'actor_10', 'characterID': 'char_540'}, {'actorID': 'actor_48', 'characterID': 'char_447'}, {'actorID': 'actor_29', 'characterID': 'char_228'}, {'actorID': 'actor_53', 'characterID': 'char_561'}]","['Horror', 'Thriller']"
movie_108,Movie 108 - Profit-focused well-modulated capability,1986,150,5.0,director_17,"[{'actorID': 'actor_23', 'characterID': 'char_39'}, {'actorID': 'actor_50', 'characterID': 'char_126'}]","['Documentary', 'Drama', 'Action']"
movie_109,Movie 109 - Multi-channeled actuating success,1982,120,5.3,director_17,"[{'actorID': 'actor_61', 'characterID': 'char_148'}, {'actorID': 'actor_58', 'characterID': 'char_587'}, {'actorID': 'actor_57', 'characterID': 'char_606'}, {'actorID': 'actor_22', 'characterID': 'char_617'}]","['Comedy', 'Romance']"
movie_110,Movie 110 - Upgradable zero tolerance function,2001,86,6.2,director_17,"[{'actorID': 'actor_70', 'characterID': 'char_679'}, {'actorID': 'actor_27', 'characterID': 'char_187'}, {'actorID': 'actor_68', 'characterID': 'char_510'}]","['Documentary', 'Action', 'Sci-Fi']"
movie_111,Movie 111 - Business-focused next generation hub,2012,133,9.7,director_22,"[{'actorID': 'actor_21', 'characterID': 'char_163'}, {'actorID': 'actor_51', 'characterID': 'char_113'}, {'actorID': 'actor_7', 'characterID': 'char_312'}, {'actorID': 'actor_46', 'characterID': 'char_684'}]","['Thriller', 'Documentary']"
movie_112,Movie 112 - Open-source tertiary frame,1985,92,9.9,director_18,"[{'actorID': 'actor_29', 'characterID': 'char_554'}, {'actorID': 'actor_70', 'characterID': 'char_383'}, {'actorID': 'actor_64', 'characterID': 'char_73'}, {'actorID': 'actor_5', 'characterID': 'char_259'}, {'actorID': 'actor_56', 'characterID': 'char_273'}, {'actorID': 'actor_73', 'characterID': 'char_542'}]","['Sci-Fi', 'Thriller', 'Horror']"
movie_113,Movie 113 - Reactive contextually-based utilization,2013,160,8.4,director_17,"[{'actorID': 'actor_16', 'characterID': 'char_562'}, {'actorID': 'actor_49', 'characterID': 'char_557'}, {'actorID': 'actor_19', 'characterID': 'char_316'}, {'actorID': 'actor_22', 'characterID': 'char_182'}, {'actorID': 'actor_59', 'characterID': 'char_32'}, {'actorID': 'actor_35', 'characterID': 'char_210'}]","['Action', 'Sci-Fi', 'Thriller']"
movie_114,Movie 114 - Front-line analyzing info-mediaries,1982,174,4.2,director_2,"[{'actorID': 'actor_58', 'characterID': 'char_376'}, {'actorID': 'actor_27', 'characterID': 'char_222'}, {'actorID': 'actor_43', 'characterID': 'char_45'}]","['Sci-Fi', 'Documentary']"
movie_115,Movie 115 - Synchronized neutral Graphical User Interface,2012,124,7.7,director_14,"[{'actorID': 'actor_70', 'characterID': 'char_1'}, {'actorID': 'actor_6', 'characterID': 'char_512'}, {'actorID': 'actor_34', 'characterID': 'char_696'}, {'actorID': 'actor_57', 'characterID': 'char_616'}, {'actorID': 'actor_40', 'characterID': 'char_458'}, {'actorID': 'actor_12', 'characterID': 'char_144'}, {'actorID': 'actor_54', 'characterID': 'char_229'}]","['Sci-Fi', 'Action', 'Thriller']"
movie_116,Movie 116 - Synchronized transitional budgetary management,1982,117,5.2,director_10,"[{'actorID': 'actor_59', 'characterID': 'char_690'}, {'actorID': 'actor_27', 'characterID': 'char_84'}]",['Comedy']
movie_117,Movie 117 - Robust zero tolerance model,1992,139,8.3,director_29,"[{'actorID': 'actor_17', 'characterID': 'char_631'}, {'actorID': 'actor_50', 'characterID': 'char_238'}, {'actorID': 'actor_16', 'characterID': 'char_601'}]","['Sci-Fi', 'Thriller']"
movie_118,Movie 118 - Virtual incremental policy,2008,103,5.3,director_5,"[{'actorID': 'actor_10', 'characterID': 'char_2'}, {'actorID': 'actor_40', 'characterID': 'char_441'}, {'actorID': 'actor_47', 'characterID': 'char_705'}, {'actorID': 'actor_1', 'characterID': 'char_415'}, {'actorID': 'actor_17', 'characterID': 'char_394'}, {'actorID': 'actor_18', 'characterID': 'char_732'}, {'actorID': 'actor_61', 'characterID': 'char_341'}]","['Drama', 'Sci-Fi', 'Thriller']"
movie_119,Movie 119 - Persevering intangible initiative,2010,104,8.2,director_18,"[{'actorID': 'actor_57', 'characterID': 'char_546'}, {'actorID': 'actor_12', 'characterID': 'char_449'}, {'actorID': 'actor_62', 'characterID': 'char_146'}, {'actorID': 'actor_10', 'characterID': 'char_46'}, {'actorID': 'actor_44', 'characterID': 'char_445'}, {'actorID': 'actor_7', 'characterID': 'char_345'}, {'actorID': 'actor_24', 'characterID': 'char_269'}]",['Horror']
movie_120,Movie 120 - Persevering reciprocal Graphical User Interface,2009,173,8.4,director_14,"[{'actorID': 'actor_71', 'characterID': 'char_617'}, {'actorID': 'actor_63', 'characterID': 'char_97'}, {'actorID': 'actor_72', 'characterID': 'char_712'}]",['Romance']
movie_121,Movie 121 - Mandatory context-sensitive info-mediaries,2004,135,6.1,director_3,"[{'actorID': 'actor_30', 'characterID': 'char_284'}, {'actorID': 'actor_34', 'characterID': 'char_330'}]","['Romance', 'Action', 'Thriller']"
movie_122,Movie 122 - Managed multi-state groupware,2009,146,5.0,director_21,"[{'actorID': 'actor_65', 'characterID': 'char_368'}, {'actorID': 'actor_43', 'characterID': 'char_302'}, {'actorID': 'actor_61', 'characterID': 'char_357'}]","['Romance', 'Thriller', 'Action']"
movie_123,Movie 123 - Diverse fresh-thinking Graphic Interface,1983,155,7.5,director_34,"[{'actorID': 'actor_39', 'characterID': 'char_128'}, {'actorID': 'actor_8', 'characterID': 'char_305'}, {'actorID': 'actor_9', 'characterID': 'char_26'}, {'actorID': 'actor_52', 'characterID': 'char_467'}, {'actorID': 'actor_28', 'characterID': 'char_70'}]",['Horror']
movie_124,Movie 124 - Devolved optimal paradigm,2001,103,6.6,director_9,"[{'actorID': 'actor_33', 'characterID': 'char_741'}, {'actorID': 'actor_46', 'characterID': 'char_392'}, {'actorID': 'actor_36', 'characterID': 'char_19'}]","['Romance', 'Comedy', 'Documentary']"
movie_125,Movie 125 - Public-key stable complexity,2020,146,6.4,director_28,"[{'actorID': 'actor_44', 'characterID': 'char_317'}, {'actorID': 'actor_23', 'characterID': 'char_7'}]",['Romance']
movie_126,Movie 126 - Innovative discrete policy,1999,96,8.7,director_16,"[{'actorID': 'actor_64', 'characterID': 'char_681'}, {'actorID': 'actor_46', 'characterID': 'char_580'}, {'actorID': 'actor_34', 'characterID': 'char_325'}]","['Drama', 'Action']"
movie_127,Movie 127 - Synergistic client-server complexity,2014,175,6.8,director_1,"[{'actorID': 'actor_71', 'characterID': 'char_579'}, {'actorID': 'actor_29', 'characterID': 'char_20'}, {'actorID': 'actor_67', 'characterID': 'char_244'}]",['Romance']
movie_128,Movie 128 - Extended client-server service-desk,2005,89,8.4,director_24,"[{'actorID': 'actor_18', 'characterID': 'char_15'}, {'actorID': 'actor_36', 'characterID': 'char_605'}, {'actorID': 'actor_22', 'characterID': 'char_455'}, {'actorID': 'actor_67', 'characterID': 'char_570'}, {'actorID': 'actor_32', 'characterID': 'char_412'}]",['Documentary']
movie_129,Movie 129 - Persistent 3rdgeneration definition,2010,169,6.7,director_3,"[{'actorID': 'actor_74', 'characterID': 'char_32'}, {'actorID': 'actor_29', 'characterID': 'char_364'}, {'actorID': 'actor_45', 'characterID': 'char_143'}, {'actorID': 'actor_62', 'characterID': 'char_717'}, {'actorID': 'actor_11', 'characterID': 'char_27'}, {'actorID': 'actor_54', 'characterID': 'char_580'}]",['Romance']
movie_130,Movie 130 - Expanded coherent service-desk,1992,86,5.4,director_4,"[{'actorID': 'actor_65', 'characterID': 'char_473'}, {'actorID': 'actor_4', 'characterID': 'char_509'}, {'actorID': 'actor_61', 'characterID': 'char_157'}, {'actorID': 'actor_72', 'characterID': 'char_653'}]","['Drama', 'Sci-Fi']"
movie_131,Movie 131 - Focused radical service-desk,2004,173,6.8,director_26,"[{'actorID': 'actor_72', 'characterID': 'char_183'}, {'actorID': 'actor_16', 'characterID': 'char_347'}, {'actorID': 'actor_63', 'characterID': 'char_36'}, {'actorID': 'actor_35', 'characterID': 'char_302'}, {'actorID': 'actor_65', 'characterID': 'char_644'}]","['Horror', 'Action']"
movie_132,Movie 132 - Synergized system-worthy benchmark,1987,147,8.1,director_15,"[{'actorID': 'actor_9', 'characterID': 'char_124'}, {'actorID': 'actor_36', 'characterID': 'char_23'}, {'actorID': 'actor_4', 'characterID': 'char_368'}, {'actorID': 'actor_16', 'characterID': 'char_736'}, {'actorID': 'actor_11', 'characterID': 'char_542'}, {'actorID': 'actor_35', 'characterID': 'char_695'}]","['Romance', 'Action']"
movie_133,Movie 133 - Multi-tiered non-volatile approach,1983,156,6.8,director_24,"[{'actorID': 'actor_4', 'characterID': 'char_170'}, {'actorID': 'actor_35', 'characterID': 'char_124'}, {'actorID': 'actor_12', 'characterID': 'char_158'}, {'actorID': 'actor_19', 'characterID': 'char_506'}, {'actorID': 'actor_37', 'characterID': 'char_167'}, {'actorID': 'actor_8', 'characterID': 'char_637'}, {'actorID': 'actor_60', 'characterID': 'char_409'}]",['Comedy']
movie_134,Movie 134 - Enhanced multimedia hub,1986,102,5.1,director_14,"[{'actorID': 'actor_25', 'characterID': 'char_734'}, {'actorID': 'actor_61', 'characterID': 'char_317'}, {'actorID': 'actor_73', 'characterID': 'char_606'}, {'actorID': 'actor_5', 'characterID': 'char_538'}, {'actorID': 'actor_24', 'characterID': 'char_208'}, {'actorID': 'actor_30', 'characterID': 'char_96'}]","['Drama', 'Comedy']"
movie_135,Movie 135 - Realigned needs-based hub,2004,152,8.9,director_0,"[{'actorID': 'actor_33', 'characterID': 'char_504'}, {'actorID': 'actor_46', 'characterID': 'char_745'}, {'actorID': 'actor_18', 'characterID': 'char_49'}, {'actorID': 'actor_60', 'characterID': 'char_44'}, {'actorID': 'actor_13', 'characterID': 'char_580'}, {'actorID': 'actor_31', 'characterID': 'char_489'}]","['Action', 'Drama', 'Documentary']"
movie_136,Movie 136 - Mandatory needs-based interface,2011,112,7.6,director_14,"[{'actorID': 'actor_22', 'characterID': 'char_646'}, {'actorID': 'actor_29', 'characterID': 'char_738'}, {'actorID': 'actor_18', 'characterID': 'char_129'}]","['Thriller', 'Sci-Fi', 'Romance']"
movie_137,Movie 137 - Optional multimedia standardization,1998,146,5.7,director_9,"[{'actorID': 'actor_4', 'characterID': 'char_670'}, {'actorID': 'actor_73', 'characterID': 'char_288'}]","['Thriller', 'Romance', 'Documentary']"
movie_138,Movie 138 - Multi-lateral global toolset,2002,142,6.3,director_22,"[{'actorID': 'actor_69', 'characterID': 'char_134'}, {'actorID': 'actor_38', 'characterID': 'char_535'}, {'actorID': 'actor_13', 'characterID': 'char_394'}, {'actorID': 'actor_20', 'characterID': 'char_560'}, {'actorID': 'actor_53', 'characterID': 'char_476'}, {'actorID': 'actor_16', 'characterID': 'char_529'}, {'actorID': 'actor_31', 'characterID': 'char_307'}]",['Sci-Fi']
movie_139,Movie 139 - Open-source local synergy,2000,81,8.5,director_30,"[{'actorID': 'actor_55', 'characterID': 'char_63'}, {'actorID': 'actor_8', 'characterID': 'char_361'}, {'actorID': 'actor_29', 'characterID': 'char_407'}, {'actorID': 'actor_50', 'characterID': 'char_363'}, {'actorID': 'actor_64', 'characterID': 'char_106'}]","['Drama', 'Romance']"
movie_140,Movie 140 - Function-based actuating open architecture,1993,115,9.6,director_3,"[{'actorID': 'actor_4', 'characterID': 'char_533'}, {'actorID': 'actor_70', 'characterID': 'char_160'}, {'actorID': 'actor_37', 'characterID': 'char_71'}, {'actorID': 'actor_43', 'characterID': 'char_65'}, {'actorID': 'actor_3', 'characterID': 'char_151'}]",['Romance']
movie_141,Movie 141 - Down-sized fault-tolerant flexibility,1990,153,4.2,director_8,"[{'actorID': 'actor_25', 'characterID': 'char_297'}, {'actorID': 'actor_70', 'characterID': 'char_103'}, {'actorID': 'actor_43', 'characterID': 'char_385'}, {'actorID': 'actor_19', 'characterID': 'char_651'}, {'actorID': 'actor_5', 'characterID': 'char_36'}]",['Romance']
movie_142,Movie 142 - Inverse transitional definition,2008,131,6.6,director_25,"[{'actorID': 'actor_54', 'characterID': 'char_460'}, {'actorID': 'actor_36', 'characterID': 'char_336'}, {'actorID': 'actor_43', 'characterID': 'char_331'}, {'actorID': 'actor_64', 'characterID': 'char_568'}, {'actorID': 'actor_23', 'characterID': 'char_697'}]",['Comedy']
movie_143,Movie 143 - Cross-group dedicated help-desk,1993,153,6.3,director_30,"[{'actorID': 'actor_44', 'characterID': 'char_122'}, {'actorID': 'actor_47', 'characterID': 'char_556'}, {'actorID': 'actor_45', 'characterID': 'char_8'}, {'actorID': 'actor_20', 'characterID': 'char_290'}, {'actorID': 'actor_25', 'characterID': 'char_583'}]",['Drama']
movie_144,Movie 144 - User-centric regional website,1996,131,7.2,director_14,"[{'actorID': 'actor_22', 'characterID': 'char_18'}, {'actorID': 'actor_43', 'characterID': 'char_58'}, {'actorID': 'actor_72', 'characterID': 'char_360'}]","['Documentary', 'Comedy', 'Thriller']"
movie_145,Movie 145 - Fundamental composite paradigm,1985,172,5.9,director_3,"[{'actorID': 'actor_45', 'characterID': 'char_633'}, {'actorID': 'actor_44', 'characterID': 'char_725'}, {'actorID': 'actor_37', 'characterID': 'char_440'}, {'actorID': 'actor_7', 'characterID': 'char_339'}, {'actorID': 'actor_61', 'characterID': 'char_486'}, {'actorID': 'actor_42', 'characterID': 'char_520'}]","['Romance', 'Drama', 'Thriller']"
movie_146,Movie 146 - Multi-layered web-enabled instruction set,2017,121,5.9,director_1,"[{'actorID': 'actor_49', 'characterID': 'char_415'}, {'actorID': 'actor_23', 'characterID': 'char_550'}, {'actorID': 'actor_2', 'characterID': 'char_314'}, {'actorID': 'actor_72', 'characterID': 'char_742'}, {'actorID': 'actor_51', 'characterID': 'char_650'}, {'actorID': 'actor_42', 'characterID': 'char_177'}]",['Sci-Fi']
movie_147,Movie 147 - Triple-buffered bifurcated hub,2017,93,7.1,director_2,"[{'actorID': 'actor_63', 'characterID': 'char_323'}, {'actorID': 'actor_40', 'characterID': 'char_449'}, {'actorID': 'actor_7', 'characterID': 'char_125'}, {'actorID': 'actor_41', 'characterID': 'char_364'}, {'actorID': 'actor_28', 'characterID': 'char_707'}, {'actorID': 'actor_55', 'characterID': 'char_747'}]","['Comedy', 'Sci-Fi', 'Drama']"
movie_148,Movie 148 - Programmable leadingedge capacity,1998,95,9.1,director_34,"[{'actorID': 'actor_72', 'characterID': 'char_500'}, {'actorID': 'actor_59', 'characterID': 'char_307'}, {'actorID': 'actor_54', 'characterID': 'char_155'}, {'actorID': 'actor_5', 'characterID': 'char_202'}, {'actorID': 'actor_11', 'characterID': 'char_522'}, {'actorID': 'actor_46', 'characterID': 'char_28'}, {'actorID': 'actor_53', 'characterID': 'char_259'}]","['Action', 'Documentary', 'Romance']"
movie_149,Movie 149 - Virtual zero administration strategy,1994,132,9.0,director_32,"[{'actorID': 'actor_66', 'characterID': 'char_8'}, {'actorID': 'actor_74', 'characterID': 'char_380'}, {'actorID': 'actor_63', 'characterID': 'char_126'}, {'actorID': 'actor_25', 'characterID': 'char_32'}, {'actorID': 'actor_35', 'characterID': 'char_97'}, {'actorID': 'actor_61', 'characterID': 'char_119'}, {'actorID': 'actor_4', 'characterID': 'char_253'}]","['Romance', 'Sci-Fi']"
movie_150,Movie 150 - Robust local hardware,2002,86,9.1,director_8,"[{'actorID': 'actor_10', 'characterID': 'char_113'}, {'actorID': 'actor_37', 'characterID': 'char_204'}]",['Action']
movie_151,Movie 151 - Upgradable holistic throughput,2018,115,8.3,director_20,"[{'actorID': 'actor_67', 'characterID': 'char_310'}, {'actorID': 'actor_59', 'characterID': 'char_296'}, {'actorID': 'actor_73', 'characterID': 'char_8'}, {'actorID': 'actor_61', 'characterID': 'char_143'}]",['Romance']
movie_152,Movie 152 - Open-source intermediate matrices,1997,108,6.5,director_14,"[{'actorID': 'actor_46', 'characterID': 'char_172'}, {'actorID': 'actor_43', 'characterID': 'char_617'}, {'actorID': 'actor_54', 'characterID': 'char_489'}, {'actorID': 'actor_61', 'characterID': 'char_167'}, {'actorID': 'actor_13', 'characterID': 'char_741'}]",['Thriller']
movie_153,Movie 153 - Right-sized cohesive array,2012,169,6.8,director_19,"[{'actorID': 'actor_36', 'characterID': 'char_53'}, {'actorID': 'actor_33', 'characterID': 'char_308'}, {'actorID': 'actor_19', 'characterID': 'char_738'}, {'actorID': 'actor_65', 'characterID': 'char_387'}, {'actorID': 'actor_44', 'characterID': 'char_252'}, {'actorID': 'actor_53', 'characterID': 'char_335'}]",['Action']
movie_154,Movie 154 - Persistent systematic moratorium,1995,99,6.1,director_28,"[{'actorID': 'actor_27', 'characterID': 'char_396'}, {'actorID': 'actor_36', 'characterID': 'char_537'}, {'actorID': 'actor_66', 'characterID': 'char_533'}, {'actorID': 'actor_72', 'characterID': 'char_618'}, {'actorID': 'actor_10', 'characterID': 'char_452'}, {'actorID': 'actor_22', 'characterID': 'char_212'}]",['Drama']
