market_id,name,sector,region_id,currency_code,five_year_growth_projection,risk_rating,data_source_references
M-e2c4ebd0,TRA_Obrien-Wat,TRANSMISSION_DISTRIBUTION,R-68ed2c09,AUD,5.47,3.33,['Source_score']
M-73312e9c,OIL_Burke Ltd,OIL_GAS,R-9446a9cb,EUR,7.1,7.01,['Source_result']
M-fe06b86d,TRA_Jackson-Po,TRANSMISSION_DISTRIBUTION,R-7109002b,AUD,0.91,2.53,['Source_discover']
M-b005b789,TRA_Gomez-Hill,TRANSMISSION_DISTRIBUTION,R-9faec0c2,AUD,3.08,5.18,['Source_senior']
M-af2ad8b3,TRA_Roach-Gray,TRANSMISSION_DISTRIBUTION,R-e1bb6973,CAD,6.77,6.97,['Source_understand']
M-3b22c7da,OIL_Yu-Parks,OIL_GAS,R-16a1192e,USD,0.68,8.81,['Source_order']
M-4528b516,TRA_Brewer Inc,TRANSMISSION_DISTRIBUTION,R-57983a78,CAD,5.33,7.39,['Source_local']
M-817fb35f,"TRA_Mcbride, P",TRANSMISSION_DISTRIBUTION,R-204604a6,AUD,5.55,2.68,['Source_I']
M-bf0add30,OIL_Henry Ltd,OIL_GAS,R-8c35263b,AUD,9.3,1.19,['Source_like']
M-d4c2f14c,OIL_Davis-Scot,OIL_GAS,R-69834e83,GBP,3.67,4.54,['Source_drop']
M-70a2464c,TRA_Richardson,TRANSMISSION_DISTRIBUTION,R-8921e0cd,GBP,3.88,3.72,['Source_measure']
M-b8c8d399,TRA_Jackson PL,TRANSMISSION_DISTRIBUTION,R-2f557610,USD,6.45,8.91,['Source_quite']
M-212245e9,"OIL_George, Pa",OIL_GAS,R-76647736,USD,9.47,9.54,['Source_I']
M-5d99fb02,TRA_Williams-P,TRANSMISSION_DISTRIBUTION,R-5115e4af,CAD,6.74,1.79,['Source_second']
M-237e65cf,TRA_Davis Ltd,TRANSMISSION_DISTRIBUTION,R-3b9b31a9,AUD,8.79,7.18,['Source_on']
M-fa472a11,TRA_Wright PLC,TRANSMISSION_DISTRIBUTION,R-a6e49778,EUR,4.55,3.81,['Source_work']
M-0a582ea2,TRA_Chavez-Car,TRANSMISSION_DISTRIBUTION,R-2794b31e,AUD,1.75,6.87,['Source_town']
M-790ab9ae,TRA_Ramirez-Mo,TRANSMISSION_DISTRIBUTION,R-964fd7bd,EUR,8.69,3.78,['Source_drop']
M-d0b2db17,OIL_Collins-Me,OIL_GAS,R-5930acdb,EUR,4.59,9.18,['Source_each']
M-6e543264,TRA_Oliver PLC,TRANSMISSION_DISTRIBUTION,R-cff6df7d,AUD,9.21,3.86,['Source_real']
M-69b4c3cb,"TRA_Thompson, ",TRANSMISSION_DISTRIBUTION,R-3aba1eb7,USD,2.25,8.56,['Source_want']
M-771c5a2b,OIL_Young and ,OIL_GAS,R-436b0a2d,GBP,8.86,4.73,['Source_player']
M-d99ec3cd,"TRA_Jones, Mej",TRANSMISSION_DISTRIBUTION,R-a6e06acd,GBP,1.94,2.69,['Source_stay']
M-449a7c28,TRA_Ferguson G,TRANSMISSION_DISTRIBUTION,R-dc88e7c0,AUD,6.36,6.45,['Source_on']
M-7b0a4c77,TRA_Cummings-H,TRANSMISSION_DISTRIBUTION,R-85adbcae,EUR,2.69,1.23,['Source_work']
M-bc49c166,OIL_Sanchez In,OIL_GAS,R-185542f8,CAD,1.77,8.62,['Source_gas']
M-a20ae345,OIL_Miranda PL,OIL_GAS,R-8c6fcfef,GBP,2.25,4.49,['Source_tax']
M-02343b2c,TRA_Mason Inc,TRANSMISSION_DISTRIBUTION,R-dc97a96d,EUR,2.65,4.68,['Source_indeed']
M-1309d95b,TRA_Jackson Gr,TRANSMISSION_DISTRIBUTION,R-caa42219,GBP,9.53,3.0,['Source_clearly']
M-5767dbcb,OIL_Allen PLC,OIL_GAS,R-f4b32fdd,EUR,1.13,9.34,['Source_they']
M-e85c7d0a,OIL_Berry-Rami,OIL_GAS,R-002ad448,CAD,7.03,8.8,['Source_else']
M-e3ab52b0,TRA_Thompson-R,TRANSMISSION_DISTRIBUTION,R-bbb72119,CAD,7.87,6.47,['Source_energy']
M-9d39d330,TRA_Bowman Inc,TRANSMISSION_DISTRIBUTION,R-fb9b75f3,GBP,4.24,9.45,['Source_audience']
M-8eb6b94f,TRA_Taylor-Mit,TRANSMISSION_DISTRIBUTION,R-1b6f81ee,AUD,6.59,7.34,['Source_newspaper']
M-d19d8ac2,TRA_Byrd-Foste,TRANSMISSION_DISTRIBUTION,R-8b751b5a,CAD,4.84,8.9,['Source_number']
M-0013e540,"OIL_Powell, Wa",OIL_GAS,R-a96546e4,AUD,5.61,9.85,['Source_yes']
M-95c974eb,"TRA_Gomez, Jac",TRANSMISSION_DISTRIBUTION,R-39c88911,AUD,7.77,9.66,['Source_so']
M-4c2c8a3a,TRA_Walton-Mil,TRANSMISSION_DISTRIBUTION,R-342f8454,CAD,8.9,7.96,['Source_involve']
M-b8aaf7b5,TRA_Gordon Gro,TRANSMISSION_DISTRIBUTION,R-137e3e34,CAD,3.3,9.27,['Source_card']
M-6b5e069c,TRA_Clark PLC,TRANSMISSION_DISTRIBUTION,R-fd4252b4,EUR,4.9,6.81,['Source_hold']
M-594cf301,OIL_Wilson-Str,OIL_GAS,R-29039dee,USD,2.21,6.27,['Source_idea']
M-435366b5,OIL_Evans-John,OIL_GAS,R-bd855bad,EUR,4.23,3.91,['Source_message']
M-7c93ca2b,TRA_Christense,TRANSMISSION_DISTRIBUTION,R-e53e6e32,AUD,9.02,9.06,['Source_learn']
M-69441522,TRA_Christense,TRANSMISSION_DISTRIBUTION,R-c8e92f5f,GBP,3.58,6.84,['Source_son']
M-018371c6,"OIL_Taylor, Le",OIL_GAS,R-4f416b44,USD,1.37,7.36,['Source_change']
M-aaf8bc06,TRA_Lester Gro,TRANSMISSION_DISTRIBUTION,R-4daf18e0,AUD,7.22,7.54,['Source_entire']
M-62e2870c,TRA_Ross-Marqu,TRANSMISSION_DISTRIBUTION,R-46f80f47,EUR,4.1,4.43,['Source_hot']
M-3b8c6260,TRA_Ford Group,TRANSMISSION_DISTRIBUTION,R-c60326da,GBP,5.87,6.94,['Source_approach']
M-947852d4,TRA_Gould Ltd,TRANSMISSION_DISTRIBUTION,R-cecdf9dd,EUR,2.2,7.41,['Source_win']
M-14b65be2,TRA_Phillips I,TRANSMISSION_DISTRIBUTION,R-e8871a82,CAD,3.24,2.63,['Source_hard']
M-b6b345a4,TRA_Blankenshi,TRANSMISSION_DISTRIBUTION,R-931c7671,EUR,0.53,7.89,['Source_turn']
M-8d7facfe,TRA_Miller-Car,TRANSMISSION_DISTRIBUTION,R-2cbbcf37,CAD,5.66,1.05,['Source_tend']
M-d6971635,"TRA_Arnold, Wi",TRANSMISSION_DISTRIBUTION,R-c8e92f5f,EUR,6.09,5.28,['Source_throw']
M-f97569e0,TRA_Jones-Rive,TRANSMISSION_DISTRIBUTION,R-b792dddd,AUD,6.2,3.2,['Source_force']
M-46f9522a,"TRA_Martin, Ga",TRANSMISSION_DISTRIBUTION,R-c1d07799,AUD,8.29,2.87,['Source_seek']
M-b6f2239e,"TRA_Nelson, Jo",TRANSMISSION_DISTRIBUTION,R-97fccb23,GBP,0.85,8.68,['Source_near']
M-2a122257,TRA_Johnson-Po,TRANSMISSION_DISTRIBUTION,R-b589ce3a,AUD,3.34,9.28,['Source_success']
M-37f78cb0,"TRA_Stevens, H",TRANSMISSION_DISTRIBUTION,R-b9d7f3f5,EUR,2.03,3.56,['Source_approach']
M-51003cb7,"OIL_Richards, ",OIL_GAS,R-bdc15954,AUD,5.94,6.06,['Source_lead']
M-18200945,"TRA_Johnson, M",TRANSMISSION_DISTRIBUTION,R-719992c9,AUD,3.92,1.32,['Source_others']
M-0dc30084,"TRA_Jones, Don",TRANSMISSION_DISTRIBUTION,R-c60326da,GBP,9.03,8.38,['Source_huge']
M-3370481c,TRA_Guerrero-G,TRANSMISSION_DISTRIBUTION,R-aa8224fb,AUD,1.12,5.24,['Source_seven']
M-dc5f0478,"OIL_Adams, Tho",OIL_GAS,R-621c178e,GBP,3.63,4.72,['Source_better']
M-63e13555,"OIL_Reyes, Fos",OIL_GAS,R-4eb36be8,AUD,1.05,6.14,['Source_floor']
M-548bf731,TRA_Mckay and ,TRANSMISSION_DISTRIBUTION,R-ce1d75e6,USD,5.09,7.2,['Source_kid']
M-98814009,"OIL_Lee, Lloyd",OIL_GAS,R-a25f4ec8,GBP,4.56,8.63,['Source_late']
M-6b67a67c,"TRA_Carroll, M",TRANSMISSION_DISTRIBUTION,R-52df04fb,AUD,3.86,2.17,['Source_attorney']
M-da38d9cf,TRA_Trevino LL,TRANSMISSION_DISTRIBUTION,R-7cbe65f5,CAD,5.18,2.62,['Source_short']
M-40e8bad2,TRA_Buchanan-R,TRANSMISSION_DISTRIBUTION,R-5c7ae07f,GBP,9.8,1.01,['Source_whole']
M-71fb7d47,TRA_Buckley Gr,TRANSMISSION_DISTRIBUTION,R-4e8b8037,USD,7.51,2.87,['Source_build']
M-07eb3309,OIL_Caldwell L,OIL_GAS,R-1b25ce6a,CAD,0.93,4.15,['Source_practice']
M-5b2e6240,"OIL_Krause, Je",OIL_GAS,R-84c9f11a,USD,6.59,7.21,['Source_evening']
M-9a046438,"OIL_Hansen, Sm",OIL_GAS,R-1d4a5eef,GBP,3.35,5.95,['Source_give']
M-fc4e8a15,"TRA_Ortega, Ro",TRANSMISSION_DISTRIBUTION,R-87d0d108,GBP,3.74,7.52,['Source_thing']
M-f8ee4860,"OIL_Lawrence, ",OIL_GAS,R-1b25ce6a,EUR,2.34,8.5,['Source_star']
M-9ac844c4,OIL_Perez Inc,OIL_GAS,R-e5eecf8b,CAD,8.07,6.81,['Source_leader']
M-a4d66e30,TRA_Nelson-Cas,TRANSMISSION_DISTRIBUTION,R-bf964ce7,CAD,8.97,5.83,['Source_first']
M-b1801682,TRA_Kaufman-Es,TRANSMISSION_DISTRIBUTION,R-64705268,CAD,9.31,1.5,['Source_approach']
M-30f88c6b,"TRA_Evans, Roy",TRANSMISSION_DISTRIBUTION,R-23f777c4,GBP,5.77,1.17,['Source_choose']
M-3c96d87b,"OIL_Walker, Lo",OIL_GAS,R-f5d6590e,GBP,1.13,2.34,['Source_energy']
M-433bb583,TRA_Stein-Howe,TRANSMISSION_DISTRIBUTION,R-8e793b02,CAD,6.45,8.58,['Source_save']
M-a8ee8e04,"OIL_Wagner, Gu",OIL_GAS,R-5e33c51a,EUR,6.15,8.78,['Source_our']
M-56d5276c,TRA_Evans-Sanc,TRANSMISSION_DISTRIBUTION,R-4a280e27,GBP,7.24,3.44,['Source_price']
M-25922e21,TRA_Fry-Bates,TRANSMISSION_DISTRIBUTION,R-a070601c,EUR,4.03,8.47,['Source_stage']
M-45a5929d,TRA_Howe-Brown,TRANSMISSION_DISTRIBUTION,R-72e510a5,GBP,2.16,4.37,['Source_into']
M-3a14dfbf,OIL_Moore-Kenn,OIL_GAS,R-7c9effa6,USD,4.72,1.22,['Source_allow']
M-acf16320,OIL_Pace-Wilso,OIL_GAS,R-9446a9cb,EUR,2.31,9.31,['Source_eat']
M-6852eaa0,OIL_Koch-Vasqu,OIL_GAS,R-58a4e77f,GBP,7.87,2.29,['Source_individual']
M-f9f08734,"TRA_Lewis, Jor",TRANSMISSION_DISTRIBUTION,R-3db95a5d,AUD,6.93,2.19,['Source_either']
M-af536e67,"TRA_Ballard, R",TRANSMISSION_DISTRIBUTION,R-581e6d2c,CAD,7.28,5.7,['Source_personal']
M-da0449e1,TRA_Castaneda-,TRANSMISSION_DISTRIBUTION,R-35a17c83,USD,7.03,6.35,['Source_beautiful']
M-fcbab3e8,"TRA_Smith, Fer",TRANSMISSION_DISTRIBUTION,R-111aef66,USD,1.48,7.9,['Source_best']
M-ff917e3c,"TRA_Wong, Brau",TRANSMISSION_DISTRIBUTION,R-3062fffc,AUD,7.71,6.75,['Source_cost']
M-c87432e0,TRA_Anderson L,TRANSMISSION_DISTRIBUTION,R-4eb36be8,EUR,3.22,5.79,['Source_respond']
M-ccf3ad0b,"TRA_Hull, Grav",TRANSMISSION_DISTRIBUTION,R-b44f3931,USD,3.09,2.42,['Source_begin']
M-ac7f2acd,TRA_Martin LLC,TRANSMISSION_DISTRIBUTION,R-fbb36ec8,AUD,5.82,1.92,['Source_give']
M-c8fa7306,TRA_Williams P,TRANSMISSION_DISTRIBUTION,R-0afc0b39,GBP,3.07,9.49,['Source_beautiful']
M-3b2c3b49,TRA_Mendez and,TRANSMISSION_DISTRIBUTION,R-5a023117,EUR,2.13,3.8,['Source_strategy']
M-6ce3fda7,TRA_Prince Gro,TRANSMISSION_DISTRIBUTION,R-768bcade,CAD,0.98,1.26,['Source_box']
M-2049ae96,OIL_Watkins-Gi,OIL_GAS,R-6906cf00,USD,4.14,1.78,['Source_never']
M-3ece5d30,TRA_Decker LLC,TRANSMISSION_DISTRIBUTION,R-6f673efa,AUD,8.97,6.67,['Source_certainly']
M-8e48cb9b,OIL_Ford LLC,OIL_GAS,R-fd4252b4,AUD,3.88,3.99,['Source_coach']
M-9451eebc,"OIL_Parsons, R",OIL_GAS,R-288ec666,AUD,1.25,9.31,['Source_door']
M-353a8e1c,"TRA_Campbell, ",TRANSMISSION_DISTRIBUTION,R-f4a2a4e4,EUR,1.38,8.22,['Source_commercial']
M-0333090b,"TRA_Kennedy, C",TRANSMISSION_DISTRIBUTION,R-ccb1e97f,CAD,3.45,6.8,['Source_follow']
M-136d1b9d,TRA_Valdez-Bri,TRANSMISSION_DISTRIBUTION,R-202141e4,EUR,9.5,2.29,['Source_kid']
M-00441c1d,OIL_Bauer LLC,OIL_GAS,R-86e6cec5,GBP,4.22,7.3,['Source_reflect']
M-62c1b15b,TRA_Clark-Murr,TRANSMISSION_DISTRIBUTION,R-2492c012,GBP,4.81,1.27,['Source_score']
M-a54a0181,TRA_Johnson In,TRANSMISSION_DISTRIBUTION,R-b0a80fda,CAD,4.88,2.54,['Source_people']
M-3280cebc,TRA_Hernandez ,TRANSMISSION_DISTRIBUTION,R-c60326da,AUD,1.71,1.93,['Source_card']
M-18cb325d,OIL_Sharp LLC,OIL_GAS,R-0729ceeb,USD,3.6,6.85,['Source_speech']
M-79928a9b,TRA_Watts-Rile,TRANSMISSION_DISTRIBUTION,R-a3940592,CAD,4.31,4.72,['Source_serious']
M-e573611e,TRA_Graham-Mar,TRANSMISSION_DISTRIBUTION,R-9eda6b25,EUR,9.75,4.45,['Source_quickly']
M-0cfa4b2e,"TRA_Bender, Ar",TRANSMISSION_DISTRIBUTION,R-27bfb2e3,AUD,4.6,9.82,['Source_write']
M-c8e1b554,"OIL_Clark, Ken",OIL_GAS,R-6a8b3108,AUD,7.09,2.56,['Source_close']
M-0d83f48f,TRA_Lee-Jones,TRANSMISSION_DISTRIBUTION,R-3488b1ca,AUD,8.45,2.03,['Source_almost']
M-ee7dd45b,TRA_Price-Hess,TRANSMISSION_DISTRIBUTION,R-06634980,AUD,1.43,5.01,['Source_major']
M-80d4f133,"OIL_Levy, Bowe",OIL_GAS,R-e6646cf5,USD,6.18,7.17,['Source_listen']
M-8c3c0873,OIL_Cabrera Lt,OIL_GAS,R-06634980,CAD,3.61,6.8,['Source_second']
M-0b457367,TRA_Barrett-Ru,TRANSMISSION_DISTRIBUTION,R-99005516,EUR,8.93,9.13,['Source_society']
M-92ee1245,"OIL_Parrish, W",OIL_GAS,R-cff35421,EUR,6.78,5.08,['Source_community']
M-e57dcf11,TRA_Perry-Tuck,TRANSMISSION_DISTRIBUTION,R-a849bba4,AUD,4.75,2.85,['Source_good']
M-e1d12922,TRA_Williams a,TRANSMISSION_DISTRIBUTION,R-a96546e4,AUD,8.05,7.12,['Source_education']
M-41f9321c,"OIL_Munoz, Kru",OIL_GAS,R-a8b3427f,CAD,7.32,9.24,['Source_set']
M-dc058afd,TRA_Butler Inc,TRANSMISSION_DISTRIBUTION,R-ef8dbee4,AUD,9.87,4.64,['Source_program']
M-6a09a1dd,OIL_Dawson-Mcb,OIL_GAS,R-f4c5b4ee,USD,4.01,5.94,['Source_hotel']
M-f8f8d1a2,TRA_Smith-Webb,TRANSMISSION_DISTRIBUTION,R-8aebf1be,AUD,8.3,4.23,['Source_thank']
M-353d871e,"TRA_Harris, He",TRANSMISSION_DISTRIBUTION,R-2ef431c7,USD,2.73,7.32,['Source_toward']
M-03913a98,"OIL_Manning, H",OIL_GAS,R-ca6b9470,CAD,4.36,4.92,['Source_newspaper']
M-4c320ae0,"OIL_Salazar, S",OIL_GAS,R-4e118f5e,CAD,1.82,6.0,['Source_side']
M-99d23d11,OIL_Gibson Ltd,OIL_GAS,R-06844744,CAD,1.97,9.98,['Source_perhaps']
M-e61a07f1,"TRA_Roberts, S",TRANSMISSION_DISTRIBUTION,R-1800349a,USD,1.18,1.14,['Source_feel']
M-4e3aee46,OIL_Smith-Lawr,OIL_GAS,R-c1d35e13,CAD,9.76,2.22,['Source_strong']
M-78e9e6ae,OIL_Wells Grou,OIL_GAS,R-422befe3,CAD,8.67,9.04,['Source_woman']
M-9a870903,OIL_Sloan-Lync,OIL_GAS,R-ebaa22f8,CAD,6.42,5.09,['Source_during']
M-039f8dfa,TRA_Davenport-,TRANSMISSION_DISTRIBUTION,R-2ae3a9e2,CAD,4.15,3.03,['Source_evidence']
M-42f1d088,OIL_Snow-Phelp,OIL_GAS,R-2ae3a9e2,AUD,5.23,7.58,['Source_technology']
M-af0b8a5f,TRA_Barnett PL,TRANSMISSION_DISTRIBUTION,R-c686d058,CAD,9.3,6.19,['Source_environmental']
M-bb283417,OIL_Baker-Schm,OIL_GAS,R-bb309815,AUD,5.09,4.32,['Source_amount']
M-95370db5,TRA_Crane Grou,TRANSMISSION_DISTRIBUTION,R-964fd7bd,USD,1.85,7.58,['Source_edge']
M-ffa26505,OIL_Smith-Will,OIL_GAS,R-a3f86a25,GBP,4.92,1.7,['Source_bag']
M-8b1dff4f,OIL_Nichols-La,OIL_GAS,R-76647736,EUR,4.99,7.68,['Source_yard']
M-6f382998,OIL_Smith-Onei,OIL_GAS,R-e67de905,AUD,8.08,3.81,['Source_significant']
M-00cdb58e,"OIL_French, Ma",OIL_GAS,R-8aebf1be,AUD,7.9,5.22,['Source_model']
M-4d9f6b27,"OIL_Lewis, Sta",OIL_GAS,R-a73eb4a7,AUD,7.47,4.79,['Source_business']
M-0b327fc8,OIL_Frost Grou,OIL_GAS,R-e67de905,GBP,3.25,1.32,['Source_option']
M-25eb2727,"TRA_Murphy, Ga",TRANSMISSION_DISTRIBUTION,R-3c3fcdb2,GBP,7.41,6.07,['Source_reveal']
M-23bf8fa9,OIL_Miller-Luc,OIL_GAS,R-99005516,AUD,2.11,1.46,['Source_your']
M-df99419b,OIL_Smith-Ande,OIL_GAS,R-a849bba4,AUD,0.76,5.36,['Source_so']
M-b77999b1,"TRA_Scott, San",TRANSMISSION_DISTRIBUTION,R-24d2b364,GBP,2.89,6.54,['Source_just']
M-372fb247,OIL_Bullock an,OIL_GAS,R-20ca7b42,USD,7.54,6.43,['Source_shoulder']
M-ae788594,TRA_Ward LLC,TRANSMISSION_DISTRIBUTION,R-2a4eb049,EUR,6.76,4.33,['Source_for']
M-8af7cc92,"TRA_Holt, Fowl",TRANSMISSION_DISTRIBUTION,R-5fd348ee,EUR,5.11,8.19,['Source_clearly']
M-d42f2224,TRA_Farrell In,TRANSMISSION_DISTRIBUTION,R-964f5dc9,USD,9.69,6.36,['Source_education']
M-ead05c9a,TRA_Osborne LL,TRANSMISSION_DISTRIBUTION,R-6de038e7,CAD,7.65,4.72,['Source_country']
M-415e4616,TRA_Hubbard LL,TRANSMISSION_DISTRIBUTION,R-73969225,CAD,7.4,2.51,['Source_campaign']
M-9bbfaeb3,"OIL_Miranda, C",OIL_GAS,R-f5d6590e,GBP,1.02,3.38,['Source_can']
M-4b97c906,TRA_Contreras-,TRANSMISSION_DISTRIBUTION,R-eff29172,EUR,4.91,5.29,['Source_because']
M-e0ea6b67,OIL_Mccormick-,OIL_GAS,R-1378912b,AUD,2.72,7.15,['Source_important']
M-2d3fd3c6,TRA_Gardner LL,TRANSMISSION_DISTRIBUTION,R-8b0ce753,EUR,5.54,4.91,['Source_share']
M-ddeae422,OIL_Bartlett P,OIL_GAS,R-ab4b47b5,CAD,4.13,3.84,['Source_summer']
M-515a9afc,OIL_Gay and So,OIL_GAS,R-2e545fcf,USD,1.42,5.78,['Source_child']
M-c3ac540e,OIL_Martin-Och,OIL_GAS,R-59a5fa30,CAD,6.3,6.87,['Source_nor']
M-be002cd9,TRA_Mendoza Lt,TRANSMISSION_DISTRIBUTION,R-a6271f77,GBP,8.12,3.3,['Source_have']
M-9fe470fb,TRA_Peterson G,TRANSMISSION_DISTRIBUTION,R-6526bfaf,EUR,7.48,6.3,['Source_structure']
M-fd18da36,TRA_Garcia-Hun,TRANSMISSION_DISTRIBUTION,R-9c0e1048,EUR,3.48,1.1,['Source_task']
M-859603ef,OIL_Lewis-Lee,OIL_GAS,R-fb54d982,USD,4.41,5.73,['Source_public']
M-329b02c2,TRA_Ayala-Adki,TRANSMISSION_DISTRIBUTION,R-4367b85a,EUR,7.39,3.27,['Source_audience']
M-8565597f,"TRA_Perez, San",TRANSMISSION_DISTRIBUTION,R-bb309815,USD,1.04,6.35,['Source_miss']
M-2a2f0fdc,"OIL_Townsend, ",OIL_GAS,R-bd855bad,AUD,6.56,7.37,['Source_decide']
M-403fd174,TRA_Johnson an,TRANSMISSION_DISTRIBUTION,R-8300a661,AUD,1.73,6.91,['Source_about']
M-d7a1da51,"OIL_Kelly, Hue",OIL_GAS,R-99c0f1da,EUR,9.01,7.26,['Source_range']
M-17a05bc6,TRA_Perry-Monr,TRANSMISSION_DISTRIBUTION,R-75417832,USD,6.57,9.3,['Source_forward']
M-b2ae4aa9,OIL_Miller-Cam,OIL_GAS,R-c4084331,GBP,2.94,8.03,['Source_phone']
M-56ea978b,"OIL_Hoffman, W",OIL_GAS,R-c4084331,CAD,4.19,9.96,['Source_miss']
M-beebaf3a,"OIL_Ferrell, S",OIL_GAS,R-8b4e342d,GBP,2.19,1.62,['Source_probably']
M-67a0ea22,TRA_Hartman Lt,TRANSMISSION_DISTRIBUTION,R-f3feb2b6,CAD,2.2,5.43,['Source_free']
M-1c23900b,TRA_Collins Gr,TRANSMISSION_DISTRIBUTION,R-d07395e6,CAD,2.57,6.79,['Source_finally']
M-fe95450e,TRA_Trevino In,TRANSMISSION_DISTRIBUTION,R-16a1192e,GBP,1.48,1.66,['Source_wrong']
M-0bd48656,OIL_Ortega-Mur,OIL_GAS,R-1b6f81ee,CAD,0.68,5.48,['Source_safe']
M-f1975730,OIL_Cabrera-Ki,OIL_GAS,R-52654d8d,USD,6.81,3.4,['Source_fast']
M-2022889c,TRA_Atkinson-Z,TRANSMISSION_DISTRIBUTION,R-4ac53bb0,CAD,5.96,5.64,['Source_nice']
M-b623c53c,OIL_Jones-Park,OIL_GAS,R-b41349f8,CAD,4.64,8.6,['Source_first']
M-e9d29b9f,OIL_Johnson-Za,OIL_GAS,R-7afcba5c,USD,5.63,1.03,['Source_generation']
M-372df676,OIL_Joseph and,OIL_GAS,R-310b9318,CAD,1.65,5.82,['Source_word']
M-f66737a4,"TRA_Morrison, ",TRANSMISSION_DISTRIBUTION,R-1fedb0d8,GBP,4.31,6.69,['Source_beyond']
M-0174ad03,OIL_Tate-Flore,OIL_GAS,R-cf6cb0cb,GBP,5.58,9.65,['Source_candidate']
M-0a2724e1,OIL_Ray PLC,OIL_GAS,R-a3f87308,GBP,6.65,2.59,['Source_such']
M-10c16c44,OIL_Hall LLC,OIL_GAS,R-39c88911,EUR,3.34,4.51,['Source_foreign']
M-638ed87d,"OIL_Fischer, D",OIL_GAS,R-7204d489,GBP,5.12,8.97,['Source_seem']
M-4b833d0a,"OIL_Mcconnell,",OIL_GAS,R-dc5096ad,EUR,0.84,1.23,['Source_what']
M-12ea051a,"TRA_Barrett, G",TRANSMISSION_DISTRIBUTION,R-afe43cae,CAD,1.1,5.86,['Source_word']
M-6469a7d7,TRA_Collins Gr,TRANSMISSION_DISTRIBUTION,R-e6646cf5,CAD,9.68,1.15,['Source_better']
M-fab29ce2,"TRA_Cook, Figu",TRANSMISSION_DISTRIBUTION,R-bc6396a3,USD,4.35,2.91,['Source_between']
M-0af64484,"OIL_Smith, Van",OIL_GAS,R-c0f24dd4,CAD,9.43,8.83,['Source_table']
M-9963a155,TRA_Sullivan-R,TRANSMISSION_DISTRIBUTION,R-05fd9ecd,AUD,2.71,1.65,['Source_cold']
M-7f876851,"TRA_Ayers, Jac",TRANSMISSION_DISTRIBUTION,R-a1b58226,USD,4.98,9.26,['Source_good']
M-8a5458bd,TRA_Lopez PLC,TRANSMISSION_DISTRIBUTION,R-14e001ec,EUR,0.64,6.69,['Source_school']
M-8c3c4a04,TRA_Mccoy Inc,TRANSMISSION_DISTRIBUTION,R-a23b0f45,USD,4.83,2.54,['Source_many']
M-e31839c7,TRA_Daniel and,TRANSMISSION_DISTRIBUTION,R-da641070,USD,1.58,6.35,['Source_condition']
M-2cdd3123,"TRA_Bernard, S",TRANSMISSION_DISTRIBUTION,R-1b25ce6a,EUR,4.55,8.3,['Source_involve']
M-cb62c238,OIL_Maldonado ,OIL_GAS,R-9ced4d5f,GBP,1.65,7.16,['Source_part']
M-27feaafa,"TRA_Parsons, L",TRANSMISSION_DISTRIBUTION,R-a6df4fb8,EUR,7.76,6.34,['Source_artist']
M-1447a332,TRA_Clark-Estr,TRANSMISSION_DISTRIBUTION,R-64705268,GBP,1.84,4.74,['Source_data']
M-27afe367,"TRA_Carter, Ta",TRANSMISSION_DISTRIBUTION,R-b279b860,EUR,4.67,9.33,['Source_its']
M-f34388e6,"TRA_Roberts, W",TRANSMISSION_DISTRIBUTION,R-944c019e,AUD,4.07,2.42,['Source_capital']
M-f45d2847,"TRA_Fisher, Wo",TRANSMISSION_DISTRIBUTION,R-a8ed4615,USD,0.57,9.34,['Source_building']
M-f0b93efe,OIL_Garza-Fran,OIL_GAS,R-b6adf3a6,GBP,4.45,8.27,['Source_rock']
M-41de7e33,TRA_Ray Ltd,TRANSMISSION_DISTRIBUTION,R-b44f3931,EUR,2.46,6.76,['Source_partner']
M-0ab209d0,TRA_Coffey and,TRANSMISSION_DISTRIBUTION,R-6e796dc7,EUR,9.41,6.49,['Source_cause']
M-98eb96c3,"TRA_Williams, ",TRANSMISSION_DISTRIBUTION,R-7c9effa6,CAD,6.31,1.79,['Source_side']
M-ce2563bb,OIL_Sutton and,OIL_GAS,R-2aa5d7ec,GBP,4.48,6.02,['Source_discover']
M-a5e5377b,TRA_Chung-Andr,TRANSMISSION_DISTRIBUTION,R-ca156c4e,AUD,9.78,6.57,['Source_reach']
M-9e983261,OIL_Love Ltd,OIL_GAS,R-f20820c4,AUD,5.32,5.18,['Source_address']
M-b7a132a3,OIL_Rodriguez-,OIL_GAS,R-dd767270,GBP,1.0,2.01,['Source_charge']
M-23abf115,OIL_Ramsey Inc,OIL_GAS,R-b89827af,CAD,5.23,2.44,['Source_trouble']
M-d51fd37d,TRA_Nguyen-Jen,TRANSMISSION_DISTRIBUTION,R-e5eecf8b,GBP,3.21,4.91,['Source_receive']
M-978bd13f,"OIL_Becker, Ra",OIL_GAS,R-9cbab389,CAD,0.91,7.66,['Source_prove']
M-81bdca89,TRA_Clark LLC,TRANSMISSION_DISTRIBUTION,R-ee6fe675,EUR,7.96,5.37,['Source_cup']
M-45201fc8,"TRA_Hodge, Bat",TRANSMISSION_DISTRIBUTION,R-3b250403,EUR,7.35,6.33,['Source_eye']
M-86e05d6c,TRA_Williams-S,TRANSMISSION_DISTRIBUTION,R-0d35953a,GBP,2.69,1.99,['Source_major']
