workforce_id,region_id,year,total_employees,industry_skilled_labor_pct,avg_salary_usd,skill_availability_index,training_programs_count,data_source_references
WF-387dff4c,R-f6f8753f,2024,656453,0.37079999999999996,103352.52,8.99,25,['WF_arrive']
WF-58e7e7da,R-20ca7b42,2018,1264581,0.1338,100506.01,0.94,25,['WF_mouth']
WF-58de8cd4,R-20ca7b42,2019,614964,0.22690000000000002,30539.56,6.16,53,['WF_than']
WF-6fb6a025,R-20ca7b42,2020,6984,0.3981,131248.85,6.9,15,['WF_cause']
WF-3e649fae,R-20ca7b42,2021,1326121,0.3703,43787.99,5.39,64,['WF_of']
WF-559fdd26,R-20ca7b42,2022,108675,0.3193,81419.39,4.74,40,['WF_rock']
WF-76661daf,R-20ca7b42,2023,483982,0.3177,83926.65,2.85,85,['WF_fly']
WF-f55d492e,R-20ca7b42,2024,811259,0.3492,131737.3,7.8,69,['WF_body']
WF-14f5724c,R-5941429c,2018,1444162,0.1481,45069.51,4.99,3,['WF_nature']
WF-5c4a99ff,R-5941429c,2019,490815,0.2545,32883.17,9.44,96,['WF_property']
WF-84778fe1,R-5941429c,2020,1213910,0.0775,63969.3,2.68,2,['WF_open']
WF-28d2776e,R-5941429c,2021,1336837,0.3789,137414.74,2.87,28,['WF_woman']
WF-ec61495e,R-5941429c,2022,828905,0.3467,72830.3,2.51,16,['WF_owner']
WF-9062d8b6,R-5941429c,2023,1353207,0.3156,73354.61,7.16,100,['WF_factor']
WF-77f16626,R-5941429c,2024,1810453,0.3837,47644.92,5.77,73,['WF_unit']
WF-cee5a301,R-c4084331,2018,970038,0.23440000000000003,75728.55,3.31,23,['WF_job']
WF-8e8973bf,R-c4084331,2019,308991,0.3882,145518.13,0.8,18,['WF_particularly']
WF-fd19e0c6,R-c4084331,2020,518163,0.2503,143684.03,2.53,35,['WF_game']
WF-f61426af,R-c4084331,2021,516270,0.22260000000000002,148789.54,1.92,62,['WF_officer']
WF-8c3bba59,R-c4084331,2022,683072,0.381,100137.82,0.42,66,['WF_visit']
WF-e5255c36,R-c4084331,2023,473153,0.0633,138460.77,7.04,3,['WF_reduce']
WF-5dba3b25,R-c4084331,2024,528710,0.0683,62344.42,0.74,17,['WF_executive']
WF-2595a987,R-f10d01b5,2018,1731599,0.2961,114581.84,0.69,98,['WF_minute']
WF-a89de071,R-f10d01b5,2019,633189,0.3479,57694.82,9.19,78,['WF_can']
WF-737211e0,R-f10d01b5,2020,1473072,0.1041,111346.66,5.03,92,['WF_describe']
WF-bd352fa6,R-f10d01b5,2021,1601791,0.1613,107773.96,8.7,87,['WF_why']
WF-fb0cb4cb,R-f10d01b5,2022,97799,0.2127,38600.74,0.43,18,['WF_such']
WF-ed3f169e,R-f10d01b5,2023,1893457,0.2636,34765.85,2.12,13,['WF_international']
WF-51cd2d20,R-f10d01b5,2024,1190728,0.1393,95775.37,4.31,49,['WF_ready']
WF-d287d46a,R-eeb39140,2018,1544311,0.25579999999999997,28085.72,6.66,97,['WF_nation']
WF-4670608f,R-eeb39140,2019,692314,0.2482,140152.89,0.54,22,['WF_know']
WF-2d3362b4,R-eeb39140,2020,1189964,0.053,47605.43,0.44,40,['WF_even']
WF-e97667dd,R-eeb39140,2021,479413,0.3668,138515.29,6.47,72,['WF_teach']
WF-942c1ea0,R-eeb39140,2022,501639,0.24359999999999998,89303.75,0.95,19,['WF_pull']
WF-529a3a36,R-eeb39140,2023,1890210,0.19190000000000002,37646.42,9.27,61,['WF_cut']
WF-3957aca0,R-eeb39140,2024,1007801,0.11259999999999999,81541.07,7.53,73,['WF_itself']
WF-389d6c40,R-e38eca2f,2018,202577,0.24359999999999998,104453.43,7.58,95,['WF_opportunity']
WF-dc61f282,R-e38eca2f,2019,296459,0.2659,127526.08,1.9,9,['WF_build']
WF-a9bb618f,R-e38eca2f,2020,1781273,0.28300000000000003,97319.25,0.38,11,['WF_choice']
WF-34e8c434,R-e38eca2f,2021,1422399,0.3954,82211.41,6.36,32,['WF_name']
WF-6c52295c,R-e38eca2f,2022,1120652,0.063,107407.49,8.53,64,['WF_audience']
WF-286002a7,R-e38eca2f,2023,132510,0.253,125252.36,6.44,33,['WF_sit']
WF-dd7ee72b,R-e38eca2f,2024,962894,0.10300000000000001,114774.67,9.69,67,['WF_beat']
WF-33d86efa,R-d8baacae,2018,418829,0.3043,41878.41,2.69,64,['WF_meeting']
WF-9c046cc9,R-d8baacae,2019,120056,0.35350000000000004,31519.06,9.07,20,['WF_director']
WF-775a22d5,R-d8baacae,2020,1161755,0.0818,28391.12,2.45,92,['WF_remain']
WF-f2c7faa2,R-d8baacae,2021,1156863,0.1267,104132.21,4.1,83,['WF_bag']
WF-e2d0be0b,R-d8baacae,2022,438739,0.0558,116889.04,9.07,29,['WF_wall']
WF-5ff1738c,R-d8baacae,2023,1989474,0.09390000000000001,91896.18,9.63,63,['WF_able']
WF-03093899,R-d8baacae,2024,1372949,0.0906,76767.33,5.67,13,['WF_friend']
WF-c5c4a9a1,R-1025a3da,2018,277673,0.3029,126214.82,3.97,55,['WF_common']
WF-011f24aa,R-1025a3da,2019,552746,0.0665,121437.9,7.14,19,['WF_responsibility']
WF-d94bd89a,R-1025a3da,2020,1888708,0.16670000000000001,69771.68,9.79,69,['WF_small']
WF-684d91df,R-1025a3da,2021,10604,0.1487,55102.32,1.15,25,['WF_soldier']
WF-d86314cc,R-1025a3da,2022,811431,0.3206,77881.22,3.82,87,['WF_base']
WF-9f42ca05,R-1025a3da,2023,296459,0.191,57138.68,9.53,84,['WF_girl']
WF-b253883a,R-1025a3da,2024,1259640,0.0823,119454.71,0.12,91,['WF_job']
WF-6104624e,R-9f4fbbf0,2018,938095,0.0892,78193.2,9.09,45,['WF_court']
WF-374fb687,R-9f4fbbf0,2019,1919481,0.3114,109269.29,8.11,49,['WF_moment']
WF-fe2e004e,R-9f4fbbf0,2020,1399194,0.3196,76324.95,7.67,64,['WF_wife']
WF-0da518bb,R-9f4fbbf0,2021,463365,0.11539999999999999,33329.64,4.31,89,['WF_open']
WF-cab51596,R-9f4fbbf0,2022,782196,0.1833,123647.03,4.35,94,['WF_sister']
WF-e3212787,R-9f4fbbf0,2023,346868,0.0576,94552.79,0.94,94,['WF_despite']
WF-b1a7c58b,R-9f4fbbf0,2024,1697118,0.1953,98273.55,2.06,27,['WF_avoid']
WF-facbe6a7,R-9faec0c2,2018,875281,0.1634,103402.29,3.33,30,['WF_structure']
WF-8a443c46,R-9faec0c2,2019,1969155,0.2243,57519.17,9.78,54,['WF_car']
WF-2ebc9a13,R-9faec0c2,2020,1160968,0.2375,149943.36,1.46,83,['WF_dream']
WF-9315420f,R-9faec0c2,2021,1056102,0.0786,146126.49,0.87,80,['WF_task']
WF-ee693ca8,R-9faec0c2,2022,766027,0.34020000000000006,132912.11,8.12,39,['WF_fact']
WF-0fd15207,R-9faec0c2,2023,1505682,0.3106,44461.65,0.3,45,['WF_child']
WF-64960d94,R-9faec0c2,2024,227809,0.3686,91283.61,7.97,11,['WF_positive']
WF-ee41469c,R-c94095cf,2018,166873,0.0984,118333.04,6.65,35,['WF_result']
WF-1d43e2dc,R-c94095cf,2019,252191,0.33759999999999996,100853.61,9.2,76,['WF_ten']
WF-75bb2aee,R-c94095cf,2020,965728,0.3763,135743.62,6.93,94,['WF_provide']
WF-449c8dbe,R-c94095cf,2021,853829,0.1268,29515.81,5.58,37,['WF_politics']
WF-f369a551,R-c94095cf,2022,1220076,0.3944,29950.93,7.39,41,['WF_community']
WF-305a829d,R-c94095cf,2023,206355,0.0789,32538.87,3.4,27,['WF_if']
WF-cab63f94,R-c94095cf,2024,1155224,0.1957,26789.63,7.51,20,['WF_environmental']
WF-77b47aea,R-137e3e34,2018,1792396,0.2541,52901.79,1.07,31,['WF_truth']
WF-88f9d9b0,R-137e3e34,2019,282372,0.16879999999999998,53501.88,8.94,81,['WF_measure']
WF-33860786,R-137e3e34,2020,210337,0.3038,42467.47,5.32,5,['WF_if']
WF-e84b3bde,R-137e3e34,2021,1805929,0.38780000000000003,134152.56,1.55,7,['WF_range']
WF-011dc785,R-137e3e34,2022,1174846,0.20879999999999999,96075.35,6.87,24,['WF_policy']
WF-e951853d,R-137e3e34,2023,1576345,0.0967,138052.03,2.97,2,['WF_join']
WF-f0fca930,R-137e3e34,2024,1473123,0.36469999999999997,27357.13,2.28,93,['WF_full']
WF-77d63700,R-8b4e91a2,2018,1623842,0.3666,43459.66,5.89,49,['WF_tell']
WF-05655a05,R-8b4e91a2,2019,596423,0.18960000000000002,57876.96,9.05,11,['WF_approach']
WF-591895e9,R-8b4e91a2,2020,915204,0.056900000000000006,137754.08,6.41,25,['WF_else']
WF-08595785,R-8b4e91a2,2021,1581027,0.2631,23036.64,6.11,61,['WF_actually']
WF-1f7a7f85,R-8b4e91a2,2022,1412975,0.1553,122402.2,7.87,11,['WF_attention']
WF-c4faf4d4,R-8b4e91a2,2023,34762,0.0941,27520.05,2.45,20,['WF_style']
WF-3c1e7e9a,R-8b4e91a2,2024,1102389,0.1467,90997.45,9.53,41,['WF_never']
WF-afa23838,R-9c543386,2018,79109,0.2793,107588.33,8.06,75,['WF_green']
WF-eeea75b6,R-9c543386,2019,1546763,0.3332,54855.66,0.32,88,['WF_affect']
WF-a7d6b18a,R-9c543386,2020,1729075,0.35729999999999995,27076.36,9.29,5,['WF_little']
WF-6c88a813,R-9c543386,2021,50840,0.2582,124087.11,7.6,23,['WF_public']
WF-ca079133,R-9c543386,2022,221529,0.32159999999999994,104658.75,5.95,33,['WF_mention']
WF-09a2c4a5,R-9c543386,2023,196535,0.1775,82868.89,8.3,5,['WF_current']
WF-d449a476,R-9c543386,2024,1231504,0.1814,56620.41,1.16,31,['WF_allow']
WF-ac94efc2,R-ab4b47b5,2018,1553662,0.2279,62170.92,4.76,34,['WF_pressure']
WF-a1659fbe,R-ab4b47b5,2019,1969506,0.2937,69262.74,3.05,11,['WF_hour']
WF-5b75e125,R-ab4b47b5,2020,526811,0.3815,119026.36,9.98,30,['WF_growth']
WF-a69a7dae,R-ab4b47b5,2021,1553778,0.2696,38750.6,0.71,52,['WF_region']
WF-fe769a79,R-ab4b47b5,2022,221458,0.39049999999999996,57811.79,5.75,32,['WF_poor']
WF-59f9d9c7,R-ab4b47b5,2023,1742424,0.0928,143063.91,2.08,28,['WF_side']
WF-e356d421,R-ab4b47b5,2024,706680,0.3054,102716.02,8.05,39,['WF_mind']
WF-09f87579,R-f79890ae,2018,463570,0.11289999999999999,71677.08,3.67,94,['WF_list']
WF-3f9f8c64,R-f79890ae,2019,1153650,0.2656,26163.53,3.02,12,['WF_product']
WF-99cd806a,R-f79890ae,2020,482962,0.0889,56315.44,8.89,95,['WF_building']
WF-2cd2e3fd,R-f79890ae,2021,1205804,0.1275,68467.8,0.17,38,['WF_everything']
WF-b6db9888,R-f79890ae,2022,800681,0.20309999999999997,48408.13,2.02,88,['WF_different']
WF-d269de12,R-f79890ae,2023,515156,0.1167,22111.71,2.69,18,['WF_production']
WF-406cef35,R-f79890ae,2024,906951,0.247,74418.76,8.25,95,['WF_wonder']
WF-bb88576d,R-d2e96238,2018,567888,0.0678,95349.91,8.7,74,['WF_success']
WF-5de26b38,R-d2e96238,2019,283247,0.2097,93202.87,1.75,58,['WF_quite']
WF-f617cd95,R-d2e96238,2020,627726,0.3468,115015.02,2.48,63,['WF_west']
WF-5d77b5a6,R-d2e96238,2021,33614,0.1134,51562.87,7.9,65,['WF_room']
WF-baabd942,R-d2e96238,2022,829608,0.2257,119674.02,6.05,85,['WF_lead']
WF-3dbd06b0,R-d2e96238,2023,296516,0.2066,114270.91,3.02,23,['WF_other']
WF-e0c9f03d,R-d2e96238,2024,965182,0.1523,58817.02,4.47,50,['WF_site']
WF-adc6b06a,R-a849bba4,2018,491634,0.3969,109359.79,1.55,84,['WF_big']
WF-abf74624,R-a849bba4,2019,181715,0.1241,72574.28,7.19,14,['WF_win']
WF-1d808d02,R-a849bba4,2020,1235920,0.1329,115428.44,4.34,19,['WF_light']
WF-73ebcc81,R-a849bba4,2021,340650,0.20929999999999999,123547.97,6.42,80,['WF_audience']
WF-0a1d8b94,R-a849bba4,2022,1790214,0.39380000000000004,95885.32,5.56,10,['WF_full']
WF-447b6936,R-a849bba4,2023,802615,0.1561,48551.21,0.25,96,['WF_politics']
WF-cfa29ab6,R-a849bba4,2024,234978,0.064,117849.01,8.41,10,['WF_remain']
WF-b6fae5ca,R-c991cd95,2018,580467,0.32659999999999995,88525.37,0.1,89,['WF_bed']
WF-0985c4f5,R-c991cd95,2019,804160,0.2165,87019.31,1.12,79,['WF_subject']
WF-a013e2a2,R-c991cd95,2020,869704,0.12119999999999999,81630.58,6.99,17,['WF_case']
WF-3ea9642b,R-c991cd95,2021,439174,0.1255,80819.32,4.52,27,['WF_art']
WF-cd6ba8a6,R-c991cd95,2022,119418,0.3812,83647.69,5.63,80,['WF_father']
WF-98955cb0,R-c991cd95,2023,1293152,0.1266,53282.24,3.84,92,['WF_hundred']
WF-af4bb5d0,R-c991cd95,2024,1258256,0.1277,44820.13,6.2,70,['WF_follow']
WF-cabf7df7,R-7c63e3ad,2018,1144636,0.051399999999999994,144614.51,9.49,53,['WF_financial']
WF-abd8ec8f,R-7c63e3ad,2019,1249357,0.3489,74790.87,8.43,9,['WF_financial']
WF-8d9dd657,R-7c63e3ad,2020,47683,0.0971,114332.69,7.45,47,['WF_interview']
WF-2530166c,R-7c63e3ad,2021,1568816,0.3617,54051.27,3.85,20,['WF_career']
WF-e5d6fa95,R-7c63e3ad,2022,1483537,0.258,75633.81,5.65,53,['WF_many']
WF-81fc4f36,R-7c63e3ad,2023,1390134,0.09789999999999999,60352.79,3.14,67,['WF_everyone']
WF-ef56f3cb,R-7c63e3ad,2024,806607,0.2607,52625.14,8.25,95,['WF_author']
WF-7958e2f8,R-6495e990,2018,1988943,0.1069,39705.96,2.41,60,['WF_difference']
WF-14d3d7d2,R-6495e990,2019,1660150,0.1931,55449.78,6.6,13,['WF_wonder']
WF-c0bdc2e3,R-6495e990,2020,159451,0.0964,73392.63,4.03,19,['WF_Republican']
WF-dc8c9a08,R-6495e990,2021,732979,0.24230000000000002,104438.71,7.76,12,['WF_police']
WF-da81842d,R-6495e990,2022,1730500,0.0958,44021.85,1.76,1,['WF_mention']
WF-9c5258c1,R-6495e990,2023,423808,0.2141,34694.85,3.79,90,['WF_understand']
WF-538ab8ff,R-6495e990,2024,1401730,0.1718,41278.13,7.01,43,['WF_fly']
WF-2636c074,R-c804bdd9,2018,129913,0.2422,149035.48,4.08,2,['WF_kid']
WF-4fd426c9,R-c804bdd9,2019,509189,0.13269999999999998,25356.71,9.4,61,['WF_into']
WF-adebd5b7,R-c804bdd9,2020,1214707,0.1143,91528.06,0.82,69,['WF_positive']
WF-f4195c95,R-c804bdd9,2021,268206,0.0894,99389.19,9.48,40,['WF_out']
WF-612cc5d8,R-c804bdd9,2022,374269,0.37070000000000003,55743.62,1.33,77,['WF_stock']
WF-69edfae1,R-c804bdd9,2023,382875,0.3159,99044.34,2.62,51,['WF_during']
WF-4f9df5cf,R-c804bdd9,2024,963628,0.14279999999999998,141142.5,2.53,76,['WF_fly']
WF-6458293a,R-e282e6cf,2018,1114621,0.1531,93323.68,6.99,86,['WF_send']
WF-8d9ef49f,R-e282e6cf,2019,1306283,0.1858,98379.66,6.39,88,['WF_lead']
WF-128d5b89,R-e282e6cf,2020,833479,0.21780000000000002,109230.21,4.29,33,['WF_standard']
WF-4bfeeded,R-e282e6cf,2021,1873534,0.2969,28746.2,5.36,72,['WF_first']
WF-04465d46,R-e282e6cf,2022,295133,0.1802,89274.22,5.62,30,['WF_pick']
WF-617f4894,R-e282e6cf,2023,802391,0.083,95565.52,9.4,60,['WF_artist']
WF-7364f73a,R-e282e6cf,2024,1881580,0.1578,148240.7,0.85,64,['WF_style']
WF-fd165f70,R-f55e167e,2018,276572,0.2116,49175.96,7.91,92,['WF_heart']
WF-88e5ad8f,R-f55e167e,2019,1336546,0.1885,28429.44,8.04,13,['WF_rise']
WF-abbe8c59,R-f55e167e,2020,856135,0.168,82687.88,7.82,55,['WF_main']
WF-e156167d,R-f55e167e,2021,12406,0.2803,58103.57,3.33,5,['WF_former']
WF-56d03a84,R-f55e167e,2022,1861442,0.1447,81238.72,9.04,19,['WF_commercial']
WF-ed06c639,R-f55e167e,2023,1038819,0.2915,122240.1,0.61,48,['WF_able']
WF-d208044a,R-f55e167e,2024,1497501,0.086,35465.06,9.52,97,['WF_long']
WF-1c862c4e,R-a4e1139f,2018,117600,0.3724,38847.87,8.38,99,['WF_walk']
WF-622dfbac,R-a4e1139f,2019,104381,0.16010000000000002,35323.47,9.53,46,['WF_consider']
WF-93f4c974,R-a4e1139f,2020,581638,0.23,60344.03,1.12,49,['WF_son']
WF-f7701292,R-a4e1139f,2021,1374295,0.2216,45148.33,1.88,29,['WF_force']
WF-f596efab,R-a4e1139f,2022,1747473,0.1484,128456.96,9.07,34,['WF_one']
WF-1e9d173a,R-a4e1139f,2023,1641587,0.2822,51485.47,8.03,15,['WF_rate']
WF-676476f7,R-a4e1139f,2024,1722265,0.1388,121756.74,4.34,33,['WF_just']
WF-77ff45cb,R-3f3c5eeb,2018,1154304,0.3354,135645.97,2.24,98,['WF_decision']
WF-618ba986,R-3f3c5eeb,2019,1982872,0.1974,50184.83,7.88,64,['WF_both']
WF-2e7e3af7,R-3f3c5eeb,2020,1650226,0.1993,83940.3,0.21,9,['WF_recognize']
WF-a560945b,R-3f3c5eeb,2021,1888949,0.2601,139260.32,7.52,27,['WF_when']
WF-d1b52a49,R-3f3c5eeb,2022,1022521,0.3045,69487.76,4.15,6,['WF_author']
WF-f6ce86f7,R-3f3c5eeb,2023,1582997,0.1557,147388.73,6.21,35,['WF_edge']
WF-e7b42325,R-3f3c5eeb,2024,1385371,0.36719999999999997,21036.85,6.49,77,['WF_explain']
WF-d22c26de,R-d97ca312,2018,1642814,0.1603,28414.71,1.91,10,['WF_defense']
WF-fb54de41,R-d97ca312,2019,692744,0.26789999999999997,112675.37,9.26,8,['WF_do']
WF-805f440e,R-d97ca312,2020,967398,0.2339,107163.96,5.99,33,['WF_this']
WF-5582955c,R-d97ca312,2021,1225447,0.1466,40478.29,5.13,16,['WF_pull']
WF-abe292d3,R-d97ca312,2022,157342,0.1482,72395.23,2.25,69,['WF_option']
WF-e343b6a1,R-d97ca312,2023,145321,0.0536,126692.8,0.0,30,['WF_better']
WF-b9a79316,R-d97ca312,2024,663842,0.3344,130534.71,5.57,42,['WF_current']
WF-1496ec94,R-1c1634d2,2018,715464,0.0868,142960.66,8.55,19,['WF_claim']
WF-030333fa,R-1c1634d2,2019,450364,0.0553,22297.11,2.74,19,['WF_activity']
WF-d5655ae6,R-1c1634d2,2020,383605,0.1807,74676.43,7.53,76,['WF_range']
WF-53037b22,R-1c1634d2,2021,1467597,0.2235,106943.14,9.1,76,['WF_both']
WF-73cbc6cf,R-1c1634d2,2022,1483829,0.1268,23455.6,5.09,86,['WF_law']
WF-0a147a02,R-1c1634d2,2023,1935722,0.1943,144461.54,6.89,67,['WF_agency']
WF-041911a5,R-1c1634d2,2024,719284,0.2447,99074.44,4.32,47,['WF_maybe']
WF-6e6b3c0b,R-72e510a5,2018,1304449,0.3258,68504.07,1.49,64,['WF_idea']
WF-5cf90b80,R-72e510a5,2019,158304,0.39030000000000004,63214.07,9.87,93,['WF_choice']
WF-aa841e30,R-72e510a5,2020,1958672,0.08650000000000001,37538.11,8.36,87,['WF_image']
WF-0aca332a,R-72e510a5,2021,468761,0.2925,147449.1,8.9,6,['WF_group']
WF-a69d72d5,R-72e510a5,2022,1280535,0.3049,42023.21,9.42,13,['WF_all']
WF-ed22a833,R-72e510a5,2023,1013087,0.0641,72765.46,8.94,44,['WF_last']
WF-9ea4b6b3,R-72e510a5,2024,1482189,0.35100000000000003,141321.87,3.03,6,['WF_forget']
WF-13148c7d,R-a34be3f2,2018,773215,0.1838,143591.83,3.3,22,['WF_total']
WF-6dc014a3,R-a34be3f2,2019,1181499,0.1794,35492.31,0.69,44,['WF_success']
WF-c9d0f18c,R-a34be3f2,2020,1212149,0.1267,135753.18,3.32,34,['WF_treat']
WF-e0b8bab1,R-a34be3f2,2021,917030,0.1686,71634.56,1.35,39,['WF_worry']
WF-9d5c9f60,R-a34be3f2,2022,837744,0.1898,93876.97,6.35,16,['WF_some']
WF-56dd7766,R-a34be3f2,2023,1091962,0.0501,77681.53,5.06,83,['WF_sign']
WF-1a0f5bcb,R-a34be3f2,2024,32632,0.15960000000000002,44593.05,5.89,26,['WF_ahead']
WF-7c815753,R-9bee74a6,2018,721043,0.0789,80006.07,7.19,23,['WF_difficult']
WF-deb7c60c,R-9bee74a6,2019,230109,0.2802,147019.97,5.69,7,['WF_vote']
WF-41777382,R-9bee74a6,2020,764359,0.0661,38840.57,2.03,51,['WF_investment']
WF-b24466fa,R-9bee74a6,2021,506012,0.2964,137878.78,6.22,0,['WF_now']
WF-6e8f722a,R-9bee74a6,2022,561022,0.2181,40325.62,7.01,31,['WF_finish']
WF-82011611,R-9bee74a6,2023,372606,0.2322,100741.87,6.37,89,['WF_a']
WF-5920e3e4,R-9bee74a6,2024,479273,0.22190000000000001,77964.26,2.73,72,['WF_show']
WF-7c68ccbb,R-2090c570,2018,787628,0.0567,62753.61,6.72,93,['WF_interview']
WF-7b54fbf2,R-2090c570,2019,52152,0.23309999999999997,69569.53,7.86,68,['WF_subject']
WF-7dbc842e,R-2090c570,2020,527226,0.1317,139452.42,8.73,6,['WF_perform']
WF-2e1b23d4,R-2090c570,2021,774277,0.2767,94925.0,5.89,54,['WF_listen']
WF-92f28dad,R-2090c570,2022,446289,0.3046,27623.62,9.74,59,['WF_college']
WF-c09415ec,R-2090c570,2023,1904508,0.26890000000000003,23301.26,5.16,45,['WF_coach']
WF-eb8bdbfa,R-2090c570,2024,1478073,0.2365,25321.84,3.3,89,['WF_heart']
WF-a46c464a,R-e222d274,2018,1903989,0.16079999999999997,22493.31,3.12,75,['WF_resource']
WF-0d0e6e40,R-e222d274,2019,213486,0.39520000000000005,29865.11,0.88,51,['WF_maintain']
WF-1d3faf17,R-e222d274,2020,692223,0.3012,70967.74,9.61,98,['WF_culture']
WF-04928b77,R-e222d274,2021,1366704,0.0802,54805.36,6.93,66,['WF_else']
WF-116a673a,R-e222d274,2022,403119,0.0587,26937.96,0.61,18,['WF_put']
WF-1293b6b3,R-e222d274,2023,456014,0.37520000000000003,86528.79,7.2,65,['WF_author']
WF-2309b4be,R-e222d274,2024,1478057,0.247,136165.38,3.41,38,['WF_card']
WF-6db741bd,R-6ae37671,2018,1631965,0.35009999999999997,143094.51,4.77,55,['WF_box']
WF-a85600ef,R-6ae37671,2019,553699,0.38299999999999995,70606.79,7.49,73,['WF_although']
WF-147ba930,R-6ae37671,2020,873611,0.3789,41283.61,4.07,27,['WF_little']
WF-765df621,R-6ae37671,2021,1553823,0.059699999999999996,81743.55,4.54,96,['WF_create']
WF-921ce5ce,R-6ae37671,2022,1196462,0.2421,100107.77,1.57,95,['WF_somebody']
WF-3fc50b0d,R-6ae37671,2023,626666,0.3454,33502.92,9.45,11,['WF_human']
WF-babb4bca,R-6ae37671,2024,657156,0.1456,122669.18,3.13,1,['WF_specific']
WF-0ba8fbde,R-e6646cf5,2018,95540,0.12210000000000001,86787.27,5.05,9,['WF_surface']
WF-d1d864f2,R-e6646cf5,2019,51974,0.2757,113022.8,2.56,2,['WF_the']
WF-e704b756,R-e6646cf5,2020,1595013,0.0672,72485.62,3.41,49,['WF_follow']
WF-ffad4146,R-e6646cf5,2021,900851,0.2901,74995.69,8.43,49,['WF_city']
WF-d146575e,R-e6646cf5,2022,1387207,0.1716,67063.13,4.5,45,['WF_yet']
WF-7deadd52,R-e6646cf5,2023,244879,0.1839,78793.43,9.12,42,['WF_might']
WF-0c8184a0,R-e6646cf5,2024,1698976,0.2785,77929.83,6.36,77,['WF_cultural']
WF-9de7f3bb,R-fe09548a,2018,332457,0.1913,46914.73,8.7,48,['WF_future']
WF-e0843eb3,R-fe09548a,2019,883947,0.1045,27511.14,9.12,26,['WF_attack']
WF-7a1dd290,R-fe09548a,2020,668230,0.1277,41801.61,2.74,67,['WF_inside']
WF-b12d21c5,R-fe09548a,2021,149451,0.1882,121800.89,3.93,66,['WF_American']
WF-ae42aabe,R-fe09548a,2022,1796523,0.0622,127120.23,7.24,54,['WF_spend']
WF-5423b2bc,R-fe09548a,2023,1879294,0.1674,130519.53,2.44,76,['WF_response']
WF-cb3437aa,R-fe09548a,2024,889220,0.09380000000000001,41273.75,5.63,45,['WF_physical']
WF-6b76f554,R-e2bbab4e,2018,517293,0.07440000000000001,77712.1,0.55,54,['WF_teach']
WF-1f994a20,R-e2bbab4e,2019,1192943,0.38159999999999994,38359.55,4.1,11,['WF_kitchen']
WF-a3aca864,R-e2bbab4e,2020,972962,0.1524,52339.5,3.47,4,['WF_every']
WF-576a3ca5,R-e2bbab4e,2021,1921584,0.183,74174.89,9.17,46,['WF_main']
WF-83f18522,R-e2bbab4e,2022,422185,0.3287,29684.3,7.99,91,['WF_middle']
WF-e4b69a79,R-e2bbab4e,2023,141452,0.2064,96503.42,6.68,19,['WF_yourself']
WF-f3a4cc50,R-e2bbab4e,2024,1344372,0.19079999999999997,46223.83,2.67,43,['WF_become']
WF-3c5e7194,R-447ea33f,2018,558049,0.2034,143375.61,6.84,57,['WF_international']
WF-0722fb84,R-447ea33f,2019,192934,0.0625,44629.96,1.01,36,['WF_without']
WF-b6007761,R-447ea33f,2020,1867913,0.1499,49580.36,6.37,13,['WF_generation']
WF-900f0731,R-447ea33f,2021,981610,0.32270000000000004,85963.59,2.18,63,['WF_determine']
WF-7d1af426,R-447ea33f,2022,799298,0.30870000000000003,117805.16,6.71,43,['WF_happy']
WF-977ded71,R-447ea33f,2023,1116723,0.1628,61302.52,5.76,63,['WF_factor']
WF-3bc3b1d2,R-447ea33f,2024,307097,0.17980000000000002,100981.0,9.09,9,['WF_education']
WF-6cce8ab4,R-a1854a63,2018,1074260,0.37929999999999997,27299.71,9.49,13,['WF_successful']
WF-06fe17b6,R-a1854a63,2019,904092,0.08199999999999999,126013.72,0.3,55,['WF_enter']
WF-faf63021,R-a1854a63,2020,173650,0.2726,138937.52,5.05,61,['WF_leave']
WF-9b79a36d,R-a1854a63,2021,1836844,0.396,125892.99,3.31,54,['WF_physical']
WF-367f3052,R-a1854a63,2022,1729191,0.2343,24431.8,3.84,28,['WF_your']
WF-d4c8bf64,R-a1854a63,2023,1195921,0.3815,129667.46,6.98,76,['WF_point']
WF-2ffc9592,R-a1854a63,2024,1210838,0.0958,105729.27,4.19,7,['WF_report']
WF-d364f7a7,R-fe784be1,2018,460884,0.17190000000000003,131543.57,3.11,62,['WF_food']
WF-d78188c5,R-fe784be1,2019,1658643,0.2334,123595.36,6.34,81,['WF_senior']
WF-184ab910,R-fe784be1,2020,504190,0.3356,127601.17,0.68,72,['WF_necessary']
WF-aa285cfa,R-fe784be1,2021,333285,0.2796,145268.67,7.83,53,['WF_administration']
WF-8c300974,R-fe784be1,2022,880539,0.2857,40284.72,4.43,9,['WF_gas']
WF-a9904687,R-fe784be1,2023,602346,0.3114,84196.03,9.11,14,['WF_wide']
WF-a979de29,R-fe784be1,2024,596161,0.13970000000000002,72625.24,7.73,31,['WF_mention']
WF-0e42eb96,R-9b4cc068,2018,1849148,0.061900000000000004,114343.23,4.91,11,['WF_at']
WF-fd9d4296,R-9b4cc068,2019,1829278,0.37229999999999996,78153.91,4.14,27,['WF_usually']
WF-56424339,R-9b4cc068,2020,1047398,0.32299999999999995,81574.59,9.65,57,['WF_my']
