og_profile_id,market_id,total_proven_reserves_barrels,total_gas_reserves_bcfe,pipeline_miles,production_capacity_barrels_per_day,active_well_count,refining_capacity_barrels_per_day
OG-f2dc7ae1,M-d656d56a,3186.02,1358.88,42370.16,4015822.64,134,312518.98
OG-5617b537,M-44c46c0e,8971.02,3849.28,41015.51,2678552.92,25,603785.04
OG-3bee9491,M-377443d8,4248.87,2630.54,35145.24,4449502.93,1279,1422779.71
OG-6d430e0d,M-b4ce4b32,5584.12,3112.84,26986.18,2257444.65,418,1776868.07
OG-51ad59db,M-60db3812,8408.64,4691.1,8746.24,828623.31,909,1610626.58
OG-a9d7499a,M-7c54443d,1044.96,1761.25,27516.04,968450.53,1611,1885773.35
OG-1b477645,M-91fcb67d,859.92,4447.33,6173.57,4416304.41,331,130890.43
OG-c18e63b6,M-81d6a48f,4893.0,1896.65,23712.04,429930.67,1529,1055553.75
OG-5bed4589,M-d885ca65,4957.51,324.65,1051.62,3199399.78,451,1811702.11
OG-b1695635,M-ce84f144,5695.96,4218.96,19920.19,2077541.27,1596,1436933.61
OG-6f792b15,M-58106b53,4247.74,1560.47,33732.78,1986172.06,1493,1091535.09
OG-ec9b83bc,M-f0ad985e,7232.57,3218.82,21607.46,4399577.94,815,345413.15
OG-5b5b6529,M-170dd361,7368.14,2516.02,9048.84,2322749.08,1298,1260362.23
OG-fed8108c,M-36988797,1268.33,2475.24,32630.06,4448969.43,1140,847792.04
OG-786f852f,M-9627b5e9,433.73,3437.86,5169.88,4210672.86,198,1276092.48
OG-17e9022a,M-73312e9c,5192.94,2858.2,23039.69,705574.43,944,1074016.81
OG-9047ccef,M-3b22c7da,6921.64,969.48,15806.63,757519.97,1039,111266.42
OG-2be8f239,M-bf0add30,9975.72,3927.89,9495.94,3792567.62,466,1554852.11
OG-d20505ad,M-d4c2f14c,2399.38,1712.18,6472.4,1430472.96,1714,1744073.82
OG-73442378,M-212245e9,7563.58,4820.71,17325.79,1574129.67,390,1715131.68
OG-ea2028e7,M-d0b2db17,9486.83,2791.28,41341.31,1666902.94,920,185065.75
OG-2e343d4f,M-771c5a2b,6040.57,19.61,41150.67,2174489.23,976,1306665.06
OG-9ff637d7,M-bc49c166,9751.68,3032.55,41344.05,585728.51,209,1586908.5
OG-670f34b9,M-a20ae345,3918.05,4319.39,15670.06,2768129.81,405,801095.09
OG-7de29b8e,M-5767dbcb,2966.91,1750.41,49386.59,4276393.27,1978,722128.03
OG-c190c11f,M-e85c7d0a,2438.31,4592.11,37380.07,4832998.92,1679,1465808.62
OG-61ec159d,M-0013e540,340.31,810.88,47399.77,3490840.91,933,655683.8
OG-425d94f7,M-594cf301,8559.67,354.36,28987.22,3342959.49,743,1698300.7
OG-96a38c80,M-435366b5,7632.01,3785.31,23587.74,1163130.75,1449,1609592.27
OG-9e43e9c0,M-018371c6,28.61,2148.69,32914.45,630606.19,1140,393157.23
OG-8969abf8,M-51003cb7,420.72,4495.86,40090.53,1082799.73,637,742420.76
OG-dd6e3292,M-dc5f0478,8048.04,4322.52,39290.85,4374078.76,1271,1021074.64
OG-65c1a2f6,M-63e13555,6867.73,4916.54,11561.01,2503261.32,491,839294.05
OG-5c069b8f,M-98814009,8518.68,1508.5,33469.42,3597061.7,1848,1159516.83
OG-d312740f,M-07eb3309,8764.82,161.49,20220.08,4773195.99,1549,265443.64
OG-881e047a,M-5b2e6240,4130.98,2247.87,9684.66,698944.05,65,754637.26
OG-795b831c,M-9a046438,7099.91,124.86,7073.17,4961257.41,613,294496.2
OG-c7702397,M-f8ee4860,6102.17,709.28,3864.63,3071412.37,368,533446.11
OG-3da8b01b,M-9ac844c4,2633.82,1070.27,38072.57,3153844.73,112,862302.34
OG-4d792773,M-3c96d87b,6640.38,2712.06,8515.73,2879681.07,1521,414888.58
OG-4cb51f26,M-a8ee8e04,4806.51,4375.51,4765.25,4655327.9,451,1023691.49
OG-5e9f3a84,M-3a14dfbf,7235.72,3079.79,9638.88,3783766.17,2000,1192030.3
OG-90c83ed1,M-acf16320,8342.77,214.28,18485.59,13891.65,1374,1901310.59
OG-61341f0d,M-6852eaa0,6778.89,1844.08,17501.36,1491035.37,882,158172.47
OG-e604e8f5,M-2049ae96,5592.52,3762.38,36169.28,4885300.52,1060,69839.58
OG-43e240c0,M-8e48cb9b,2382.47,1558.69,48347.76,154988.16,1780,1944868.86
OG-ba9898ce,M-9451eebc,6824.71,3487.95,43515.06,2604531.02,172,1607904.42
OG-89b1d7a3,M-00441c1d,7690.22,601.34,43465.58,1371763.02,1889,481258.0
OG-5016db47,M-18cb325d,19.71,1795.05,13136.4,929639.3,1516,1764839.17
OG-59ae2462,M-c8e1b554,1205.97,4928.91,13339.92,1662533.85,1303,1478544.56
OG-67663cac,M-80d4f133,6469.78,658.96,4145.99,3417298.17,1229,1471078.19
OG-1c2d09fe,M-8c3c0873,1086.55,1900.85,49560.03,4426008.34,1647,1316238.21
OG-0faf6e38,M-92ee1245,6026.65,341.64,18994.81,329753.04,1327,833178.49
OG-625afc92,M-41f9321c,9543.09,2849.22,952.54,4204791.82,764,1956562.11
OG-60482509,M-6a09a1dd,3033.26,3176.05,39319.5,126268.48,1177,1980161.79
OG-1045b378,M-03913a98,8899.64,4935.38,21056.25,2599697.34,229,1512888.34
OG-a6f25a3c,M-4c320ae0,3409.87,4910.91,33098.71,4950154.74,862,37070.97
OG-0f06a33d,M-99d23d11,3856.16,1058.96,15004.27,3158703.04,410,1310789.14
OG-f5b540bf,M-4e3aee46,8949.65,2469.58,6348.63,15909.87,1204,828692.23
OG-5809d60f,M-78e9e6ae,9459.75,1864.35,16771.71,4020667.54,1630,58921.39
OG-0dcde2a1,M-9a870903,2212.18,3973.99,17227.21,2160807.61,363,1854205.9
OG-3a22a16e,M-42f1d088,6774.82,4987.8,27362.14,4292435.76,1334,1932496.43
OG-a02cbfe0,M-bb283417,8203.39,2702.11,43214.45,1502856.94,1230,991415.63
OG-0b4c37bb,M-ffa26505,2654.64,1388.61,44179.42,1652977.84,739,1963177.34
OG-a703d989,M-8b1dff4f,981.71,2028.57,36624.37,815754.13,589,64147.5
OG-17956de0,M-6f382998,3336.71,3826.22,44637.03,3783838.54,1386,1906867.29
OG-9449e8c8,M-00cdb58e,2899.17,411.95,32027.76,1025053.45,417,1134046.1
OG-363e1654,M-4d9f6b27,6271.4,1179.88,32215.14,2896222.73,1430,793503.19
OG-646875c4,M-0b327fc8,7694.0,2493.09,34376.72,3122726.58,1398,1967963.59
OG-3b4ab410,M-23bf8fa9,1560.18,4911.62,45697.81,1662012.86,1042,1701138.81
OG-8a6fd5c2,M-df99419b,3793.53,4377.85,2189.98,3475503.0,397,1212608.16
OG-8ce408e3,M-372fb247,1452.59,79.91,49831.06,2574370.61,1362,1062646.62
OG-2aac70c4,M-9bbfaeb3,9871.03,1639.55,45586.6,2699608.63,1309,649590.41
OG-5a4ea266,M-e0ea6b67,5144.08,1007.48,35766.97,4802837.01,102,384265.02
OG-475f2195,M-ddeae422,246.83,2266.45,10347.2,413658.05,115,737075.27
OG-53a4929e,M-515a9afc,5522.26,2779.29,28365.23,3439198.97,1073,710195.62
OG-d8f6c004,M-c3ac540e,6922.13,2290.0,26049.07,4736847.6,169,1607758.75
OG-9e2d9191,M-859603ef,2570.89,121.89,29646.7,3457115.76,250,1848476.59
OG-3392efc8,M-2a2f0fdc,152.43,295.9,3641.24,505784.68,1464,1689153.08
OG-6b4b6b8f,M-d7a1da51,3869.03,2476.39,1722.4,186983.01,575,1029896.19
OG-5ed39482,M-b2ae4aa9,3584.57,3643.5,5502.34,4251804.18,1987,1482306.66
OG-8d4c617d,M-56ea978b,6823.37,3330.55,25341.5,518551.63,1801,1450546.09
OG-2de628fa,M-beebaf3a,2851.38,1633.54,15950.4,4420550.05,1443,1144797.94
OG-b415e373,M-0bd48656,1469.62,4210.92,21596.6,1358561.11,217,1873598.84
OG-e379fd45,M-f1975730,6634.99,3585.37,34634.46,3667993.45,1165,1084602.47
OG-497efdb5,M-b623c53c,621.84,4557.96,2974.88,954589.57,274,243193.66
OG-d73c8e91,M-e9d29b9f,1465.03,1286.18,24837.82,2157167.29,236,193379.33
OG-2432bb71,M-372df676,8511.54,2580.38,11747.36,1253226.66,1450,76530.22
OG-5d82c7f9,M-0174ad03,4068.17,1720.51,37868.81,4657170.94,852,1626923.96
OG-e75f4074,M-0a2724e1,1325.83,1946.16,39404.94,4981179.94,1164,597843.08
OG-77726b98,M-10c16c44,889.54,3516.45,31873.76,10228.68,141,330229.25
OG-6c24e72f,M-638ed87d,2078.25,4885.86,1195.41,2099410.3,1197,1651357.33
OG-cda011cc,M-4b833d0a,3379.22,1849.71,49348.05,3253041.92,1864,492228.8
OG-4beb5420,M-0af64484,2221.76,3637.63,39950.87,4922342.79,805,1010377.36
OG-428a4910,M-cb62c238,1003.41,1211.82,14113.47,4454752.1,368,1604105.24
OG-fe1f5c9f,M-f0b93efe,236.03,2438.46,33139.89,3216109.95,652,1962826.17
OG-fd6929bd,M-ce2563bb,5129.26,4979.05,36532.9,3893722.67,37,686135.36
OG-d5501473,M-9e983261,6141.19,46.97,38176.74,4600469.06,1996,541383.47
OG-b03a7446,M-b7a132a3,5251.84,352.75,27192.85,1986867.08,688,1905296.84
OG-4f54bb25,M-23abf115,4923.45,438.06,35022.26,2452815.55,966,574085.42
OG-7d364051,M-978bd13f,9244.03,4767.59,41642.28,1864034.39,172,1832800.48
OG-6120a657,M-cf4e2de2,9133.29,3708.37,45263.39,2863270.02,1541,1674762.14
OG-07c30dde,M-181dc749,8753.81,1871.9,16840.77,2759496.62,1224,715219.86
OG-a2e4844f,M-7fbc8b53,9746.93,1846.57,31154.07,1280671.22,1293,635547.84
OG-a84e3b2e,M-a0d0ac44,1385.9,2424.73,6454.34,1528121.88,551,1553992.82
OG-9b664ff1,M-1af47b9a,4800.66,3219.12,8619.94,2674171.04,1368,325045.28
OG-e7fbaec1,M-708c19e6,8912.3,3089.92,32195.41,2295320.39,362,768533.14
OG-afe062e9,M-f1e23f88,7751.58,3272.32,12236.35,1314215.1,77,625424.35
OG-3ba2709d,M-a8e3f01f,3362.69,2458.3,37687.75,4937701.28,510,214272.43
OG-ad657204,M-e040709a,3635.35,3812.59,19018.39,3608611.44,475,122053.51
OG-2f2397af,M-0a84c564,614.02,701.09,42500.43,1098808.0,41,232020.26
OG-13eae199,M-1cfbc6a4,2117.23,1415.64,15153.25,1537845.11,181,564710.87
OG-3d604ebb,M-844d5aa2,4655.07,2395.86,33910.53,3385138.94,1985,1697033.75
OG-796bd71b,M-c3f389cf,3364.81,4542.64,6947.76,666555.82,989,1931591.85
OG-e6ab0a91,M-3e4940f3,245.14,3306.36,21399.71,3702703.29,1163,933292.46
OG-aef8cde7,M-09a15228,6233.27,3256.0,30648.13,3680418.57,1071,1873135.95
OG-6c5f58c0,M-2f40650a,6961.35,1764.17,33609.21,2180740.29,1606,612134.6
OG-5a4c14c9,M-1a9a1204,645.75,1744.83,42709.71,3455279.89,1620,580623.91
OG-e9354033,M-63f2dbc8,6229.41,2263.98,35043.99,3533027.61,399,436314.78
OG-d93fb980,M-8727931b,4114.67,141.18,2050.97,566799.46,227,1232296.27
OG-a504aa68,M-784f3ea6,2833.96,1577.75,32925.22,3904862.59,1310,368844.21
OG-0be7e9d8,M-d92ab864,464.35,339.59,44223.74,3941517.61,1000,1629304.74
OG-816a7db5,M-66dc6bfe,9730.65,3663.79,7162.33,4781153.35,766,1863939.29
OG-3c169090,M-f3e2a8d9,7252.51,1184.99,35900.9,692385.18,1574,1104263.34
OG-39424cf4,M-f95d2d90,8083.88,1169.17,5629.81,4475053.84,1955,149686.41
OG-1d0bd073,M-f4e69d5a,9848.55,3695.86,31091.66,3322690.7,639,1356738.87
OG-d1bd0ea7,M-0c0c34ce,9113.05,2072.46,24353.85,2439202.26,239,1207654.06
OG-ca9b347b,M-56686c08,5275.26,3590.74,16558.58,340644.14,235,236290.26
OG-4549005d,M-4717f320,4945.94,4514.06,6462.73,2914904.56,1880,395310.89
OG-73e48ee8,M-0ef6920a,1183.15,3239.44,46792.27,2579386.29,31,364354.03
OG-af8bf7f3,M-e16162c8,3021.23,1059.07,43510.25,3619787.29,629,678497.56
OG-8a82925b,M-47aeb6df,5099.73,3609.35,14316.07,1882258.41,1199,1701501.16
OG-3f68c1bb,M-5a8f3b1b,4465.34,4064.1,23111.24,2757562.13,719,1728765.2
OG-05bb8e17,M-c6c846aa,5196.41,125.08,32324.46,2298147.38,144,135930.31
OG-349ac825,M-9accf3ec,9749.3,4226.6,26454.45,3161029.26,581,99115.16
OG-fa4d7afc,M-cbd95d5e,1569.92,2441.86,13059.1,2545283.17,533,340800.28
OG-449bdfc0,M-8b5503f4,3075.33,1162.98,30391.23,1025242.02,808,856102.66
OG-ed46d232,M-bb1ac0df,531.08,1554.7,37801.35,3929296.52,1514,917615.27
OG-29300c90,M-0bcbc17a,1204.09,2624.89,20385.53,2630884.86,1525,980069.89
OG-3cb4deb2,M-b8ab619a,4410.9,1109.1,41190.28,2318789.77,1214,835824.63
OG-f7bc1ed4,M-0c14ff9c,9724.11,3706.86,18776.14,628010.56,1844,470878.66
OG-ba462bae,M-2ab21b3c,9876.85,3214.67,32022.26,3203298.28,1708,1606570.82
OG-ae9b5baa,M-251f12b3,5204.5,1595.06,24800.61,4274956.16,257,1639116.38
OG-2a00458f,M-65875cbe,7913.49,1393.66,38385.66,3165035.65,713,1324089.86
OG-870343a2,M-1bc814af,5975.75,3187.5,1543.39,2301950.59,1614,1438647.36
OG-ae644c03,M-13e7328e,4767.1,2215.41,2810.73,1544415.37,1320,747187.77
OG-318a11b2,M-0ba2bdbe,9687.42,143.74,1034.42,2425185.01,222,1552670.11
OG-08b10ca5,M-369ba8d3,2629.28,765.25,8645.82,1757857.47,369,217777.74
OG-f3e3601e,M-9f912f85,1842.55,3135.52,17901.0,2239541.18,270,517407.28
OG-e158944a,M-2ee680c9,3673.62,1716.23,32304.49,3132766.81,678,1702686.03
OG-217ecc6a,M-d75d3a9c,1055.01,2351.04,31750.99,1776732.86,666,312869.85
OG-93f51191,M-5be90499,6504.33,1547.09,7827.14,4395961.88,562,432836.62
OG-5a7a3404,M-2337c0bd,3084.96,2531.38,6805.56,770491.76,388,255241.23
OG-b35c5fc4,M-f8dc2c5c,2759.26,27.61,14663.89,2854610.0,95,915761.21
OG-1d2686ef,M-6f46676e,3766.15,790.36,3131.96,4143305.87,1416,214600.81
OG-bd38a3e1,M-9d9e83db,2793.15,2312.03,2402.6,2056574.93,1956,464513.4
OG-76b12ccd,M-e9601b8e,1710.7,177.41,28700.21,4956587.53,250,1469788.86
OG-e4ce74a5,M-7475b7c7,3431.29,3606.15,49499.57,976443.05,377,119358.73
OG-9e0c4b57,M-2082ffc6,7327.36,2118.15,17401.35,1985408.13,1173,777147.26
OG-66f70382,M-a4ee6acd,6287.38,3368.4,38414.32,1679695.78,1117,1040153.29
OG-a6312558,M-c8c960b0,2732.58,1762.68,10910.17,1250974.98,1867,529509.77
OG-c3952110,M-fa9473a0,1043.8,3716.07,40029.1,3974013.63,1397,342107.71
OG-3e380900,M-c509a4d6,5382.31,1882.73,20225.37,171421.38,129,1895339.39
OG-1d4f8289,M-0f4cdc82,4125.1,1232.32,9365.73,4182699.07,255,1393356.66
OG-4d28379a,M-ad1eedb9,8304.66,1582.08,30134.71,2364409.79,1633,358486.78
OG-9747b263,M-3b3277a3,5770.03,147.04,26174.39,1768874.18,175,1898690.45
OG-8a8be4d4,M-b1d1caad,6790.66,1066.86,44946.24,898296.58,1024,1653790.4
OG-ffff28b3,M-37613c67,9021.81,1092.77,39511.89,227205.86,942,915368.7
OG-0b5823cf,M-35af92bb,1668.03,2811.18,12727.21,4655949.64,1233,1740879.38
OG-90b9c678,M-f5961c88,9126.22,2836.39,36706.92,2433704.6,610,329621.39
OG-59f66303,M-0438e84e,7278.94,174.56,24332.98,1960011.09,1825,1382215.22
OG-6b7cd6a7,M-250b7ae4,4717.0,4333.63,22538.39,1067910.1,1039,1526196.73
OG-749396ab,M-a8da0cb9,5164.16,599.24,3233.81,1033857.29,1347,700792.21
OG-9624eb06,M-2c8e3576,6873.53,2906.87,47251.74,2648623.98,755,1847733.94
OG-54fe2112,M-22bc50dd,1652.34,1059.77,24715.15,222135.54,596,1591519.43
OG-9de10f4e,M-dff64102,8020.87,1993.69,12145.6,936391.13,580,1100968.65
OG-6539fa7d,M-6434f4bd,6098.5,2748.95,20517.6,1394420.97,234,1852608.46
OG-e1ba62e9,M-60132995,7131.95,2096.42,19831.03,3718126.18,675,1262371.19
OG-bcd031c1,M-5d376c69,1306.67,2931.86,9859.56,2940291.27,970,112327.73
OG-d418e356,M-6c684c14,1216.46,4420.41,33533.41,387919.16,799,1225701.35
OG-78c494e8,M-d5306b9f,7445.24,183.62,23705.37,1900896.0,113,298483.12
OG-d3911492,M-a3336328,6111.07,2142.06,37904.26,3246323.09,761,527811.77
OG-fd744eb2,M-d39eeb33,834.61,3743.67,37891.24,1326654.15,1012,930372.19
OG-7ae122b1,M-27a60152,340.87,3093.55,20751.1,4623230.51,77,660968.05
OG-608742b3,M-52119de0,2063.79,2073.63,41356.57,842716.02,1954,902756.12
OG-3f712d43,M-467a6faf,1876.57,3767.52,19879.69,1343341.7,676,1964342.19
OG-20e6beff,M-5114bdc3,8086.86,57.95,26887.76,4486141.1,741,1744776.7
OG-9b0099e1,M-b7871280,859.43,2969.88,45575.07,1601809.27,814,1464365.53
OG-c0b46ac6,M-94f9a596,1767.66,938.82,20242.75,3026405.19,1567,231601.63
OG-baee6a53,M-9274690e,8144.13,2548.31,5746.98,1738855.85,1466,343559.17
OG-55900ee4,M-b5cc244a,4546.51,3984.61,29106.91,2027700.74,606,1888322.18
OG-79349cc7,M-d235fbc4,7629.97,662.4,42411.92,711018.66,723,494278.01
OG-7300145d,M-f16f06de,2579.9,2764.28,16550.93,4305493.08,1989,1857840.43
OG-d738461c,M-39044b9b,875.52,2032.02,33997.83,809820.54,1381,517449.15
OG-f47044db,M-4655f50f,9138.31,1826.56,26064.13,4091470.81,1776,1753304.71
OG-b1b6dd0d,M-f86162d4,4365.61,80.16,29286.07,1082225.25,1367,565985.53
OG-eb7d473d,M-563600da,5142.62,3668.06,40142.0,2360049.73,456,785338.29
OG-bf0dac5d,M-931b5530,6358.74,1764.9,31744.19,913353.53,806,829881.41
OG-ea07d7d7,M-e1141383,4064.07,3225.8,1228.61,4722856.74,995,1178093.82
OG-e890420a,M-659afa6f,4176.63,1200.52,1310.95,932892.2,303,969591.44
OG-d9a9271d,M-9bb8878a,3652.31,3083.41,34611.58,3295408.98,42,562545.93
OG-a325a6ad,M-4941fcfc,8738.51,3097.77,28037.71,1175077.37,464,905755.24
OG-ed6f3a4e,M-94331569,879.09,718.64,5617.48,4022576.25,601,899699.44
OG-2430c841,M-e7adc7c9,1773.68,4140.89,11422.09,877945.32,304,1370792.0
OG-ec3e8286,M-0e35acbe,9893.71,3519.88,31123.98,4370300.1,681,520798.87
OG-9b8f056a,M-13d06530,4992.47,2088.77,43806.01,3054109.23,1502,1458079.87
OG-ff250abf,M-6adb8930,2473.01,1982.15,28726.69,4829924.69,448,283477.22
OG-1b8972ab,M-a5be89f5,3100.66,3398.44,8734.37,4582861.19,185,1564178.68
OG-a4e9f85a,M-075872bf,6174.43,1734.67,25141.98,3153493.49,1376,833479.8
OG-9221cd95,M-31abee8d,762.31,2510.89,29496.76,2531330.1,1548,62593.25
OG-a78d6835,M-bc62409d,5347.26,3621.92,13175.53,3125229.56,483,788678.95
OG-6169345a,M-65e5a03e,1778.18,741.49,13470.97,1511356.67,1707,254921.28
OG-ec5b3031,M-dbb70169,4844.2,3015.45,6847.48,2443141.27,1642,268566.7
OG-23fb7973,M-b1860bc5,7040.34,3533.25,9013.48,4478358.93,218,1601125.99
OG-6940a416,M-bb26b135,9966.73,1198.18,16038.29,3885941.78,813,1237380.24
OG-f84bd4e9,M-1b5bfd3b,5788.91,3888.8,9335.97,4661786.41,916,507951.19
OG-4a995297,M-76f3491f,975.06,3526.06,19761.86,4074250.27,1608,1562943.75
OG-64f02ae6,M-7f69adbd,4226.61,2737.76,8715.84,4795651.5,1716,1186183.97
OG-e18e1a30,M-07be47ca,3256.65,540.14,10004.77,2126736.39,1675,1443378.69
OG-e5dd0bb7,M-69529b2f,9493.93,4752.36,41405.65,1619212.44,315,1283175.04
OG-e3374b68,M-7f76ee65,4066.98,3721.92,45342.68,2395033.69,1403,187910.18
OG-0b45d524,M-f87c903e,866.31,4563.71,6773.66,20090.14,327,387423.75
OG-553fbbd9,M-a748bbeb,5737.77,2918.93,4409.03,1316182.33,828,659902.89
OG-bba5ae8b,M-a600bfa8,3655.81,280.55,20568.95,1087343.9,1198,1390425.46
OG-11e4dc51,M-dfa21b22,8578.65,1707.7,45290.54,317691.49,784,916795.02
OG-1789e402,M-61314bd9,7376.77,2108.39,43706.66,1776617.08,1277,1878116.48
OG-12bde1fc,M-c8455704,5808.81,4708.31,29867.43,4990942.31,854,1171017.61
OG-e71b7d8d,M-a64eb33a,4065.67,3705.79,6938.69,1891815.57,637,1144629.49
OG-166cb1bc,M-b7c1a24c,5737.78,3995.54,34329.8,4237883.86,490,901174.39
OG-16cdfe36,M-554406ec,55.26,1351.94,44374.06,1260456.2,327,594218.95
OG-11fa828a,M-07f454aa,1044.84,2096.28,21519.77,599084.85,968,939281.47
OG-6d2a59c1,M-ec0852e3,2723.06,4504.4,7438.32,726483.02,1766,372673.81
OG-e599a6e6,M-09d75d9e,3022.17,4835.64,5430.35,3583378.19,1219,1682962.49
OG-fee2809c,M-705504c1,1926.07,2570.94,33424.24,4369502.75,1407,1153102.93
OG-fc5ee976,M-63841d47,9168.43,1294.29,10239.92,2269053.01,216,63478.72
OG-3b11aaf4,M-c5440090,1774.8,4641.29,27045.43,3643979.4,679,30469.03
OG-b0866085,M-125387fa,7358.06,1183.4,23724.06,122954.14,653,415333.82
OG-4eaab847,M-d64faf06,9560.2,447.01,10918.5,3251292.02,1508,404311.64
OG-0ca6e4c7,M-d5246ad1,6724.06,1480.84,11297.39,3484168.8,1982,156619.6
OG-3ca7b378,M-7de6d46b,6740.35,3167.6,3272.15,4999972.12,481,1859602.51
OG-349bbe54,M-024fd7fa,1964.01,1747.7,22339.66,426485.78,744,1743392.9
OG-e5821083,M-a38fa91c,8654.86,1063.77,46842.49,3169162.15,1945,1799013.32
OG-6dd7a3fc,M-b5d6a681,3243.23,547.68,40050.57,2723007.93,1984,282343.32
OG-ebb3b012,M-85d9bca6,6743.69,172.7,46156.11,665624.22,1948,1290291.51
OG-cd6e7564,M-508925cc,9024.35,1280.99,38636.15,3439061.04,365,1858568.93
OG-5c99ce34,M-683c01fa,9312.59,1739.39,5968.9,2783724.49,1183,1908351.82
OG-5ac65da1,M-4ca4f264,9801.23,3785.07,33207.33,2571618.37,184,855013.2
OG-f24c5449,M-497922ce,1768.19,4707.74,29866.25,978174.9,1894,605572.46
OG-8ffdd360,M-6c295ed2,2495.58,2096.97,5035.66,1085706.87,1069,1932734.6
OG-4332c018,M-8998ae43,1118.68,1122.95,23323.99,1454644.26,800,164387.59
OG-76309e8a,M-2e6d3eae,1013.67,4131.91,15969.93,1205796.87,937,1364223.13
OG-bc7d2218,M-ab4f1572,4846.16,3344.27,34731.99,1185392.48,971,157377.11
OG-6705eb40,M-17f52a93,4986.58,1305.71,252.86,3027769.22,1882,1708996.47
OG-c47b9c5a,M-27fa33f4,9632.97,4024.89,8745.28,2267694.95,1092,1630788.4
OG-42adfd17,M-60d56843,5952.18,4282.76,33169.13,1939961.77,1586,902651.53
OG-fb11a31d,M-5a2c29d6,9872.89,2136.66,49298.45,4270384.61,568,179056.7
OG-0baebd67,M-1df0a149,4306.03,3068.16,3305.93,3779805.09,226,1290079.67
OG-b42346e7,M-f191a3ee,8889.8,2764.25,44272.28,2261871.75,1532,1379350.99
OG-89a3284c,M-6169e704,5586.42,3454.34,24595.39,1293177.49,1829,1558490.26
OG-236fd3fe,M-4dd579e1,1179.04,4105.13,31927.45,1723256.36,1806,242244.21
OG-fb4b3ba8,M-95de9f23,9745.24,1637.76,110.47,1956067.76,220,869478.26
OG-90582b77,M-f6942789,2956.65,1177.52,42291.58,4512978.2,566,98677.08
OG-ffba3dfa,M-905f3d95,6034.03,2335.63,42277.57,2384356.14,586,692042.73
OG-bdccc52b,M-3873b342,4187.47,2948.89,2917.94,1472068.74,538,259927.98
OG-7bc7c520,M-f1033536,9338.16,3764.52,30844.79,1962193.05,846,1354769.78
OG-de78a95f,M-cf0988a4,571.67,2552.17,32333.97,803158.23,1557,1046177.76
OG-70e80aee,M-51c63254,1906.39,4703.34,7471.02,3098698.35,885,972897.79
OG-4a47d8de,M-0d8ece5d,2169.7,4116.64,15468.46,4667450.04,1107,1398860.84
OG-1d79ce18,M-2c267151,6714.73,3091.79,5448.16,3032761.33,1816,1550668.36
OG-e640fd79,M-420fa5a6,4098.84,2566.11,25615.12,1959650.95,1650,1315383.63
OG-e5623a70,M-9c325565,1488.82,1677.18,32375.32,4941265.05,474,975988.95
OG-89ae2d4c,M-361024c9,4075.79,2110.46,8872.94,2487122.85,167,923456.29
OG-f44bd618,M-09c5aa8a,1167.59,4040.1,18577.17,1061696.1,1314,685642.69
OG-6aba74cb,M-1910e85e,7576.26,1742.01,9803.84,1347454.05,766,1613770.55
OG-bd31ad08,M-7cacf00f,4255.66,2844.92,30786.01,2513261.4,1356,257804.8
OG-e88a407e,M-0ea6df62,2644.06,2070.9,39100.68,306634.38,1185,1462298.63
OG-294cdce2,M-3f8facff,7041.74,2607.34,16297.28,3139733.39,258,893901.24
OG-31a3c809,M-412c7016,2051.71,4165.61,30831.46,4561951.21,184,625151.38
OG-635a24f7,M-2651256d,5664.07,602.38,7986.48,357067.77,526,620733.67
OG-32e70dfe,M-1797efe8,8733.18,4372.24,29010.71,2313596.17,807,294917.33
OG-592fe18f,M-3678a191,9098.7,2755.73,47606.1,2473623.02,77,619166.07
OG-b688f496,M-c63e17a0,9485.28,1856.58,37242.56,3459180.94,1313,1381765.42
OG-792e4aa3,M-5ec899d7,9918.24,3953.45,10092.95,1258186.5,955,862580.64
OG-8a3735ca,M-1d441c00,9339.86,4001.4,11611.66,4823664.77,1626,1929208.37
OG-da2e8bed,M-78045a49,8816.44,2855.99,30402.63,1603037.08,1376,1289881.82
OG-856e4982,M-08687306,5831.96,1982.2,32796.75,3833000.75,1988,1820401.44
OG-f6f31b07,M-c2038dbf,6218.37,1421.9,24408.9,4132993.83,1988,457700.82
OG-a11e60fe,M-b630d510,9506.61,2046.61,18159.47,209734.77,252,1424572.76
OG-26666885,M-d05e2110,634.82,258.86,7689.36,758574.7,117,1175484.61
OG-8c71819c,M-40edf724,8231.03,449.32,35014.69,3091304.5,18,359493.86
OG-b2bbf366,M-2b2fb72e,6885.68,233.36,39163.22,469245.0,913,514172.94
OG-d56b3ec4,M-e3c13992,6747.67,4230.76,8865.41,2861377.6,1460,695523.14
OG-4e24f4e8,M-8ee5e633,3707.74,641.48,24105.1,939757.95,1275,56800.96
OG-fafbae61,M-96212c65,6135.84,4577.13,17279.35,3511532.83,609,627303.03
OG-9dcbe0a8,M-36756d6b,9283.35,1423.16,6863.31,1911496.18,410,422263.06
OG-60955077,M-b8a4f2df,9435.72,3886.43,42551.31,2790956.22,1836,615770.03
OG-9ab81bcc,M-d323ff46,7305.72,2077.75,3357.19,4594659.38,434,1426176.09
OG-bec6034c,M-b6401b24,5618.92,3962.0,27979.72,1473647.24,436,83244.04
OG-038c2eb1,M-ce1fba4d,4228.17,254.69,33108.18,3949543.98,1364,1715542.57
