id,shipmentID,shipDate,carrier,trackingNumber,orderID,shipperID
shipment_297,SHIP-297-9516,2023-07-07,USPS,TRK-2633205,order_981,warehouse_14
shipment_298,SHIP-298-5796,2025-01-19,DHL,TRK-3349978,order_191,warehouse_15
shipment_299,SHIP-299-2606,2025-01-20,FedEx,TRK-5304569,order_1132,warehouse_0
shipment_300,SHIP-300-8470,2024-12-08,FedEx,TRK-9378288,order_701,warehouse_39
shipment_301,SHIP-301-8549,2024-12-18,USPS,TRK-6014342,order_1250,warehouse_12
shipment_302,SHIP-302-1284,2024-11-15,FedEx,TRK-8995523,order_420,warehouse_32
shipment_303,SHIP-303-7023,2024-09-24,FedEx,TRK-6524832,order_222,warehouse_16
shipment_304,SHIP-304-1762,2023-08-02,DHL,TRK-2256346,order_1258,manufacturer_19
shipment_305,SHIP-305-8123,2024-06-28,FedEx,TRK-2543723,order_250,manufacturer_0
shipment_306,SHIP-306-4268,2023-06-16,DHL,TRK-7856281,order_1283,warehouse_20
shipment_307,SHIP-307-6349,2023-10-29,FedEx,TRK-7650572,order_1344,warehouse_16
shipment_308,SHIP-308-9140,2025-02-10,DHL,TRK-9605754,order_99,warehouse_36
shipment_309,SHIP-309-8616,2024-05-06,UPS,TRK-1063616,order_701,warehouse_39
shipment_310,SHIP-310-4754,2024-12-29,UPS,TRK-8723831,order_793,warehouse_32
shipment_311,SHIP-311-2988,2024-09-11,USPS,TRK-2892983,order_798,warehouse_23
shipment_312,SHIP-312-7678,2023-10-10,FedEx,TRK-7964651,order_271,warehouse_35
shipment_313,SHIP-313-2141,2024-10-10,USPS,TRK-3190646,order_201,manufacturer_19
shipment_314,SHIP-314-2143,2025-01-28,FedEx,TRK-9516072,order_705,warehouse_21
shipment_315,SHIP-315-9796,2024-10-31,UPS,TRK-7854371,order_1352,warehouse_3
shipment_316,SHIP-316-7384,2024-05-13,USPS,TRK-9903065,order_756,warehouse_32
shipment_317,SHIP-317-5444,2024-06-04,FedEx,TRK-3268769,order_579,warehouse_23
shipment_318,SHIP-318-8324,2024-10-06,USPS,TRK-9104047,order_1425,warehouse_14
shipment_319,SHIP-319-7314,2024-02-05,UPS,TRK-6195064,order_744,manufacturer_10
shipment_320,SHIP-320-2560,2024-07-07,FedEx,TRK-9732407,order_291,warehouse_7
shipment_321,SHIP-321-5668,2023-09-05,DHL,TRK-5667929,order_429,manufacturer_9
shipment_322,SHIP-322-2940,2024-04-16,UPS,TRK-3382953,order_1146,manufacturer_13
shipment_323,SHIP-323-7713,2024-10-15,FedEx,TRK-5825413,order_1160,warehouse_26
shipment_324,SHIP-324-5125,2025-02-13,DHL,TRK-2245271,order_1237,warehouse_24
shipment_325,SHIP-325-3691,2025-01-20,UPS,TRK-4508906,order_398,warehouse_23
shipment_326,SHIP-326-5144,2024-10-18,FedEx,TRK-8211982,order_266,warehouse_10
shipment_327,SHIP-327-4285,2024-04-25,DHL,TRK-9271280,order_1257,warehouse_10
shipment_328,SHIP-328-9343,2024-01-31,USPS,TRK-6863105,order_1339,warehouse_1
shipment_329,SHIP-329-6032,2024-09-02,UPS,TRK-6838694,order_612,manufacturer_0
shipment_330,SHIP-330-7797,2024-05-09,UPS,TRK-3829491,order_1075,warehouse_3
shipment_331,SHIP-331-9507,2024-11-25,FedEx,TRK-4724565,order_671,warehouse_13
shipment_332,SHIP-332-1329,2025-01-23,UPS,TRK-8869248,order_316,warehouse_39
shipment_333,SHIP-333-2836,2023-12-21,FedEx,TRK-3683255,order_595,manufacturer_13
shipment_334,SHIP-334-7890,2025-01-23,FedEx,TRK-7940572,order_122,warehouse_36
shipment_335,SHIP-335-8827,2024-12-23,DHL,TRK-5046843,order_1449,manufacturer_9
shipment_336,SHIP-336-6397,2025-01-24,USPS,TRK-1036117,order_790,manufacturer_18
shipment_337,SHIP-337-6184,2025-01-13,FedEx,TRK-1717416,order_1335,warehouse_20
shipment_338,SHIP-338-8849,2023-08-07,USPS,TRK-2321612,order_83,warehouse_18
shipment_339,SHIP-339-9244,2025-01-04,USPS,TRK-3379159,order_208,manufacturer_17
shipment_340,SHIP-340-5095,2023-06-17,UPS,TRK-8060884,order_1333,manufacturer_12
shipment_341,SHIP-341-7305,2024-05-13,FedEx,TRK-7202996,order_1157,warehouse_33
shipment_342,SHIP-342-2473,2024-07-13,UPS,TRK-6987497,order_792,warehouse_29
shipment_343,SHIP-343-7079,2024-12-06,UPS,TRK-6934910,order_1381,warehouse_38
shipment_344,SHIP-344-1271,2024-11-07,FedEx,TRK-7310101,order_420,warehouse_32
shipment_345,SHIP-345-3969,2024-08-22,FedEx,TRK-7532388,order_558,warehouse_26
shipment_346,SHIP-346-5746,2023-07-21,UPS,TRK-2646420,order_1427,warehouse_0
shipment_347,SHIP-347-7777,2025-02-09,FedEx,TRK-2998377,order_437,warehouse_32
shipment_348,SHIP-348-1157,2024-12-26,FedEx,TRK-3482268,order_961,warehouse_15
shipment_349,SHIP-349-7174,2024-01-25,USPS,TRK-7039280,order_328,warehouse_31
shipment_350,SHIP-350-1239,2025-01-31,FedEx,TRK-4590548,order_316,warehouse_39
shipment_351,SHIP-351-4269,2024-07-20,UPS,TRK-6193572,order_1122,warehouse_33
shipment_352,SHIP-352-1310,2024-07-20,UPS,TRK-9148502,order_468,warehouse_36
shipment_353,SHIP-353-8869,2024-12-15,USPS,TRK-1945951,order_444,warehouse_33
shipment_354,SHIP-354-9410,2023-09-26,UPS,TRK-5891758,order_472,manufacturer_7
shipment_355,SHIP-355-3066,2024-10-27,USPS,TRK-2106173,order_653,warehouse_33
shipment_356,SHIP-356-7507,2024-07-18,UPS,TRK-3928769,order_97,manufacturer_12
shipment_357,SHIP-357-1382,2025-02-07,USPS,TRK-1475699,order_1349,warehouse_25
shipment_358,SHIP-358-3865,2025-02-07,FedEx,TRK-8127811,order_509,warehouse_17
shipment_359,SHIP-359-2014,2024-12-10,FedEx,TRK-1378852,order_1318,warehouse_4
shipment_360,SHIP-360-7834,2024-07-08,UPS,TRK-3427693,order_1104,warehouse_33
shipment_361,SHIP-361-6981,2024-08-11,FedEx,TRK-5889132,order_705,warehouse_21
shipment_362,SHIP-362-9829,2025-02-16,DHL,TRK-3609834,order_1469,manufacturer_5
shipment_363,SHIP-363-9349,2024-02-04,DHL,TRK-3803549,order_1414,warehouse_10
shipment_364,SHIP-364-8624,2024-08-10,FedEx,TRK-5237389,order_654,manufacturer_19
shipment_365,SHIP-365-2839,2025-01-28,FedEx,TRK-5069065,order_1490,manufacturer_6
shipment_366,SHIP-366-4948,2023-11-07,USPS,TRK-6962378,order_359,manufacturer_13
shipment_367,SHIP-367-6605,2023-12-16,UPS,TRK-6405782,order_1480,warehouse_14
shipment_368,SHIP-368-8512,2023-05-22,FedEx,TRK-7123071,order_1278,warehouse_1
shipment_369,SHIP-369-6208,2024-01-18,USPS,TRK-4288976,order_1057,warehouse_7
shipment_370,SHIP-370-9948,2024-09-02,UPS,TRK-9825103,order_400,manufacturer_13
shipment_371,SHIP-371-5470,2024-03-09,USPS,TRK-9961515,order_1295,manufacturer_12
shipment_372,SHIP-372-9630,2025-01-24,UPS,TRK-8931420,order_839,manufacturer_18
shipment_373,SHIP-373-6305,2024-10-02,UPS,TRK-2767132,order_291,warehouse_7
shipment_374,SHIP-374-5162,2025-02-17,FedEx,TRK-8602363,order_520,warehouse_38
shipment_375,SHIP-375-6282,2025-01-29,USPS,TRK-8702570,order_337,warehouse_1
shipment_376,SHIP-376-8972,2024-10-27,USPS,TRK-3023006,order_366,warehouse_32
shipment_377,SHIP-377-3441,2024-09-26,DHL,TRK-1583617,order_1202,warehouse_3
shipment_378,SHIP-378-1401,2024-04-18,DHL,TRK-8396700,order_222,warehouse_16
shipment_379,SHIP-379-7170,2024-06-20,FedEx,TRK-6517024,order_45,manufacturer_14
shipment_380,SHIP-380-2290,2024-02-21,FedEx,TRK-6225240,order_870,warehouse_13
shipment_381,SHIP-381-7121,2024-12-15,UPS,TRK-6646628,order_1153,warehouse_31
shipment_382,SHIP-382-4867,2024-07-28,FedEx,TRK-7939877,order_736,manufacturer_11
shipment_383,SHIP-383-3861,2024-10-08,DHL,TRK-6674321,order_566,manufacturer_8
shipment_384,SHIP-384-3677,2024-07-15,USPS,TRK-4037414,order_231,warehouse_7
shipment_385,SHIP-385-1543,2024-12-09,USPS,TRK-7183047,order_889,warehouse_7
shipment_386,SHIP-386-3962,2023-05-09,FedEx,TRK-4308516,order_1414,warehouse_10
shipment_387,SHIP-387-1687,2024-12-07,FedEx,TRK-2002648,order_557,warehouse_3
shipment_388,SHIP-388-1159,2024-07-26,UPS,TRK-1401335,order_377,manufacturer_12
shipment_389,SHIP-389-7017,2024-02-08,DHL,TRK-1795386,order_1454,warehouse_3
shipment_390,SHIP-390-1676,2025-01-02,DHL,TRK-1639269,order_972,warehouse_26
shipment_391,SHIP-391-2921,2024-10-26,DHL,TRK-1538384,order_114,warehouse_7
shipment_392,SHIP-392-9113,2023-12-07,DHL,TRK-6889735,order_1474,manufacturer_11
shipment_393,SHIP-393-6424,2025-01-31,DHL,TRK-2804662,order_649,warehouse_23
shipment_394,SHIP-394-2776,2025-01-25,UPS,TRK-2433444,order_680,warehouse_5
shipment_395,SHIP-395-9594,2025-01-15,FedEx,TRK-2303366,order_825,warehouse_24
shipment_396,SHIP-396-7712,2024-11-16,UPS,TRK-1451704,order_729,warehouse_25
shipment_397,SHIP-397-4966,2024-06-17,FedEx,TRK-4233296,order_580,warehouse_39
shipment_398,SHIP-398-6356,2024-12-21,FedEx,TRK-4786524,order_1155,warehouse_14
shipment_399,SHIP-399-6897,2024-12-27,UPS,TRK-9720667,order_1266,manufacturer_12
shipment_400,SHIP-400-9686,2023-10-01,UPS,TRK-4069948,order_1368,warehouse_21
shipment_401,SHIP-401-5933,2024-10-29,UPS,TRK-5172819,order_548,warehouse_20
shipment_402,SHIP-402-8347,2024-10-10,UPS,TRK-2380044,order_794,manufacturer_6
shipment_403,SHIP-403-4488,2024-09-19,UPS,TRK-4195336,order_685,warehouse_10
shipment_404,SHIP-404-5056,2024-08-04,DHL,TRK-6172556,order_177,manufacturer_8
shipment_405,SHIP-405-4123,2024-10-12,FedEx,TRK-2986900,order_1247,manufacturer_13
shipment_406,SHIP-406-3904,2024-03-14,UPS,TRK-1478566,order_188,manufacturer_11
shipment_407,SHIP-407-5710,2025-02-08,FedEx,TRK-5014663,order_138,warehouse_1
shipment_408,SHIP-408-6213,2024-09-03,USPS,TRK-1827477,order_422,warehouse_7
shipment_409,SHIP-409-5998,2025-01-07,UPS,TRK-7785470,order_520,warehouse_38
shipment_410,SHIP-410-4300,2023-10-09,UPS,TRK-8146116,order_361,manufacturer_8
shipment_411,SHIP-411-7996,2024-02-01,USPS,TRK-5861244,order_131,warehouse_24
shipment_412,SHIP-412-5548,2024-11-13,UPS,TRK-5249872,order_799,warehouse_39
shipment_413,SHIP-413-4344,2024-03-08,DHL,TRK-2393543,order_798,warehouse_23
shipment_414,SHIP-414-7789,2023-08-15,DHL,TRK-1207343,order_644,warehouse_22
shipment_415,SHIP-415-6720,2024-12-29,UPS,TRK-2442459,order_1015,warehouse_35
shipment_416,SHIP-416-9674,2024-10-08,USPS,TRK-4200512,order_318,warehouse_34
shipment_417,SHIP-417-2853,2025-01-29,USPS,TRK-4531705,order_40,warehouse_8
shipment_418,SHIP-418-7114,2025-01-14,USPS,TRK-4796536,order_53,warehouse_22
shipment_419,SHIP-419-7631,2025-01-18,DHL,TRK-4552302,order_898,warehouse_15
shipment_420,SHIP-420-9808,2024-04-12,DHL,TRK-3979146,order_950,manufacturer_5
shipment_421,SHIP-421-2502,2024-12-29,FedEx,TRK-4930718,order_644,warehouse_22
shipment_422,SHIP-422-6681,2023-08-24,FedEx,TRK-4781354,order_1295,manufacturer_12
shipment_423,SHIP-423-1252,2025-01-24,USPS,TRK-9399736,order_1194,manufacturer_16
shipment_424,SHIP-424-9794,2025-02-02,UPS,TRK-2166916,order_218,warehouse_15
shipment_425,SHIP-425-9039,2025-01-07,FedEx,TRK-4265348,order_29,warehouse_12
shipment_426,SHIP-426-3273,2025-01-25,DHL,TRK-9353551,order_700,manufacturer_13
shipment_427,SHIP-427-2905,2024-06-20,USPS,TRK-2973825,order_202,warehouse_33
shipment_428,SHIP-428-4399,2024-12-30,DHL,TRK-6035440,order_926,warehouse_23
shipment_429,SHIP-429-9937,2025-01-08,USPS,TRK-8782515,order_740,warehouse_4
shipment_430,SHIP-430-1118,2024-12-06,USPS,TRK-2748147,order_800,warehouse_33
shipment_431,SHIP-431-6670,2024-06-07,UPS,TRK-4742873,order_1029,warehouse_27
shipment_432,SHIP-432-5886,2024-11-13,DHL,TRK-1219086,order_296,manufacturer_16
shipment_433,SHIP-433-5423,2025-01-19,USPS,TRK-2503649,order_466,warehouse_32
shipment_434,SHIP-434-3196,2024-02-02,USPS,TRK-6100734,order_798,warehouse_23
shipment_435,SHIP-435-4535,2023-10-06,USPS,TRK-3624329,order_866,warehouse_3
shipment_436,SHIP-436-3853,2025-02-12,DHL,TRK-4161314,order_1080,warehouse_23
shipment_437,SHIP-437-1726,2025-02-03,FedEx,TRK-2725200,order_160,warehouse_39
shipment_438,SHIP-438-1531,2025-02-14,DHL,TRK-9735403,order_935,warehouse_28
shipment_439,SHIP-439-7235,2024-07-24,FedEx,TRK-3416702,order_314,manufacturer_19
shipment_440,SHIP-440-2877,2024-12-03,USPS,TRK-4935563,order_206,warehouse_6
shipment_441,SHIP-441-4824,2023-09-22,DHL,TRK-8646410,order_290,warehouse_5
shipment_442,SHIP-442-2911,2025-01-30,USPS,TRK-6890727,order_1452,warehouse_9
shipment_443,SHIP-443-7686,2025-01-27,DHL,TRK-9250752,order_995,warehouse_14
shipment_444,SHIP-444-4947,2024-12-11,DHL,TRK-2717551,order_428,warehouse_31
shipment_445,SHIP-445-8117,2025-01-09,USPS,TRK-4097076,order_555,manufacturer_16
shipment_446,SHIP-446-8966,2024-12-24,DHL,TRK-4798411,order_648,warehouse_13
shipment_447,SHIP-447-8896,2024-10-01,USPS,TRK-6433690,order_790,manufacturer_18
shipment_448,SHIP-448-5941,2023-11-24,UPS,TRK-2225725,order_1428,warehouse_3
shipment_449,SHIP-449-5218,2024-06-28,DHL,TRK-8962680,order_475,warehouse_22
shipment_450,SHIP-450-7419,2024-10-09,UPS,TRK-2988654,order_304,warehouse_8
shipment_451,SHIP-451-4242,2025-02-14,FedEx,TRK-5557072,order_501,warehouse_11
shipment_452,SHIP-452-7041,2024-05-26,FedEx,TRK-8073248,order_1302,warehouse_17
shipment_453,SHIP-453-3317,2024-12-07,FedEx,TRK-4723925,order_1422,manufacturer_15
shipment_454,SHIP-454-5734,2024-01-30,USPS,TRK-7049362,order_1127,warehouse_28
shipment_455,SHIP-455-7522,2025-02-13,FedEx,TRK-6327901,order_800,warehouse_33
shipment_456,SHIP-456-4716,2025-01-14,USPS,TRK-8164185,order_1231,warehouse_18
shipment_457,SHIP-457-9494,2024-03-29,USPS,TRK-8107164,order_1386,warehouse_19
shipment_458,SHIP-458-7823,2025-01-04,DHL,TRK-2490814,order_1234,warehouse_12
shipment_459,SHIP-459-9552,2025-01-30,UPS,TRK-5908277,order_1104,warehouse_33
shipment_460,SHIP-460-1209,2024-01-22,UPS,TRK-2420139,order_726,warehouse_12
shipment_461,SHIP-461-3907,2023-10-14,USPS,TRK-3683400,order_530,warehouse_39
shipment_462,SHIP-462-4526,2024-08-31,DHL,TRK-4820114,order_1114,warehouse_23
shipment_463,SHIP-463-3324,2025-01-26,FedEx,TRK-5894586,order_1267,warehouse_24
shipment_464,SHIP-464-7026,2024-06-26,FedEx,TRK-6618925,order_202,warehouse_33
shipment_465,SHIP-465-5553,2024-12-09,USPS,TRK-5800203,order_305,warehouse_33
shipment_466,SHIP-466-6310,2024-04-18,UPS,TRK-6946588,order_1001,manufacturer_15
shipment_467,SHIP-467-7042,2024-12-20,USPS,TRK-5241347,order_1269,manufacturer_16
shipment_468,SHIP-468-7519,2024-10-28,DHL,TRK-3438340,order_611,warehouse_2
shipment_469,SHIP-469-1655,2024-11-25,UPS,TRK-9030646,order_521,warehouse_38
shipment_470,SHIP-470-4554,2024-05-01,DHL,TRK-2910281,order_304,warehouse_8
shipment_471,SHIP-471-2122,2024-07-11,UPS,TRK-3245623,order_953,manufacturer_4
shipment_472,SHIP-472-5365,2024-04-16,FedEx,TRK-5853398,order_1151,manufacturer_0
shipment_473,SHIP-473-8534,2024-12-06,USPS,TRK-7683418,order_710,manufacturer_6
shipment_474,SHIP-474-5572,2024-12-30,UPS,TRK-7190052,order_407,warehouse_12
shipment_475,SHIP-475-5937,2023-09-03,UPS,TRK-7889645,order_1065,warehouse_5
shipment_476,SHIP-476-5584,2024-12-30,DHL,TRK-7832932,order_990,warehouse_5
shipment_477,SHIP-477-5884,2024-06-14,DHL,TRK-9305416,order_43,warehouse_39
shipment_478,SHIP-478-2004,2025-01-28,USPS,TRK-4005327,order_230,warehouse_4
shipment_479,SHIP-479-1907,2025-02-04,FedEx,TRK-1458561,order_1014,warehouse_17
shipment_480,SHIP-480-7214,2023-12-01,USPS,TRK-1404950,order_1056,manufacturer_11
shipment_481,SHIP-481-4771,2024-08-06,FedEx,TRK-7958162,order_544,warehouse_28
shipment_482,SHIP-482-5233,2024-01-21,FedEx,TRK-7342383,order_927,warehouse_32
shipment_483,SHIP-483-1840,2024-12-10,USPS,TRK-1452378,order_729,warehouse_25
shipment_484,SHIP-484-2296,2025-01-03,USPS,TRK-2138743,order_373,warehouse_35
shipment_485,SHIP-485-5668,2024-07-25,USPS,TRK-2451924,order_1248,warehouse_9
shipment_486,SHIP-486-8670,2024-04-28,UPS,TRK-7053254,order_250,manufacturer_0
shipment_487,SHIP-487-4657,2025-01-24,DHL,TRK-8210343,order_1102,manufacturer_15
shipment_488,SHIP-488-5347,2024-08-03,USPS,TRK-5670847,order_465,manufacturer_18
shipment_489,SHIP-489-6510,2024-01-18,USPS,TRK-1304527,order_1247,manufacturer_13
shipment_490,SHIP-490-9795,2023-12-14,USPS,TRK-6152045,order_372,manufacturer_9
shipment_491,SHIP-491-5371,2024-11-25,FedEx,TRK-7524957,order_26,warehouse_17
shipment_492,SHIP-492-2970,2025-02-04,DHL,TRK-8966861,order_1189,warehouse_4
shipment_493,SHIP-493-8394,2024-02-22,USPS,TRK-3430251,order_23,manufacturer_15
shipment_494,SHIP-494-8070,2025-02-09,FedEx,TRK-6978985,order_1125,warehouse_6
shipment_495,SHIP-495-2692,2024-08-25,USPS,TRK-2532548,order_18,warehouse_19
shipment_496,SHIP-496-1326,2024-06-17,USPS,TRK-2566640,order_353,warehouse_31
shipment_497,SHIP-497-1089,2024-07-13,DHL,TRK-5205946,order_133,warehouse_8
shipment_498,SHIP-498-6802,2024-08-20,USPS,TRK-6147182,order_532,warehouse_6
shipment_499,SHIP-499-3921,2024-04-17,USPS,TRK-7967240,order_1476,manufacturer_7
shipment_500,SHIP-500-2511,2025-02-17,USPS,TRK-7995471,order_1479,warehouse_34
shipment_501,SHIP-501-9452,2024-12-19,FedEx,TRK-5853532,order_1350,warehouse_10
shipment_502,SHIP-502-5248,2024-09-01,DHL,TRK-9590702,order_65,warehouse_31
shipment_503,SHIP-503-6456,2023-08-16,DHL,TRK-9297868,order_1193,manufacturer_7
shipment_504,SHIP-504-5779,2025-01-18,UPS,TRK-5143929,order_172,warehouse_16
shipment_505,SHIP-505-5378,2024-05-22,USPS,TRK-6491915,order_349,warehouse_21
shipment_506,SHIP-506-1942,2025-01-26,UPS,TRK-1697767,order_1091,warehouse_36
shipment_507,SHIP-507-3215,2024-08-23,DHL,TRK-1186473,order_176,warehouse_27
shipment_508,SHIP-508-9075,2024-11-05,USPS,TRK-1210553,order_165,warehouse_19
shipment_509,SHIP-509-2895,2023-07-14,UPS,TRK-3474987,order_587,warehouse_10
shipment_510,SHIP-510-7898,2024-04-15,UPS,TRK-1851516,order_1315,manufacturer_15
shipment_511,SHIP-511-9102,2024-11-14,DHL,TRK-4985135,order_196,manufacturer_16
shipment_512,SHIP-512-1340,2025-02-17,UPS,TRK-9087876,order_1313,manufacturer_8
shipment_513,SHIP-513-3855,2024-09-26,FedEx,TRK-1151813,order_491,manufacturer_13
shipment_514,SHIP-514-5935,2024-10-31,USPS,TRK-8443435,order_874,warehouse_4
shipment_515,SHIP-515-1139,2023-11-26,DHL,TRK-1617815,order_856,manufacturer_17
shipment_516,SHIP-516-8538,2025-01-29,USPS,TRK-7479247,order_700,manufacturer_13
shipment_517,SHIP-517-1037,2024-02-24,USPS,TRK-1107037,order_83,warehouse_18
shipment_518,SHIP-518-8434,2023-07-31,USPS,TRK-4542973,order_67,warehouse_8
shipment_519,SHIP-519-8075,2024-04-14,DHL,TRK-6226780,order_43,warehouse_39
shipment_520,SHIP-520-2825,2025-01-09,DHL,TRK-8764468,order_1000,warehouse_17
shipment_521,SHIP-521-2883,2025-02-16,USPS,TRK-4744873,order_1024,warehouse_22
shipment_522,SHIP-522-4614,2024-03-12,UPS,TRK-5171012,order_17,manufacturer_12
shipment_523,SHIP-523-7040,2023-12-15,FedEx,TRK-1481490,order_1477,warehouse_14
shipment_524,SHIP-524-9897,2024-02-15,USPS,TRK-7016216,order_1019,warehouse_8
shipment_525,SHIP-525-5675,2025-02-12,UPS,TRK-9027404,order_1213,warehouse_20
shipment_526,SHIP-526-5569,2025-02-05,DHL,TRK-8331976,order_990,warehouse_5
shipment_527,SHIP-527-2826,2024-03-31,DHL,TRK-9663954,order_921,warehouse_22
shipment_528,SHIP-528-9089,2024-12-12,DHL,TRK-5277847,order_922,warehouse_27
shipment_529,SHIP-529-1758,2025-01-26,FedEx,TRK-6296448,order_949,warehouse_35
shipment_530,SHIP-530-1100,2025-01-26,USPS,TRK-2460118,order_213,manufacturer_4
shipment_531,SHIP-531-6571,2025-01-25,FedEx,TRK-3685588,order_1026,warehouse_18
shipment_532,SHIP-532-1095,2024-11-13,UPS,TRK-7802382,order_812,warehouse_25
shipment_533,SHIP-533-8494,2025-02-16,FedEx,TRK-2601779,order_666,manufacturer_12
shipment_534,SHIP-534-6323,2024-09-02,USPS,TRK-5795089,order_479,warehouse_5
shipment_535,SHIP-535-9136,2024-12-18,FedEx,TRK-9960892,order_1202,warehouse_3
shipment_536,SHIP-536-5293,2023-09-09,UPS,TRK-8921628,order_309,manufacturer_6
shipment_537,SHIP-537-5887,2024-11-10,USPS,TRK-5936310,order_390,warehouse_32
shipment_538,SHIP-538-4035,2024-09-23,FedEx,TRK-7256798,order_736,manufacturer_11
shipment_539,SHIP-539-6192,2024-10-15,USPS,TRK-4327031,order_1475,warehouse_15
shipment_540,SHIP-540-4533,2024-02-03,DHL,TRK-3653902,order_1413,warehouse_16
shipment_541,SHIP-541-4981,2024-12-19,UPS,TRK-5702753,order_390,warehouse_32
shipment_542,SHIP-542-9959,2024-02-01,UPS,TRK-8132814,order_795,warehouse_9
shipment_543,SHIP-543-2735,2025-02-05,UPS,TRK-1279774,order_924,warehouse_24
shipment_544,SHIP-544-6542,2024-05-17,UPS,TRK-7560000,order_741,warehouse_29
shipment_545,SHIP-545-8048,2024-09-16,USPS,TRK-9929420,order_1404,warehouse_10
shipment_546,SHIP-546-7352,2024-07-06,DHL,TRK-9465460,order_681,warehouse_14
shipment_547,SHIP-547-5821,2024-09-30,DHL,TRK-2948135,order_234,warehouse_19
shipment_548,SHIP-548-7544,2024-07-03,FedEx,TRK-1458419,order_565,warehouse_13
shipment_549,SHIP-549-8019,2023-10-22,USPS,TRK-9567041,order_1171,warehouse_17
shipment_550,SHIP-550-7610,2024-10-31,UPS,TRK-1823858,order_824,warehouse_25
shipment_551,SHIP-551-5655,2025-01-16,UPS,TRK-5295207,order_763,manufacturer_12
shipment_552,SHIP-552-8242,2023-08-08,DHL,TRK-4128721,order_704,manufacturer_13
shipment_553,SHIP-553-2344,2023-08-24,FedEx,TRK-2865516,order_1191,warehouse_35
shipment_554,SHIP-554-3410,2024-11-21,DHL,TRK-8602551,order_156,warehouse_3
shipment_555,SHIP-555-8979,2023-11-05,DHL,TRK-5120677,order_1130,warehouse_21
shipment_556,SHIP-556-9106,2024-03-24,UPS,TRK-2507956,order_634,warehouse_9
shipment_557,SHIP-557-5884,2024-11-15,UPS,TRK-2686475,order_206,warehouse_6
shipment_558,SHIP-558-3378,2024-10-24,UPS,TRK-3974646,order_88,warehouse_36
shipment_559,SHIP-559-4540,2024-06-01,FedEx,TRK-8152761,order_368,warehouse_12
shipment_560,SHIP-560-8191,2024-12-27,FedEx,TRK-1084477,order_772,manufacturer_5
shipment_561,SHIP-561-5486,2024-11-10,FedEx,TRK-5254773,order_886,warehouse_31
shipment_562,SHIP-562-6401,2024-10-03,FedEx,TRK-5008135,order_930,warehouse_2
shipment_563,SHIP-563-3753,2024-06-24,DHL,TRK-9129531,order_1255,warehouse_11
shipment_564,SHIP-564-7329,2025-02-14,USPS,TRK-9681683,order_98,warehouse_21
shipment_565,SHIP-565-3614,2024-01-19,USPS,TRK-5861801,order_204,manufacturer_19
shipment_566,SHIP-566-6236,2025-02-11,UPS,TRK-1879563,order_118,manufacturer_15
shipment_567,SHIP-567-3276,2025-01-18,UPS,TRK-5894366,order_784,warehouse_36
shipment_568,SHIP-568-8371,2024-10-20,USPS,TRK-5044476,order_587,warehouse_10
shipment_569,SHIP-569-3990,2023-12-22,USPS,TRK-8859853,order_725,manufacturer_18
shipment_570,SHIP-570-8753,2024-11-19,USPS,TRK-5322232,order_931,warehouse_16
shipment_571,SHIP-571-2846,2024-06-16,FedEx,TRK-6386460,order_553,warehouse_23
shipment_572,SHIP-572-2999,2024-02-20,USPS,TRK-6504187,order_681,warehouse_14
shipment_573,SHIP-573-6027,2024-10-25,DHL,TRK-8462145,order_806,manufacturer_13
shipment_574,SHIP-574-9123,2025-01-05,FedEx,TRK-7064660,order_148,manufacturer_3
shipment_575,SHIP-575-6025,2024-11-29,UPS,TRK-1614019,order_1117,warehouse_2
shipment_576,SHIP-576-6642,2024-07-23,FedEx,TRK-1463904,order_1315,manufacturer_15
shipment_577,SHIP-577-4400,2025-01-26,DHL,TRK-2488419,order_637,warehouse_22
shipment_578,SHIP-578-6733,2025-01-14,UPS,TRK-7896795,order_710,manufacturer_6
shipment_579,SHIP-579-5542,2024-04-18,UPS,TRK-6328821,order_1257,warehouse_10
shipment_580,SHIP-580-8262,2024-12-16,DHL,TRK-4228352,order_339,warehouse_19
shipment_581,SHIP-581-3664,2024-09-25,DHL,TRK-5456984,order_853,manufacturer_10
shipment_582,SHIP-582-6764,2025-01-26,UPS,TRK-9319347,order_236,warehouse_36
shipment_583,SHIP-583-5732,2024-11-27,FedEx,TRK-2094498,order_1487,manufacturer_10
shipment_584,SHIP-584-9782,2024-07-20,FedEx,TRK-8607641,order_1050,manufacturer_6
shipment_585,SHIP-585-3153,2024-11-25,FedEx,TRK-9206128,order_571,warehouse_20
shipment_586,SHIP-586-4852,2023-08-24,USPS,TRK-6640393,order_1180,manufacturer_9
shipment_587,SHIP-587-8008,2024-09-20,DHL,TRK-9171440,order_953,manufacturer_4
shipment_588,SHIP-588-5849,2024-08-13,DHL,TRK-5230832,order_403,manufacturer_19
shipment_589,SHIP-589-3109,2024-07-09,DHL,TRK-6722040,order_1169,manufacturer_9
shipment_590,SHIP-590-9539,2024-06-29,DHL,TRK-4160244,order_830,warehouse_8
shipment_591,SHIP-591-6669,2024-10-18,DHL,TRK-9478962,order_440,warehouse_18
shipment_592,SHIP-592-1963,2023-11-23,USPS,TRK-1444215,order_333,warehouse_0
shipment_593,SHIP-593-7912,2024-12-19,USPS,TRK-5627481,order_771,warehouse_14
shipment_594,SHIP-594-2039,2024-10-14,UPS,TRK-5677119,order_81,warehouse_4
