id,orderNumber,orderDate,status,totalAmount,sellerType,sellerID,retailerID,productIDs
order_346,ON-346-9647,2024-01-05,Shipped,20611.01,warehouse,warehouse_14,retailer_25,"['product_106', 'product_123', 'product_248', 'product_185']"
order_347,ON-347-5915,2024-06-12,Delivered,1250.0,warehouse,warehouse_3,retailer_6,['product_133']
order_348,ON-348-8012,2024-05-15,Cancelled,10299.09,manufacturer,manufacturer_7,retailer_29,"['product_169', 'product_197', 'product_178']"
order_349,ON-349-4142,2023-04-28,Delivered,16950.82,warehouse,warehouse_21,retailer_38,"['product_133', 'product_55', 'product_96', 'product_124', 'product_31']"
order_350,ON-350-1297,2023-11-01,Shipped,11361.75,warehouse,warehouse_5,retailer_26,"['product_51', 'product_131', 'product_72', 'product_158']"
order_351,ON-351-4538,2025-01-26,Delivered,1698.64,manufacturer,manufacturer_17,retailer_9,"['product_51', 'product_165', 'product_104']"
order_352,ON-352-1082,2024-08-31,Delivered,5648.81,warehouse,warehouse_27,retailer_44,"['product_196', 'product_29', 'product_198']"
order_353,ON-353-7110,2023-07-27,Delivered,21110.09,warehouse,warehouse_31,retailer_15,"['product_138', 'product_180', 'product_24', 'product_243', 'product_217']"
order_354,ON-354-7370,2024-06-11,Pending,6492.22,warehouse,warehouse_23,retailer_18,"['product_123', 'product_7', 'product_171']"
order_355,ON-355-7534,2024-02-07,Delivered,13185.42,warehouse,warehouse_25,retailer_39,"['product_38', 'product_135', 'product_103', 'product_186', 'product_200']"
order_356,ON-356-4654,2025-01-04,Shipped,2303.56,manufacturer,manufacturer_19,retailer_21,"['product_23', 'product_147', 'product_200', 'product_77']"
order_357,ON-357-9055,2024-01-06,Shipped,4231.79,manufacturer,manufacturer_0,retailer_0,"['product_197', 'product_208']"
order_358,ON-358-5732,2024-10-12,Cancelled,16831.34,warehouse,warehouse_9,retailer_35,"['product_24', 'product_243', 'product_186', 'product_202']"
order_359,ON-359-6493,2023-09-09,Shipped,16910.11,manufacturer,manufacturer_13,retailer_46,"['product_101', 'product_200', 'product_123', 'product_233']"
order_360,ON-360-4565,2024-11-10,Cancelled,3002.08,warehouse,warehouse_24,retailer_35,"['product_3', 'product_72', 'product_197', 'product_38']"
order_361,ON-361-6845,2023-08-19,Pending,3073.62,manufacturer,manufacturer_8,retailer_19,"['product_204', 'product_195']"
order_362,ON-362-7178,2024-10-26,Pending,22564.66,warehouse,warehouse_7,retailer_17,"['product_86', 'product_202', 'product_158', 'product_211', 'product_1']"
order_363,ON-363-9409,2025-01-08,Pending,1356.0,warehouse,warehouse_7,retailer_37,['product_202']
order_364,ON-364-9836,2024-05-16,Delivered,2031.36,manufacturer,manufacturer_16,retailer_44,"['product_186', 'product_198', 'product_156']"
order_365,ON-365-1137,2024-05-26,Cancelled,5922.61,manufacturer,manufacturer_6,retailer_47,"['product_116', 'product_58', 'product_101', 'product_217']"
order_366,ON-366-7597,2023-12-12,Delivered,598.92,warehouse,warehouse_32,retailer_20,['product_211']
order_367,ON-367-8193,2023-08-27,Shipped,1050.39,warehouse,warehouse_19,retailer_14,['product_111']
order_368,ON-368-2945,2024-05-19,Pending,2241.75,warehouse,warehouse_12,retailer_19,"['product_160', 'product_59']"
order_369,ON-369-9186,2024-01-31,Shipped,11227.27,warehouse,warehouse_28,retailer_25,"['product_37', 'product_196', 'product_215', 'product_131']"
order_370,ON-370-4889,2024-10-01,Pending,18278.44,manufacturer,manufacturer_3,retailer_29,"['product_158', 'product_187', 'product_221']"
order_371,ON-371-6519,2023-08-26,Shipped,10454.18,warehouse,warehouse_4,retailer_0,"['product_186', 'product_23', 'product_72', 'product_59', 'product_191']"
order_372,ON-372-8386,2023-09-27,Shipped,4088.11,manufacturer,manufacturer_9,retailer_6,"['product_149', 'product_60', 'product_145', 'product_204', 'product_138']"
order_373,ON-373-4932,2024-10-19,Shipped,1686.22,warehouse,warehouse_35,retailer_33,"['product_103', 'product_51']"
order_374,ON-374-2373,2024-08-26,Delivered,7383.77,warehouse,warehouse_29,retailer_21,"['product_168', 'product_243', 'product_9', 'product_234']"
order_375,ON-375-5537,2024-12-17,Delivered,9000.52,warehouse,warehouse_14,retailer_9,"['product_37', 'product_208', 'product_23']"
order_376,ON-376-8041,2025-01-19,Pending,525.68,warehouse,warehouse_14,retailer_1,['product_47']
order_377,ON-377-9984,2023-05-18,Delivered,19206.63,manufacturer,manufacturer_12,retailer_33,"['product_241', 'product_219', 'product_11', 'product_185']"
order_378,ON-378-8066,2024-10-14,Shipped,18046.9,warehouse,warehouse_30,retailer_28,"['product_38', 'product_37', 'product_171', 'product_140', 'product_28']"
order_379,ON-379-6457,2024-11-04,Delivered,1795.44,warehouse,warehouse_12,retailer_39,"['product_59', 'product_137']"
order_380,ON-380-4433,2023-07-25,Delivered,8367.15,warehouse,warehouse_16,retailer_28,"['product_59', 'product_124']"
order_381,ON-381-2436,2023-05-25,Pending,11853.7,warehouse,warehouse_5,retailer_43,"['product_131', 'product_70']"
order_382,ON-382-1820,2023-11-05,Pending,10907.59,manufacturer,manufacturer_16,retailer_40,"['product_123', 'product_164']"
order_383,ON-383-4830,2024-09-22,Pending,13513.82,warehouse,warehouse_6,retailer_17,"['product_158', 'product_204']"
order_384,ON-384-4144,2023-10-16,Shipped,185.96,warehouse,warehouse_25,retailer_14,['product_60']
order_385,ON-385-9890,2024-01-28,Delivered,12876.58,warehouse,warehouse_11,retailer_19,"['product_220', 'product_144', 'product_47']"
order_386,ON-386-5600,2024-04-04,Delivered,8901.9,warehouse,warehouse_24,retailer_24,"['product_202', 'product_3', 'product_29']"
order_387,ON-387-5652,2023-11-07,Delivered,3152.91,manufacturer,manufacturer_5,retailer_25,"['product_69', 'product_222']"
order_388,ON-388-3302,2023-08-20,Pending,16537.59,warehouse,warehouse_32,retailer_45,"['product_1', 'product_159', 'product_8', 'product_169', 'product_101']"
order_389,ON-389-9568,2024-06-25,Pending,12318.32,manufacturer,manufacturer_7,retailer_7,"['product_198', 'product_183', 'product_197', 'product_234']"
order_390,ON-390-1099,2024-06-19,Shipped,7961.67,warehouse,warehouse_32,retailer_49,"['product_37', 'product_8', 'product_77']"
order_391,ON-391-6364,2024-03-15,Pending,6690.88,warehouse,warehouse_13,retailer_30,"['product_111', 'product_34', 'product_221', 'product_108']"
order_392,ON-392-5315,2025-01-13,Pending,530.4,warehouse,warehouse_1,retailer_37,['product_189']
order_393,ON-393-7707,2023-04-15,Pending,396.9,warehouse,warehouse_39,retailer_39,['product_145']
order_394,ON-394-8618,2024-06-28,Cancelled,4754.22,warehouse,warehouse_16,retailer_25,['product_86']
order_395,ON-395-2560,2024-11-04,Shipped,7677.74,warehouse,warehouse_35,retailer_45,"['product_189', 'product_196', 'product_200']"
order_396,ON-396-2947,2023-06-13,Pending,4700.52,manufacturer,manufacturer_11,retailer_22,"['product_136', 'product_93', 'product_221']"
order_397,ON-397-1366,2024-11-09,Delivered,1020.05,warehouse,warehouse_23,retailer_6,"['product_123', 'product_171']"
order_398,ON-398-2386,2025-01-16,Shipped,1544.9,warehouse,warehouse_23,retailer_29,"['product_32', 'product_239', 'product_221', 'product_7']"
order_399,ON-399-8220,2023-06-22,Shipped,6028.66,warehouse,warehouse_10,retailer_29,"['product_213', 'product_156', 'product_200', 'product_240', 'product_81']"
order_400,ON-400-9869,2024-08-08,Shipped,1279.6,manufacturer,manufacturer_13,retailer_12,['product_165']
order_401,ON-401-8389,2024-08-01,Delivered,2752.92,warehouse,warehouse_1,retailer_4,"['product_189', 'product_146']"
order_402,ON-402-3010,2023-02-19,Cancelled,9287.36,manufacturer,manufacturer_17,retailer_39,"['product_196', 'product_87', 'product_104', 'product_211']"
order_403,ON-403-4979,2024-08-01,Shipped,12957.23,manufacturer,manufacturer_19,retailer_13,"['product_77', 'product_5', 'product_8', 'product_111']"
order_404,ON-404-7607,2023-04-08,Pending,8327.08,manufacturer,manufacturer_19,retailer_11,"['product_5', 'product_159']"
order_405,ON-405-8246,2024-04-22,Shipped,6326.28,warehouse,warehouse_2,retailer_18,"['product_232', 'product_158']"
order_406,ON-406-5576,2024-08-21,Delivered,11525.13,manufacturer,manufacturer_4,retailer_19,"['product_168', 'product_146', 'product_246', 'product_44', 'product_207']"
order_407,ON-407-2885,2024-12-17,Pending,8544.74,warehouse,warehouse_12,retailer_16,"['product_104', 'product_65', 'product_29']"
order_408,ON-408-7417,2024-09-14,Shipped,15659.76,warehouse,warehouse_8,retailer_34,"['product_249', 'product_52', 'product_190', 'product_7']"
order_409,ON-409-6475,2024-06-26,Pending,1861.04,warehouse,warehouse_1,retailer_48,"['product_47', 'product_1', 'product_69']"
order_410,ON-410-8233,2023-09-15,Shipped,23423.43,warehouse,warehouse_5,retailer_41,"['product_220', 'product_16', 'product_233', 'product_158', 'product_237']"
order_411,ON-411-8501,2024-08-16,Pending,5931.62,warehouse,warehouse_22,retailer_13,"['product_239', 'product_178', 'product_154', 'product_77']"
order_412,ON-412-9339,2024-01-20,Pending,12578.84,manufacturer,manufacturer_1,retailer_9,"['product_154', 'product_220', 'product_249']"
order_413,ON-413-4046,2024-06-26,Pending,5464.81,warehouse,warehouse_5,retailer_35,"['product_86', 'product_59', 'product_237']"
order_414,ON-414-2354,2023-04-13,Cancelled,5182.26,warehouse,warehouse_35,retailer_16,"['product_222', 'product_200']"
order_415,ON-415-9415,2023-04-22,Shipped,7175.72,warehouse,warehouse_24,retailer_34,"['product_144', 'product_197', 'product_242', 'product_213']"
order_416,ON-416-3301,2024-03-14,Delivered,20052.3,warehouse,warehouse_12,retailer_26,"['product_124', 'product_65', 'product_246']"
order_417,ON-417-6201,2024-12-23,Cancelled,8501.1,manufacturer,manufacturer_5,retailer_30,['product_2']
order_418,ON-418-5757,2024-04-16,Pending,19921.04,manufacturer,manufacturer_3,retailer_41,"['product_155', 'product_5', 'product_65', 'product_187', 'product_178']"
order_419,ON-419-2259,2023-04-16,Delivered,15282.46,manufacturer,manufacturer_1,retailer_38,"['product_154', 'product_249', 'product_157', 'product_220']"
order_420,ON-420-4313,2024-10-12,Shipped,1273.0,warehouse,warehouse_32,retailer_21,"['product_37', 'product_156']"
order_421,ON-421-5787,2023-04-30,Pending,3540.5,warehouse,warehouse_2,retailer_34,"['product_47', 'product_178']"
order_422,ON-422-2924,2024-04-10,Pending,485.01,warehouse,warehouse_7,retailer_29,['product_67']
order_423,ON-423-9551,2024-01-22,Pending,186.04,warehouse,warehouse_13,retailer_27,['product_121']
order_424,ON-424-3591,2023-11-25,Delivered,1180.44,warehouse,warehouse_20,retailer_37,['product_16']
order_425,ON-425-4385,2023-03-25,Pending,1576.48,manufacturer,manufacturer_18,retailer_42,['product_215']
order_426,ON-426-8588,2023-10-11,Delivered,23047.74,warehouse,warehouse_34,retailer_47,"['product_91', 'product_154', 'product_102', 'product_131', 'product_135']"
order_427,ON-427-1533,2024-09-07,Delivered,710.7,warehouse,warehouse_4,retailer_1,['product_99']
order_428,ON-428-4959,2023-05-10,Pending,10837.54,warehouse,warehouse_31,retailer_17,"['product_180', 'product_51', 'product_220', 'product_45', 'product_2']"
order_429,ON-429-1730,2023-08-05,Pending,7571.43,manufacturer,manufacturer_9,retailer_2,"['product_138', 'product_204', 'product_60']"
order_430,ON-430-8099,2023-08-28,Pending,10137.43,warehouse,warehouse_31,retailer_27,"['product_202', 'product_138', 'product_187']"
order_431,ON-431-6581,2024-10-13,Delivered,19.26,warehouse,warehouse_9,retailer_4,['product_108']
order_432,ON-432-7565,2024-03-05,Pending,3479.58,manufacturer,manufacturer_13,retailer_9,['product_87']
order_433,ON-433-3844,2023-12-28,Cancelled,3486.93,warehouse,warehouse_27,retailer_3,"['product_196', 'product_238']"
order_434,ON-434-7323,2024-11-13,Delivered,1110.69,warehouse,warehouse_2,retailer_42,['product_151']
order_435,ON-435-4758,2024-05-29,Cancelled,10150.99,warehouse,warehouse_10,retailer_25,"['product_240', 'product_213', 'product_87', 'product_200']"
order_436,ON-436-3199,2023-11-27,Cancelled,6191.9,warehouse,warehouse_31,retailer_18,"['product_243', 'product_45', 'product_202']"
order_437,ON-437-1005,2025-01-04,Pending,12618.6,warehouse,warehouse_32,retailer_18,"['product_8', 'product_77', 'product_169', 'product_58']"
order_438,ON-438-3999,2023-07-31,Shipped,4708.57,warehouse,warehouse_36,retailer_45,"['product_32', 'product_122', 'product_213', 'product_87', 'product_37']"
order_439,ON-439-6700,2025-01-21,Pending,6988.93,warehouse,warehouse_30,retailer_16,"['product_140', 'product_4', 'product_232', 'product_240']"
order_440,ON-440-7470,2023-07-31,Pending,11078.41,warehouse,warehouse_18,retailer_40,"['product_189', 'product_101', 'product_97', 'product_233']"
order_441,ON-441-8264,2024-03-20,Pending,13106.01,manufacturer,manufacturer_17,retailer_45,"['product_196', 'product_165', 'product_211', 'product_104', 'product_87']"
order_442,ON-442-3036,2024-08-23,Shipped,7382.3,warehouse,warehouse_30,retailer_5,"['product_101', 'product_20', 'product_183', 'product_144']"
order_443,ON-443-2105,2023-12-20,Delivered,15086.39,manufacturer,manufacturer_8,retailer_18,"['product_221', 'product_40', 'product_164', 'product_204', 'product_103']"
order_444,ON-444-7320,2024-12-13,Delivered,12434.97,warehouse,warehouse_33,retailer_44,"['product_31', 'product_154', 'product_146', 'product_29']"
order_445,ON-445-7833,2025-02-13,Cancelled,11411.3,warehouse,warehouse_38,retailer_47,"['product_221', 'product_34', 'product_10', 'product_138', 'product_247']"
order_446,ON-446-4623,2024-10-26,Shipped,3002.38,warehouse,warehouse_18,retailer_44,"['product_17', 'product_196']"
order_447,ON-447-8922,2024-11-29,Shipped,17462.44,warehouse,warehouse_25,retailer_9,"['product_16', 'product_103', 'product_213', 'product_86', 'product_81']"
order_448,ON-448-8313,2025-01-22,Pending,11396.39,manufacturer,manufacturer_13,retailer_28,"['product_123', 'product_191', 'product_233', 'product_52']"
order_449,ON-449-4361,2024-01-31,Delivered,7304.41,warehouse,warehouse_8,retailer_30,"['product_198', 'product_221', 'product_91', 'product_202']"
order_450,ON-450-8287,2023-06-22,Pending,5423.1,manufacturer,manufacturer_0,retailer_42,"['product_189', 'product_202']"
order_451,ON-451-3549,2023-03-20,Cancelled,8093.35,warehouse,warehouse_8,retailer_25,"['product_86', 'product_52', 'product_185', 'product_138', 'product_190']"
order_452,ON-452-8751,2024-10-30,Delivered,290.16,warehouse,warehouse_34,retailer_13,['product_91']
order_453,ON-453-8977,2023-06-27,Shipped,6407.58,warehouse,warehouse_31,retailer_45,"['product_168', 'product_187']"
order_454,ON-454-6944,2024-07-28,Pending,1205.28,warehouse,warehouse_11,retailer_11,['product_96']
order_455,ON-455-1791,2023-03-04,Delivered,12560.73,warehouse,warehouse_35,retailer_21,"['product_222', 'product_7', 'product_196', 'product_200', 'product_57']"
order_456,ON-456-7529,2024-07-29,Delivered,18563.01,warehouse,warehouse_24,retailer_0,"['product_144', 'product_72', 'product_23', 'product_175', 'product_3']"
order_457,ON-457-8366,2024-08-07,Shipped,4274.01,manufacturer,manufacturer_5,retailer_39,"['product_32', 'product_2', 'product_69']"
order_458,ON-458-9823,2023-06-19,Shipped,222.44,warehouse,warehouse_7,retailer_4,['product_23']
order_459,ON-459-1589,2023-08-14,Pending,8599.46,warehouse,warehouse_3,retailer_20,"['product_22', 'product_156', 'product_221', 'product_239', 'product_147']"
order_460,ON-460-8412,2023-03-25,Pending,14229.36,warehouse,warehouse_2,retailer_11,"['product_58', 'product_158', 'product_144', 'product_213']"
order_461,ON-461-7111,2024-07-29,Pending,5229.94,warehouse,warehouse_35,retailer_10,['product_57']
order_462,ON-462-7332,2023-12-16,Cancelled,8140.71,manufacturer,manufacturer_12,retailer_41,"['product_241', 'product_187', 'product_185', 'product_97']"
order_463,ON-463-3248,2024-02-13,Cancelled,1746.85,warehouse,warehouse_32,retailer_8,['product_211']
order_464,ON-464-7603,2024-06-20,Delivered,14273.18,warehouse,warehouse_0,retailer_48,"['product_227', 'product_188', 'product_133', 'product_97']"
order_465,ON-465-4189,2024-06-23,Delivered,9788.72,manufacturer,manufacturer_18,retailer_23,"['product_175', 'product_96', 'product_215', 'product_237', 'product_243']"
order_466,ON-466-1650,2023-07-05,Delivered,8716.21,warehouse,warehouse_32,retailer_45,"['product_8', 'product_164', 'product_237', 'product_234', 'product_156']"
order_467,ON-467-3348,2024-12-08,Cancelled,3019.5,warehouse,warehouse_3,retailer_21,['product_239']
order_468,ON-468-7582,2024-02-28,Delivered,6722.55,warehouse,warehouse_36,retailer_13,"['product_222', 'product_213', 'product_198', 'product_247', 'product_165']"
order_469,ON-469-5441,2024-06-03,Pending,14865.35,manufacturer,manufacturer_12,retailer_6,"['product_187', 'product_202', 'product_97']"
order_470,ON-470-5751,2024-12-07,Cancelled,10250.56,warehouse,warehouse_5,retailer_33,"['product_233', 'product_27', 'product_204']"
order_471,ON-471-3693,2024-06-29,Pending,11492.63,warehouse,warehouse_33,retailer_35,"['product_210', 'product_221', 'product_38', 'product_31']"
order_472,ON-472-9839,2023-04-02,Delivered,6286.42,manufacturer,manufacturer_7,retailer_9,"['product_165', 'product_120']"
order_473,ON-473-9097,2023-10-30,Shipped,16252.02,warehouse,warehouse_21,retailer_3,"['product_31', 'product_124', 'product_12', 'product_102']"
order_474,ON-474-5698,2024-04-11,Shipped,13861.39,warehouse,warehouse_35,retailer_25,"['product_57', 'product_8', 'product_129']"
order_475,ON-475-9256,2023-05-08,Shipped,13745.84,warehouse,warehouse_22,retailer_40,"['product_220', 'product_81']"
order_476,ON-476-7668,2024-07-07,Shipped,845.25,manufacturer,manufacturer_16,retailer_18,['product_156']
order_477,ON-477-6579,2024-03-23,Shipped,15516.33,warehouse,warehouse_16,retailer_23,"['product_124', 'product_104', 'product_1', 'product_144']"
order_478,ON-478-4386,2023-07-27,Shipped,10172.05,warehouse,warehouse_21,retailer_32,"['product_10', 'product_87', 'product_208']"
order_479,ON-479-4351,2024-07-11,Pending,4143.96,warehouse,warehouse_5,retailer_19,"['product_9', 'product_16', 'product_51', 'product_27', 'product_158']"
order_480,ON-480-3003,2023-08-11,Delivered,11970.37,warehouse,warehouse_38,retailer_19,"['product_29', 'product_99', 'product_137', 'product_133', 'product_70']"
order_481,ON-481-2277,2023-07-02,Cancelled,7224.91,manufacturer,manufacturer_4,retailer_40,"['product_20', 'product_104', 'product_101']"
order_482,ON-482-4059,2023-02-26,Delivered,8108.82,warehouse,warehouse_13,retailer_22,"['product_239', 'product_123']"
order_483,ON-483-7962,2024-08-18,Pending,1335.63,manufacturer,manufacturer_4,retailer_45,"['product_104', 'product_20', 'product_241']"
order_484,ON-484-3774,2024-01-21,Cancelled,6307.84,warehouse,warehouse_23,retailer_5,"['product_239', 'product_7', 'product_227', 'product_171', 'product_173']"
order_485,ON-485-4956,2024-10-26,Shipped,10041.87,manufacturer,manufacturer_16,retailer_47,"['product_240', 'product_198', 'product_169', 'product_186', 'product_156']"
order_486,ON-486-4386,2023-05-26,Shipped,11003.3,manufacturer,manufacturer_7,retailer_16,"['product_2', 'product_183']"
order_487,ON-487-9553,2025-01-02,Delivered,5933.89,warehouse,warehouse_11,retailer_34,"['product_221', 'product_47', 'product_165', 'product_11']"
order_488,ON-488-6707,2024-07-21,Delivered,1491.2,warehouse,warehouse_32,retailer_36,['product_175']
order_489,ON-489-2772,2023-10-07,Shipped,12582.5,manufacturer,manufacturer_13,retailer_15,"['product_96', 'product_233', 'product_123']"
order_490,ON-490-5123,2024-09-26,Pending,8271.24,manufacturer,manufacturer_3,retailer_29,"['product_158', 'product_187', 'product_178']"
order_491,ON-491-1466,2023-09-20,Shipped,17783.15,manufacturer,manufacturer_13,retailer_8,"['product_200', 'product_233', 'product_12', 'product_165']"
order_492,ON-492-7680,2025-01-18,Cancelled,3130.98,warehouse,warehouse_1,retailer_34,"['product_217', 'product_108']"
order_493,ON-493-2452,2023-10-02,Pending,3505.36,warehouse,warehouse_12,retailer_12,"['product_238', 'product_189', 'product_59', 'product_11']"
order_494,ON-494-3887,2023-12-06,Delivered,14089.71,manufacturer,manufacturer_0,retailer_17,"['product_191', 'product_65', 'product_70', 'product_197', 'product_38']"
order_495,ON-495-1107,2023-02-20,Pending,767.76,warehouse,warehouse_20,retailer_2,['product_165']
order_496,ON-496-1263,2023-05-26,Shipped,5244.52,warehouse,warehouse_16,retailer_8,"['product_144', 'product_104', 'product_176']"
order_497,ON-497-5683,2025-01-27,Cancelled,6718.0,warehouse,warehouse_33,retailer_40,"['product_4', 'product_122', 'product_10']"
order_498,ON-498-1128,2023-09-18,Shipped,2065.84,warehouse,warehouse_0,retailer_39,['product_8']
order_499,ON-499-6903,2024-09-28,Cancelled,24584.17,warehouse,warehouse_15,retailer_1,"['product_246', 'product_152', 'product_129', 'product_218', 'product_123']"
order_500,ON-500-1150,2024-04-29,Shipped,2940.18,warehouse,warehouse_11,retailer_25,"['product_96', 'product_9', 'product_59']"
order_501,ON-501-4640,2025-02-11,Delivered,4659.96,warehouse,warehouse_11,retailer_4,"['product_221', 'product_211']"
order_502,ON-502-5706,2023-10-29,Cancelled,5965.8,warehouse,warehouse_3,retailer_19,"['product_201', 'product_239', 'product_221', 'product_147', 'product_108']"
order_503,ON-503-6972,2023-08-07,Pending,2044.96,warehouse,warehouse_37,retailer_7,"['product_243', 'product_175']"
order_504,ON-504-1610,2023-11-15,Delivered,6554.25,manufacturer,manufacturer_19,retailer_46,"['product_77', 'product_159', 'product_155']"
order_505,ON-505-5386,2023-04-06,Shipped,3184.05,warehouse,warehouse_15,retailer_22,"['product_123', 'product_91']"
order_506,ON-506-7496,2025-01-17,Pending,15604.73,warehouse,warehouse_3,retailer_7,"['product_101', 'product_3', 'product_131']"
order_507,ON-507-6990,2024-03-07,Cancelled,13143.76,warehouse,warehouse_3,retailer_13,"['product_101', 'product_147', 'product_204', 'product_201']"
order_508,ON-508-9044,2023-03-19,Cancelled,3489.47,manufacturer,manufacturer_0,retailer_8,['product_38']
order_509,ON-509-3257,2023-12-22,Pending,14263.91,warehouse,warehouse_17,retailer_42,"['product_155', 'product_185', 'product_160', 'product_57', 'product_76']"
order_510,ON-510-4701,2024-06-21,Shipped,11532.31,warehouse,warehouse_14,retailer_36,"['product_186', 'product_185', 'product_248']"
order_511,ON-511-3498,2023-04-29,Shipped,12055.07,warehouse,warehouse_5,retailer_30,"['product_204', 'product_158']"
order_512,ON-512-8408,2024-11-21,Cancelled,4375.11,warehouse,warehouse_5,retailer_38,"['product_59', 'product_86']"
order_513,ON-513-5511,2024-05-16,Shipped,9498.86,manufacturer,manufacturer_16,retailer_13,"['product_164', 'product_198', 'product_91', 'product_200']"
order_514,ON-514-3610,2023-11-25,Shipped,5635.98,warehouse,warehouse_26,retailer_25,"['product_28', 'product_59']"
order_515,ON-515-9397,2024-09-18,Cancelled,6047.07,warehouse,warehouse_26,retailer_6,"['product_247', 'product_17', 'product_116', 'product_18', 'product_59']"
order_516,ON-516-1646,2024-02-25,Pending,8216.19,manufacturer,manufacturer_5,retailer_26,"['product_2', 'product_32', 'product_239', 'product_69', 'product_222']"
order_517,ON-517-9257,2024-03-06,Shipped,9710.64,warehouse,warehouse_24,retailer_30,"['product_185', 'product_186', 'product_213']"
order_518,ON-518-7613,2023-03-10,Shipped,8005.92,manufacturer,manufacturer_5,retailer_34,"['product_32', 'product_2']"
order_519,ON-519-4911,2024-10-01,Cancelled,14645.98,warehouse,warehouse_7,retailer_44,"['product_67', 'product_158', 'product_111', 'product_24', 'product_245']"
order_520,ON-520-1273,2024-11-30,Shipped,540.0,warehouse,warehouse_38,retailer_19,['product_180']
order_521,ON-521-4650,2024-03-29,Shipped,8168.43,warehouse,warehouse_38,retailer_48,['product_185']
order_522,ON-522-4044,2023-10-18,Shipped,1932.99,warehouse,warehouse_37,retailer_47,"['product_228', 'product_238']"
order_523,ON-523-5953,2023-05-13,Delivered,7367.0,manufacturer,manufacturer_2,retailer_26,['product_106']
order_524,ON-524-4163,2024-03-21,Delivered,4808.5,warehouse,warehouse_3,retailer_49,['product_221']
order_525,ON-525-9266,2023-09-13,Cancelled,18930.31,warehouse,warehouse_7,retailer_43,"['product_158', 'product_1', 'product_211', 'product_137', 'product_86']"
order_526,ON-526-1338,2023-05-05,Pending,2038.47,warehouse,warehouse_1,retailer_47,"['product_189', 'product_86']"
order_527,ON-527-9923,2025-01-09,Pending,2485.61,manufacturer,manufacturer_19,retailer_30,['product_77']
order_528,ON-528-8917,2023-07-20,Shipped,16330.8,warehouse,warehouse_12,retailer_3,"['product_65', 'product_246', 'product_59', 'product_169']"
order_529,ON-529-2442,2024-10-11,Pending,2210.1,warehouse,warehouse_11,retailer_2,['product_106']
order_530,ON-530-1909,2023-03-02,Delivered,4466.88,warehouse,warehouse_39,retailer_25,"['product_91', 'product_32']"
order_531,ON-531-2291,2023-05-18,Delivered,6733.44,manufacturer,manufacturer_17,retailer_38,"['product_196', 'product_165', 'product_211']"
order_532,ON-532-5338,2023-11-01,Pending,5921.54,warehouse,warehouse_6,retailer_41,"['product_24', 'product_44']"
order_533,ON-533-6781,2023-10-12,Delivered,4296.2,warehouse,warehouse_39,retailer_48,"['product_52', 'product_93', 'product_51']"
order_534,ON-534-1727,2023-09-21,Shipped,1368.0,warehouse,warehouse_17,retailer_30,['product_76']
order_535,ON-535-4878,2023-05-11,Shipped,9616.09,warehouse,warehouse_29,retailer_47,"['product_168', 'product_135', 'product_222', 'product_221', 'product_51']"
order_536,ON-536-9953,2025-01-05,Cancelled,4626.0,warehouse,warehouse_6,retailer_48,['product_24']
order_537,ON-537-9747,2024-01-27,Shipped,310.99,warehouse,warehouse_32,retailer_26,"['product_37', 'product_234']"
order_538,ON-538-1897,2024-09-20,Pending,147.56,manufacturer,manufacturer_19,retailer_6,['product_8']
order_539,ON-539-8300,2023-11-14,Shipped,4611.25,manufacturer,manufacturer_15,retailer_45,['product_28']
order_540,ON-540-5581,2023-09-16,Pending,8655.27,warehouse,warehouse_13,retailer_27,"['product_7', 'product_168', 'product_34', 'product_137', 'product_207']"
order_541,ON-541-9946,2024-09-28,Pending,15996.99,warehouse,warehouse_0,retailer_31,"['product_2', 'product_97', 'product_169', 'product_188', 'product_190']"
order_542,ON-542-6227,2024-08-26,Shipped,11646.04,warehouse,warehouse_27,retailer_10,"['product_215', 'product_44', 'product_55', 'product_196']"
order_543,ON-543-7101,2024-03-12,Cancelled,4889.94,warehouse,warehouse_14,retailer_35,"['product_123', 'product_248']"
order_544,ON-544-3337,2024-07-29,Delivered,7547.12,warehouse,warehouse_28,retailer_45,"['product_142', 'product_180']"
order_545,ON-545-4230,2023-03-17,Delivered,9228.16,warehouse,warehouse_22,retailer_48,"['product_158', 'product_220']"
order_546,ON-546-2886,2024-09-17,Delivered,14739.86,warehouse,warehouse_19,retailer_37,"['product_111', 'product_190', 'product_75', 'product_151', 'product_96']"
order_547,ON-547-9485,2023-03-20,Delivered,6324.28,manufacturer,manufacturer_18,retailer_26,"['product_17', 'product_215', 'product_96', 'product_175']"
order_548,ON-548-1981,2023-07-17,Pending,5477.62,warehouse,warehouse_20,retailer_39,"['product_202', 'product_138', 'product_165', 'product_126', 'product_10']"
order_549,ON-549-4819,2023-02-25,Delivered,10163.21,manufacturer,manufacturer_2,retailer_7,"['product_1', 'product_126']"
order_550,ON-550-4418,2024-04-28,Shipped,2191.53,warehouse,warehouse_17,retailer_0,['product_185']
order_551,ON-551-9175,2024-10-10,Shipped,11064.49,warehouse,warehouse_25,retailer_39,"['product_81', 'product_38', 'product_16', 'product_86', 'product_240']"
order_552,ON-552-5981,2024-12-19,Cancelled,3599.49,manufacturer,manufacturer_14,retailer_14,"['product_188', 'product_154']"
order_553,ON-553-7465,2024-05-11,Pending,1634.89,warehouse,warehouse_23,retailer_36,['product_221']
