id,shipmentID,shipDate,carrier,trackingNumber,orderID,shipperID
shipment_297,SHIP-297-4174,2025-02-14,UPS,TRK-9284517,order_1251,warehouse_1
shipment_298,SHIP-298-5243,2024-03-01,FedEx,TRK-2288454,order_729,warehouse_6
shipment_299,SHIP-299-3940,2024-12-20,UPS,TRK-4402248,order_662,warehouse_38
shipment_300,SHIP-300-8028,2025-01-15,UPS,TRK-5102303,order_756,warehouse_29
shipment_301,SHIP-301-8193,2024-08-19,DHL,TRK-7982251,order_1311,manufacturer_16
shipment_302,SHIP-302-1726,2025-02-11,UPS,TRK-8963681,order_197,warehouse_5
shipment_303,SHIP-303-4198,2024-12-05,FedEx,TRK-3847686,order_353,manufacturer_19
shipment_304,SHIP-304-9177,2024-09-18,UPS,TRK-3199209,order_379,warehouse_24
shipment_305,SHIP-305-4710,2024-11-07,UPS,TRK-7941494,order_404,warehouse_0
shipment_306,SHIP-306-1813,2023-12-16,USPS,TRK-5803090,order_1086,warehouse_0
shipment_307,SHIP-307-7443,2024-01-12,USPS,TRK-7586190,order_187,warehouse_32
shipment_308,SHIP-308-3451,2024-02-28,FedEx,TRK-8388428,order_1056,warehouse_27
shipment_309,SHIP-309-2911,2024-12-09,DHL,TRK-3400944,order_549,warehouse_19
shipment_310,SHIP-310-3357,2025-01-21,FedEx,TRK-4791612,order_1326,warehouse_18
shipment_311,SHIP-311-7353,2024-11-25,USPS,TRK-3892005,order_1189,warehouse_12
shipment_312,SHIP-312-2557,2025-02-14,UPS,TRK-9871892,order_491,warehouse_17
shipment_313,SHIP-313-9436,2024-07-08,DHL,TRK-5925665,order_647,manufacturer_13
shipment_314,SHIP-314-9516,2025-01-27,FedEx,TRK-6075589,order_292,manufacturer_16
shipment_315,SHIP-315-9160,2024-11-02,DHL,TRK-7565622,order_1394,manufacturer_12
shipment_316,SHIP-316-6119,2024-09-17,DHL,TRK-3568415,order_1068,manufacturer_4
shipment_317,SHIP-317-3402,2025-02-14,UPS,TRK-6973126,order_552,warehouse_8
shipment_318,SHIP-318-1850,2024-08-02,UPS,TRK-6699990,order_378,warehouse_27
shipment_319,SHIP-319-5102,2024-12-24,USPS,TRK-1730438,order_115,warehouse_5
shipment_320,SHIP-320-9666,2024-03-17,UPS,TRK-1319405,order_922,warehouse_2
shipment_321,SHIP-321-6790,2024-12-14,UPS,TRK-2556027,order_1140,warehouse_39
shipment_322,SHIP-322-5651,2024-11-28,UPS,TRK-2760619,order_1047,warehouse_35
shipment_323,SHIP-323-6743,2025-01-31,USPS,TRK-4203091,order_792,manufacturer_10
shipment_324,SHIP-324-8564,2024-12-04,DHL,TRK-5887396,order_667,warehouse_22
shipment_325,SHIP-325-2557,2025-02-03,DHL,TRK-4461335,order_1411,manufacturer_7
shipment_326,SHIP-326-3604,2025-02-16,USPS,TRK-2973495,order_713,manufacturer_0
shipment_327,SHIP-327-7239,2024-08-22,USPS,TRK-2927080,order_379,warehouse_24
shipment_328,SHIP-328-2039,2024-10-23,UPS,TRK-6986316,order_291,warehouse_3
shipment_329,SHIP-329-7697,2024-10-22,UPS,TRK-5339744,order_892,warehouse_36
shipment_330,SHIP-330-6514,2023-12-23,FedEx,TRK-5707461,order_1482,warehouse_32
shipment_331,SHIP-331-3895,2024-02-28,USPS,TRK-9801236,order_777,manufacturer_12
shipment_332,SHIP-332-6257,2024-10-20,DHL,TRK-5723601,order_510,manufacturer_14
shipment_333,SHIP-333-4338,2024-03-05,UPS,TRK-8919640,order_876,warehouse_23
shipment_334,SHIP-334-3615,2024-08-20,DHL,TRK-9394465,order_1441,manufacturer_10
shipment_335,SHIP-335-3262,2024-01-02,USPS,TRK-3838891,order_952,warehouse_23
shipment_336,SHIP-336-8151,2024-12-24,DHL,TRK-5020954,order_637,warehouse_36
shipment_337,SHIP-337-9498,2025-02-15,UPS,TRK-5941090,order_544,warehouse_20
shipment_338,SHIP-338-8236,2024-07-01,DHL,TRK-5308804,order_1168,manufacturer_12
shipment_339,SHIP-339-7997,2024-10-17,USPS,TRK-6051509,order_1117,warehouse_3
shipment_340,SHIP-340-2834,2025-01-31,USPS,TRK-8162028,order_891,warehouse_16
shipment_341,SHIP-341-4082,2024-12-07,UPS,TRK-2534485,order_1072,warehouse_22
shipment_342,SHIP-342-8010,2024-10-23,USPS,TRK-3289305,order_789,warehouse_38
shipment_343,SHIP-343-9257,2025-02-02,UPS,TRK-2151030,order_1057,warehouse_14
shipment_344,SHIP-344-9612,2023-06-08,FedEx,TRK-9062467,order_447,warehouse_13
shipment_345,SHIP-345-3766,2025-02-08,USPS,TRK-4395596,order_56,manufacturer_7
shipment_346,SHIP-346-2742,2024-02-02,DHL,TRK-7434386,order_957,manufacturer_14
shipment_347,SHIP-347-4019,2024-04-27,USPS,TRK-5507231,order_167,warehouse_8
shipment_348,SHIP-348-1333,2024-11-29,UPS,TRK-6448502,order_1330,warehouse_25
shipment_349,SHIP-349-9583,2024-04-17,FedEx,TRK-4338866,order_347,warehouse_15
shipment_350,SHIP-350-9482,2024-10-10,FedEx,TRK-4377777,order_1203,manufacturer_6
shipment_351,SHIP-351-6793,2024-11-26,FedEx,TRK-7865135,order_361,warehouse_1
shipment_352,SHIP-352-2331,2024-09-12,FedEx,TRK-7292961,order_1026,manufacturer_2
shipment_353,SHIP-353-3600,2024-12-29,USPS,TRK-1219477,order_76,warehouse_11
shipment_354,SHIP-354-8557,2024-11-06,USPS,TRK-6712061,order_1451,warehouse_23
shipment_355,SHIP-355-1950,2023-03-13,USPS,TRK-9198607,order_927,warehouse_30
shipment_356,SHIP-356-8479,2024-12-29,DHL,TRK-5134551,order_291,warehouse_3
shipment_357,SHIP-357-7973,2023-11-27,USPS,TRK-7531138,order_1269,warehouse_19
shipment_358,SHIP-358-3814,2024-04-22,USPS,TRK-9522130,order_738,warehouse_35
shipment_359,SHIP-359-2858,2024-12-16,DHL,TRK-7448335,order_824,warehouse_35
shipment_360,SHIP-360-6391,2025-01-08,USPS,TRK-7816717,order_1033,warehouse_37
shipment_361,SHIP-361-9786,2024-09-05,FedEx,TRK-8772095,order_197,warehouse_5
shipment_362,SHIP-362-6317,2024-11-21,FedEx,TRK-9028675,order_39,manufacturer_4
shipment_363,SHIP-363-4896,2025-01-05,UPS,TRK-5377691,order_211,warehouse_21
shipment_364,SHIP-364-4441,2024-06-24,UPS,TRK-5283675,order_79,warehouse_4
shipment_365,SHIP-365-3737,2023-12-27,USPS,TRK-3814684,order_1140,warehouse_39
shipment_366,SHIP-366-1250,2024-09-20,FedEx,TRK-4092700,order_896,warehouse_29
shipment_367,SHIP-367-9994,2025-01-11,USPS,TRK-6228974,order_1191,warehouse_23
shipment_368,SHIP-368-9376,2024-11-03,UPS,TRK-2284236,order_896,warehouse_29
shipment_369,SHIP-369-2273,2024-08-05,UPS,TRK-3739024,order_1054,manufacturer_6
shipment_370,SHIP-370-7356,2025-01-02,UPS,TRK-9995979,order_80,warehouse_34
shipment_371,SHIP-371-1714,2024-10-24,USPS,TRK-4749089,order_1450,warehouse_12
shipment_372,SHIP-372-6499,2024-09-21,UPS,TRK-1734219,order_792,manufacturer_10
shipment_373,SHIP-373-2915,2024-09-08,UPS,TRK-4170325,order_1131,warehouse_6
shipment_374,SHIP-374-7255,2024-12-01,UPS,TRK-5153226,order_1062,warehouse_2
shipment_375,SHIP-375-3250,2024-11-05,FedEx,TRK-5615185,order_849,warehouse_18
shipment_376,SHIP-376-2278,2024-04-21,USPS,TRK-1462053,order_575,warehouse_22
shipment_377,SHIP-377-1611,2024-04-06,FedEx,TRK-6020927,order_967,manufacturer_5
shipment_378,SHIP-378-8563,2024-05-22,FedEx,TRK-4791779,order_1454,warehouse_13
shipment_379,SHIP-379-3524,2024-08-05,UPS,TRK-9646429,order_1020,manufacturer_17
shipment_380,SHIP-380-6636,2024-06-18,UPS,TRK-2620111,order_32,warehouse_2
shipment_381,SHIP-381-7949,2023-12-11,DHL,TRK-3861594,order_149,warehouse_9
shipment_382,SHIP-382-6059,2023-10-27,DHL,TRK-6393742,order_163,warehouse_14
shipment_383,SHIP-383-9748,2024-07-30,DHL,TRK-3386882,order_707,warehouse_10
shipment_384,SHIP-384-1089,2024-09-01,FedEx,TRK-5760207,order_179,manufacturer_13
shipment_385,SHIP-385-1991,2024-09-25,DHL,TRK-6122530,order_1028,warehouse_21
shipment_386,SHIP-386-7919,2024-05-11,FedEx,TRK-4401635,order_672,warehouse_23
shipment_387,SHIP-387-6963,2024-08-18,UPS,TRK-4183878,order_1160,warehouse_26
shipment_388,SHIP-388-1569,2025-01-20,DHL,TRK-8337312,order_650,warehouse_3
shipment_389,SHIP-389-7318,2025-02-02,FedEx,TRK-6872100,order_491,warehouse_17
shipment_390,SHIP-390-8817,2024-09-13,DHL,TRK-2608253,order_1454,warehouse_13
shipment_391,SHIP-391-7358,2025-01-28,DHL,TRK-1742392,order_376,warehouse_22
shipment_392,SHIP-392-7127,2025-01-24,UPS,TRK-4929846,order_624,manufacturer_16
shipment_393,SHIP-393-5855,2024-04-18,UPS,TRK-7773529,order_887,manufacturer_9
shipment_394,SHIP-394-4072,2024-05-14,USPS,TRK-8401906,order_1078,manufacturer_7
shipment_395,SHIP-395-2530,2023-05-30,UPS,TRK-4501082,order_1253,manufacturer_7
shipment_396,SHIP-396-1005,2024-05-24,USPS,TRK-4992278,order_966,warehouse_19
shipment_397,SHIP-397-9307,2024-01-07,FedEx,TRK-7257000,order_819,warehouse_2
shipment_398,SHIP-398-8704,2024-05-07,FedEx,TRK-6617478,order_866,warehouse_39
shipment_399,SHIP-399-3551,2024-06-26,DHL,TRK-6531320,order_1318,warehouse_19
shipment_400,SHIP-400-1875,2024-11-23,UPS,TRK-8890192,order_18,manufacturer_1
shipment_401,SHIP-401-2596,2024-10-17,DHL,TRK-6840208,order_463,warehouse_0
shipment_402,SHIP-402-9140,2025-02-16,DHL,TRK-9337491,order_1218,warehouse_21
shipment_403,SHIP-403-5827,2024-06-29,UPS,TRK-3710336,order_111,warehouse_32
shipment_404,SHIP-404-6429,2023-11-23,USPS,TRK-4560555,order_639,warehouse_27
shipment_405,SHIP-405-7440,2025-01-21,USPS,TRK-8201299,order_1423,manufacturer_12
shipment_406,SHIP-406-9896,2024-11-04,USPS,TRK-5967035,order_373,warehouse_37
shipment_407,SHIP-407-4449,2024-02-09,FedEx,TRK-4938677,order_135,warehouse_39
shipment_408,SHIP-408-4077,2025-02-08,USPS,TRK-5591031,order_1328,warehouse_4
shipment_409,SHIP-409-4145,2024-08-20,FedEx,TRK-1593270,order_348,manufacturer_6
shipment_410,SHIP-410-9038,2025-01-21,FedEx,TRK-1244273,order_808,manufacturer_4
shipment_411,SHIP-411-8419,2025-01-19,USPS,TRK-9689950,order_49,manufacturer_6
shipment_412,SHIP-412-1419,2024-03-12,UPS,TRK-6945008,order_1209,warehouse_36
shipment_413,SHIP-413-2539,2025-01-23,USPS,TRK-2407409,order_681,manufacturer_12
shipment_414,SHIP-414-7194,2025-02-11,USPS,TRK-9877308,order_658,warehouse_23
shipment_415,SHIP-415-3190,2025-02-12,DHL,TRK-3468239,order_1015,warehouse_8
shipment_416,SHIP-416-5226,2023-07-02,USPS,TRK-5568790,order_193,warehouse_11
shipment_417,SHIP-417-5280,2025-01-31,USPS,TRK-5899427,order_463,warehouse_0
shipment_418,SHIP-418-5674,2024-12-06,UPS,TRK-3631367,order_1493,warehouse_9
shipment_419,SHIP-419-5182,2024-06-07,DHL,TRK-2090859,order_415,manufacturer_4
shipment_420,SHIP-420-2390,2025-02-16,USPS,TRK-4984297,order_1405,warehouse_27
shipment_421,SHIP-421-3256,2024-01-11,UPS,TRK-9840783,order_445,manufacturer_19
shipment_422,SHIP-422-1570,2024-04-18,USPS,TRK-6201004,order_484,warehouse_36
shipment_423,SHIP-423-2617,2024-10-06,DHL,TRK-9982607,order_1016,manufacturer_19
shipment_424,SHIP-424-6852,2024-11-25,DHL,TRK-7827252,order_847,warehouse_31
shipment_425,SHIP-425-8288,2025-01-08,DHL,TRK-3702228,order_873,warehouse_19
shipment_426,SHIP-426-6563,2024-09-11,UPS,TRK-8892643,order_1072,warehouse_22
shipment_427,SHIP-427-1416,2024-04-15,UPS,TRK-9848234,order_222,warehouse_25
shipment_428,SHIP-428-8770,2024-12-22,DHL,TRK-2722516,order_1059,manufacturer_8
shipment_429,SHIP-429-5239,2023-05-19,UPS,TRK-4029744,order_44,manufacturer_11
shipment_430,SHIP-430-1650,2025-01-14,UPS,TRK-8897360,order_756,warehouse_29
shipment_431,SHIP-431-7098,2023-06-05,USPS,TRK-2225712,order_676,warehouse_32
shipment_432,SHIP-432-9079,2024-05-12,USPS,TRK-7606752,order_634,warehouse_4
shipment_433,SHIP-433-5269,2024-09-11,DHL,TRK-5257371,order_186,manufacturer_3
shipment_434,SHIP-434-8352,2025-02-15,USPS,TRK-5469214,order_545,manufacturer_4
shipment_435,SHIP-435-1360,2025-01-22,DHL,TRK-9993600,order_491,warehouse_17
shipment_436,SHIP-436-6368,2024-09-03,USPS,TRK-4782866,order_82,manufacturer_1
shipment_437,SHIP-437-5150,2024-11-22,UPS,TRK-8189678,order_1291,warehouse_23
shipment_438,SHIP-438-9545,2024-03-22,UPS,TRK-3586205,order_1143,warehouse_33
shipment_439,SHIP-439-7655,2024-03-28,UPS,TRK-8932968,order_217,warehouse_7
shipment_440,SHIP-440-7739,2024-09-13,FedEx,TRK-8755391,order_1332,warehouse_7
shipment_441,SHIP-441-3581,2024-06-02,DHL,TRK-9895045,order_84,warehouse_11
shipment_442,SHIP-442-8504,2024-09-20,USPS,TRK-5341517,order_1244,warehouse_20
shipment_443,SHIP-443-8999,2024-07-04,FedEx,TRK-3938191,order_1133,warehouse_39
shipment_444,SHIP-444-3041,2024-06-11,UPS,TRK-5095932,order_752,warehouse_16
shipment_445,SHIP-445-1183,2024-11-25,UPS,TRK-4768147,order_898,warehouse_30
shipment_446,SHIP-446-9209,2024-01-13,USPS,TRK-2835863,order_572,manufacturer_6
shipment_447,SHIP-447-3705,2024-07-14,USPS,TRK-8249021,order_940,warehouse_13
shipment_448,SHIP-448-9244,2025-01-25,DHL,TRK-5479042,order_1340,warehouse_34
shipment_449,SHIP-449-6972,2025-01-15,DHL,TRK-1934495,order_1075,manufacturer_13
shipment_450,SHIP-450-5263,2025-01-30,FedEx,TRK-5106238,order_1003,warehouse_25
shipment_451,SHIP-451-8836,2024-02-06,USPS,TRK-9764127,order_777,manufacturer_12
shipment_452,SHIP-452-6191,2024-09-08,FedEx,TRK-4799128,order_1378,manufacturer_1
shipment_453,SHIP-453-8609,2024-05-25,USPS,TRK-6145790,order_1026,manufacturer_2
shipment_454,SHIP-454-6805,2023-10-22,DHL,TRK-2977745,order_1481,warehouse_16
shipment_455,SHIP-455-2072,2024-04-29,USPS,TRK-2444061,order_1005,warehouse_24
shipment_456,SHIP-456-1004,2025-01-28,DHL,TRK-5918992,order_298,manufacturer_18
shipment_457,SHIP-457-7758,2024-08-05,USPS,TRK-4507747,order_791,warehouse_15
shipment_458,SHIP-458-5216,2025-01-05,UPS,TRK-5011789,order_727,warehouse_13
shipment_459,SHIP-459-3183,2024-12-18,FedEx,TRK-4281104,order_889,warehouse_0
shipment_460,SHIP-460-1297,2024-07-20,DHL,TRK-2973902,order_1124,warehouse_15
shipment_461,SHIP-461-4474,2025-02-09,DHL,TRK-7160848,order_1329,warehouse_38
shipment_462,SHIP-462-1382,2024-09-30,FedEx,TRK-4166413,order_1277,warehouse_22
shipment_463,SHIP-463-4518,2024-08-17,FedEx,TRK-7388757,order_1399,manufacturer_1
shipment_464,SHIP-464-6275,2024-12-03,DHL,TRK-5421367,order_1174,warehouse_8
shipment_465,SHIP-465-5296,2024-12-18,DHL,TRK-4384661,order_1165,manufacturer_4
shipment_466,SHIP-466-4010,2024-09-18,DHL,TRK-5893347,order_1306,manufacturer_7
shipment_467,SHIP-467-6168,2024-09-05,UPS,TRK-2954285,order_910,warehouse_26
shipment_468,SHIP-468-1703,2024-08-06,FedEx,TRK-9783043,order_1227,manufacturer_18
shipment_469,SHIP-469-7691,2024-06-08,USPS,TRK-4017321,order_678,manufacturer_6
shipment_470,SHIP-470-6814,2024-12-24,USPS,TRK-1557345,order_928,warehouse_16
shipment_471,SHIP-471-7333,2024-12-15,UPS,TRK-9058454,order_22,warehouse_34
shipment_472,SHIP-472-2159,2024-07-21,FedEx,TRK-2078980,order_152,warehouse_35
shipment_473,SHIP-473-8447,2024-03-05,USPS,TRK-8440646,order_292,manufacturer_16
shipment_474,SHIP-474-8341,2025-01-22,USPS,TRK-2276739,order_1336,warehouse_29
shipment_475,SHIP-475-6714,2024-12-05,UPS,TRK-2266819,order_294,warehouse_35
shipment_476,SHIP-476-5188,2024-06-28,FedEx,TRK-6286432,order_102,warehouse_38
shipment_477,SHIP-477-4834,2025-02-05,UPS,TRK-6709401,order_282,warehouse_3
shipment_478,SHIP-478-3766,2024-11-30,UPS,TRK-1891058,order_246,manufacturer_15
shipment_479,SHIP-479-9145,2023-12-22,USPS,TRK-9938319,order_299,warehouse_20
shipment_480,SHIP-480-9547,2023-12-12,DHL,TRK-5289620,order_1297,manufacturer_6
shipment_481,SHIP-481-2335,2024-10-05,DHL,TRK-4440416,order_209,warehouse_16
shipment_482,SHIP-482-4755,2025-01-12,FedEx,TRK-9195974,order_594,manufacturer_9
shipment_483,SHIP-483-2977,2025-01-12,DHL,TRK-4226264,order_418,warehouse_26
shipment_484,SHIP-484-8595,2024-11-13,FedEx,TRK-1319049,order_113,warehouse_22
shipment_485,SHIP-485-6713,2024-11-15,USPS,TRK-8031943,order_861,manufacturer_14
shipment_486,SHIP-486-4429,2024-12-21,USPS,TRK-7626766,order_406,manufacturer_5
shipment_487,SHIP-487-5292,2024-07-30,FedEx,TRK-9235594,order_1302,warehouse_36
shipment_488,SHIP-488-3092,2024-12-12,UPS,TRK-9365055,order_330,warehouse_17
shipment_489,SHIP-489-7154,2024-02-24,DHL,TRK-2935416,order_459,warehouse_28
shipment_490,SHIP-490-3712,2025-02-07,UPS,TRK-7421959,order_86,warehouse_2
shipment_491,SHIP-491-1614,2024-02-23,FedEx,TRK-2951785,order_1237,warehouse_11
shipment_492,SHIP-492-3395,2024-02-24,DHL,TRK-4579821,order_262,warehouse_22
shipment_493,SHIP-493-6064,2025-02-07,UPS,TRK-2953332,order_813,manufacturer_15
shipment_494,SHIP-494-9521,2024-01-03,UPS,TRK-3760178,order_646,warehouse_22
shipment_495,SHIP-495-1865,2024-11-21,USPS,TRK-5995357,order_802,manufacturer_19
shipment_496,SHIP-496-4496,2024-07-18,UPS,TRK-5210409,order_1238,manufacturer_3
shipment_497,SHIP-497-8625,2024-03-22,FedEx,TRK-9068868,order_640,manufacturer_18
shipment_498,SHIP-498-6590,2024-09-20,UPS,TRK-3588312,order_1344,manufacturer_7
shipment_499,SHIP-499-9593,2024-12-08,USPS,TRK-9987618,order_809,warehouse_4
shipment_500,SHIP-500-6434,2024-01-27,FedEx,TRK-2085594,order_70,warehouse_6
shipment_501,SHIP-501-1116,2025-01-23,DHL,TRK-2691729,order_344,warehouse_37
shipment_502,SHIP-502-9622,2025-01-11,UPS,TRK-6002873,order_344,warehouse_37
shipment_503,SHIP-503-4114,2025-02-01,FedEx,TRK-8172616,order_335,manufacturer_4
shipment_504,SHIP-504-4504,2024-10-07,UPS,TRK-9245514,order_908,warehouse_2
shipment_505,SHIP-505-3339,2024-12-09,UPS,TRK-7138188,order_353,manufacturer_19
shipment_506,SHIP-506-9582,2024-02-08,FedEx,TRK-9486327,order_455,warehouse_27
shipment_507,SHIP-507-1110,2025-01-08,DHL,TRK-7096248,order_168,manufacturer_9
shipment_508,SHIP-508-4910,2024-12-02,USPS,TRK-4186150,order_801,warehouse_35
shipment_509,SHIP-509-9655,2025-01-26,DHL,TRK-7526004,order_654,warehouse_20
shipment_510,SHIP-510-8634,2024-11-30,USPS,TRK-6845155,order_1494,warehouse_0
shipment_511,SHIP-511-8697,2023-11-04,FedEx,TRK-7044150,order_524,warehouse_29
shipment_512,SHIP-512-1820,2024-10-01,DHL,TRK-5665252,order_185,warehouse_27
shipment_513,SHIP-513-8643,2024-11-17,USPS,TRK-5237844,order_17,warehouse_25
shipment_514,SHIP-514-9206,2024-10-13,FedEx,TRK-6988605,order_998,manufacturer_2
shipment_515,SHIP-515-6329,2024-11-22,USPS,TRK-9476749,order_189,warehouse_5
shipment_516,SHIP-516-8067,2024-05-13,FedEx,TRK-6958021,order_629,warehouse_5
shipment_517,SHIP-517-4210,2023-05-17,USPS,TRK-3917361,order_421,warehouse_4
shipment_518,SHIP-518-3402,2025-02-07,FedEx,TRK-6171525,order_1223,warehouse_12
shipment_519,SHIP-519-2772,2024-10-27,FedEx,TRK-2937659,order_196,warehouse_4
shipment_520,SHIP-520-6576,2025-02-02,USPS,TRK-7962274,order_1156,warehouse_16
shipment_521,SHIP-521-5500,2024-02-21,UPS,TRK-6349833,order_557,manufacturer_6
shipment_522,SHIP-522-6714,2024-11-20,FedEx,TRK-5273026,order_684,warehouse_8
shipment_523,SHIP-523-5930,2024-09-30,FedEx,TRK-6602713,order_655,warehouse_1
shipment_524,SHIP-524-8142,2024-08-02,DHL,TRK-5002703,order_1274,warehouse_6
shipment_525,SHIP-525-8806,2024-07-28,FedEx,TRK-3939702,order_1200,warehouse_39
shipment_526,SHIP-526-2357,2024-12-26,UPS,TRK-5756382,order_337,warehouse_24
shipment_527,SHIP-527-9760,2025-01-20,USPS,TRK-7147106,order_1154,warehouse_2
shipment_528,SHIP-528-5082,2025-02-14,DHL,TRK-8557428,order_115,warehouse_5
shipment_529,SHIP-529-9636,2024-10-09,DHL,TRK-1536990,order_44,manufacturer_11
shipment_530,SHIP-530-6177,2024-09-22,USPS,TRK-6716768,order_1149,warehouse_5
shipment_531,SHIP-531-7730,2025-01-01,USPS,TRK-3737067,order_1061,warehouse_29
shipment_532,SHIP-532-8723,2023-09-06,DHL,TRK-6983723,order_1022,warehouse_10
shipment_533,SHIP-533-5636,2024-12-26,FedEx,TRK-5265025,order_460,warehouse_13
shipment_534,SHIP-534-7132,2025-02-12,UPS,TRK-1458699,order_767,warehouse_25
shipment_535,SHIP-535-6513,2024-10-11,DHL,TRK-9225222,order_235,warehouse_23
shipment_536,SHIP-536-9608,2024-12-13,USPS,TRK-8677057,order_1205,warehouse_20
shipment_537,SHIP-537-4706,2024-03-11,USPS,TRK-2612977,order_1088,warehouse_7
shipment_538,SHIP-538-2624,2024-10-13,FedEx,TRK-5778837,order_1317,warehouse_21
shipment_539,SHIP-539-9556,2025-01-29,USPS,TRK-3891931,order_1329,warehouse_38
shipment_540,SHIP-540-8236,2024-11-15,USPS,TRK-4918721,order_286,warehouse_3
shipment_541,SHIP-541-5654,2024-08-29,DHL,TRK-9772098,order_187,warehouse_32
shipment_542,SHIP-542-8812,2024-09-21,FedEx,TRK-6647890,order_478,manufacturer_19
shipment_543,SHIP-543-2324,2024-09-28,UPS,TRK-8922688,order_923,warehouse_24
shipment_544,SHIP-544-3913,2024-12-01,FedEx,TRK-7961202,order_689,manufacturer_10
shipment_545,SHIP-545-7239,2025-02-04,FedEx,TRK-8383540,order_644,manufacturer_4
shipment_546,SHIP-546-4852,2024-03-22,USPS,TRK-8393082,order_743,warehouse_12
shipment_547,SHIP-547-9738,2024-11-17,USPS,TRK-7679828,order_1160,warehouse_26
shipment_548,SHIP-548-4797,2023-08-23,DHL,TRK-8230013,order_1310,warehouse_8
shipment_549,SHIP-549-4521,2024-12-03,UPS,TRK-6126811,order_163,warehouse_14
shipment_550,SHIP-550-6373,2025-01-26,DHL,TRK-4519573,order_162,warehouse_17
shipment_551,SHIP-551-5315,2025-01-03,DHL,TRK-9728632,order_1336,warehouse_29
shipment_552,SHIP-552-1582,2024-10-24,FedEx,TRK-7330937,order_1071,warehouse_28
shipment_553,SHIP-553-5303,2024-07-27,UPS,TRK-7728223,order_705,warehouse_17
shipment_554,SHIP-554-6539,2024-12-01,UPS,TRK-1071410,order_68,warehouse_29
shipment_555,SHIP-555-6596,2023-07-26,UPS,TRK-1420441,order_855,manufacturer_19
shipment_556,SHIP-556-2350,2024-10-12,FedEx,TRK-2981992,order_1356,manufacturer_8
shipment_557,SHIP-557-8729,2024-12-27,UPS,TRK-4236533,order_912,warehouse_7
shipment_558,SHIP-558-1769,2024-11-12,DHL,TRK-8893812,order_412,warehouse_4
shipment_559,SHIP-559-6013,2024-06-26,UPS,TRK-6993515,order_408,manufacturer_8
shipment_560,SHIP-560-3913,2024-12-22,UPS,TRK-5607428,order_253,manufacturer_13
shipment_561,SHIP-561-1276,2024-06-23,UPS,TRK-5981309,order_480,warehouse_31
shipment_562,SHIP-562-8527,2024-08-21,UPS,TRK-2670849,order_1032,warehouse_16
shipment_563,SHIP-563-6607,2024-12-18,FedEx,TRK-2541817,order_384,warehouse_32
shipment_564,SHIP-564-6932,2023-10-28,UPS,TRK-1867422,order_1292,warehouse_39
shipment_565,SHIP-565-6250,2024-09-13,USPS,TRK-1397539,order_1075,manufacturer_13
shipment_566,SHIP-566-4965,2023-06-04,FedEx,TRK-7937339,order_825,warehouse_1
shipment_567,SHIP-567-8843,2024-07-07,UPS,TRK-6941168,order_1194,manufacturer_0
shipment_568,SHIP-568-2947,2025-02-05,FedEx,TRK-9452131,order_946,manufacturer_19
shipment_569,SHIP-569-3150,2024-11-02,UPS,TRK-1274393,order_700,manufacturer_19
shipment_570,SHIP-570-2459,2025-02-12,FedEx,TRK-8328558,order_92,warehouse_0
shipment_571,SHIP-571-5118,2023-09-30,DHL,TRK-3794980,order_1365,manufacturer_0
shipment_572,SHIP-572-3067,2023-09-23,FedEx,TRK-1557365,order_1127,warehouse_18
shipment_573,SHIP-573-1540,2024-07-20,DHL,TRK-8834822,order_49,manufacturer_6
shipment_574,SHIP-574-6467,2024-12-20,FedEx,TRK-1152616,order_319,warehouse_16
shipment_575,SHIP-575-7527,2024-12-20,DHL,TRK-9352951,order_255,warehouse_21
shipment_576,SHIP-576-7133,2024-10-10,UPS,TRK-2309230,order_421,warehouse_4
shipment_577,SHIP-577-8166,2025-01-27,DHL,TRK-6638053,order_958,warehouse_30
shipment_578,SHIP-578-6376,2024-09-28,FedEx,TRK-7426967,order_1305,manufacturer_8
shipment_579,SHIP-579-1240,2024-01-11,USPS,TRK-6277564,order_47,manufacturer_2
shipment_580,SHIP-580-7555,2025-02-10,FedEx,TRK-9720475,order_103,warehouse_5
shipment_581,SHIP-581-5558,2025-01-22,UPS,TRK-4891367,order_973,warehouse_3
shipment_582,SHIP-582-4755,2024-06-15,USPS,TRK-7607251,order_444,manufacturer_11
shipment_583,SHIP-583-2579,2024-06-15,FedEx,TRK-3818511,order_396,manufacturer_10
shipment_584,SHIP-584-3876,2025-01-10,FedEx,TRK-2452389,order_239,warehouse_17
shipment_585,SHIP-585-9704,2024-02-11,DHL,TRK-3824876,order_1481,warehouse_16
shipment_586,SHIP-586-9661,2025-02-06,UPS,TRK-2392359,order_1035,warehouse_7
shipment_587,SHIP-587-4606,2024-10-13,USPS,TRK-3977679,order_1189,warehouse_12
shipment_588,SHIP-588-7204,2025-01-18,DHL,TRK-5128429,order_1292,warehouse_39
shipment_589,SHIP-589-4664,2025-02-03,DHL,TRK-1361978,order_12,warehouse_33
shipment_590,SHIP-590-9999,2024-01-20,DHL,TRK-2884181,order_1003,warehouse_25
shipment_591,SHIP-591-8126,2025-01-08,DHL,TRK-1725343,order_739,warehouse_18
shipment_592,SHIP-592-5011,2024-07-22,UPS,TRK-3904449,order_438,warehouse_34
shipment_593,SHIP-593-8298,2025-02-09,USPS,TRK-9200317,order_1079,warehouse_13
