id,claimNumber,claimDate,claimType,amountClaimed,amountSettled,status,policyID,policyHolderID,insurerID
claim_263,CL-53728,2025-11-20,Theft,14466.69,4641.4,Open,policy_609,holder_333,insurer_9
claim_264,CL-50749,2023-11-10,Water Damage,22512.13,2945.34,Denied,policy_431,holder_114,insurer_4
claim_265,CL-67142,2026-03-15,Vandalism,4527.83,1717.84,Open,policy_109,holder_261,insurer_3
claim_266,CL-29919,2022-06-21,Fire,23523.89,3331.34,Open,policy_515,holder_49,insurer_3
claim_267,CL-23977,2023-09-26,Accident,7195.4,2818.36,Denied,policy_791,holder_266,insurer_9
claim_268,CL-44098,2024-12-30,Weather,20785.9,19111.52,Settled,policy_1004,holder_327,insurer_0
claim_269,CL-23891,2025-04-05,Fire,1262.68,779.56,Open,policy_819,holder_316,insurer_0
claim_270,CL-82114,2025-02-04,Accident,14618.17,7416.17,Settled,policy_1067,holder_248,insurer_3
claim_271,CL-86667,2024-09-03,Liability,6895.36,4821.97,Open,policy_16,holder_307,insurer_7
claim_272,CL-21079,2027-03-06,Vandalism,20196.76,7625.5,Open,policy_595,holder_142,insurer_3
claim_273,CL-56823,2025-03-24,Water Damage,22178.66,3583.32,Open,policy_188,holder_97,insurer_6
claim_274,CL-27516,2024-08-21,Vandalism,4694.81,969.54,Settled,policy_209,holder_126,insurer_4
claim_275,CL-48895,2024-09-29,Fire,19858.13,15234.4,Pending Review,policy_718,holder_169,insurer_5
claim_276,CL-41692,2025-10-18,Liability,29409.09,4362.66,Denied,policy_51,holder_317,insurer_7
claim_277,CL-30943,2024-09-28,Liability,2731.27,517.91,Denied,policy_908,holder_147,insurer_0
claim_278,CL-51852,2024-09-16,Vandalism,10266.56,131.76,Denied,policy_166,holder_427,insurer_7
claim_279,CL-45381,2023-05-27,Liability,27260.16,3916.08,Pending Review,policy_472,holder_302,insurer_1
claim_280,CL-99468,2024-04-04,Weather,7624.82,5535.94,Denied,policy_1162,holder_383,insurer_5
claim_281,CL-54035,2025-01-28,Accident,8379.07,257.29,Denied,policy_432,holder_568,insurer_3
claim_282,CL-73985,2023-12-05,Weather,2715.96,2365.58,Pending Review,policy_131,holder_62,insurer_5
claim_283,CL-61995,2022-08-01,Accident,22119.96,4149.04,Pending Review,policy_916,holder_438,insurer_0
claim_284,CL-90486,2023-06-21,Theft,15810.75,9234.84,Settled,policy_110,holder_116,insurer_5
claim_285,CL-76207,2026-03-03,Water Damage,16031.28,11205.15,Open,policy_346,holder_26,insurer_4
claim_286,CL-50408,2024-05-01,Vandalism,8334.77,2107.64,Denied,policy_188,holder_97,insurer_6
claim_287,CL-72639,2023-09-17,Fire,17220.67,4361.25,Denied,policy_544,holder_467,insurer_9
claim_288,CL-84951,2023-11-04,Weather,3647.63,1016.91,Pending Review,policy_683,holder_573,insurer_2
claim_289,CL-20492,2024-04-09,Liability,12318.26,10741.53,Pending Review,policy_282,holder_14,insurer_3
claim_290,CL-21429,2025-03-30,Water Damage,28866.42,6797.76,Settled,policy_547,holder_102,insurer_4
claim_291,CL-11687,2022-08-26,Liability,4001.63,2450.12,Settled,policy_491,holder_462,insurer_0
claim_292,CL-43426,2024-03-08,Theft,1729.23,761.06,Open,policy_845,holder_250,insurer_1
claim_293,CL-40142,2025-01-14,Fire,6438.67,3773.69,Pending Review,policy_19,holder_166,insurer_2
claim_294,CL-82621,2024-04-08,Fire,9940.5,6258.82,Pending Review,policy_926,holder_483,insurer_0
claim_295,CL-86483,2024-11-17,Water Damage,6157.29,1749.86,Denied,policy_594,holder_287,insurer_5
claim_296,CL-47135,2022-12-22,Accident,7113.75,5434.33,Pending Review,policy_167,holder_452,insurer_4
claim_297,CL-49826,2023-03-12,Water Damage,17750.13,14874.38,Open,policy_681,holder_19,insurer_5
claim_298,CL-98804,2024-11-23,Weather,24674.8,7215.71,Settled,policy_196,holder_472,insurer_7
claim_299,CL-46049,2025-02-01,Fire,28029.36,26348.54,Settled,policy_608,holder_16,insurer_2
claim_300,CL-81123,2023-09-02,Fire,23620.16,12127.96,Settled,policy_910,holder_511,insurer_5
claim_301,CL-82411,2025-05-12,Theft,16495.95,6327.26,Denied,policy_53,holder_508,insurer_3
claim_302,CL-25350,2025-08-17,Vandalism,21487.02,14101.04,Settled,policy_338,holder_127,insurer_2
claim_303,CL-18744,2022-05-29,Theft,1548.89,1522.87,Settled,policy_1100,holder_312,insurer_7
claim_304,CL-61079,2026-04-12,Vandalism,14612.73,14411.05,Open,policy_138,holder_159,insurer_0
claim_305,CL-89794,2024-02-26,Vandalism,22717.42,6004.03,Settled,policy_520,holder_381,insurer_6
claim_306,CL-24291,2024-09-02,Theft,29697.29,24937.7,Denied,policy_862,holder_111,insurer_0
claim_307,CL-34015,2024-11-18,Accident,8394.44,1985.43,Pending Review,policy_443,holder_135,insurer_9
claim_308,CL-79495,2022-06-05,Vandalism,6021.54,5279.34,Denied,policy_65,holder_514,insurer_1
claim_309,CL-31775,2023-09-21,Water Damage,3502.14,1801.8,Settled,policy_302,holder_287,insurer_0
claim_310,CL-53160,2024-08-29,Weather,6051.1,180.25,Open,policy_538,holder_218,insurer_9
claim_311,CL-37026,2022-08-07,Water Damage,7433.48,1788.24,Settled,policy_903,holder_461,insurer_7
claim_312,CL-24703,2024-02-15,Vandalism,21223.65,126.94,Pending Review,policy_953,holder_4,insurer_0
claim_313,CL-82095,2025-02-07,Theft,8974.79,4846.34,Denied,policy_190,holder_278,insurer_7
claim_314,CL-86396,2022-09-04,Fire,8694.11,652.72,Pending Review,policy_1116,holder_207,insurer_7
claim_315,CL-42309,2023-10-13,Vandalism,5904.85,4008.23,Open,policy_958,holder_567,insurer_5
claim_316,CL-57212,2025-11-29,Vandalism,16758.85,9533.05,Pending Review,policy_823,holder_329,insurer_0
claim_317,CL-92575,2024-04-05,Theft,24195.61,5932.03,Open,policy_733,holder_249,insurer_0
claim_318,CL-84517,2023-07-03,Theft,5770.59,874.09,Denied,policy_723,holder_322,insurer_6
claim_319,CL-68407,2023-04-27,Theft,2674.57,445.91,Denied,policy_603,holder_191,insurer_5
claim_320,CL-50413,2023-01-20,Accident,23423.38,12393.12,Denied,policy_187,holder_182,insurer_5
claim_321,CL-65555,2022-09-08,Theft,25874.01,15057.67,Denied,policy_62,holder_157,insurer_5
claim_322,CL-66516,2026-04-20,Water Damage,12614.56,7895.76,Denied,policy_854,holder_12,insurer_3
claim_323,CL-57747,2022-10-27,Water Damage,16445.34,13733.11,Pending Review,policy_773,holder_277,insurer_5
claim_324,CL-20137,2023-12-16,Theft,28409.83,5369.08,Denied,policy_1152,holder_543,insurer_0
claim_325,CL-90847,2025-01-25,Water Damage,28410.9,11052.31,Settled,policy_991,holder_576,insurer_4
claim_326,CL-80006,2023-02-08,Water Damage,18228.06,274.95,Settled,policy_993,holder_307,insurer_6
claim_327,CL-72052,2023-11-25,Fire,10686.32,3850.39,Settled,policy_836,holder_136,insurer_1
claim_328,CL-70294,2023-03-11,Vandalism,18567.49,18542.51,Pending Review,policy_641,holder_226,insurer_2
claim_329,CL-69219,2026-11-07,Vandalism,7832.2,4109.11,Pending Review,policy_717,holder_483,insurer_4
claim_330,CL-60468,2023-07-06,Theft,5605.32,3042.71,Pending Review,policy_666,holder_21,insurer_8
claim_331,CL-29127,2025-09-03,Weather,18586.15,9412.12,Settled,policy_1043,holder_365,insurer_3
claim_332,CL-95994,2022-07-09,Water Damage,3101.3,1364.02,Open,policy_306,holder_440,insurer_4
claim_333,CL-40091,2024-02-02,Liability,28210.63,20044.44,Settled,policy_1163,holder_558,insurer_2
claim_334,CL-15181,2023-11-23,Accident,11062.31,10555.09,Open,policy_1189,holder_599,insurer_8
claim_335,CL-20820,2023-05-30,Accident,19014.68,1707.13,Open,policy_20,holder_355,insurer_5
claim_336,CL-71155,2024-10-09,Liability,2737.98,1052.27,Denied,policy_533,holder_21,insurer_6
claim_337,CL-35911,2022-07-07,Liability,20628.03,8698.41,Open,policy_990,holder_141,insurer_2
claim_338,CL-58770,2023-04-11,Theft,18871.65,854.9,Settled,policy_988,holder_376,insurer_5
claim_339,CL-76144,2025-04-09,Water Damage,25068.48,199.89,Denied,policy_337,holder_385,insurer_6
claim_340,CL-18833,2024-06-09,Vandalism,28630.41,1888.18,Pending Review,policy_218,holder_221,insurer_4
claim_341,CL-85397,2023-06-02,Accident,29279.39,2138.96,Pending Review,policy_266,holder_157,insurer_5
claim_342,CL-31300,2023-04-19,Accident,13158.06,7537.81,Open,policy_956,holder_174,insurer_3
claim_343,CL-90863,2023-09-24,Weather,10429.98,6290.43,Open,policy_454,holder_462,insurer_3
claim_344,CL-70161,2022-04-03,Accident,18146.67,7469.51,Denied,policy_345,holder_382,insurer_5
claim_345,CL-81554,2025-06-12,Liability,12612.37,1114.47,Denied,policy_1119,holder_322,insurer_7
claim_346,CL-55154,2023-02-16,Fire,1179.26,603.48,Pending Review,policy_733,holder_249,insurer_0
claim_347,CL-18724,2025-01-05,Accident,8860.61,7134.34,Open,policy_1013,holder_411,insurer_2
claim_348,CL-54596,2025-04-18,Liability,18001.71,6105.31,Denied,policy_941,holder_578,insurer_2
claim_349,CL-83747,2023-03-14,Water Damage,3754.19,1562.39,Settled,policy_848,holder_511,insurer_8
claim_350,CL-90645,2022-08-19,Water Damage,26668.9,906.42,Settled,policy_101,holder_536,insurer_0
claim_351,CL-81168,2024-08-12,Accident,14484.41,13987.25,Settled,policy_994,holder_590,insurer_5
claim_352,CL-29721,2026-06-16,Accident,11105.68,420.85,Open,policy_435,holder_556,insurer_1
claim_353,CL-51593,2023-06-03,Accident,23897.18,9973.84,Denied,policy_602,holder_554,insurer_0
claim_354,CL-15051,2022-05-21,Fire,19001.86,11972.23,Pending Review,policy_1149,holder_45,insurer_4
claim_355,CL-94516,2025-02-18,Vandalism,25757.27,20670.38,Open,policy_764,holder_513,insurer_4
claim_356,CL-64069,2024-10-02,Weather,6118.62,4123.41,Denied,policy_166,holder_427,insurer_7
claim_357,CL-98916,2025-01-15,Vandalism,3514.59,114.95,Denied,policy_1122,holder_132,insurer_1
claim_358,CL-41826,2022-10-07,Liability,8643.26,7731.34,Open,policy_1125,holder_484,insurer_5
claim_359,CL-64311,2024-10-10,Fire,1380.08,414.68,Open,policy_580,holder_477,insurer_3
claim_360,CL-38216,2024-09-27,Water Damage,15656.9,2091.51,Pending Review,policy_1180,holder_365,insurer_8
claim_361,CL-14438,2024-02-27,Liability,28612.66,5948.31,Settled,policy_714,holder_282,insurer_4
claim_362,CL-17713,2022-06-25,Vandalism,5322.2,3173.7,Pending Review,policy_1168,holder_73,insurer_3
claim_363,CL-55404,2024-07-12,Water Damage,24393.4,18237.1,Denied,policy_565,holder_439,insurer_2
claim_364,CL-70031,2025-03-09,Weather,22948.24,6510.71,Settled,policy_1195,holder_101,insurer_5
claim_365,CL-85797,2022-11-29,Water Damage,21442.4,8785.44,Settled,policy_152,holder_507,insurer_7
claim_366,CL-79711,2025-03-15,Fire,2397.23,1492.57,Open,policy_1077,holder_399,insurer_2
claim_367,CL-58682,2024-03-18,Water Damage,14257.81,10791.79,Open,policy_711,holder_570,insurer_4
claim_368,CL-70554,2024-03-08,Fire,6619.69,4511.3,Denied,policy_928,holder_412,insurer_1
claim_369,CL-41190,2024-04-20,Accident,10063.56,4793.54,Pending Review,policy_1199,holder_307,insurer_6
claim_370,CL-20529,2022-12-07,Fire,26363.02,14649.94,Denied,policy_836,holder_136,insurer_1
claim_371,CL-71012,2025-08-15,Weather,25271.43,13557.44,Pending Review,policy_507,holder_411,insurer_2
claim_372,CL-13547,2023-11-24,Theft,8932.75,2991.97,Settled,policy_189,holder_173,insurer_7
claim_373,CL-96279,2022-12-07,Accident,4991.5,3573.71,Pending Review,policy_174,holder_387,insurer_7
claim_374,CL-28904,2025-01-11,Water Damage,4784.79,1683.2,Pending Review,policy_261,holder_357,insurer_2
claim_375,CL-48719,2023-07-30,Theft,22381.07,4040.95,Denied,policy_654,holder_390,insurer_5
claim_376,CL-48652,2024-11-28,Weather,632.43,1.88,Denied,policy_380,holder_133,insurer_2
claim_377,CL-42549,2022-08-30,Accident,20160.27,2430.45,Denied,policy_1036,holder_277,insurer_1
claim_378,CL-58345,2025-04-22,Water Damage,20400.24,14760.33,Denied,policy_643,holder_123,insurer_6
claim_379,CL-98605,2024-07-05,Fire,14720.4,2472.27,Denied,policy_28,holder_318,insurer_3
claim_380,CL-57182,2027-04-29,Vandalism,11269.65,9631.99,Open,policy_1099,holder_544,insurer_4
claim_381,CL-77857,2026-02-12,Fire,26076.51,25281.26,Open,policy_854,holder_12,insurer_3
claim_382,CL-24529,2022-08-16,Theft,29381.75,14089.15,Denied,policy_921,holder_61,insurer_2
claim_383,CL-78006,2022-09-20,Theft,9967.16,1714.98,Denied,policy_659,holder_421,insurer_7
claim_384,CL-24899,2025-09-16,Theft,17050.3,11247.02,Settled,policy_634,holder_197,insurer_6
claim_385,CL-17285,2022-07-31,Water Damage,16303.87,8394.26,Open,policy_876,holder_212,insurer_0
claim_386,CL-87078,2024-05-24,Liability,3757.16,2437.04,Pending Review,policy_968,holder_484,insurer_0
claim_387,CL-66201,2024-04-07,Weather,2151.93,1289.35,Open,policy_1156,holder_529,insurer_7
claim_388,CL-36294,2025-10-28,Fire,5536.67,937.73,Settled,policy_223,holder_337,insurer_3
claim_389,CL-45711,2026-02-08,Fire,19993.11,1778.65,Open,policy_669,holder_508,insurer_5
claim_390,CL-55566,2022-07-30,Weather,3217.67,2422.45,Pending Review,policy_575,holder_17,insurer_2
claim_391,CL-46051,2024-11-30,Accident,17669.13,15983.61,Open,policy_336,holder_570,insurer_2
claim_392,CL-94882,2025-03-25,Liability,6472.46,4677.72,Settled,policy_250,holder_194,insurer_6
claim_393,CL-32814,2024-02-01,Fire,18387.92,14921.98,Denied,policy_820,holder_218,insurer_8
claim_394,CL-49345,2023-05-05,Liability,12796.3,9449.98,Open,policy_775,holder_243,insurer_6
claim_395,CL-12452,2022-10-02,Theft,25677.31,5638.73,Denied,policy_659,holder_421,insurer_7
claim_396,CL-34250,2023-06-28,Accident,26686.07,25846.76,Settled,policy_722,holder_301,insurer_6
claim_397,CL-44394,2025-02-04,Weather,19410.33,8279.62,Open,policy_264,holder_415,insurer_7
claim_398,CL-38287,2023-04-12,Vandalism,15072.38,5124.1,Settled,policy_12,holder_40,insurer_3
claim_399,CL-68892,2022-10-10,Accident,3691.76,2778.2,Open,policy_1101,holder_408,insurer_8
claim_400,CL-18941,2023-11-27,Fire,23133.85,17247.84,Denied,policy_1066,holder_145,insurer_7
claim_401,CL-42393,2024-05-27,Theft,3350.3,26.85,Settled,policy_1034,holder_205,insurer_9
claim_402,CL-49265,2023-10-01,Liability,9806.57,4583.23,Pending Review,policy_9,holder_394,insurer_4
claim_403,CL-91820,2022-09-16,Water Damage,27808.27,10303.83,Open,policy_720,holder_460,insurer_1
claim_404,CL-91139,2025-03-22,Liability,5305.47,4631.85,Settled,policy_1019,holder_24,insurer_3
claim_405,CL-93288,2023-10-23,Accident,24053.0,19329.75,Open,policy_81,holder_185,insurer_2
claim_406,CL-12856,2023-10-23,Fire,20194.14,14750.42,Settled,policy_1011,holder_2,insurer_1
claim_407,CL-66064,2024-06-03,Water Damage,14286.23,5606.6,Settled,policy_728,holder_265,insurer_1
claim_408,CL-97842,2022-11-20,Water Damage,18784.86,11622.78,Settled,policy_347,holder_554,insurer_8
claim_409,CL-83778,2024-04-27,Liability,22228.8,20443.92,Denied,policy_200,holder_155,insurer_4
claim_410,CL-91848,2024-07-13,Theft,22147.79,14337.35,Pending Review,policy_638,holder_493,insurer_7
claim_411,CL-28091,2024-07-22,Water Damage,11436.67,2167.6,Denied,policy_1014,holder_564,insurer_4
claim_412,CL-39915,2024-11-08,Theft,10425.15,3137.01,Settled,policy_1055,holder_119,insurer_8
claim_413,CL-35999,2025-03-22,Weather,24142.24,20492.37,Pending Review,policy_123,holder_264,insurer_3
claim_414,CL-79462,2024-03-27,Fire,28216.18,21266.5,Denied,policy_107,holder_126,insurer_1
claim_415,CL-94734,2024-09-18,Weather,3585.5,1898.06,Pending Review,policy_1083,holder_430,insurer_1
claim_416,CL-51202,2022-11-20,Liability,14798.0,4481.7,Settled,policy_187,holder_182,insurer_5
claim_417,CL-73740,2023-11-27,Vandalism,28966.92,9035.44,Settled,policy_928,holder_412,insurer_1
claim_418,CL-19798,2023-05-19,Theft,27021.55,5056.41,Pending Review,policy_794,holder_17,insurer_9
claim_419,CL-79009,2025-11-02,Fire,19772.25,7760.26,Settled,policy_607,holder_197,insurer_6
claim_420,CL-85315,2023-12-28,Fire,14431.65,10423.29,Denied,policy_1075,holder_359,insurer_6
claim_421,CL-53082,2024-12-01,Accident,3626.81,2395.82,Pending Review,policy_425,holder_407,insurer_0
claim_422,CL-80572,2024-02-21,Fire,22280.82,4480.61,Settled,policy_321,holder_99,insurer_9
claim_423,CL-49962,2022-08-30,Liability,29744.37,3667.85,Denied,policy_1045,holder_34,insurer_6
claim_424,CL-15222,2024-07-08,Accident,5966.36,100.64,Denied,policy_912,holder_525,insurer_9
claim_425,CL-20885,2025-04-08,Water Damage,18831.29,6742.26,Denied,policy_779,holder_104,insurer_3
claim_426,CL-11089,2024-11-15,Accident,15133.15,2778.92,Denied,policy_551,holder_371,insurer_7
claim_427,CL-76772,2025-03-01,Theft,11624.4,10091.47,Settled,policy_778,holder_427,insurer_3
claim_428,CL-13943,2023-11-07,Water Damage,18592.54,2187.95,Open,policy_1011,holder_2,insurer_1
claim_429,CL-92955,2024-08-10,Water Damage,20351.67,305.26,Open,policy_238,holder_82,insurer_1
claim_430,CL-10265,2024-06-19,Water Damage,19947.71,2456.02,Denied,policy_1069,holder_537,insurer_7
claim_431,CL-20754,2025-03-31,Accident,28984.57,4192.68,Denied,policy_779,holder_104,insurer_3
claim_432,CL-33695,2022-09-14,Water Damage,24741.28,24581.64,Denied,policy_283,holder_348,insurer_6
claim_433,CL-26160,2025-05-29,Liability,5591.49,2918.37,Denied,policy_105,holder_45,insurer_7
claim_434,CL-99008,2025-05-07,Weather,20757.72,10224.83,Open,policy_32,holder_542,insurer_2
claim_435,CL-97349,2023-07-20,Fire,24292.29,16126.53,Open,policy_525,holder_225,insurer_1
claim_436,CL-60550,2024-10-28,Weather,27736.35,16354.04,Open,policy_643,holder_123,insurer_6
claim_437,CL-57845,2025-01-10,Theft,29664.68,14505.33,Settled,policy_919,holder_302,insurer_4
claim_438,CL-51589,2022-06-02,Vandalism,3453.84,1555.57,Denied,policy_345,holder_382,insurer_5
claim_439,CL-35618,2024-01-17,Vandalism,14581.47,1748.35,Open,policy_227,holder_446,insurer_1
claim_440,CL-79113,2025-11-02,Vandalism,9879.27,386.72,Open,policy_259,holder_295,insurer_6
claim_441,CL-37889,2024-02-17,Vandalism,12107.42,2635.67,Open,policy_1037,holder_262,insurer_1
claim_442,CL-15601,2024-06-08,Theft,2704.39,2128.74,Settled,policy_322,holder_184,insurer_8
claim_443,CL-57266,2026-11-09,Theft,3132.33,190.96,Open,policy_287,holder_41,insurer_4
claim_444,CL-52248,2024-02-09,Fire,14404.36,3932.91,Settled,policy_1187,holder_594,insurer_2
claim_445,CL-23868,2024-07-23,Vandalism,11125.6,9194.64,Pending Review,policy_678,holder_56,insurer_2
claim_446,CL-89302,2026-02-05,Fire,19437.74,11992.07,Denied,policy_1060,holder_186,insurer_0
claim_447,CL-52413,2022-04-24,Fire,15841.33,4702.83,Pending Review,policy_964,holder_181,insurer_9
claim_448,CL-59977,2025-03-04,Fire,29597.57,7181.1,Settled,policy_190,holder_278,insurer_7
claim_449,CL-67584,2025-02-26,Weather,3719.83,558.74,Settled,policy_938,holder_421,insurer_5
claim_450,CL-88790,2024-02-21,Vandalism,11918.09,10295.44,Denied,policy_321,holder_99,insurer_9
claim_451,CL-38078,2023-10-10,Weather,12576.15,12040.31,Denied,policy_1083,holder_430,insurer_1
claim_452,CL-69461,2025-12-30,Fire,17311.88,9127.65,Open,policy_1161,holder_244,insurer_5
claim_453,CL-11575,2024-10-27,Weather,27869.34,21343.21,Denied,policy_699,holder_373,insurer_8
claim_454,CL-95317,2023-07-14,Water Damage,27603.5,4697.35,Pending Review,policy_348,holder_595,insurer_8
claim_455,CL-65149,2022-10-25,Weather,22269.94,3407.47,Denied,policy_1183,holder_44,insurer_6
claim_456,CL-79246,2022-07-14,Weather,26365.33,3152.7,Denied,policy_694,holder_302,insurer_1
claim_457,CL-22494,2024-02-27,Fire,3588.06,2865.89,Open,policy_447,holder_17,insurer_4
claim_458,CL-73894,2022-10-05,Liability,1196.29,917.32,Denied,policy_568,holder_503,insurer_8
claim_459,CL-93494,2025-09-06,Accident,12052.25,688.21,Pending Review,policy_462,holder_434,insurer_9
claim_460,CL-42799,2023-11-23,Fire,22719.97,10608.97,Denied,policy_667,holder_337,insurer_4
claim_461,CL-10557,2024-02-06,Weather,19208.16,16317.57,Denied,policy_756,holder_61,insurer_0
claim_462,CL-56043,2025-01-28,Accident,8306.32,6472.61,Settled,policy_1104,holder_411,insurer_3
claim_463,CL-23467,2023-11-13,Theft,23874.55,1340.19,Pending Review,policy_1066,holder_145,insurer_7
claim_464,CL-18265,2024-05-22,Theft,21655.08,4354.18,Open,policy_827,holder_71,insurer_1
claim_465,CL-82730,2023-01-13,Fire,6149.76,3634.29,Denied,policy_237,holder_484,insurer_9
claim_466,CL-71588,2024-04-14,Vandalism,14606.83,7052.87,Settled,policy_140,holder_543,insurer_4
claim_467,CL-13256,2024-01-24,Liability,18014.78,10738.37,Open,policy_128,holder_397,insurer_0
claim_468,CL-68526,2024-07-16,Water Damage,12896.31,8672.03,Settled,policy_1122,holder_132,insurer_1
claim_469,CL-91553,2024-01-20,Accident,24278.35,16019.27,Denied,policy_998,holder_138,insurer_4
claim_470,CL-59555,2024-03-29,Water Damage,16877.95,16274.43,Denied,policy_143,holder_426,insurer_2
claim_471,CL-65232,2024-10-05,Weather,18493.56,9414.08,Denied,policy_272,holder_143,insurer_0
claim_472,CL-21888,2024-10-03,Theft,10351.36,3600.96,Pending Review,policy_234,holder_391,insurer_1
claim_473,CL-80500,2023-11-22,Water Damage,26490.57,11968.65,Pending Review,policy_1011,holder_2,insurer_1
claim_474,CL-14498,2025-05-02,Vandalism,21637.57,12008.17,Open,policy_941,holder_578,insurer_2
claim_475,CL-45071,2024-12-13,Theft,12284.23,2662.62,Open,policy_1024,holder_94,insurer_8
claim_476,CL-76223,2026-05-22,Water Damage,10737.11,7638.78,Settled,policy_66,holder_257,insurer_4
claim_477,CL-75668,2024-07-03,Water Damage,10852.7,886.95,Settled,policy_544,holder_467,insurer_9
claim_478,CL-71537,2024-04-14,Fire,14850.01,13103.07,Denied,policy_1051,holder_115,insurer_5
claim_479,CL-76958,2025-05-19,Weather,20415.22,7914.61,Settled,policy_611,holder_84,insurer_5
claim_480,CL-52455,2023-11-12,Liability,6710.21,2158.82,Denied,policy_956,holder_174,insurer_3
claim_481,CL-36800,2024-09-21,Vandalism,26054.04,7442.51,Settled,policy_877,holder_337,insurer_8
claim_482,CL-57793,2025-08-24,Theft,20559.94,20149.75,Pending Review,policy_357,holder_406,insurer_8
claim_483,CL-29340,2023-05-31,Accident,15075.63,8329.26,Pending Review,policy_113,holder_452,insurer_7
claim_484,CL-69491,2025-06-29,Accident,11648.39,5360.0,Denied,policy_1032,holder_468,insurer_4
claim_485,CL-38808,2022-10-06,Theft,12644.38,9080.68,Open,policy_1160,holder_368,insurer_8
claim_486,CL-56342,2022-12-02,Water Damage,14873.04,4875.09,Open,policy_339,holder_175,insurer_7
claim_487,CL-83516,2023-03-03,Liability,23694.45,4420.65,Denied,policy_679,holder_512,insurer_3
claim_488,CL-62942,2026-06-17,Liability,4903.77,4105.27,Open,policy_850,holder_498,insurer_6
claim_489,CL-90336,2023-10-06,Fire,9661.85,8326.72,Pending Review,policy_9,holder_394,insurer_4
claim_490,CL-43040,2024-12-21,Water Damage,13137.79,12518.65,Pending Review,policy_1130,holder_559,insurer_1
claim_491,CL-58487,2023-02-18,Weather,27179.27,22489.56,Open,policy_80,holder_417,insurer_9
claim_492,CL-68962,2025-12-04,Accident,29032.51,15374.24,Open,policy_1001,holder_524,insurer_8
claim_493,CL-40064,2025-02-02,Accident,7924.49,2722.93,Pending Review,policy_579,holder_460,insurer_1
claim_494,CL-50791,2023-10-28,Fire,19856.8,17493.86,Open,policy_348,holder_595,insurer_8
claim_495,CL-51604,2024-09-23,Accident,20520.35,17951.98,Open,policy_1015,holder_203,insurer_3
claim_496,CL-25301,2023-03-02,Accident,13140.02,6036.9,Pending Review,policy_405,holder_447,insurer_0
claim_497,CL-88453,2024-11-14,Weather,8324.52,1666.51,Pending Review,policy_351,holder_388,insurer_9
claim_498,CL-77388,2026-08-08,Water Damage,29052.26,20070.66,Settled,policy_263,holder_315,insurer_2
claim_499,CL-43571,2026-05-18,Weather,11980.1,8196.27,Denied,policy_364,holder_446,insurer_9
claim_500,CL-27748,2024-02-10,Water Damage,8588.58,7719.11,Settled,policy_519,holder_82,insurer_6
claim_501,CL-28939,2024-02-02,Fire,20437.28,14448.78,Settled,policy_162,holder_464,insurer_9
claim_502,CL-71807,2024-11-01,Water Damage,18663.86,17322.28,Denied,policy_520,holder_381,insurer_6
claim_503,CL-45846,2025-06-14,Fire,22978.91,5176.87,Denied,policy_477,holder_510,insurer_5
claim_504,CL-82080,2024-09-09,Accident,22635.76,353.23,Open,policy_1013,holder_411,insurer_2
claim_505,CL-63658,2024-02-27,Weather,3818.81,3332.88,Denied,policy_523,holder_487,insurer_8
claim_506,CL-53909,2024-10-08,Accident,27404.4,26913.67,Settled,policy_912,holder_525,insurer_9
claim_507,CL-16373,2024-08-14,Accident,19223.56,10953.6,Open,policy_836,holder_136,insurer_1
claim_508,CL-85843,2024-11-24,Liability,5171.3,3155.37,Denied,policy_1055,holder_119,insurer_8
claim_509,CL-67054,2024-04-28,Fire,23901.44,6451.04,Open,policy_466,holder_456,insurer_4
claim_510,CL-85385,2024-10-05,Fire,11990.06,2560.78,Open,policy_549,holder_133,insurer_9
claim_511,CL-10846,2023-04-25,Accident,19175.35,6088.62,Settled,policy_900,holder_240,insurer_9
claim_512,CL-34068,2024-03-13,Liability,17222.3,15708.79,Settled,policy_377,holder_10,insurer_6
claim_513,CL-20294,2022-08-21,Water Damage,3840.59,221.27,Denied,policy_283,holder_348,insurer_6
claim_514,CL-22229,2025-08-27,Theft,2500.42,1939.07,Settled,policy_1176,holder_174,insurer_8
claim_515,CL-69522,2023-08-25,Vandalism,7778.19,2934.77,Denied,policy_665,holder_228,insurer_2
claim_516,CL-47602,2023-12-11,Fire,2581.16,421.39,Settled,policy_590,holder_373,insurer_2
claim_517,CL-11667,2025-01-17,Liability,12852.35,7876.79,Open,policy_1055,holder_119,insurer_8
claim_518,CL-85488,2022-11-20,Fire,16677.9,8119.5,Denied,policy_662,holder_453,insurer_7
claim_519,CL-40499,2026-04-17,Weather,3559.94,1478.96,Open,policy_847,holder_235,insurer_4
claim_520,CL-27861,2024-10-08,Theft,20053.49,16404.95,Denied,policy_955,holder_204,insurer_4
claim_521,CL-83225,2024-08-13,Weather,26931.87,3367.09,Settled,policy_1054,holder_514,insurer_2
claim_522,CL-76085,2025-02-12,Fire,7445.1,5340.37,Open,policy_85,holder_434,insurer_3
claim_523,CL-31069,2026-03-03,Vandalism,12987.67,1550.55,Pending Review,policy_816,holder_32,insurer_5
claim_524,CL-95557,2023-11-12,Vandalism,8719.27,8528.85,Open,policy_651,holder_9,insurer_3
claim_525,CL-85135,2025-02-07,Theft,28716.42,8650.99,Pending Review,policy_46,holder_422,insurer_0
claim_526,CL-13812,2024-03-10,Fire,2488.91,2137.13,Open,policy_1143,holder_232,insurer_5
