id,policyNumber,policyType,startDate,endDate,premiumAmount,status,policyHolderID,insurerID,underwriterID,coverageIDs,agentID
policy_302,PN-1241-302,Home,2022-11-06,2024-04-29,1484.74,Active,holder_564,insurer_2,underwriter_10,"['coverage_2', 'coverage_8', 'coverage_5', 'coverage_10']",agent_14
policy_303,PN-5096-303,Condo,2022-09-03,2023-03-18,521.08,Lapsed,holder_290,insurer_5,underwriter_16,"['coverage_11', 'coverage_13', 'coverage_12', 'coverage_10']",agent_1
policy_304,PN-7637-304,Condo,2024-02-05,2026-08-30,1194.83,Active,holder_259,insurer_9,underwriter_3,"['coverage_7', 'coverage_0']",agent_5
policy_305,PN-6268-305,Renter,2023-03-17,2026-01-30,1312.5,Lapsed,holder_358,insurer_6,underwriter_15,"['coverage_0', 'coverage_14', 'coverage_10']",agent_10
policy_306,PN-8718-306,Landlord,2023-11-18,2024-02-29,1950.55,Lapsed,holder_513,insurer_9,underwriter_0,"['coverage_8', 'coverage_0', 'coverage_5']",agent_1
policy_307,PN-4357-307,Home,2023-07-09,2026-01-18,1463.55,Expired,holder_361,insurer_3,underwriter_10,"['coverage_4', 'coverage_2', 'coverage_13']",agent_10
policy_308,PN-4910-308,Condo,2025-01-04,2025-06-01,895.47,Expired,holder_542,insurer_2,underwriter_9,"['coverage_11', 'coverage_5', 'coverage_4']",agent_6
policy_309,PN-2290-309,Home,2024-10-15,2025-07-05,1578.85,Expired,holder_514,insurer_5,underwriter_18,"['coverage_3', 'coverage_14', 'coverage_5']",agent_12
policy_310,PN-1909-310,Auto,2023-10-19,2025-04-27,275.24,Lapsed,holder_591,insurer_4,underwriter_4,['coverage_9'],agent_15
policy_311,PN-5435-311,Condo,2023-12-16,2024-10-23,1630.26,Active,holder_268,insurer_2,underwriter_8,['coverage_10'],agent_8
policy_312,PN-6113-312,Landlord,2023-10-18,2025-06-09,263.44,Active,holder_129,insurer_4,underwriter_12,"['coverage_4', 'coverage_14']",agent_19
policy_313,PN-2056-313,Landlord,2022-10-16,2025-10-14,215.65,Active,holder_250,insurer_1,underwriter_12,"['coverage_10', 'coverage_5', 'coverage_11']",agent_7
policy_314,PN-1202-314,Home,2024-03-27,2024-10-11,621.0,Cancelled,holder_141,insurer_2,underwriter_13,"['coverage_6', 'coverage_9', 'coverage_3']",agent_0
policy_315,PN-9527-315,Renter,2023-10-17,2024-02-11,1341.03,Lapsed,holder_152,insurer_8,underwriter_12,"['coverage_14', 'coverage_8']",agent_17
policy_316,PN-4940-316,Condo,2024-07-13,2027-07-07,1718.68,Lapsed,holder_464,insurer_7,underwriter_10,"['coverage_14', 'coverage_6', 'coverage_2', 'coverage_0']",agent_8
policy_317,PN-4834-317,Auto,2023-06-10,2025-09-22,528.84,Expired,holder_535,insurer_0,underwriter_4,['coverage_6'],agent_11
policy_318,PN-3774-318,Umbrella,2022-12-24,2025-02-21,248.51,Cancelled,holder_55,insurer_8,underwriter_9,"['coverage_13', 'coverage_5', 'coverage_0']",agent_12
policy_319,PN-3292-319,Landlord,2024-04-12,2025-12-18,1992.28,Active,holder_436,insurer_4,underwriter_9,['coverage_12'],agent_8
policy_320,PN-5869-320,Home,2023-02-26,2026-02-09,1311.37,Expired,holder_422,insurer_5,underwriter_12,"['coverage_5', 'coverage_2']",agent_9
policy_321,PN-3259-321,Home,2023-10-17,2024-02-17,531.27,Cancelled,holder_52,insurer_2,underwriter_18,['coverage_0'],agent_10
policy_322,PN-7948-322,Umbrella,2022-08-09,2025-02-06,429.09,Active,holder_234,insurer_8,underwriter_19,"['coverage_7', 'coverage_2', 'coverage_3', 'coverage_9']",agent_19
policy_323,PN-8344-323,Auto,2023-02-10,2024-08-14,1971.4,Active,holder_163,insurer_2,underwriter_2,"['coverage_5', 'coverage_3', 'coverage_12']",agent_12
policy_324,PN-9571-324,Home,2024-12-08,2026-10-25,1951.21,Expired,holder_405,insurer_0,underwriter_16,"['coverage_4', 'coverage_1', 'coverage_3', 'coverage_10']",agent_10
policy_325,PN-1300-325,Umbrella,2024-06-01,2024-12-30,1819.35,Cancelled,holder_327,insurer_0,underwriter_3,['coverage_7'],agent_3
policy_326,PN-9016-326,Renter,2023-10-26,2025-06-18,1262.75,Cancelled,holder_183,insurer_7,underwriter_17,"['coverage_1', 'coverage_13']",agent_9
policy_327,PN-3776-327,Renter,2024-07-19,2024-09-08,1432.67,Cancelled,holder_189,insurer_1,underwriter_17,"['coverage_3', 'coverage_14', 'coverage_13', 'coverage_10']",agent_4
policy_328,PN-9123-328,Landlord,2022-06-03,2024-10-26,1113.85,Active,holder_272,insurer_4,underwriter_5,['coverage_7'],agent_17
policy_329,PN-3046-329,Condo,2024-08-28,2026-04-09,1890.7,Expired,holder_288,insurer_6,underwriter_1,"['coverage_8', 'coverage_5', 'coverage_13']",agent_14
policy_330,PN-7891-330,Home,2022-02-25,2023-11-12,1197.46,Lapsed,holder_13,insurer_7,underwriter_15,"['coverage_9', 'coverage_7']",agent_0
policy_331,PN-3478-331,Auto,2023-01-21,2024-06-17,509.36,Lapsed,holder_27,insurer_3,underwriter_15,"['coverage_0', 'coverage_13', 'coverage_5']",agent_15
policy_332,PN-3673-332,Landlord,2024-07-24,2025-06-28,1085.22,Cancelled,holder_98,insurer_3,underwriter_4,"['coverage_5', 'coverage_4', 'coverage_14', 'coverage_3']",agent_1
policy_333,PN-4655-333,Condo,2025-01-11,2027-04-26,891.05,Cancelled,holder_158,insurer_5,underwriter_0,"['coverage_7', 'coverage_9', 'coverage_11', 'coverage_12']",agent_8
policy_334,PN-2839-334,Home,2022-03-07,2023-07-25,1661.56,Active,holder_66,insurer_2,underwriter_13,"['coverage_10', 'coverage_2']",agent_10
policy_335,PN-7253-335,Home,2022-10-17,2024-12-12,1728.81,Lapsed,holder_119,insurer_0,underwriter_16,"['coverage_5', 'coverage_8', 'coverage_2']",agent_12
policy_336,PN-6983-336,Condo,2022-08-11,2024-02-15,1606.39,Lapsed,holder_372,insurer_3,underwriter_5,"['coverage_10', 'coverage_12', 'coverage_11']",agent_16
policy_337,PN-4980-337,Auto,2023-04-28,2025-06-28,1113.73,Cancelled,holder_250,insurer_3,underwriter_7,['coverage_1'],agent_2
policy_338,PN-6750-338,Auto,2024-04-25,2025-09-20,1306.22,Cancelled,holder_392,insurer_9,underwriter_16,"['coverage_10', 'coverage_4']",agent_3
policy_339,PN-7936-339,Auto,2022-10-04,2024-08-16,1671.9,Lapsed,holder_394,insurer_1,underwriter_14,"['coverage_11', 'coverage_1', 'coverage_14']",agent_8
policy_340,PN-2435-340,Renter,2022-11-07,2024-09-17,1550.35,Expired,holder_304,insurer_9,underwriter_3,"['coverage_12', 'coverage_0', 'coverage_7', 'coverage_4']",agent_14
policy_341,PN-3626-341,Renter,2022-06-02,2024-02-05,481.25,Cancelled,holder_470,insurer_0,underwriter_9,"['coverage_12', 'coverage_7', 'coverage_8']",agent_6
policy_342,PN-4373-342,Landlord,2024-05-28,2024-08-23,1045.38,Active,holder_46,insurer_2,underwriter_6,"['coverage_13', 'coverage_10', 'coverage_2']",agent_16
policy_343,PN-1488-343,Umbrella,2023-10-07,2024-05-17,1965.2,Cancelled,holder_569,insurer_6,underwriter_9,"['coverage_0', 'coverage_1']",agent_6
policy_344,PN-7171-344,Umbrella,2023-08-07,2024-05-24,547.97,Active,holder_68,insurer_7,underwriter_17,['coverage_12'],agent_0
policy_345,PN-2412-345,Condo,2023-06-13,2024-08-10,879.57,Cancelled,holder_130,insurer_4,underwriter_11,"['coverage_1', 'coverage_7', 'coverage_13', 'coverage_8']",agent_16
policy_346,PN-3662-346,Landlord,2023-05-10,2024-03-22,1465.5,Lapsed,holder_254,insurer_7,underwriter_8,"['coverage_1', 'coverage_0', 'coverage_10', 'coverage_4']",agent_19
policy_347,PN-4223-347,Condo,2025-01-14,2025-08-07,1151.04,Expired,holder_368,insurer_8,underwriter_0,['coverage_4'],agent_3
policy_348,PN-3490-348,Auto,2024-07-14,2026-02-28,334.55,Active,holder_221,insurer_9,underwriter_19,"['coverage_12', 'coverage_8']",agent_7
policy_349,PN-3525-349,Landlord,2022-11-09,2024-03-08,1607.04,Active,holder_309,insurer_5,underwriter_19,"['coverage_1', 'coverage_14', 'coverage_0', 'coverage_2']",agent_17
policy_350,PN-3063-350,Auto,2025-01-22,2027-07-08,440.41,Active,holder_432,insurer_4,underwriter_1,"['coverage_6', 'coverage_8']",agent_2
policy_351,PN-9725-351,Landlord,2024-03-10,2026-12-03,911.25,Lapsed,holder_170,insurer_7,underwriter_10,['coverage_9'],agent_11
policy_352,PN-5521-352,Landlord,2023-10-06,2025-07-22,1091.89,Active,holder_4,insurer_1,underwriter_1,['coverage_14'],agent_2
policy_353,PN-7358-353,Auto,2024-10-20,2027-03-28,1046.68,Cancelled,holder_430,insurer_6,underwriter_7,['coverage_13'],agent_5
policy_354,PN-7194-354,Renter,2023-05-12,2025-07-15,472.73,Lapsed,holder_265,insurer_7,underwriter_14,"['coverage_12', 'coverage_9']",agent_14
policy_355,PN-1718-355,Renter,2022-06-17,2023-04-27,1064.06,Active,holder_523,insurer_2,underwriter_13,"['coverage_0', 'coverage_14', 'coverage_3', 'coverage_10']",agent_8
policy_356,PN-8060-356,Home,2024-01-01,2025-05-19,1934.6,Expired,holder_311,insurer_4,underwriter_12,"['coverage_14', 'coverage_1', 'coverage_3', 'coverage_6']",agent_0
policy_357,PN-6807-357,Condo,2022-07-31,2022-10-29,1411.15,Expired,holder_41,insurer_0,underwriter_11,"['coverage_11', 'coverage_1', 'coverage_7', 'coverage_12']",agent_7
policy_358,PN-1981-358,Home,2024-10-14,2025-10-19,844.21,Active,holder_247,insurer_4,underwriter_3,"['coverage_12', 'coverage_9']",agent_10
policy_359,PN-4441-359,Home,2025-01-04,2027-06-07,950.12,Active,holder_419,insurer_3,underwriter_19,"['coverage_12', 'coverage_4', 'coverage_1']",agent_14
policy_360,PN-5745-360,Landlord,2023-11-25,2024-06-12,1994.49,Expired,holder_38,insurer_0,underwriter_5,"['coverage_10', 'coverage_11', 'coverage_6']",agent_0
policy_361,PN-6090-361,Landlord,2022-06-27,2023-08-19,1957.06,Cancelled,holder_502,insurer_6,underwriter_18,"['coverage_8', 'coverage_5', 'coverage_12']",agent_0
policy_362,PN-1937-362,Home,2023-05-14,2025-02-11,1798.75,Expired,holder_518,insurer_1,underwriter_13,"['coverage_12', 'coverage_0']",agent_0
policy_363,PN-9179-363,Renter,2025-02-06,2025-03-30,1412.49,Cancelled,holder_583,insurer_4,underwriter_6,"['coverage_7', 'coverage_1', 'coverage_0']",agent_8
policy_364,PN-2854-364,Home,2024-09-21,2027-01-18,892.25,Cancelled,holder_416,insurer_7,underwriter_9,"['coverage_14', 'coverage_13', 'coverage_5', 'coverage_9']",agent_9
policy_365,PN-8243-365,Home,2023-03-02,2024-10-13,1822.02,Lapsed,holder_568,insurer_9,underwriter_2,"['coverage_14', 'coverage_8', 'coverage_12', 'coverage_0']",agent_15
policy_366,PN-6679-366,Condo,2022-11-11,2023-01-20,761.76,Cancelled,holder_255,insurer_3,underwriter_10,"['coverage_6', 'coverage_7', 'coverage_2']",agent_3
policy_367,PN-4598-367,Auto,2022-03-18,2023-06-28,476.46,Active,holder_556,insurer_3,underwriter_5,"['coverage_8', 'coverage_10', 'coverage_11', 'coverage_0']",agent_5
policy_368,PN-1416-368,Home,2023-03-17,2025-05-17,659.21,Cancelled,holder_490,insurer_4,underwriter_11,"['coverage_14', 'coverage_11', 'coverage_3', 'coverage_7']",agent_6
policy_369,PN-6287-369,Renter,2023-08-09,2024-01-30,536.83,Active,holder_239,insurer_7,underwriter_10,"['coverage_0', 'coverage_6', 'coverage_1', 'coverage_8']",agent_11
policy_370,PN-6806-370,Umbrella,2024-02-27,2026-09-07,1354.2,Active,holder_336,insurer_9,underwriter_12,"['coverage_9', 'coverage_4', 'coverage_7']",agent_12
policy_371,PN-4395-371,Home,2024-05-05,2027-04-26,1378.33,Active,holder_100,insurer_1,underwriter_15,"['coverage_6', 'coverage_3', 'coverage_11']",agent_1
policy_372,PN-6553-372,Condo,2022-11-02,2023-09-16,1451.67,Cancelled,holder_351,insurer_3,underwriter_2,"['coverage_14', 'coverage_11', 'coverage_1', 'coverage_7']",agent_17
policy_373,PN-1301-373,Condo,2023-07-04,2024-08-19,1334.01,Expired,holder_222,insurer_4,underwriter_6,"['coverage_14', 'coverage_8']",agent_2
policy_374,PN-4142-374,Umbrella,2024-12-14,2025-09-19,643.24,Active,holder_107,insurer_9,underwriter_11,['coverage_5'],agent_3
policy_375,PN-7195-375,Home,2022-07-04,2024-08-07,1461.49,Active,holder_41,insurer_0,underwriter_19,"['coverage_12', 'coverage_6', 'coverage_5', 'coverage_4']",agent_8
policy_376,PN-7769-376,Renter,2023-07-28,2025-10-20,255.02,Expired,holder_498,insurer_9,underwriter_13,"['coverage_2', 'coverage_14', 'coverage_10', 'coverage_5']",agent_2
policy_377,PN-1668-377,Renter,2023-10-17,2024-04-11,1604.85,Cancelled,holder_112,insurer_5,underwriter_5,['coverage_4'],agent_1
policy_378,PN-1719-378,Landlord,2024-04-05,2025-03-11,801.94,Active,holder_501,insurer_2,underwriter_7,['coverage_10'],agent_12
policy_379,PN-7612-379,Home,2024-11-26,2026-02-27,1107.06,Expired,holder_73,insurer_5,underwriter_12,"['coverage_5', 'coverage_1', 'coverage_13', 'coverage_2']",agent_5
policy_380,PN-4043-380,Umbrella,2022-08-16,2023-03-14,423.57,Cancelled,holder_11,insurer_0,underwriter_10,['coverage_9'],agent_2
policy_381,PN-6485-381,Umbrella,2024-02-26,2025-08-05,1175.52,Active,holder_158,insurer_9,underwriter_13,['coverage_9'],agent_7
policy_382,PN-3895-382,Renter,2022-06-23,2023-12-07,1331.26,Lapsed,holder_266,insurer_7,underwriter_10,"['coverage_4', 'coverage_9', 'coverage_6']",agent_18
policy_383,PN-6332-383,Home,2024-03-24,2024-05-04,282.69,Active,holder_460,insurer_6,underwriter_15,"['coverage_14', 'coverage_1']",agent_14
policy_384,PN-3501-384,Condo,2022-04-07,2025-03-25,1172.01,Expired,holder_254,insurer_7,underwriter_0,"['coverage_2', 'coverage_14']",agent_8
policy_385,PN-1832-385,Auto,2023-04-02,2025-11-18,1998.39,Expired,holder_55,insurer_4,underwriter_8,"['coverage_0', 'coverage_3', 'coverage_2']",agent_4
policy_386,PN-9388-386,Condo,2023-02-19,2023-09-27,1412.2,Cancelled,holder_120,insurer_6,underwriter_4,['coverage_9'],agent_18
policy_387,PN-6102-387,Renter,2023-05-25,2025-06-11,1341.61,Lapsed,holder_100,insurer_4,underwriter_9,"['coverage_5', 'coverage_11']",agent_5
policy_388,PN-9487-388,Condo,2023-03-22,2024-05-04,598.32,Expired,holder_208,insurer_8,underwriter_13,['coverage_14'],agent_10
policy_389,PN-1282-389,Condo,2022-08-08,2022-10-23,1974.16,Cancelled,holder_370,insurer_9,underwriter_1,"['coverage_4', 'coverage_1', 'coverage_0', 'coverage_11']",agent_9
policy_390,PN-4651-390,Home,2023-10-28,2023-12-17,971.69,Lapsed,holder_266,insurer_7,underwriter_2,['coverage_10'],agent_10
policy_391,PN-6662-391,Landlord,2024-04-20,2026-05-03,688.14,Cancelled,holder_296,insurer_5,underwriter_4,"['coverage_0', 'coverage_12', 'coverage_3', 'coverage_10']",agent_6
policy_392,PN-8418-392,Landlord,2023-03-11,2025-07-23,1361.36,Lapsed,holder_235,insurer_7,underwriter_13,"['coverage_0', 'coverage_10']",agent_15
policy_393,PN-5453-393,Umbrella,2023-02-04,2025-04-13,780.16,Active,holder_576,insurer_3,underwriter_8,"['coverage_7', 'coverage_2', 'coverage_12']",agent_18
policy_394,PN-9410-394,Condo,2023-09-11,2025-01-29,1299.67,Expired,holder_478,insurer_7,underwriter_6,"['coverage_13', 'coverage_6', 'coverage_14', 'coverage_12']",agent_17
policy_395,PN-4305-395,Auto,2024-02-22,2026-01-24,1307.57,Active,holder_260,insurer_6,underwriter_17,"['coverage_1', 'coverage_4']",agent_4
policy_396,PN-9214-396,Home,2022-04-28,2022-05-28,610.71,Lapsed,holder_157,insurer_8,underwriter_10,"['coverage_10', 'coverage_8', 'coverage_3']",agent_3
policy_397,PN-8756-397,Umbrella,2023-12-09,2025-01-11,655.08,Active,holder_312,insurer_9,underwriter_8,"['coverage_9', 'coverage_4', 'coverage_5', 'coverage_7']",agent_6
policy_398,PN-2007-398,Renter,2023-07-27,2025-03-08,502.08,Expired,holder_392,insurer_8,underwriter_11,"['coverage_3', 'coverage_0']",agent_7
policy_399,PN-2197-399,Home,2023-02-15,2023-10-11,693.83,Expired,holder_302,insurer_9,underwriter_6,['coverage_4'],agent_3
policy_400,PN-2552-400,Landlord,2022-12-25,2025-06-06,1445.31,Active,holder_488,insurer_6,underwriter_10,"['coverage_5', 'coverage_7', 'coverage_11']",agent_11
policy_401,PN-5784-401,Auto,2024-03-05,2025-01-21,1805.47,Lapsed,holder_180,insurer_4,underwriter_14,['coverage_6'],agent_9
policy_402,PN-8195-402,Renter,2023-04-12,2024-06-19,1190.71,Expired,holder_308,insurer_4,underwriter_14,"['coverage_8', 'coverage_1']",agent_14
policy_403,PN-5837-403,Umbrella,2022-05-26,2022-07-18,618.38,Active,holder_97,insurer_1,underwriter_16,"['coverage_10', 'coverage_1', 'coverage_3', 'coverage_0']",agent_17
policy_404,PN-7816-404,Auto,2022-06-24,2024-12-13,1282.41,Expired,holder_153,insurer_4,underwriter_8,"['coverage_5', 'coverage_13', 'coverage_6']",agent_3
policy_405,PN-6203-405,Renter,2024-01-03,2026-09-22,486.82,Lapsed,holder_22,insurer_8,underwriter_9,"['coverage_12', 'coverage_14', 'coverage_7', 'coverage_5']",agent_16
policy_406,PN-3317-406,Landlord,2024-03-10,2026-07-31,1445.35,Expired,holder_500,insurer_4,underwriter_2,"['coverage_5', 'coverage_3']",agent_5
policy_407,PN-5666-407,Auto,2023-01-29,2025-09-13,1461.8,Active,holder_488,insurer_6,underwriter_7,"['coverage_8', 'coverage_1', 'coverage_10']",agent_1
policy_408,PN-8282-408,Renter,2022-11-24,2024-09-16,338.84,Lapsed,holder_226,insurer_1,underwriter_8,"['coverage_3', 'coverage_13', 'coverage_4', 'coverage_12']",agent_0
policy_409,PN-1339-409,Home,2024-07-13,2027-01-13,1240.41,Active,holder_106,insurer_5,underwriter_7,"['coverage_10', 'coverage_5', 'coverage_9', 'coverage_14']",agent_2
policy_410,PN-5964-410,Auto,2023-06-21,2025-08-30,657.38,Lapsed,holder_98,insurer_4,underwriter_1,"['coverage_0', 'coverage_11', 'coverage_6', 'coverage_13']",agent_5
policy_411,PN-9677-411,Auto,2024-03-06,2024-10-29,882.03,Lapsed,holder_439,insurer_2,underwriter_17,['coverage_11'],agent_12
policy_412,PN-9228-412,Landlord,2023-03-20,2024-08-26,1678.03,Lapsed,holder_201,insurer_0,underwriter_14,['coverage_0'],agent_1
policy_413,PN-3420-413,Renter,2023-03-12,2025-10-02,1986.28,Active,holder_127,insurer_1,underwriter_17,"['coverage_0', 'coverage_11', 'coverage_14']",agent_5
policy_414,PN-2780-414,Condo,2024-05-28,2025-06-19,813.6,Expired,holder_229,insurer_0,underwriter_14,"['coverage_14', 'coverage_3']",agent_0
policy_415,PN-2871-415,Condo,2022-10-03,2024-05-17,200.61,Active,holder_407,insurer_9,underwriter_2,"['coverage_8', 'coverage_7', 'coverage_12']",agent_14
policy_416,PN-3800-416,Umbrella,2023-02-10,2023-07-08,1884.64,Cancelled,holder_598,insurer_7,underwriter_14,['coverage_7'],agent_9
policy_417,PN-3167-417,Home,2024-09-29,2026-02-11,511.87,Lapsed,holder_299,insurer_1,underwriter_2,"['coverage_10', 'coverage_7', 'coverage_8']",agent_7
policy_418,PN-2142-418,Condo,2023-06-29,2024-02-22,1512.02,Expired,holder_138,insurer_9,underwriter_14,['coverage_2'],agent_11
policy_419,PN-1094-419,Home,2022-07-14,2024-10-12,1673.63,Lapsed,holder_198,insurer_7,underwriter_13,"['coverage_1', 'coverage_7', 'coverage_13', 'coverage_10']",agent_10
policy_420,PN-6821-420,Renter,2022-09-18,2024-05-17,1578.73,Expired,holder_330,insurer_9,underwriter_18,"['coverage_8', 'coverage_12', 'coverage_2']",agent_0
policy_421,PN-7239-421,Home,2024-08-24,2025-04-30,343.93,Cancelled,holder_91,insurer_8,underwriter_19,"['coverage_9', 'coverage_10']",agent_7
policy_422,PN-9971-422,Renter,2023-03-24,2024-12-05,992.37,Expired,holder_583,insurer_7,underwriter_19,"['coverage_11', 'coverage_4']",agent_16
policy_423,PN-9882-423,Auto,2024-03-03,2025-08-30,679.3,Expired,holder_550,insurer_0,underwriter_18,"['coverage_3', 'coverage_4']",agent_19
policy_424,PN-3936-424,Landlord,2023-10-07,2026-03-07,655.6,Cancelled,holder_279,insurer_4,underwriter_7,"['coverage_2', 'coverage_11']",agent_15
policy_425,PN-2882-425,Landlord,2022-11-09,2023-08-04,215.31,Active,holder_532,insurer_5,underwriter_19,['coverage_14'],agent_4
policy_426,PN-5722-426,Umbrella,2024-02-27,2025-09-19,982.39,Lapsed,holder_152,insurer_0,underwriter_17,"['coverage_11', 'coverage_3', 'coverage_13', 'coverage_14']",agent_0
policy_427,PN-2725-427,Umbrella,2024-08-29,2025-01-26,313.3,Active,holder_122,insurer_9,underwriter_1,"['coverage_9', 'coverage_6', 'coverage_0']",agent_4
policy_428,PN-8191-428,Renter,2024-10-15,2025-01-24,711.9,Expired,holder_436,insurer_8,underwriter_12,['coverage_1'],agent_2
policy_429,PN-9381-429,Auto,2024-06-30,2026-03-28,1279.44,Expired,holder_436,insurer_8,underwriter_8,"['coverage_9', 'coverage_3', 'coverage_1']",agent_10
policy_430,PN-7361-430,Umbrella,2023-02-17,2025-06-14,1665.75,Expired,holder_565,insurer_0,underwriter_18,"['coverage_1', 'coverage_10', 'coverage_13', 'coverage_9']",agent_17
policy_431,PN-3414-431,Auto,2023-05-05,2023-09-28,434.41,Cancelled,holder_168,insurer_5,underwriter_10,['coverage_14'],agent_14
policy_432,PN-7482-432,Renter,2024-10-16,2026-03-21,1104.98,Active,holder_598,insurer_8,underwriter_7,['coverage_10'],agent_3
policy_433,PN-6432-433,Renter,2024-03-10,2025-12-17,735.25,Active,holder_199,insurer_2,underwriter_2,"['coverage_13', 'coverage_1']",agent_12
policy_434,PN-8317-434,Landlord,2022-06-01,2022-07-22,1028.93,Lapsed,holder_561,insurer_3,underwriter_17,"['coverage_12', 'coverage_2', 'coverage_9']",agent_15
policy_435,PN-6578-435,Umbrella,2023-07-28,2024-05-03,1914.53,Active,holder_3,insurer_8,underwriter_8,"['coverage_9', 'coverage_4', 'coverage_3']",agent_5
policy_436,PN-3124-436,Renter,2022-07-14,2022-09-18,1270.94,Lapsed,holder_271,insurer_4,underwriter_3,['coverage_13'],agent_12
policy_437,PN-1870-437,Umbrella,2023-07-24,2024-12-10,1061.57,Expired,holder_49,insurer_5,underwriter_12,"['coverage_2', 'coverage_8', 'coverage_0', 'coverage_1']",agent_8
policy_438,PN-2664-438,Umbrella,2022-04-29,2023-05-07,1084.09,Expired,holder_112,insurer_5,underwriter_8,"['coverage_0', 'coverage_7']",agent_5
policy_439,PN-1440-439,Auto,2022-09-20,2025-09-05,1687.31,Expired,holder_458,insurer_4,underwriter_9,"['coverage_12', 'coverage_13', 'coverage_14', 'coverage_4']",agent_14
policy_440,PN-9638-440,Home,2023-10-17,2026-10-11,1907.76,Active,holder_464,insurer_9,underwriter_5,"['coverage_10', 'coverage_5', 'coverage_3', 'coverage_12']",agent_0
policy_441,PN-3674-441,Renter,2022-11-17,2025-02-21,1303.66,Expired,holder_477,insurer_0,underwriter_15,"['coverage_13', 'coverage_14', 'coverage_11']",agent_18
policy_442,PN-5102-442,Landlord,2022-10-02,2025-05-17,1260.58,Lapsed,holder_570,insurer_5,underwriter_10,"['coverage_10', 'coverage_8', 'coverage_0', 'coverage_12']",agent_11
policy_443,PN-5322-443,Condo,2024-03-30,2026-10-01,1165.91,Cancelled,holder_231,insurer_2,underwriter_13,['coverage_6'],agent_19
policy_444,PN-4294-444,Renter,2023-10-10,2023-12-04,1572.19,Active,holder_399,insurer_5,underwriter_0,"['coverage_10', 'coverage_0', 'coverage_4']",agent_1
policy_445,PN-6001-445,Condo,2022-03-05,2024-08-19,963.72,Expired,holder_497,insurer_7,underwriter_5,"['coverage_10', 'coverage_8']",agent_15
policy_446,PN-9306-446,Renter,2024-06-27,2025-01-17,1033.05,Active,holder_472,insurer_9,underwriter_17,['coverage_13'],agent_10
policy_447,PN-6839-447,Condo,2024-01-19,2026-06-21,1027.92,Cancelled,holder_123,insurer_2,underwriter_18,['coverage_0'],agent_4
policy_448,PN-6901-448,Condo,2023-11-13,2025-11-17,462.95,Active,holder_366,insurer_8,underwriter_6,"['coverage_10', 'coverage_0', 'coverage_8']",agent_4
policy_449,PN-5046-449,Landlord,2024-10-16,2024-12-09,567.32,Expired,holder_69,insurer_4,underwriter_10,"['coverage_5', 'coverage_14', 'coverage_4']",agent_11
policy_450,PN-7904-450,Condo,2024-02-16,2025-04-19,967.11,Active,holder_523,insurer_2,underwriter_0,"['coverage_7', 'coverage_6']",agent_8
policy_451,PN-2716-451,Umbrella,2023-02-01,2024-09-02,1259.64,Active,holder_65,insurer_5,underwriter_3,"['coverage_5', 'coverage_6']",agent_17
policy_452,PN-3300-452,Umbrella,2022-03-09,2024-12-02,1703.8,Expired,holder_96,insurer_0,underwriter_2,"['coverage_0', 'coverage_1', 'coverage_10']",agent_7
policy_453,PN-2447-453,Landlord,2024-01-20,2026-08-27,1146.84,Lapsed,holder_179,insurer_8,underwriter_15,"['coverage_0', 'coverage_7', 'coverage_5']",agent_2
policy_454,PN-6717-454,Landlord,2022-03-16,2023-08-26,1382.75,Expired,holder_245,insurer_2,underwriter_10,"['coverage_6', 'coverage_12', 'coverage_8', 'coverage_13']",agent_16
policy_455,PN-7650-455,Renter,2024-07-22,2025-03-07,1563.86,Active,holder_152,insurer_4,underwriter_4,"['coverage_6', 'coverage_1']",agent_18
policy_456,PN-5866-456,Renter,2022-04-17,2025-03-04,1700.69,Lapsed,holder_399,insurer_7,underwriter_7,['coverage_4'],agent_8
policy_457,PN-1379-457,Landlord,2024-10-16,2027-04-09,721.26,Active,holder_525,insurer_7,underwriter_2,"['coverage_8', 'coverage_5', 'coverage_2']",agent_3
policy_458,PN-6245-458,Landlord,2024-05-23,2027-02-18,1283.8,Cancelled,holder_40,insurer_0,underwriter_1,"['coverage_3', 'coverage_4', 'coverage_10']",agent_19
policy_459,PN-1990-459,Home,2024-03-10,2025-12-27,838.72,Active,holder_260,insurer_9,underwriter_5,"['coverage_9', 'coverage_1', 'coverage_0', 'coverage_11']",agent_5
policy_460,PN-6593-460,Condo,2023-01-17,2024-09-08,805.74,Lapsed,holder_338,insurer_0,underwriter_2,"['coverage_8', 'coverage_9', 'coverage_3', 'coverage_10']",agent_18
policy_461,PN-2824-461,Condo,2022-05-06,2024-05-09,286.18,Lapsed,holder_27,insurer_5,underwriter_8,"['coverage_11', 'coverage_1']",agent_12
policy_462,PN-3975-462,Renter,2024-02-09,2024-10-13,1620.74,Active,holder_384,insurer_9,underwriter_16,"['coverage_11', 'coverage_14', 'coverage_9']",agent_17
policy_463,PN-1147-463,Condo,2022-02-24,2024-06-02,508.23,Active,holder_70,insurer_4,underwriter_4,"['coverage_5', 'coverage_9']",agent_12
policy_464,PN-2171-464,Landlord,2022-09-06,2023-04-21,446.56,Lapsed,holder_152,insurer_2,underwriter_5,"['coverage_5', 'coverage_8', 'coverage_12', 'coverage_3']",agent_6
policy_465,PN-1134-465,Landlord,2024-07-27,2025-06-27,664.03,Lapsed,holder_310,insurer_4,underwriter_17,['coverage_9'],agent_10
